season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyMiss,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767928,1,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,11.0,1.0,12.0,2.0,2.0,2.0,,,,,,,3.0,5.0,3.0,,,,,,,,1.0,,37.0,,,,,,,,6.5,,,,,,1.0,,1.0,,16.0,1.0,16.0,0,,23.0,,1.0,
2015-16,6767928,1,91,Bournemouth,Home,100621,78007.0,Joshua King,joshua-king,F,False,,,,9.0,2.0,11.0,,1.0,2.0,,,1.0,1.0,,,1.0,8.0,4.0,,,4.0,,,,,,1.0,53.0,,,,,,,,6.5,,,1.0,,2.0,,,,,12.0,2.0,14.0,2,1.0,26.0,3.0,2.0,
2015-16,6767928,1,91,Bournemouth,Home,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,11.0,2.0,13.0,4.0,1.0,1.0,,,1.0,1.0,,,6.0,14.0,3.0,,,2.0,,,,,,,90.0,1.0,1.0,,,,,,6.2,,,,,1.0,3.0,,,,16.0,2.0,15.0,2,,38.0,3.0,2.0,
2015-16,6767928,1,91,Bournemouth,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,5.0,3.0,13.0,16.0,,,4.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.5,1.0,1.0,,,,,,12.0,,7.0,16.0,23.0,0,,28.0,,,
2015-16,6767946,2,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767946,2,91,Bournemouth,Away,14185,28378.0,Tommy Elphick,tommy-elphick,D,False,,,2.0,6.0,10.0,16.0,6.0,1.0,3.0,,,,2.0,,,1.0,9.0,2.0,,,3.0,,,,,3.0,,90.0,,,,,,,,6.1,,,,5.0,,,,3.0,,7.0,17.0,24.0,0,,35.0,,1.0,
2015-16,6767946,2,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,6.0,30.0,28.0,58.0,5.0,2.0,7.0,,,,,,,3.0,9.0,6.0,,,2.0,,,,,1.0,1.0,90.0,,1.0,,,,,,6.8,,,,1.0,,,,10.0,,38.0,30.0,68.0,0,3.0,84.0,2.0,1.0,
2015-16,6767946,2,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,,,,13.0,14.0,27.0,1.0,3.0,6.0,,,,4.0,,,,5.0,7.0,,,,,,,,4.0,1.0,90.0,,,,,,,,6.7,,,,3.0,1.0,3.0,,3.0,,22.0,16.0,35.0,0,3.0,67.0,,,1.0
2015-16,6767946,2,91,Bournemouth,Away,16590,59741.0,Max Gradel,max-gradel,M,False,2.0,,,18.0,10.0,26.0,,,5.0,,,,3.0,,,2.0,9.0,6.0,,,1.0,,,,,,3.0,81.0,,1.0,,,,,,6.4,,,,1.0,4.0,6.0,,,,27.0,12.0,33.0,0,4.0,56.0,1.0,1.0,1.0
2015-16,6767946,2,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,3.0,2.0,,
2015-16,6767946,2,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,,20.0,8.0,28.0,2.0,,6.0,,,,,,,1.0,5.0,11.0,,,2.0,,,,,2.0,,90.0,,1.0,,,,,,7.5,,,,2.0,3.0,7.0,,1.0,,32.0,14.0,39.0,0,6.0,78.0,,2.0,3.0
2015-16,6767946,2,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,False,,,4.0,21.0,15.0,36.0,,1.0,3.0,,,1.0,2.0,,,,4.0,6.0,,,2.0,,,,,3.0,2.0,87.0,,1.0,,,,,,7.1,,,1.0,2.0,2.0,,,6.0,,27.0,21.0,48.0,2,,61.0,,3.0,2.0
2015-16,6767946,2,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,4.0,21.0,8.0,28.0,1.0,,4.0,,,2.0,,,,1.0,4.0,5.0,,1.0,2.0,,,,1.0,,2.0,90.0,1.0,,,,,,,7.4,,,2.0,2.0,2.0,7.0,,9.0,,35.0,10.0,38.0,5,2.0,62.0,1.0,1.0,2.0
2015-16,6767946,2,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,4.0,6.0,20.0,26.0,3.0,4.0,10.0,,,,,,,2.0,6.0,4.0,,,1.0,,,,,1.0,,90.0,,1.0,,,,,,6.7,,,1.0,6.0,,,,5.0,,10.0,24.0,34.0,1,,51.0,,,
2015-16,6767946,2,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,True,,,,4.0,,4.0,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,1.0,9.0,,,,,,,,6.8,,,,,,1.0,,,,5.0,1.0,5.0,0,1.0,9.0,1.0,1.0,
2015-16,6767946,2,91,Bournemouth,Away,46738,20963.0,Lee Tomlin,lee-tomlin,M,True,,,,4.0,2.0,6.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,6.0,4.0,,,1.0,,,,,,,29.0,1.0,,,,,,,6.7,,,1.0,,3.0,,,,,6.0,2.0,8.0,3,1.0,17.0,1.0,,1.0
2015-16,6767946,2,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,9.0,5.0,14.0,3.0,3.0,2.0,,,,,,,2.0,7.0,5.0,,,1.0,,,,,,1.0,61.0,,,,,,,,6.6,,,1.0,1.0,3.0,1.0,,,,14.0,5.0,18.0,1,1.0,31.0,1.0,,1.0
2015-16,6767946,2,91,Bournemouth,Away,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,6.0,1.0,7.0,1.0,,3.0,,,1.0,,,,1.0,8.0,3.0,,,3.0,,,,,,2.0,90.0,,,,,,,,6.5,,,,,4.0,,,,,12.0,1.0,13.0,1,1.0,30.0,5.0,1.0,1.0
2015-16,6767946,2,91,Bournemouth,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,1.0,4.0,2.0,8.0,10.0,,,12.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,1.0,6.2,1.0,1.0,,1.0,,,1.0,18.0,,15.0,9.0,24.0,0,,37.0,,,
2015-16,6767957,3,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,1.0,7.0,10.0,17.0,2.0,2.0,2.0,,,,,,,1.0,4.0,4.0,,,,,1.0,,,1.0,,39.0,2.0,,,,,,,7.1,,,,,2.0,1.0,,1.0,,12.0,11.0,22.0,2,1.0,33.0,,,1.0
2015-16,6767957,3,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,14185,28378.0,Tommy Elphick,tommy-elphick,D,False,,,3.0,5.0,17.0,22.0,,8.0,3.0,,,,,,,,,9.0,,,,,,,,,,90.0,,,,,,,,6.6,,,,8.0,,,,7.0,1.0,12.0,19.0,31.0,0,,40.0,,1.0,
2015-16,6767957,3,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,4.0,29.0,27.0,56.0,2.0,1.0,6.0,,,,,,,,2.0,4.0,,,,,,,,1.0,1.0,90.0,,,,,,,,7.1,,,1.0,,2.0,,,5.0,,34.0,29.0,63.0,1,1.0,71.0,1.0,,2.0
2015-16,6767957,3,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,,,4.0,23.0,21.0,44.0,3.0,2.0,9.0,1.0,,,,,,,5.0,10.0,,,1.0,1.0,,,,2.0,3.0,90.0,,,,,,,,7.6,,,,4.0,1.0,2.0,,12.0,,37.0,24.0,59.0,0,7.0,96.0,1.0,1.0,
2015-16,6767957,3,91,Bournemouth,Away,16590,59741.0,Max Gradel,max-gradel,M,False,,,,17.0,11.0,28.0,,1.0,7.0,,1.0,1.0,2.0,,,3.0,7.0,8.0,,,,1.0,,,,,2.0,85.0,1.0,,,,,1.0,,7.0,,,1.0,,4.0,,,,,25.0,11.0,36.0,3,3.0,54.0,1.0,2.0,2.0
2015-16,6767957,3,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,True,,,,4.0,,4.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,1.0,,6.0,,6.0,1,,8.0,,,
2015-16,6767957,3,91,Bournemouth,Away,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,,,2.0,31.0,9.0,40.0,1.0,,3.0,,,,2.0,,,,4.0,4.0,,,1.0,,,,,,1.0,90.0,,,,,,,,6.1,,,1.0,2.0,2.0,2.0,,7.0,,40.0,13.0,51.0,1,,77.0,,2.0,2.0
2015-16,6767957,3,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,False,,,2.0,16.0,14.0,30.0,1.0,,3.0,,,,1.0,,,1.0,5.0,1.0,,,2.0,,,,,,,90.0,,,,,,,,6.2,,,,2.0,,,,5.0,,25.0,17.0,42.0,0,,47.0,1.0,1.0,
2015-16,6767957,3,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,1.0,,3.0,21.0,8.0,28.0,5.0,1.0,5.0,,,1.0,1.0,,,1.0,9.0,2.0,,,2.0,,,,,1.0,1.0,89.0,,1.0,,,,,,6.5,,,1.0,2.0,,4.0,,8.0,,35.0,12.0,43.0,2,1.0,64.0,3.0,,
2015-16,6767957,3,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,7.0,7.0,18.0,25.0,2.0,8.0,3.0,,,,1.0,,,,3.0,11.0,,,,,,,,4.0,,90.0,,2.0,,,,,,7.3,,,,17.0,1.0,,,12.0,,16.0,22.0,38.0,0,2.0,64.0,,,1.0
2015-16,6767957,3,91,Bournemouth,Away,44566,54469.0,Adam Smith,adam-smith,D,True,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767957,3,91,Bournemouth,Away,100621,78007.0,Joshua King,joshua-king,F,False,,,,11.0,5.0,16.0,2.0,1.0,2.0,,1.0,,,,,,7.0,3.0,,,2.0,,,,,,2.0,51.0,,,1.0,,,,,6.1,,,1.0,1.0,5.0,2.0,,,,16.0,6.0,20.0,1,,32.0,1.0,,2.0
2015-16,6767957,3,91,Bournemouth,Away,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,9.0,3.0,12.0,3.0,2.0,3.0,1.0,,,,,,2.0,11.0,7.0,,,2.0,,3.0,,,1.0,1.0,90.0,3.0,,,,,,,8.7,,,1.0,,6.0,,,,,14.0,3.0,17.0,4,2.0,36.0,3.0,1.0,2.0
2015-16,6767957,3,91,Bournemouth,Away,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,3.0,1.0,8.0,9.0,,,5.0,,,,,,,,,,,,,,,1.0,,,,90.0,,,,,,,,6.4,1.0,1.0,,2.0,,,,13.0,,7.0,12.0,19.0,0,,25.0,,,
2015-16,6768031,4,91,Bournemouth,Home,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,2.0,,8.0,8.0,2.0,2.0,4.0,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,,23.0,,,,,,,,6.4,,,,2.0,1.0,,,2.0,,3.0,10.0,13.0,0,,22.0,,2.0,
2015-16,6768031,4,91,Bournemouth,Home,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,14185,28378.0,Tommy Elphick,tommy-elphick,D,False,,,3.0,13.0,23.0,36.0,2.0,7.0,,,,,1.0,,,,4.0,9.0,,,1.0,,,,,3.0,,90.0,,,,,,,,7.1,,,,7.0,,,,3.0,,15.0,27.0,42.0,0,2.0,54.0,,,
2015-16,6768031,4,91,Bournemouth,Home,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,11.0,26.0,32.0,58.0,4.0,2.0,7.0,,,,1.0,,,1.0,6.0,3.0,,,,,,,,4.0,,90.0,,,,,,,,6.9,,,,,,,,14.0,,33.0,36.0,69.0,0,1.0,78.0,3.0,,
2015-16,6768031,4,91,Bournemouth,Home,15152,15149.0,Simon Francis,simon-francis,D,False,,,1.0,24.0,8.0,32.0,1.0,3.0,3.0,,,1.0,3.0,,,1.0,7.0,7.0,,,,,,,,2.0,,90.0,,,,,,,,6.3,,,,3.0,2.0,3.0,,6.0,,39.0,13.0,49.0,1,4.0,82.0,,,
2015-16,6768031,4,91,Bournemouth,Home,16590,59741.0,Max Gradel,max-gradel,M,False,,,,12.0,5.0,17.0,,1.0,6.0,,,2.0,,,,2.0,5.0,9.0,,,1.0,,,,,1.0,,67.0,1.0,,,,,,,6.8,,,,,3.0,6.0,,1.0,,26.0,8.0,28.0,3,2.0,58.0,4.0,5.0,1.0
2015-16,6768031,4,91,Bournemouth,Home,20545,20669.0,Shaun MacDonald,shaun-macdonald,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,21501,41320.0,Charlie Daniels,charlie-daniels,D,False,1.0,,1.0,12.0,10.0,21.0,,3.0,1.0,,,,,,,,,3.0,,,,,,,,1.0,,45.0,,,,,,,,6.7,,,,,,4.0,,3.0,,17.0,12.0,25.0,0,,39.0,1.0,,
2015-16,6768031,4,91,Bournemouth,Home,41628,80498.0,Eunan O'Kane,eunan-okane,M,False,,,3.0,18.0,14.0,32.0,,,5.0,,,,1.0,,,4.0,6.0,3.0,,,1.0,,,,,2.0,,90.0,,,,,,,,6.4,,,,1.0,3.0,,,5.0,,24.0,15.0,39.0,0,,52.0,2.0,,3.0
2015-16,6768031,4,91,Bournemouth,Home,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,2.0,,3.0,24.0,13.0,35.0,2.0,1.0,13.0,,,,2.0,,,4.0,9.0,5.0,,,,,,,,1.0,,90.0,,,,,,,,6.3,,,,1.0,1.0,6.0,,5.0,,34.0,16.0,44.0,0,2.0,65.0,1.0,2.0,
2015-16,6768031,4,91,Bournemouth,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,3.0,12.0,19.0,31.0,1.0,5.0,4.0,,,,1.0,,,,3.0,8.0,,,1.0,,,,,1.0,,90.0,,,1.0,,,,,6.5,,,,13.0,,,,10.0,,19.0,24.0,43.0,0,2.0,61.0,,1.0,
2015-16,6768031,4,91,Bournemouth,Home,44566,54469.0,Adam Smith,adam-smith,D,True,,,1.0,7.0,9.0,16.0,1.0,1.0,1.0,,,,,,,,2.0,5.0,,,1.0,,,,,3.0,,33.0,,,,,,,,6.8,,,,,,,,1.0,,7.0,11.0,18.0,0,2.0,37.0,1.0,2.0,
2015-16,6768031,4,91,Bournemouth,Home,46738,20963.0,Lee Tomlin,lee-tomlin,M,False,,,,13.0,6.0,19.0,6.0,1.0,4.0,,,,3.0,,,3.0,12.0,8.0,,,,,,,,1.0,2.0,90.0,,,,,,,,6.9,,,,1.0,2.0,,,,,24.0,9.0,33.0,0,1.0,52.0,3.0,4.0,2.0
2015-16,6768031,4,91,Bournemouth,Home,51348,,Yann Kermorgant,yann-kermorgant,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768031,4,91,Bournemouth,Home,113956,75115.0,Callum Wilson,callum-wilson,F,False,,,,2.0,3.0,5.0,2.0,,5.0,,,,,,,4.0,12.0,2.0,,,3.0,,1.0,,,,,90.0,1.0,,,,,,,6.5,,,,,3.0,,,,1.0,5.0,5.0,10.0,1,,28.0,4.0,2.0,
2015-16,6768031,4,91,Bournemouth,Home,303638,149484.0,Tyrone Mings,tyrone-mings,D,True,,,,2.0,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,12.0,,,,,,,,6.5,,,,,,,,,,2.0,1.0,3.0,0,,6.0,,,
2015-16,6768046,5,91,Bournemouth,Away,1079,6219.0,Sylvain Distin,sylvain-distin,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,8994,18726.0,Artur Boruc,artur-boruc,G,False,,,2.0,2.0,4.0,6.0,,,8.0,,,,,,,,,,,,,,,2.0,,,,90.0,,,,,,,,6.1,1.0,1.0,,1.0,,,1.0,15.0,,10.0,9.0,19.0,0,,30.0,,,
2015-16,6768046,5,91,Bournemouth,Away,11764,20037.0,Marc Pugh,marc-pugh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,13159,15885.0,Adam Federici,adam-federici,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,14185,28378.0,Tommy Elphick,tommy-elphick,D,False,,,2.0,13.0,19.0,32.0,1.0,4.0,7.0,,,,1.0,,,,4.0,5.0,,,2.0,,,,,6.0,,90.0,,,,,,,,6.5,,,,2.0,,,,3.0,,16.0,21.0,37.0,0,1.0,46.0,,,
2015-16,6768046,5,91,Bournemouth,Away,14695,15237.0,Andrew Surman,andrew-surman,M,False,,,2.0,34.0,22.0,56.0,1.0,,2.0,,,1.0,,,,1.0,2.0,2.0,,,,,,,,3.0,1.0,90.0,,,,,,,,6.8,,,,1.0,,1.0,,4.0,,40.0,22.0,61.0,1,,72.0,,2.0,
2015-16,6768046,5,91,Bournemouth,Away,15152,15149.0,Simon Francis,simon-francis,D,False,2.0,,2.0,42.0,27.0,67.0,4.0,1.0,8.0,,,,,,,2.0,10.0,4.0,,,3.0,1.0,,,,1.0,3.0,90.0,,,,,,,,6.4,,,,3.0,1.0,5.0,,8.0,,49.0,35.0,79.0,0,3.0,111.0,,,
2015-16,6768046,5,91,Bournemouth,Away,19343,40387.0,Dan Gosling,dan-gosling,D,True,,,,3.0,2.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,18.0,,,,,,,,6.4,,,,1.0,,,,1.0,,5.0,3.0,8.0,0,,12.0,1.0,,
2015-16,6768046,5,91,Bournemouth,Away,20097,20529.0,Glenn Murray,glenn-murray,F,True,,,1.0,4.0,2.0,6.0,1.0,,,,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,33.0,,,,,,,,6.7,,,1.0,,1.0,,,1.0,,9.0,3.0,12.0,1,1.0,18.0,,1.0,1.0
2015-16,6768046,5,91,Bournemouth,Away,41628,80498.0,Eunan O'Kane,eunan-okane,M,False,,,6.0,21.0,8.0,29.0,2.0,,4.0,,,,1.0,,,3.0,7.0,2.0,2.0,,,,,,,,,72.0,,,,,,,,5.1,,,,1.0,1.0,,,8.0,,27.0,10.0,37.0,0,2.0,45.0,1.0,,
2015-16,6768046,5,91,Bournemouth,Away,42690,56981.0,Joe Bennett,joe-bennett,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768046,5,91,Bournemouth,Away,42699,56983.0,Matt Ritchie,matt-ritchie,M,False,,,,19.0,12.0,31.0,,,5.0,,,,1.0,,,,3.0,2.0,,,2.0,,,,,1.0,,90.0,,,,,,,,6.1,,,,,,5.0,,3.0,,35.0,12.0,42.0,0,1.0,64.0,3.0,1.0,
2015-16,6768046,5,91,Bournemouth,Away,42707,56917.0,Steve Cook,steve-cook,D,False,,,9.0,21.0,25.0,46.0,1.0,1.0,6.0,,,,1.0,,,,2.0,2.0,,,,,1.0,,,4.0,1.0,90.0,1.0,,,,,,,7.4,,,,3.0,,,,12.0,,24.0,30.0,54.0,1,1.0,63.0,,,
