playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,foulWonPenalty,goals,rightFootGoals,headedGoals,hitWoodwork,handballsConceded,leftFootGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,cornersTakenInclShortCorners,ownGoalScored,secondGoalAssists,penaltiesConceded,setPiecesGoals,penaltiesTaken,penaltyGoals
80179,Adam Forshaw,Midfielder,Leeds,2,England,2021-22,88.0,0.6573,64.0,0.0,0.0077,4.0,4.0,0.3138,53.0,10.0,6.0,108.0,22.0,1.0,6.0,37.0,17.0,136.0,5.0,826.0,2.0,0.0,3.0,5.0,22.0,2.0,2.0,2.0,1529.0,2.0,2.0,11.0,91.0,4.0,34.0,80.0,637.0,11.0,4.0,30.2896,12.0,3.0,12.0,41.0,1.0,77.0,250.0,15.0,0.0,179.0,16.0,0.0,243.0,119.0,22.0,2.0,30.0,7.0,307.0,37.0,5.0,18.0,1.0,1.0,157.0,11.0,0.0,800.0,6.0,1.0,189.0,23.0,12.0,1.0,1.0,192.0,26.0,19.0,53.0,141.0,1043.0,5.0,4.0,3.0,10.0,383.0,19.0,0.4892,5.0,28.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547701,Archie Gray,Midfielder,Leeds,2,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200617,Daniel James,Midfielder,Leeds,2,Wales,2021-22,154.0,1.6886,73.0,1.0,,15.0,18.0,4.6185,26.0,39.0,2.0,121.0,34.0,4.0,11.0,37.0,31.0,134.0,59.0,470.0,15.0,3.0,6.0,3.0,69.0,3.0,3.0,10.0,2500.0,10.0,2.0,55.0,99.0,4.0,48.0,85.0,328.0,125.0,3.0,40.2728,23.0,,11.0,49.0,8.0,99.0,116.0,38.0,0.0,253.0,19.0,1.0,130.0,86.0,34.0,3.0,11.0,33.0,239.0,45.0,59.0,58.0,,8.0,184.0,14.0,1.0,441.0,21.0,25.0,321.0,15.0,21.0,1.0,,103.0,31.0,8.0,8.0,121.0,895.0,4.0,12.0,6.0,4.0,103.0,17.0,6.0738,7.0,13.0,29.0,6.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
492374,Jack Jenkins,Midfielder,Leeds,2,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155405,Kalvin Phillips,Midfielder,Leeds,2,England,2021-22,116.0,0.5616,65.0,0.0,0.0052,3.0,3.0,0.4115,54.0,12.0,1.0,105.0,20.0,1.0,3.0,30.0,18.0,171.0,6.0,948.0,,0.0,3.0,2.0,46.0,3.0,2.0,1.0,1595.0,1.0,2.0,29.0,97.0,2.0,40.0,80.0,708.0,7.0,1.0,23.8751,8.0,7.0,18.0,25.0,,87.0,272.0,19.0,0.0,213.0,28.0,0.0,292.0,180.0,20.0,2.0,29.0,5.0,329.0,23.0,12.0,21.0,1.0,,167.0,17.0,0.0,915.0,9.0,4.0,238.0,25.0,7.0,9.0,1.0,260.0,33.0,24.0,69.0,124.0,1241.0,5.0,2.0,3.0,16.0,452.0,24.0,0.6673,4.0,66.0,51.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,4.0,,1.0,,,,
450529,Lewis Bate,Midfielder,Leeds,2,England,2021-22,19.0,0.0074,5.0,0.0,,,,,1.0,1.0,,14.0,3.0,,1.0,1.0,1.0,16.0,,61.0,,0.0,,2.0,2.0,,,,147.0,,,2.0,3.0,1.0,4.0,3.0,42.0,,,1.4722,,,1.0,4.0,,17.0,9.0,1.0,0.0,22.0,1.0,0.0,20.0,8.0,3.0,,1.0,4.0,14.0,3.0,,6.0,,,20.0,,0.0,60.0,1.0,,31.0,,1.0,,,15.0,3.0,1.0,3.0,17.0,90.0,,2.0,,,31.0,3.0,0.0137,0.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464618,Liam McCarron,Midfielder,Leeds,2,Scotland,2021-22,,,1.0,0.0,,,,,,,,,1.0,,,,,,,2.0,,0.0,,1.0,,,,,9.0,,,,,,1.0,,2.0,,,0.4497,,,,1.0,,,1.0,,0.0,,1.0,0.0,,1.0,1.0,,,,,1.0,,,,,,,0.0,2.0,,,,,,,,,,,,1.0,3.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72222,Mateusz Klich,Midfielder,Leeds,2,Poland,2021-22,131.0,2.0095,77.0,0.0,,15.0,18.0,2.3287,47.0,27.0,6.0,158.0,33.0,2.0,14.0,33.0,26.0,196.0,24.0,977.0,2.0,0.0,8.0,7.0,20.0,,10.0,7.0,2079.0,7.0,3.0,13.0,89.0,5.0,34.0,82.0,755.0,52.0,4.0,39.011,29.0,5.0,18.0,52.0,7.0,118.0,253.0,15.0,0.0,220.0,18.0,1.0,346.0,171.0,33.0,10.0,22.0,15.0,447.0,47.0,24.0,37.0,,7.0,200.0,7.0,0.0,947.0,9.0,11.0,304.0,25.0,20.0,4.0,,198.0,40.0,11.0,26.0,180.0,1318.0,13.0,19.0,8.0,11.0,340.0,27.0,2.8442,5.0,38.0,48.0,6.0,6.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,
469249,Nohan Kenneh,Midfielder,Leeds,2,Liberia,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473342,Stuart McKinstry,Midfielder,Leeds,2,Scotland,2021-22,,0.0001,,0.0,,,,,,,,1.0,1.0,,,,,1.0,,3.0,,0.0,,1.0,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,0.0,,,0.0,,1.0,1.0,,,,,,,,,,,,0.0,3.0,,,2.0,,,,,2.0,,,,1.0,5.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
