playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,cleanSheets,unsuccessfulLayoffs,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,homeGoals,rightFootGoals,blocks,unsuccessfulCornersIntoBox,foulWonPenalty,goalKicks,headedGoals,gkSuccessfulDistribution,penaltiesConceded,clearancesOffTheLine,savesMade,savesMadeFromOutsideBox,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,leftFootGoals,catches,savesMadeCaught,punches,goalkeeperSmother,drops,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,ownGoalScored,penaltiesSaved,penaltiesFaced,savesFromPenalty,secondGoalAssists
513527,Bilal El Khannouss,Midfielder,Leicester,13,Morocco,2024-25,130.0,9.0,3.1094,0.0,11.0,7.0,,2.2197,50.0,19.0,11.0,162.0,32.0,3.0,38.0,27.0,188.0,39.0,955.0,1.0,6.0,5.0,36.0,43.0,3.0,18.0,2.0,2193.0,2.0,24.0,116.0,6.0,44.0,97.0,710.0,38.0,2.0,50.48,39.0,9.0,54.0,5.0,106.0,286.0,13.0,2.0,246.0,18.0,286.0,92.0,32.0,3.0,20.0,23.0,459.0,48.0,71.0,61.0,5.0,203.0,19.0,0.0,880.0,12.0,18.0,364.0,30.0,34.0,151.0,30.0,6.0,57.0,232.0,1359.0,13.0,19.0,3.0,6.0,5.0,326.0,24.0,,1.2874,4.0,26.0,49.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,4.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225902,Boubakary Soumaré,Midfielder,Leicester,13,France,2024-25,83.0,4.0,1.0295,0.0,3.0,,1.0,,37.0,4.0,3.0,129.0,31.0,,63.0,25.0,152.0,6.0,1218.0,,3.0,6.0,,33.0,,4.0,,2170.0,,11.0,108.0,7.0,27.0,86.0,1040.0,18.0,2.0,47.2234,11.0,33.0,52.0,,72.0,358.0,23.0,0.0,191.0,12.0,340.0,140.0,31.0,,17.0,14.0,507.0,45.0,6.0,36.0,,158.0,22.0,0.0,1210.0,4.0,7.0,222.0,20.0,27.0,284.0,24.0,27.0,26.0,236.0,1523.0,3.0,6.0,1.0,3.0,10.0,563.0,15.0,,0.2628,8.0,23.0,54.0,,,1.0,2.0,,,4.0,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536916,Facundo Buonanotte,Midfielder,Leicester,13,Argentina,2024-25,207.0,3.0,2.2652,0.0,9.0,12.0,2.0,4.1628,53.0,27.0,7.0,87.0,31.0,2.0,32.0,14.0,105.0,9.0,515.0,3.0,4.0,17.0,26.0,55.0,2.0,17.0,5.0,1513.0,5.0,37.0,134.0,5.0,37.0,116.0,393.0,44.0,,30.4083,23.0,12.0,33.0,5.0,170.0,74.0,35.0,1.0,341.0,28.0,131.0,79.0,31.0,2.0,21.0,49.0,272.0,28.0,26.0,88.0,5.0,286.0,18.0,0.0,489.0,15.0,7.0,283.0,32.0,28.0,169.0,37.0,12.0,17.0,141.0,988.0,10.0,8.0,1.0,4.0,3.0,155.0,26.0,,3.9282,8.0,18.0,26.0,5.0,3.0,,2.0,9.0,,2.0,2.0,2.0,6.0,12.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Leicester,13,England,2024-25,48.0,6.0,1.5312,0.0,1.0,4.0,1.0,0.4205,24.0,9.0,4.0,94.0,22.0,2.0,34.0,17.0,111.0,7.0,1003.0,,1.0,5.0,16.0,14.0,4.0,13.0,,1540.0,,6.0,48.0,6.0,23.0,40.0,872.0,1.0,1.0,30.989,15.0,18.0,34.0,,42.0,308.0,13.0,0.0,96.0,12.0,346.0,106.0,22.0,4.0,13.0,8.0,471.0,28.0,21.0,16.0,,82.0,8.0,0.0,968.0,5.0,2.0,165.0,11.0,3.0,237.0,9.0,9.0,20.0,112.0,1194.0,5.0,5.0,,1.0,11.0,434.0,5.0,,0.2233,4.0,17.0,42.0,,,,,6.0,,2.0,,,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531997,Henry Cartwright,Midfielder,Leicester,13,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649208,Jeremy Monga,Midfielder,Leicester,13,England,2024-25,6.0,,0.019,0.0,1.0,1.0,2.0,0.0521,2.0,2.0,,7.0,7.0,,,,7.0,4.0,25.0,,,7.0,,1.0,1.0,,,105.0,,1.0,9.0,1.0,6.0,9.0,18.0,5.0,,1.5741,1.0,1.0,3.0,1.0,5.0,6.0,5.0,0.0,15.0,1.0,7.0,10.0,7.0,1.0,1.0,3.0,14.0,2.0,4.0,5.0,1.0,14.0,,0.0,24.0,1.0,3.0,23.0,1.0,2.0,4.0,,,,8.0,57.0,,,,,,4.0,,,0.1615,0.0,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461587,Kasey McAteer,Midfielder,Leicester,13,Ireland,2024-25,80.0,4.0,0.625,0.0,1.0,7.0,,1.2372,23.0,12.0,,44.0,18.0,1.0,3.0,9.0,47.0,17.0,220.0,3.0,,9.0,,30.0,1.0,4.0,5.0,852.0,5.0,17.0,57.0,2.0,29.0,44.0,171.0,31.0,2.0,20.4444,8.0,13.0,16.0,1.0,63.0,32.0,15.0,0.0,137.0,16.0,58.0,45.0,18.0,1.0,7.0,15.0,112.0,14.0,17.0,31.0,1.0,107.0,13.0,0.0,220.0,5.0,5.0,120.0,16.0,6.0,66.0,18.0,5.0,2.0,64.0,421.0,6.0,8.0,1.0,,2.0,65.0,7.0,1.0,1.0264,3.0,3.0,9.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549640,Michael Golding,Midfielder,Leicester,13,England,2024-25,,,,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209042,Oliver Skipp,Midfielder,Leicester,13,England,2024-25,45.0,,,0.0,2.0,1.0,,,21.0,3.0,2.0,60.0,24.0,,24.0,10.0,77.0,5.0,495.0,,,14.0,,18.0,,,,1120.0,,6.0,53.0,,28.0,41.0,406.0,10.0,1.0,,9.0,10.0,26.0,,39.0,169.0,13.0,0.0,98.0,16.0,127.0,46.0,24.0,,17.0,5.0,186.0,26.0,5.0,12.0,,80.0,12.0,0.0,492.0,2.0,3.0,107.0,4.0,7.0,101.0,21.0,11.0,12.0,98.0,643.0,1.0,7.0,,,9.0,232.0,15.0,,,8.0,17.0,18.0,,,1.0,,,,3.0,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519223,Sammy Braybrooke,Midfielder,Leicester,13,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203341,Wilfred Ndidi,Midfielder,Leicester,13,Nigeria,2024-25,179.0,5.0,1.5132,0.0,2.0,8.0,2.0,1.8871,85.0,20.0,4.0,138.0,28.0,5.0,52.0,28.0,177.0,25.0,1003.0,3.0,,,,121.0,1.0,5.0,7.0,2336.0,7.0,60.0,177.0,5.0,54.0,116.0,802.0,60.0,2.0,50.3868,12.0,74.0,48.0,2.0,119.0,221.0,18.0,0.0,356.0,28.0,270.0,127.0,28.0,1.0,34.0,18.0,343.0,43.0,25.0,51.0,2.0,235.0,61.0,0.0,990.0,12.0,9.0,297.0,51.0,13.0,271.0,39.0,31.0,24.0,241.0,1489.0,8.0,13.0,1.0,,22.0,488.0,28.0,1.0,2.0291,8.0,39.0,64.0,,,2.0,1.0,,1.0,4.0,,,19.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
