playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,cleanSheets,unsuccessfulLayoffs,throwInsToOppositionPlayer,successfulLaunches,totalFoulsWon,leftFootGoals,unsuccessfulDribbles,shotsOffTargetIncWoodwork,blocks,clearancesOffTheLine,throwInsToOwnPlayer,hitWoodwork,handballsConceded,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,lastPlayerTackle,headedGoals,redCards2ndYellow,foulWonPenalty,penaltiesTaken,otherGoals,penaltyGoals,setPiecesGoals
16045,Ben Watson,Midfielder,Wigan,111,England,2009-10,0.0,5.0,0.0,0.0,18.0,3.0,2.0,4.0,12.0,4.0,2.0,29.0,15.0,4.0,38.0,7.0,220.0,1.0,1.0,0.0,1.0,12.0,4.0,7.0,335.0,2.0,16.0,1.0,14.0,161.0,4.0,4.0,1.0,7.0,5.0,11.0,16.0,0.0,34.0,1.0,18.0,5.0,1.0,5.0,132.0,10.0,22.0,7.0,30.0,2.0,215.0,2.0,73.0,7.0,2.0,1.0,4.0,7.0,7.0,21.0,296.0,2.0,2.0,57.0,9.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,Wigan,111,France,2009-10,0.0,36.0,0.0,7.0,376.0,17.0,22.0,27.0,60.0,49.0,25.0,244.0,52.0,35.0,273.0,66.0,1059.0,5.0,7.0,2.0,1.0,63.0,63.0,44.0,3037.0,44.0,238.0,6.0,219.0,754.0,19.0,107.0,7.0,71.0,32.0,73.0,332.0,2.0,614.0,3.0,157.0,36.0,,16.0,650.0,67.0,132.0,264.0,551.0,19.0,1036.0,40.0,701.0,44.0,95.0,9.0,55.0,44.0,37.0,32.0,2064.0,8.0,11.0,180.0,29.0,41.0,6.0,6.0,8.0,7.0,7.0,64.0,5.0,158.0,22.0,1.0,1.0,41.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
37105,Cho Won-Hee,Midfielder,Wigan,111,South Korea,2009-10,0.0,4.0,0.0,0.0,5.0,,1.0,,4.0,1.0,2.0,8.0,4.0,1.0,8.0,1.0,52.0,,,,3.0,,2.0,,111.0,1.0,6.0,1.0,5.0,41.0,,2.0,1.0,1.0,2.0,9.0,4.0,0.0,11.0,,9.0,4.0,,2.0,25.0,8.0,1.0,4.0,9.0,1.0,52.0,1.0,14.0,2.0,,,,2.0,,3.0,74.0,,,19.0,,4.0,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18276,Daniel de Ridder,Midfielder,Wigan,111,Netherlands,2009-10,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66583,Hendry Thomas,Midfielder,Wigan,111,Honduras,2009-10,0.0,31.0,1.0,7.0,169.0,1.0,3.0,4.0,142.0,15.0,5.0,169.0,30.0,27.0,232.0,1.0,1184.0,,1.0,,4.0,,77.0,1.0,2338.0,47.0,203.0,6.0,173.0,824.0,,3.0,4.0,11.0,82.0,49.0,122.0,0.0,372.0,,151.0,31.0,,34.0,463.0,43.0,2.0,20.0,295.0,30.0,1160.0,2.0,293.0,108.0,1.0,6.0,62.0,81.0,,128.0,1624.0,9.0,26.0,490.0,63.0,61.0,,3.0,,1.0,3.0,30.0,,,11.0,14.0,,4.0,,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
50472,James McCarthy,Midfielder,Wigan,111,Ireland,2009-10,0.0,20.0,0.0,3.0,98.0,6.0,8.0,6.0,59.0,13.0,6.0,106.0,31.0,19.0,143.0,19.0,627.0,1.0,,1.0,1.0,29.0,23.0,21.0,1637.0,12.0,98.0,4.0,87.0,440.0,13.0,22.0,4.0,19.0,27.0,36.0,86.0,2.0,196.0,0.0,108.0,20.0,1.0,17.0,306.0,32.0,32.0,43.0,173.0,11.0,615.0,11.0,237.0,42.0,8.0,,28.0,40.0,11.0,44.0,960.0,6.0,20.0,199.0,37.0,16.0,1.0,4.0,1.0,,6.0,20.0,,12.0,7.0,4.0,,4.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
1235,Jason Koumas,Midfielder,Wigan,111,Wales,2009-10,0.0,8.0,0.0,0.0,27.0,1.0,2.0,3.0,10.0,5.0,3.0,33.0,4.0,6.0,39.0,14.0,136.0,1.0,2.0,1.0,2.0,7.0,7.0,6.0,423.0,4.0,26.0,1.0,23.0,86.0,3.0,11.0,,11.0,1.0,7.0,23.0,0.0,53.0,0.0,14.0,8.0,1.0,2.0,75.0,6.0,22.0,17.0,46.0,3.0,133.0,2.0,79.0,8.0,6.0,,2.0,5.0,3.0,11.0,239.0,6.0,2.0,28.0,6.0,7.0,,,1.0,,,7.0,,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
50023,Jordi Gómez,Midfielder,Wigan,111,Spain,2009-10,0.0,23.0,0.0,3.0,86.0,7.0,16.0,12.0,21.0,31.0,8.0,96.0,45.0,11.0,112.0,13.0,606.0,1.0,2.0,0.0,12.0,25.0,15.0,10.0,1259.0,9.0,87.0,3.0,81.0,466.0,3.0,27.0,2.0,23.0,17.0,31.0,77.0,0.0,173.0,1.0,81.0,23.0,,5.0,360.0,28.0,29.0,46.0,158.0,6.0,586.0,15.0,197.0,16.0,15.0,6.0,24.0,23.0,12.0,28.0,902.0,4.0,11.0,144.0,16.0,26.0,,1.0,1.0,,1.0,45.0,1.0,12.0,19.0,5.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
28147,Mohamed Diamé,Midfielder,Wigan,111,Senegal,2009-10,0.0,34.0,0.0,6.0,282.0,3.0,12.0,7.0,176.0,22.0,8.0,195.0,23.0,34.0,247.0,9.0,1291.0,1.0,,1.0,,,87.0,3.0,2864.0,44.0,333.0,6.0,290.0,878.0,,26.0,6.0,22.0,47.0,63.0,238.0,0.0,615.0,0.0,253.0,34.0,1.0,51.0,612.0,57.0,9.0,120.0,528.0,43.0,1279.0,11.0,403.0,125.0,64.0,,67.0,110.0,,166.0,2002.0,10.0,9.0,435.0,52.0,61.0,1.0,6.0,1.0,,3.0,50.0,,42.0,15.0,7.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
6290,Olivier Kapo,Midfielder,Wigan,111,France,2009-10,0.0,1.0,0.0,0.0,7.0,,2.0,,,,1.0,3.0,,,3.0,1.0,15.0,,,,1.0,,1.0,,31.0,1.0,,,,11.0,,2.0,1.0,1.0,,2.0,6.0,0.0,7.0,,1.0,1.0,,,8.0,2.0,1.0,6.0,6.0,,15.0,,10.0,,,,,1.0,,1.0,25.0,,,4.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19688,Scott Sinclair,Midfielder,Wigan,111,England,2009-10,0.0,18.0,0.0,0.0,44.0,2.0,1.0,3.0,,8.0,,6.0,2.0,1.0,6.0,15.0,92.0,1.0,,1.0,17.0,2.0,9.0,2.0,341.0,8.0,12.0,2.0,11.0,84.0,,15.0,2.0,4.0,3.0,15.0,36.0,0.0,56.0,0.0,15.0,18.0,,,60.0,13.0,17.0,33.0,47.0,1.0,92.0,3.0,58.0,,7.0,,2.0,8.0,2.0,2.0,193.0,,,28.0,,2.0,,,1.0,,,4.0,,20.0,5.0,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
37804,Tomasz Cywka,Midfielder,Wigan,111,Poland,2009-10,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49013,Victor Moses,Midfielder,Wigan,111,Nigeria,2009-10,0.0,14.0,0.0,0.0,55.0,6.0,3.0,3.0,3.0,11.0,1.0,26.0,4.0,2.0,29.0,11.0,140.0,1.0,2.0,0.0,12.0,9.0,16.0,9.0,431.0,10.0,35.0,2.0,29.0,102.0,2.0,29.0,1.0,8.0,1.0,11.0,45.0,0.0,90.0,1.0,31.0,14.0,1.0,1.0,91.0,9.0,19.0,42.0,74.0,6.0,139.0,8.0,91.0,2.0,14.0,,3.0,9.0,6.0,9.0,298.0,1.0,2.0,29.0,3.0,8.0,3.0,,1.0,1.0,,12.0,,23.0,8.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
