season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385511,1,1,Manchester_United,Home,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,True,,,,8.0,,8.0,,1.0,,,,1.0,,,,,,1.0,,,0.0229247,0.0284,0.0,,,,,,,,1.0,,37.0,,,,,,,,2.0,,6.7,,,,1.0,,,,,1.0,9.0,,9.0,1,,12.0,1.0,,,
2022-23,10385511,1,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,2.0,,21.0,21.0,,,4.0,,,,,,1.0,,,,,,4.857e-05,0.0,0.0,,,,-0.4374,,,,,,90.0,,,,,,,,5.0,,6.3,2.0,2.0,,,,,1.0,7.0,,4.0,22.0,26.0,0,,30.0,,,,
2022-23,10385511,1,1,Manchester_United,Home,105734,80607,Christian Eriksen,christian-eriksen,M,False,2.0,,2.0,32.0,14.0,44.0,1.0,,8.0,,,1.0,1.0,,,2.0,4.0,3.0,,,0.0801892,0.1441,0.5413,,,,,,,,3.0,,90.0,2.0,1.0,,,,,,23.0,,7.3,,,,1.0,,6.0,,7.0,,48.0,17.0,59.0,3,2.0,79.0,2.0,1.0,,2.0
2022-23,10385511,1,1,Manchester_United,Home,138310,90152,Raphaël Varane,raphael-varane,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,1,Manchester_United,Home,149380,95658,Harry Maguire,harry-maguire,D,False,,,7.0,28.0,35.0,63.0,1.0,1.0,9.0,,,1.0,,,,,2.0,3.0,,,0.0132346,0.2216,0.0,1.0,,,,,,4.0,,,90.0,,1.0,,,,,,9.0,,7.0,,,,2.0,,,,13.0,,35.0,37.0,72.0,1,1.0,85.0,,1.0,,1.0
2022-23,10385511,1,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,2.0,,1.0,26.0,23.0,47.0,2.0,1.0,5.0,,,,1.0,,,,4.0,5.0,,,0.238756,0.0836,0.082,1.0,,,,,,2.0,2.0,,89.0,1.0,,,,,,,15.0,,7.0,,,,,,5.0,,3.0,,35.0,29.0,59.0,1,3.0,80.0,,1.0,,2.0
2022-23,10385511,1,1,Manchester_United,Home,243623,101582,Fred,fred,M,False,,,,16.0,17.0,33.0,,,4.0,,,,2.0,,,1.0,4.0,,,,0.0148814,0.0314,0.0,1.0,,,,,,2.0,,,53.0,,,,,,,,9.0,,6.3,,,1.0,1.0,,,,1.0,,19.0,22.0,41.0,1,,49.0,,,,
2022-23,10385511,1,1,Manchester_United,Home,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,2.0,,3.0,41.0,13.0,52.0,1.0,,4.0,1.0,,,,,,2.0,4.0,5.0,,,0.278135,0.1869,0.0,,,,,,,,2.0,,89.0,,,,,,,,21.0,,7.2,,,1.0,,3.0,7.0,,5.0,1.0,58.0,13.0,64.0,1,,85.0,1.0,3.0,2.0,
2022-23,10385511,1,1,Manchester_United,Home,361790,180184,Donny van de Beek,donny-van-de-beek,M,True,,,,8.0,1.0,9.0,,2.0,1.0,,,,,,,,,2.0,,,0.0211263,0.0,0.0,,,,,,,,,,12.0,,,,,,,,1.0,,6.7,,,,,,,,,,9.0,1.0,10.0,0,,10.0,,,,
2022-23,10385511,1,1,Manchester_United,Home,814590,176297,Marcus Rashford,marcus-rashford,F,False,,,,13.0,4.0,17.0,3.0,,,,1.0,1.0,,,,1.0,6.0,2.0,,,0.0311275,0.308,0.0,,,,,,,1.0,1.0,,90.0,,,,,,,,10.0,,6.2,,,2.0,,2.0,,,,,16.0,4.0,20.0,3,1.0,34.0,3.0,1.0,,
2022-23,10385511,1,1,Manchester_United,Home,825839,222690,Tyrell Malacia,tyrell-malacia,D,True,,,,,,,,1.0,,,,,1.0,,,,2.0,3.0,,,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,2.0,4.0,,,,2.0
2022-23,10385511,1,1,Manchester_United,Home,843200,216051,Diogo Dalot,diogo-dalot,D,False,1.0,,1.0,22.0,16.0,37.0,1.0,3.0,5.0,,1.0,,,,,,3.0,5.0,,1.0,0.0352501,0.2708,0.2228,,,,,,,3.0,2.0,,90.0,2.0,,,,,,,21.0,,6.6,,,,1.0,2.0,3.0,,5.0,,30.0,21.0,48.0,2,1.0,78.0,2.0,1.0,,1.0
2022-23,10385511,1,1,Manchester_United,Home,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,3.0,22.0,5.0,27.0,,,2.0,,,,,,,,1.0,2.0,,,0.109456,0.0,0.0,,,,,,,,2.0,,89.0,,,,,,,,9.0,,7.0,,,,,3.0,3.0,,3.0,,29.0,5.0,31.0,0,,42.0,1.0,,2.0,
2022-23,10385511,1,1,Manchester_United,Home,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,5.0,22.0,53.0,75.0,,,15.0,,,2.0,1.0,,,1.0,3.0,5.0,,,0.0182464,0.0771,0.0,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,9.0,,7.3,,,1.0,4.0,1.0,,,7.0,,23.0,57.0,80.0,3,2.0,104.0,2.0,2.0,1.0,
2022-23,10385511,1,1,Manchester_United,Home,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,1,Manchester_United,Home,879346,195851,Scott McTominay,scott-mctominay,M,False,,,2.0,12.0,6.0,18.0,,2.0,5.0,,,1.0,,,,,3.0,4.0,,,0.0184993,0.0312,0.0,2.0,,,,,,2.0,,,78.0,,,,,,,,12.0,,6.3,,,,,1.0,,,2.0,,18.0,9.0,27.0,1,,38.0,2.0,2.0,,
2022-23,10385511,1,1,Manchester_United,Home,927361,232928,James Garner,james-garner,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385511,1,1,Manchester_United,Home,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,0.00045982,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0,,1.0,,,,
2022-23,10385511,1,1,Manchester_United,Home,1135873,493105,Alejandro Garnacho,alejandro-garnacho,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0,,1.0,1.0,,,
2022-23,10385510,2,1,Manchester_United,Away,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,False,,,1.0,20.0,6.0,26.0,1.0,2.0,2.0,,,,1.0,,,2.0,6.0,4.0,,,0.0414671,0.2837,0.0798,1.0,,,,,,,3.0,,90.0,2.0,,,,,,,5.0,,7.2,,,4.0,2.0,1.0,,,1.0,,21.0,6.0,27.0,6,,42.0,1.0,2.0,,
2022-23,10385510,2,1,Manchester_United,Away,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385510,2,1,Manchester_United,Away,69378,51940,David De Gea,david-de-gea,G,False,,,2.0,1.0,8.0,9.0,,,5.0,,,,,,,,,,1.0,,0.00012797,0.0,0.0,,,,-1.6981,,,,,,90.0,,,,,,,,6.0,1.0,5.3,2.0,3.0,,1.0,,,,7.0,,6.0,8.0,14.0,0,,23.0,,,,
2022-23,10385510,2,1,Manchester_United,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,,,1.0,43.0,18.0,61.0,1.0,1.0,5.0,,1.0,,,,,,1.0,1.0,1.0,,0.185322,0.2705,0.1392,,,,,,,2.0,,,87.0,1.0,,,,,,,14.0,,6.1,,,1.0,2.0,,5.0,,2.0,,54.0,21.0,70.0,2,,85.0,,,,
2022-23,10385510,2,1,Manchester_United,Away,138310,90152,Raphaël Varane,raphael-varane,D,True,,,2.0,15.0,7.0,22.0,1.0,2.0,2.0,,,,1.0,,,,2.0,3.0,,,0.00744984,0.0,0.0,,,,,,,,,,45.0,,,,,,,,3.0,,6.7,,,,2.0,,,,2.0,,16.0,9.0,25.0,0,1.0,29.0,,,,1.0
2022-23,10385510,2,1,Manchester_United,Away,149380,95658,Harry Maguire,harry-maguire,D,False,,,4.0,26.0,20.0,46.0,3.0,4.0,4.0,,,,,,,,4.0,4.0,,,0.0169239,0.0,0.0,1.0,,,,,,1.0,1.0,,90.0,,3.0,,,,,,4.0,,6.6,,,,2.0,,,,5.0,,29.0,21.0,50.0,0,,59.0,,,,
2022-23,10385510,2,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,,,2.0,21.0,10.0,31.0,,,1.0,,,,,,,,2.0,,,,0.0477904,0.0,0.0,2.0,,,,,,1.0,1.0,,45.0,,,,,,,,10.0,,6.1,,,,2.0,,2.0,,3.0,,25.0,13.0,36.0,0,,50.0,2.0,,,
2022-23,10385510,2,1,Manchester_United,Away,243623,101582,Fred,fred,M,False,,,,22.0,8.0,30.0,,,3.0,,,,,,,,,1.0,,,0.0322439,0.0,0.0,,,,,,,1.0,,,45.0,,,,,,,,7.0,,6.5,,,,,,,,1.0,,22.0,13.0,35.0,0,1.0,42.0,2.0,,,1.0
2022-23,10385510,2,1,Manchester_United,Away,288205,141746,Bruno Fernandes,bruno-fernandes,M,False,2.0,,1.0,33.0,13.0,44.0,1.0,,5.0,,,1.0,1.0,,,,4.0,3.0,,,0.0396752,0.1415,0.0,3.0,,,,,,3.0,1.0,,90.0,,,,,,,,10.0,,6.9,,,2.0,1.0,,5.0,,4.0,,42.0,14.0,51.0,3,2.0,69.0,,1.0,,1.0
2022-23,10385510,2,1,Manchester_United,Away,361790,180184,Donny van de Beek,donny-van-de-beek,M,True,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,0.00035347,0.0,0.0,,,,,,,,,,8.0,,,,,,,,1.0,,6.3,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2022-23,10385510,2,1,Manchester_United,Away,814590,176297,Marcus Rashford,marcus-rashford,F,False,1.0,,,18.0,1.0,18.0,1.0,,1.0,,,2.0,2.0,,,1.0,5.0,9.0,,,0.216715,0.1148,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,,9.0,,7.0,,,,1.0,5.0,4.0,,,1.0,24.0,3.0,23.0,2,3.0,41.0,,1.0,5.0,1.0
2022-23,10385510,2,1,Manchester_United,Away,825839,222690,Tyrell Malacia,tyrell-malacia,D,True,1.0,,,19.0,7.0,25.0,,,3.0,,,1.0,1.0,,,,2.0,2.0,,,0.0170797,0.0436,0.0,1.0,,,,,,,,,45.0,,,,,,,,3.0,,6.7,,,,1.0,,1.0,,1.0,,22.0,7.0,28.0,1,2.0,38.0,,,,
2022-23,10385510,2,1,Manchester_United,Away,843200,216051,Diogo Dalot,diogo-dalot,D,False,1.0,,2.0,37.0,10.0,46.0,2.0,2.0,7.0,,,,,,,1.0,5.0,3.0,,,0.251401,0.0676,0.1573,2.0,,,,,,,2.0,,90.0,1.0,,,,,,,26.0,,6.4,,,,3.0,1.0,3.0,,6.0,,54.0,13.0,64.0,1,,87.0,,,1.0,
2022-23,10385510,2,1,Manchester_United,Away,851100,209243,Jadon Sancho,jadon-sancho,M,False,,,,21.0,4.0,25.0,,,2.0,,,,,,,,1.0,1.0,,,0.0707681,0.0,0.0,1.0,,,,,,,2.0,,60.0,,,,,,,,12.0,,6.4,,,,,,1.0,,,,25.0,8.0,32.0,0,1.0,39.0,4.0,,,1.0
2022-23,10385510,2,1,Manchester_United,Away,859999,221820,Lisandro Martínez,lisandro-martinez,D,False,,,2.0,16.0,13.0,29.0,,,3.0,,,,,,,,,2.0,,,0.0118782,0.0,0.0,,,,,,,2.0,,,45.0,,,,,,,,3.0,,6.3,,,,2.0,,,,3.0,,17.0,15.0,32.0,0,1.0,38.0,,1.0,,1.0
2022-23,10385510,2,1,Manchester_United,Away,863653,214590,Aaron Wan-Bissaka,aaron-wan-bissaka,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385510,2,1,Manchester_United,Away,879346,195851,Scott McTominay,scott-mctominay,M,True,,,,20.0,6.0,26.0,,2.0,5.0,,,,1.0,,,,4.0,5.0,,,0.0311197,0.0,0.0,3.0,,,,,,2.0,,,45.0,,,,,,,,6.0,,6.8,,,,3.0,2.0,,,1.0,,22.0,8.0,30.0,0,1.0,42.0,2.0,,2.0,1.0
2022-23,10385510,2,1,Manchester_United,Away,927361,232928,James Garner,james-garner,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385510,2,1,Manchester_United,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,3.0,2.0,5.0,,1.0,,,,,,,,1.0,1.0,4.0,,,0.00926058,0.0,0.0,,,,,,,,1.0,,30.0,,,,,,,,4.0,,6.8,,,,,2.0,,,,1.0,4.0,3.0,7.0,0,,13.0,1.0,1.0,2.0,
2022-23,10385510,2,1,Manchester_United,Away,1135873,493105,Alejandro Garnacho,alejandro-garnacho,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,1,Manchester_United,Home,750,14937,Cristiano Ronaldo,cristiano-ronaldo,F,True,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,2.0,2.0,,,1.69e-06,0.0121,0.0,1.0,,,,,,,,,10.0,,,,,,,,3.0,,6.6,,,1.0,1.0,,,,,,1.0,2.0,3.0,1,,7.0,,,,
2022-23,10385531,3,1,Manchester_United,Home,18122,21205,Tom Heaton,tom-heaton,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,1,Manchester_United,Home,69378,51940,David De Gea,david-de-gea,G,False,,1.0,6.0,5.0,2.0,7.0,,1.0,6.0,,,,,,,,,1.0,,,0.00093763,0.0,0.0,,,,0.7895,,,,,,90.0,,,,,,,,24.0,1.0,7.4,4.0,5.0,,1.0,,,1.0,30.0,,28.0,3.0,31.0,0,,40.0,,,,
