playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,goalKicks,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goals,awayGoals,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,overruns,successfulLayoffs,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,homeGoals,penaltiesTaken,headedGoals,successfulDribbles,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,lastPlayerTackle,hitWoodwork,otherGoals
198869,Ben White,Defender,Arsenal,3,England,2024-25,0.0,0.0,2.0,51.0,3.0,1.4133,4.0,2.0,0.2161,20.0,5.0,1.0,59.0,17.0,2.0,13.0,80.0,14.0,590.0,1.0,4.0,1.0,4.0,27.0,5.0,1.0,3.0,1.0,1198.0,1.0,9.0,43.0,1.0,9.0,25.0,492.0,29.0,16.0,2.0,15.7951,8.0,3.0,38.0,13.0,3.0,42.0,60.0,5.0,0.0,94.0,2.0,216.0,37.0,17.0,1.0,6.0,5.0,295.0,12.0,14.0,11.0,3.0,67.0,18.0,4.0,566.0,3.0,5.0,134.0,14.0,8.0,221.0,10.0,16.0,18.0,93.0,833.0,67.0,3.0,1.0,8.0,218.0,3.0,1.0,0.456,21.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563324,Brayden Clarke,Defender,Arsenal,3,Wales,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226597,Gabriel Magalhães,Defender,Arsenal,3,Brazil,2024-25,0.0,0.0,4.0,63.0,,1.2017,7.0,5.0,2.3386,25.0,15.0,1.0,74.0,28.0,1.0,28.0,151.0,9.0,1628.0,,26.0,,,93.0,10.0,,,2.0,2365.0,2.0,38.0,101.0,3.0,21.0,46.0,1420.0,41.0,,2.0,22.1687,12.0,10.0,89.0,22.0,7.0,25.0,749.0,19.0,1.0,164.0,13.0,502.0,63.0,28.0,,10.0,1.0,658.0,19.0,9.0,3.0,7.0,71.0,55.0,26.0,1551.0,10.0,2.0,173.0,15.0,29.0,267.0,19.0,16.0,57.0,110.0,1911.0,3.0,3.0,,38.0,819.0,8.0,,2.621,77.0,38.0,3.0,3.0,,,,,,,,,,1.0,1.0,,,0.0,,3.0,4.0,,,,,,,,,,,,,,,,2.0,1.0,
440854,Jakub Kiwior,Defender,Arsenal,3,Poland,2024-25,0.0,0.0,1.0,31.0,,0.3078,2.0,1.0,0.3827,22.0,1.0,3.0,40.0,17.0,,10.0,59.0,2.0,729.0,1.0,17.0,1.0,7.0,24.0,3.0,,,,1117.0,,13.0,40.0,1.0,6.0,29.0,647.0,6.0,1.0,2.0,16.4428,5.0,2.0,57.0,15.0,1.0,18.0,308.0,4.0,0.0,71.0,5.0,223.0,31.0,17.0,,14.0,2.0,305.0,14.0,2.0,4.0,1.0,47.0,11.0,17.0,702.0,,,71.0,8.0,8.0,155.0,10.0,6.0,23.0,43.0,861.0,3.0,1.0,1.0,9.0,365.0,5.0,,0.1744,19.0,16.0,1.0,0.0,,,,,,,,,1.0,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,2.0,,
499167,Josh Nichols,Defender,Arsenal,3,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445122,Jurriën Timber,Defender,Arsenal,3,Netherlands,2024-25,0.0,0.0,7.0,107.0,4.0,1.2699,6.0,4.0,0.7503,58.0,8.0,2.0,116.0,30.0,3.0,27.0,143.0,24.0,1182.0,6.0,,1.0,3.0,42.0,7.0,1.0,4.0,2.0,2422.0,2.0,20.0,133.0,4.0,40.0,111.0,1027.0,70.0,31.0,,20.9841,14.0,1.0,41.0,21.0,5.0,87.0,196.0,29.0,1.0,240.0,15.0,348.0,94.0,30.0,1.0,20.0,24.0,632.0,17.0,24.0,48.0,5.0,198.0,22.0,,1160.0,4.0,11.0,285.0,38.0,4.0,419.0,31.0,22.0,12.0,219.0,1752.0,151.0,9.0,1.0,15.0,411.0,16.0,1.0,1.1694,27.0,44.0,1.0,0.0,,,,,,,,,3.0,3.0,,,,1.0,,1.0,24.0,,,,,,,,,,,,,,,,,,
192895,Kieran Tierney,Defender,Arsenal,3,Scotland,2024-25,0.0,0.0,0.0,9.0,2.0,0.7262,,1.0,0.4379,7.0,2.0,1.0,11.0,13.0,,2.0,13.0,12.0,145.0,2.0,,,11.0,11.0,,,2.0,,252.0,,5.0,16.0,,2.0,10.0,128.0,6.0,3.0,,2.1572,8.0,1.0,9.0,1.0,,4.0,61.0,2.0,0.0,25.0,,36.0,6.0,13.0,,2.0,1.0,93.0,1.0,12.0,1.0,,14.0,6.0,,141.0,1.0,4.0,32.0,5.0,,13.0,1.0,3.0,4.0,35.0,203.0,11.0,2.0,,1.0,41.0,1.0,,0.3557,2.0,4.0,1.0,1.0,,1.0,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,
499169,Myles Lewis-Skelly,Defender,Arsenal,3,England,2024-25,2.0,2.0,3.0,40.0,4.0,0.4805,2.0,1.0,0.1871,22.0,1.0,3.0,35.0,23.0,,15.0,43.0,6.0,667.0,,,,8.0,21.0,3.0,,4.0,,1370.0,,10.0,92.0,1.0,5.0,81.0,617.0,18.0,14.0,1.0,17.5532,8.0,2.0,24.0,16.0,2.0,30.0,257.0,47.0,0.0,132.0,3.0,158.0,53.0,23.0,,8.0,9.0,357.0,15.0,6.0,18.0,2.0,111.0,11.0,,650.0,,6.0,105.0,14.0,1.0,100.0,11.0,7.0,7.0,152.0,964.0,80.0,7.0,,2.0,271.0,5.0,,0.1643,8.0,12.0,1.0,0.0,,1.0,,,,,,,3.0,5.0,,,,1.0,,,12.0,,,,,,1.0,,,,,,,,,,,,
206325,Oleksandr Zinchenko,Defender,Arsenal,3,Ukraine,2024-25,0.0,0.0,1.0,29.0,3.0,0.5223,8.0,,,6.0,2.0,2.0,39.0,15.0,1.0,5.0,52.0,10.0,402.0,1.0,,4.0,10.0,23.0,1.0,,3.0,,522.0,,11.0,24.0,,10.0,12.0,338.0,21.0,4.0,,2.9388,2.0,1.0,9.0,1.0,4.0,18.0,150.0,3.0,0.0,53.0,7.0,107.0,19.0,15.0,,5.0,1.0,222.0,1.0,10.0,5.0,4.0,30.0,12.0,,386.0,2.0,5.0,78.0,1.0,1.0,74.0,8.0,5.0,12.0,71.0,511.0,29.0,4.0,4.0,4.0,131.0,3.0,,0.6503,13.0,11.0,,,,,,1.0,1.0,,,0.0632,1.0,6.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
466075,Riccardo Calafiori,Defender,Arsenal,3,Italy,2024-25,0.0,0.0,4.0,49.0,2.0,0.7078,1.0,6.0,1.8776,27.0,9.0,,52.0,19.0,1.0,11.0,58.0,9.0,479.0,3.0,,,8.0,37.0,,2.0,2.0,2.0,984.0,2.0,15.0,64.0,2.0,17.0,42.0,406.0,33.0,11.0,2.0,9.8694,5.0,2.0,24.0,12.0,1.0,34.0,182.0,6.0,1.0,113.0,6.0,144.0,35.0,19.0,2.0,8.0,3.0,259.0,10.0,9.0,8.0,1.0,76.0,22.0,,472.0,3.0,4.0,100.0,19.0,6.0,63.0,16.0,9.0,15.0,90.0,683.0,47.0,8.0,,3.0,164.0,8.0,,0.993,6.0,18.0,2.0,2.0,,,2.0,,,,,,,3.0,,,,0.0,,,9.0,,,,,,,,,,,,,,,,,1.0,
223723,Takehiro Tomiyasu,Defender,Arsenal,3,Japan,2024-25,0.0,0.0,0.0,,,0.0015,,,,,1.0,,,1.0,,,1.0,,4.0,,,,1.0,,,,,,6.0,,,,,,,3.0,2.0,,,,,,1.0,,,,,,0.0,,,3.0,,1.0,,,,1.0,,,,,,,,4.0,1.0,,1.0,,,1.0,,,,,8.0,,,,,2.0,,,0.1845,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
462424,William Saliba,Defender,Arsenal,3,France,2024-25,1.0,1.0,2.0,85.0,,1.2892,1.0,3.0,1.9468,62.0,5.0,1.0,98.0,35.0,,35.0,138.0,3.0,2547.0,1.0,6.0,,,100.0,12.0,,,1.0,3041.0,1.0,38.0,152.0,4.0,14.0,90.0,2339.0,19.0,,2.0,30.0988,7.0,9.0,118.0,27.0,1.0,47.0,694.0,17.0,0.0,237.0,10.0,665.0,154.0,35.0,,25.0,6.0,847.0,23.0,3.0,14.0,1.0,137.0,62.0,6.0,2505.0,2.0,,180.0,37.0,15.0,1095.0,28.0,21.0,70.0,93.0,2883.0,4.0,2.0,,24.0,1562.0,9.0,,2.28,40.0,44.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,12.0,,,,,,1.0,,,,,,,,,,4.0,,1.0
