playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,ownGoalScored,throwInsToOppositionPlayer,leftFootGoals,clearancesOffTheLine,headedGoals,penaltiesConceded,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltyGoals,redCards2ndYellow
39765,Adel Taarabt,Midfielder,QPR,52,Morocco,2012-13,174.0,9.0,0.0,31.0,29.0,12.0,26.0,67.0,23.0,185.0,31.0,4.0,123.0,1.0,25.0,214.0,25.0,1153.0,5.0,1.0,2.0,6.0,66.0,35.0,3.0,36.0,2244.0,7.0,28.0,176.0,8.0,169.0,853.0,24.0,57.0,1.0,73.0,1.0,3.0,40.0,146.0,356.0,60.0,2.0,350.0,3.0,323.0,164.0,31.0,1.0,5.0,3.0,64.0,692.0,32.0,72.0,116.0,315.0,7.0,0.0,1120.0,38.0,17.0,493.0,23.0,83.0,1.0,11.0,221.0,16.0,29.0,32.0,86.0,253.0,1825.0,9.0,8.0,1.0,3.0,283.0,5.0,5.0,29.0,26.0,,,,,,,,,,,,,,,,,,,,,,
67731,Alejandro Faurlin,Midfielder,QPR,52,Argentina,2012-13,35.0,3.0,0.0,,1.0,,36.0,3.0,2.0,86.0,11.0,2.0,19.0,,10.0,117.0,3.0,562.0,,,,1.0,2.0,15.0,1.0,4.0,784.0,,8.0,61.0,3.0,54.0,379.0,1.0,1.0,,6.0,1.0,17.0,15.0,27.0,139.0,16.0,0.0,96.0,,213.0,42.0,11.0,,,10.0,,257.0,12.0,4.0,8.0,81.0,7.0,0.0,554.0,2.0,1.0,139.0,26.0,2.0,3.0,,151.0,10.0,17.0,1.0,66.0,59.0,707.0,1.0,6.0,,18.0,192.0,1.0,0.0,31.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,
60252,Andros Townsend,Midfielder,QPR,52,England,2012-13,85.0,8.0,0.0,14.0,7.0,6.0,37.0,23.0,2.0,59.0,17.0,1.0,8.0,,12.0,70.0,37.0,338.0,2.0,,1.0,5.0,7.0,5.0,1.0,9.0,1047.0,,5.0,111.0,5.0,111.0,263.0,1.0,16.0,2.0,19.0,2.0,7.0,21.0,80.0,44.0,23.0,0.0,196.0,1.0,111.0,75.0,17.0,,,4.0,28.0,196.0,16.0,44.0,61.0,191.0,,0.0,334.0,16.0,7.0,211.0,33.0,51.0,1.0,2.0,127.0,7.0,16.0,5.0,5.0,56.0,687.0,7.0,2.0,,11.0,81.0,,2.0,11.0,23.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,
46998,Esteban Granero,Midfielder,QPR,52,Spain,2012-13,138.0,6.0,0.0,2.0,8.0,,49.0,25.0,2.0,124.0,24.0,1.0,44.0,,19.0,163.0,19.0,977.0,1.0,,1.0,5.0,67.0,44.0,3.0,24.0,1663.0,,29.0,119.0,4.0,104.0,738.0,15.0,14.0,,46.0,2.0,18.0,23.0,109.0,297.0,33.0,0.0,257.0,0.0,310.0,122.0,24.0,,1.0,6.0,6.0,516.0,19.0,76.0,55.0,213.0,15.0,0.0,920.0,17.0,8.0,338.0,43.0,22.0,4.0,10.0,254.0,36.0,38.0,45.0,76.0,116.0,1416.0,7.0,8.0,2.0,10.0,322.0,1.0,7.0,39.0,45.0,,,,,,,,,,,,,,,,,,,,,,
19946,Hogan Ephraim,Midfielder,QPR,52,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
10451,Jermaine Jenas,Midfielder,QPR,52,England,2012-13,22.0,,0.0,4.0,2.0,1.0,18.0,8.0,,62.0,13.0,,21.0,,8.0,69.0,2.0,432.0,2.0,,1.0,5.0,3.0,6.0,1.0,3.0,822.0,,4.0,29.0,3.0,27.0,326.0,2.0,7.0,2.0,6.0,3.0,11.0,18.0,18.0,126.0,4.0,0.0,51.0,1.0,128.0,54.0,13.0,,2.0,6.0,1.0,188.0,15.0,4.0,5.0,45.0,2.0,0.0,427.0,6.0,,96.0,12.0,5.0,6.0,1.0,109.0,9.0,20.0,1.0,37.0,69.0,562.0,1.0,1.0,,3.0,178.0,,1.0,7.0,19.0,,,,,,,,,,,,,,,,,,,,,,
12882,Park Ji-Sung,Midfielder,QPR,52,South Korea,2012-13,80.0,4.0,0.0,7.0,2.0,,51.0,5.0,2.0,85.0,20.0,3.0,30.0,,15.0,97.0,8.0,607.0,,,,5.0,2.0,24.0,2.0,4.0,1345.0,,16.0,94.0,4.0,86.0,490.0,,27.0,,20.0,3.0,9.0,26.0,64.0,156.0,28.0,0.0,174.0,,169.0,85.0,20.0,,,18.0,8.0,313.0,22.0,10.0,37.0,150.0,8.0,0.0,600.0,3.0,2.0,164.0,33.0,7.0,3.0,,173.0,13.0,25.0,1.0,20.0,109.0,835.0,1.0,5.0,,8.0,201.0,,1.0,12.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,
80442,Samba Diakité,Midfielder,QPR,52,Mali,2012-13,97.0,5.0,1.0,2.0,2.0,6.0,22.0,8.0,1.0,56.0,14.0,1.0,27.0,,11.0,62.0,18.0,493.0,,,,3.0,,36.0,,5.0,938.0,1.0,23.0,86.0,4.0,73.0,410.0,,8.0,,16.0,1.0,12.0,18.0,74.0,155.0,19.0,0.0,183.0,,161.0,55.0,14.0,,,5.0,16.0,248.0,14.0,18.0,36.0,147.0,13.0,0.0,484.0,6.0,7.0,141.0,17.0,32.0,2.0,,119.0,25.0,16.0,,21.0,58.0,714.0,,7.0,,4.0,188.0,,4.0,6.0,19.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0
1420,Shaun Derry,Midfielder,QPR,52,England,2012-13,48.0,,0.0,,1.0,,43.0,3.0,,78.0,18.0,,10.0,,10.0,93.0,,476.0,,,,8.0,,28.0,4.0,,1079.0,,13.0,59.0,1.0,44.0,332.0,,4.0,1.0,5.0,1.0,35.0,13.0,35.0,125.0,1.0,0.0,107.0,,160.0,50.0,18.0,,,13.0,,167.0,12.0,,6.0,79.0,15.0,0.0,471.0,2.0,1.0,109.0,30.0,,9.0,,132.0,11.0,23.0,,51.0,59.0,625.0,2.0,1.0,,8.0,216.0,,3.0,15.0,31.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
1212,Shaun Wright-Phillips,Midfielder,QPR,52,England,2012-13,67.0,3.0,0.0,13.0,3.0,7.0,26.0,16.0,1.0,57.0,20.0,1.0,16.0,,14.0,71.0,25.0,307.0,1.0,6.0,1.0,6.0,3.0,19.0,1.0,4.0,1250.0,,13.0,71.0,2.0,65.0,230.0,1.0,32.0,,8.0,3.0,13.0,20.0,54.0,61.0,17.0,2.0,138.0,0.0,92.0,71.0,20.0,,1.0,6.0,25.0,140.0,18.0,26.0,37.0,119.0,6.0,0.0,306.0,13.0,11.0,166.0,20.0,22.0,1.0,,83.0,10.0,15.0,1.0,6.0,71.0,581.0,14.0,9.0,2.0,9.0,100.0,1.0,0.0,14.0,27.0,,2.0,,,,,,,,,,,,,,,,,,,,
27671,Stéphane Mbia,Midfielder,QPR,52,Cameroon,2012-13,151.0,1.0,1.0,5.0,9.0,2.0,75.0,29.0,6.0,140.0,29.0,3.0,36.0,,29.0,183.0,10.0,1055.0,,4.0,,,1.0,87.0,3.0,1.0,2371.0,,45.0,170.0,7.0,128.0,804.0,,20.0,3.0,17.0,9.0,59.0,40.0,106.0,291.0,40.0,0.0,321.0,,372.0,156.0,29.0,,,15.0,10.0,444.0,33.0,10.0,44.0,234.0,42.0,1.0,1032.0,20.0,7.0,281.0,60.0,13.0,13.0,2.0,257.0,51.0,78.0,,68.0,135.0,1513.0,6.0,8.0,,25.0,429.0,2.0,9.0,43.0,39.0,,1.0,,,,,,,,,,,,,,,,,,,,
