playerId,playerName,position,team_name,team_id,nationality,season,punches,successfulLaunches,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,crossesNotClaimed,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,cleanSheets,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,groundDuelsWon,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,groundDuelsLost,totalFoulsWon,homeGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,substituteOff,overruns,foulWonPenalty,offsides,unsuccessfulLayoffs,throwInsToOppositionPlayer,penaltyGoalsConceded,rightFootGoals,clearancesOffTheLine,handballsConceded,secondGoalAssists,hitWoodwork,penaltiesTaken,otherGoals,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,drops,penaltiesConceded,ownGoalScored,lastPlayerTackle,setPiecesGoals
39725,Anders Lindegaard,Goalkeeper,Man Utd,1,Denmark,2011-12,4.0,15.0,6.0,4.0,0.0,7.0,24.0,18.0,0.0,1.0,178.0,99.0,8.0,12.0,5.0,1.0,8.0,30.0,8.0,3.0,103.0,224.0,71.0,1.0,0.0,80.0,131.0,8.0,104.0,1.0,40.0,6.0,1.0,22.0,51.0,720.0,304.0,1.0,1.0,54.0,91.0,70.0,6.0,0.0,98.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27258,Anderson,Midfielder,Man Utd,1,Brazil,2011-12,,1.0,7.0,9.0,0.0,,162.0,,2.0,73.0,151.0,46.0,10.0,,51.0,,10.0,266.0,8.0,9.0,72.0,514.0,,1.0,0.0,,493.0,,110.0,3.0,,2.0,,152.0,46.0,694.0,633.0,34.0,,6.0,180.0,396.0,,2.0,21.0,10.0,39.0,1.0,1.0,6.0,23.0,9.0,2.0,1.0,8.0,3.0,2.0,0.0,2.0,18.0,4.0,2.0,33.0,2.0,7.0,12.0,37.0,2.0,2.0,7.0,1.0,3.0,1.0,12.0,16.0,70.0,3.0,4.0,16.0,8.0,5.0,1.0,12.0,15.0,9.0,49.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2011-12,,6.0,16.0,18.0,0.0,,78.0,,2.0,289.0,307.0,128.0,27.0,,150.0,,27.0,812.0,22.0,16.0,174.0,1206.0,,10.0,0.0,,1178.0,,421.0,50.0,,13.0,,572.0,29.0,2120.0,1790.0,128.0,2.0,16.0,265.0,1003.0,,3.0,24.0,33.0,161.0,37.0,9.0,8.0,66.0,17.0,7.0,13.0,46.0,127.0,4.0,3.0,5.0,31.0,45.0,40.0,118.0,8.0,111.0,52.0,121.0,17.0,1.0,14.0,,29.0,1.0,133.0,60.0,239.0,9.0,32.0,52.0,35.0,3.0,,46.0,29.0,6.0,249.0,59.0,1.0,5.0,1.0,11.0,4.0,5.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,
18892,Ashley Young,Defender,Man Utd,1,England,2011-12,,2.0,11.0,18.0,0.0,,284.0,,2.0,190.0,186.0,97.0,25.0,,107.0,,25.0,454.0,19.0,15.0,119.0,734.0,,4.0,0.0,,702.0,,331.0,9.0,,3.0,,81.0,37.0,1572.0,1205.0,109.0,3.0,13.0,195.0,578.0,,3.0,12.0,22.0,81.0,15.0,20.0,21.0,35.0,34.0,6.0,7.0,34.0,72.0,6.0,3.0,6.0,79.0,34.0,5.0,105.0,15.0,105.0,37.0,76.0,51.0,3.0,7.0,,18.0,,129.0,54.0,181.0,13.0,36.0,28.0,19.0,4.0,2.0,17.0,17.0,44.0,183.0,16.0,11.0,5.0,3.0,7.0,2.0,1.0,1.0,6.0,,1.0,,1.0,,,,,,,,,,,
51922,Ben Amos,Goalkeeper,Man Utd,1,England,2011-12,1.0,2.0,1.0,,0.0,1.0,3.0,2.0,0.0,,14.0,4.0,1.0,1.0,2.0,,1.0,2.0,1.0,,6.0,25.0,4.0,,0.0,8.0,18.0,,6.0,,,1.0,,8.0,6.0,90.0,33.0,,,6.0,17.0,13.0,1.0,0.0,4.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43020,Chicharito,Forward,Man Utd,1,Mexico,2011-12,,,,11.0,0.0,,109.0,,8.0,93.0,59.0,35.0,28.0,,66.0,,28.0,261.0,18.0,9.0,70.0,404.0,,4.0,0.0,,403.0,,155.0,15.0,,6.0,,106.0,11.0,1476.0,585.0,29.0,2.0,2.0,78.0,323.0,,0.0,4.0,10.0,64.0,5.0,8.0,22.0,9.0,39.0,3.0,2.0,66.0,12.0,10.0,8.0,10.0,,5.0,11.0,25.0,,95.0,19.0,53.0,15.0,2.0,2.0,1.0,6.0,3.0,12.0,36.0,78.0,17.0,13.0,7.0,1.0,1.0,,12.0,5.0,,130.0,1.0,11.0,,,42.0,6.0,,2.0,5.0,,2.0,,2.0,1.0,1.0,1.0,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2011-12,,7.0,95.0,14.0,0.0,,66.0,,0.0,103.0,170.0,62.0,19.0,,75.0,,19.0,199.0,14.0,12.0,98.0,580.0,,23.0,0.0,,571.0,,153.0,32.0,,6.0,,263.0,42.0,1293.0,905.0,52.0,2.0,30.0,288.0,440.0,,1.0,23.0,22.0,51.0,5.0,4.0,1.0,17.0,4.0,1.0,,2.0,10.0,1.0,0.0,5.0,,5.0,9.0,29.0,,14.0,3.0,42.0,7.0,1.0,2.0,,4.0,1.0,10.0,15.0,71.0,3.0,7.0,15.0,5.0,12.0,,22.0,24.0,,81.0,79.0,1.0,,,,,15.0,,,,2.0,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Man Utd,1,England,2011-12,,1.0,15.0,24.0,0.0,,231.0,,6.0,233.0,119.0,74.0,30.0,,97.0,,30.0,496.0,23.0,21.0,100.0,736.0,,9.0,0.0,,736.0,,261.0,33.0,,3.0,,171.0,14.0,2018.0,1156.0,100.0,3.0,2.0,141.0,622.0,,3.0,3.0,10.0,133.0,1.0,23.0,34.0,39.0,57.0,4.0,4.0,59.0,4.0,9.0,3.0,7.0,,1.0,24.0,91.0,,152.0,29.0,109.0,25.0,6.0,3.0,2.0,20.0,2.0,4.0,87.0,200.0,23.0,24.0,36.0,27.0,3.0,,16.0,28.0,,215.0,8.0,12.0,5.0,2.0,12.0,9.0,,1.0,5.0,,2.0,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,Man Utd,1,Scotland,2011-12,,,6.0,9.0,0.0,,132.0,,0.0,38.0,126.0,42.0,8.0,,41.0,,8.0,248.0,7.0,7.0,48.0,476.0,,,0.0,,466.0,,71.0,3.0,,2.0,,174.0,57.0,643.0,544.0,17.0,2.0,3.0,182.0,371.0,,1.0,7.0,10.0,21.0,2.0,1.0,1.0,11.0,2.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,,2.0,3.0,17.0,,6.0,8.0,18.0,5.0,1.0,5.0,,3.0,,1.0,10.0,35.0,1.0,1.0,6.0,1.0,2.0,,5.0,9.0,,44.0,2.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
51940,David de Gea,Goalkeeper,Man Utd,1,Spain,2011-12,21.0,58.0,26.0,29.0,0.0,27.0,98.0,102.0,0.0,11.0,600.0,277.0,29.0,55.0,15.0,4.0,29.0,118.0,29.0,25.0,355.0,800.0,264.0,3.0,0.0,258.0,435.0,22.0,360.0,3.0,130.0,13.0,25.0,102.0,212.0,2610.0,1095.0,10.0,4.0,174.0,327.0,233.0,47.0,0.0,340.0,52.0,1.0,,,,1.0,,,,,,,,,,,,7.0,,,,1.0,6.0,,1.0,,,,,,8.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,1.0,3.0,1.0,2.0,,,,
