playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,gamesPlayed,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throwInsToOppositionPlayer,penaltyGoalsConceded,headedGoals,foulWonPenalty,rightFootGoals,penaltiesConceded,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,redCards2ndYellow,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltyGoals
39725,Anders Lindegaard,Goalkeeper,Man Utd,1,Denmark,2010-11,0.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27258,Anderson,Midfielder,Man Utd,1,Brazil,2010-11,0.0,18.0,0.0,2.0,63.0,1.0,5.0,6.0,3.0,32.0,14.0,21.0,94.0,2.0,24.0,14.0,117.0,6.0,684.0,1.0,1.0,0.0,4.0,11.0,12.0,2.0,2.0,1190.0,2.0,7.0,70.0,2.0,65.0,517.0,1.0,21.0,13.0,2.0,10.0,8.0,56.0,192.0,3.0,18.0,0.0,133.0,1.0,228.0,96.0,18.0,9.0,1.0,10.0,377.0,6.0,12.0,29.0,121.0,5.0,661.0,8.0,4.0,191.0,23.0,15.0,3.0,1.0,184.0,15.0,20.0,4.0,50.0,80.0,889.0,1.0,9.0,1.0,7.0,192.0,1.0,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
20695,Antonio Valencia,Defender,Man Utd,1,Ecuador,2010-11,0.0,10.0,0.0,1.0,56.0,13.0,4.0,1.0,,20.0,3.0,5.0,43.0,2.0,17.0,8.0,53.0,47.0,380.0,1.0,1.0,0.0,2.0,15.0,20.0,3.0,21.0,741.0,1.0,16.0,43.0,,39.0,313.0,8.0,42.0,23.0,1.0,4.0,6.0,40.0,35.0,,4.0,0.0,99.0,1.0,71.0,51.0,10.0,5.0,,11.0,254.0,6.0,50.0,27.0,79.0,4.0,375.0,2.0,13.0,146.0,15.0,15.0,,,183.0,13.0,10.0,3.0,14.0,91.0,580.0,10.0,2.0,,1.0,94.0,,10.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
84374,Bebé,Forward,Man Utd,1,Cape Verde,2010-11,0.0,2.0,0.0,0.0,6.0,3.0,1.0,1.0,,,1.0,1.0,11.0,,2.0,,12.0,7.0,29.0,,,,2.0,,4.0,,3.0,75.0,1.0,3.0,4.0,,3.0,17.0,,4.0,1.0,,1.0,1.0,3.0,3.0,,3.0,0.0,10.0,,9.0,4.0,2.0,,,1.0,16.0,1.0,7.0,2.0,6.0,1.0,29.0,,,23.0,,,,,10.0,,1.0,,,7.0,52.0,1.0,1.0,,1.0,4.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,
51922,Ben Amos,Goalkeeper,Man Utd,1,England,2010-11,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43020,Chicharito,Forward,Man Utd,1,Mexico,2010-11,0.0,27.0,0.0,5.0,97.0,2.0,10.0,24.0,1.0,8.0,44.0,7.0,73.0,1.0,76.0,15.0,80.0,21.0,447.0,13.0,25.0,8.0,12.0,,42.0,2.0,2.0,1486.0,13.0,31.0,52.0,,41.0,351.0,,93.0,14.0,,1.0,12.0,66.0,146.0,,27.0,8.0,149.0,5.0,65.0,33.0,27.0,3.0,2.0,15.0,293.0,12.0,21.0,39.0,107.0,11.0,445.0,20.0,15.0,174.0,5.0,6.0,,,106.0,26.0,6.0,,16.0,130.0,666.0,1.0,8.0,,,76.0,,7.0,12.0,,1.0,5.0,1.0,6.0,,,,,,,,,,,,,,,,,,,
55909,Chris Smalling,Defender,Man Utd,1,England,2010-11,0.0,16.0,0.0,0.0,39.0,2.0,2.0,1.0,,23.0,7.0,3.0,82.0,,1.0,11.0,108.0,3.0,479.0,,1.0,,5.0,,65.0,5.0,2.0,1082.0,,16.0,87.0,,38.0,337.0,,23.0,4.0,7.0,104.0,12.0,23.0,111.0,10.0,11.0,0.0,126.0,,177.0,62.0,16.0,9.0,,1.0,104.0,12.0,3.0,8.0,61.0,49.0,470.0,6.0,3.0,130.0,14.0,4.0,10.0,,154.0,12.0,21.0,,34.0,37.0,702.0,2.0,,,22.0,269.0,,26.0,40.0,,3.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Man Utd,1,England,2010-11,0.0,26.0,0.0,2.0,181.0,3.0,13.0,18.0,18.0,53.0,41.0,9.0,114.0,1.0,45.0,21.0,119.0,6.0,578.0,6.0,7.0,2.0,5.0,1.0,87.0,4.0,3.0,1767.0,8.0,55.0,147.0,3.0,115.0,451.0,,87.0,19.0,,15.0,27.0,126.0,174.0,,38.0,4.0,328.0,4.0,151.0,89.0,26.0,12.0,1.0,48.0,353.0,24.0,6.0,91.0,241.0,32.0,576.0,23.0,16.0,281.0,41.0,24.0,1.0,,97.0,23.0,30.0,,8.0,156.0,995.0,4.0,11.0,2.0,4.0,109.0,2.0,5.0,17.0,1.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,
14295,Darren Fletcher,Midfielder,Man Utd,1,Scotland,2010-11,0.0,26.0,0.0,3.0,95.0,11.0,8.0,7.0,,29.0,9.0,12.0,179.0,6.0,52.0,24.0,216.0,36.0,1393.0,2.0,1.0,1.0,2.0,1.0,32.0,9.0,14.0,2108.0,1.0,13.0,73.0,3.0,54.0,1058.0,1.0,31.0,21.0,5.0,28.0,25.0,82.0,324.0,7.0,19.0,0.0,168.0,1.0,445.0,152.0,26.0,2.0,,13.0,729.0,22.0,36.0,38.0,136.0,19.0,1375.0,2.0,10.0,335.0,27.0,6.0,7.0,,473.0,19.0,38.0,,119.0,151.0,1698.0,10.0,2.0,,15.0,462.0,,37.0,42.0,1.0,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,
27707,Darron Gibson,Midfielder,Man Utd,1,Ireland,2010-11,0.0,12.0,0.0,3.0,20.0,1.0,6.0,4.0,,9.0,13.0,4.0,54.0,1.0,24.0,6.0,62.0,6.0,422.0,,,,6.0,3.0,5.0,1.0,1.0,648.0,1.0,2.0,15.0,,12.0,328.0,,,2.0,1.0,9.0,8.0,18.0,,,2.0,,35.0,,,34.0,12.0,2.0,,1.0,211.0,8.0,8.0,,30.0,3.0,,9.0,6.0,,7.0,1.0,1.0,1.0,,7.0,8.0,2.0,32.0,,502.0,,4.0,,5.0,150.0,,8.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8595,Dimitar Berbatov,Forward,Man Utd,1,Bulgaria,2010-11,0.0,32.0,0.0,1.0,163.0,3.0,19.0,42.0,,9.0,79.0,18.0,162.0,4.0,96.0,24.0,171.0,22.0,868.0,20.0,36.0,,8.0,,88.0,3.0,3.0,2210.0,12.0,48.0,97.0,3.0,57.0,687.0,,,32.0,,23.0,28.0,115.0,,,15.0,,260.0,,,65.0,32.0,,2.0,30.0,516.0,25.0,22.0,,172.0,40.0,,37.0,17.0,,9.0,33.0,3.0,,,36.0,16.0,,10.0,,1229.0,,9.0,3.0,3.0,184.0,1.0,9.0,8.0,,,4.0,,14.0,,,,,,,,,,,,,,,,,,,
4058,Edwin van der Sar,Goalkeeper,Man Utd,1,Netherlands,2010-11,0.0,33.0,0.0,1.0,,,,,,,,1.0,24.0,1.0,,33.0,411.0,,993.0,,,,,,1.0,14.0,,2970.0,,,6.0,2.0,5.0,340.0,,,1.0,94.0,21.0,32.0,,94.0,82.0,4.0,0.0,6.0,,771.0,382.0,33.0,,,,140.0,30.0,,,5.0,1.0,607.0,,,416.0,,1.0,,,128.0,,,,242.0,,1338.0,,,,239.0,442.0,,387.0,59.0,,3.0,,,,,,35.0,43.0,275.0,31.0,3.0,14.0,2.0,352.0,118.0,14.0,38.0,,,,,,
