playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulDribbles,interceptions,substituteOff,totalTackles,tacklesLost,substituteOn,fiftyFifty,successfulFiftyFifty,unsuccessfulCrossesAndCorners,unsuccessfulCrossesOpenPlay,tacklesWon,backwardPasses,throwInsToOwnPlayer,successfulCrossesOpenPlay,totalShots,successfulCrossesAndCorners,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,timesTackled,shotsOffTargetIncWoodwork,blocks,handballsConceded,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,goals,awayGoals,iboxTarget,shotsOnTargetInBox,homeGoals,lastPlayerTackle,unsuccessfulDribbles,headedGoals,clearancesOffTheLine,blockedShots,throughBalls,offsides,oboxBlocked,successfulCornersIntoBox,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,overruns,foulWonPenalty,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,oboxTarget,iboxBlocked,cornersWon,shotsBlockedOutsideBox,hitWoodwork,goalAssists,successfulLayoffs,penaltiesTaken,penaltyGoals,secondGoalAssists,leftFootGoals
199170,Moussa Niakhaté,Defender,Lyon,143,Senegal,2022-23,42.0,,0.1566,0.0,,,40.0,14.0,14.0,71.0,299.0,,,34.0,1.0,,1162.0,43.0,2.0,1.0,24.0,212.0,,,2.0,21.5397,3.0,54.0,21.0,27.0,76.0,,6.0,0.0,85.0,,147.0,71.0,14.0,,66.0,19.0,51.0,19.0,0.0,,291.0,136.0,,,46.0,12.0,16.0,542.0,16.0,162.0,6.0,,1.0,31.0,32.0,,19.0,3.0,18.0,9.0,,27.0,14.0,2.0,2.0,9.0,30.0,37.0,,6.0,,15.0,18.0,7.0,53.0,1.0,10.0,5.0,3.0,8.0,1.0,0.6144,3.0,0.7752,,,3.0,3.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
80226,Sèrge Aurier,Defender,Nottingham Forest,17,Cote d’Ivoire,2022-23,89.0,,0.9338,0.0,,,169.0,24.0,22.0,200.0,734.0,,,78.0,5.0,,1949.0,146.0,5.0,,100.0,513.0,,,4.0,28.9183,3.0,65.0,31.0,57.0,25.0,,19.0,0.0,235.0,,365.0,126.0,24.0,,251.0,26.0,157.0,46.0,0.0,,718.0,343.0,,,240.0,18.0,21.0,1304.0,10.0,291.0,14.0,,2.0,31.0,70.0,17.0,29.0,6.0,64.0,23.0,2.0,43.0,20.0,32.0,32.0,41.0,104.0,125.0,8.0,8.0,8.0,32.0,51.0,14.0,42.0,10.0,23.0,29.0,5.0,11.0,1.0,0.77,3.0,0.5786,1.0,0.0,2.0,2.0,1.0,,11.0,,,1.0,1.0,,1.0,,,1.0,,,,,3.0,,,,,,,5.0,1.0,,,,,,,
168281,Scott McKenna,Defender,Dinamo Zagreb,394,Scotland,2022-23,37.0,,0.433,0.0,,,82.0,20.0,19.0,145.0,700.0,,,60.0,5.0,,1573.0,57.0,12.0,1.0,20.0,518.0,,,2.0,30.9208,10.0,83.0,32.0,14.0,232.0,,4.0,0.0,94.0,,299.0,68.0,20.0,,153.0,20.0,34.0,37.0,0.0,,689.0,163.0,,,114.0,8.0,37.0,891.0,23.0,403.0,3.0,,4.0,63.0,37.0,5.0,12.0,3.0,12.0,5.0,1.0,19.0,13.0,1.0,1.0,7.0,55.0,13.0,1.0,2.0,1.0,23.0,8.0,22.0,8.0,8.0,6.0,3.0,2.0,14.0,1.0,0.0743,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
90585,Willy Boly,Defender,Nottingham Forest,17,Cote d’Ivoire,2022-23,21.0,,0.2718,0.0,,,36.0,11.0,9.0,64.0,257.0,,,24.0,3.0,,687.0,34.0,1.0,,19.0,180.0,,,1.0,8.379,2.0,45.0,10.0,12.0,63.0,,5.0,0.0,55.0,,131.0,40.0,11.0,,43.0,9.0,31.0,15.0,0.0,,254.0,66.0,,,41.0,5.0,13.0,364.0,9.0,150.0,5.0,,2.0,28.0,29.0,2.0,12.0,4.0,12.0,6.0,2.0,17.0,14.0,,,6.0,22.0,1.0,,1.0,,9.0,12.0,9.0,,,9.0,,,4.0,,0.0439,1.0,0.0709,,,1.0,1.0,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
233420,Renan Lodi,Defender,Nottingham Forest,17,Brazil,2022-23,112.0,,1.3184,0.0,,,101.0,28.0,26.0,192.0,668.0,,,37.0,3.0,,2221.0,129.0,9.0,,111.0,438.0,,,3.0,40.247,7.0,60.0,48.0,93.0,205.0,,42.0,0.0,241.0,,264.0,153.0,28.0,,184.0,39.0,204.0,18.0,0.0,,631.0,340.0,,,25.0,29.0,38.0,1217.0,40.0,304.0,22.0,,7.0,91.0,83.0,17.0,33.0,10.0,52.0,13.0,2.0,43.0,20.0,63.0,44.0,39.0,174.0,95.0,9.0,8.0,12.0,19.0,48.0,21.0,35.0,12.0,19.0,27.0,8.0,6.0,,0.9589,,,,,,,,,14.0,,1.0,7.0,,2.0,5.0,2.0,2.0,,2.0,2.0,12.0,0.1302,1.0,,15.0,,,,2.0,15.0,5.0,,1.0,1.0,,,,
116404,Felipe,Defender,Nottingham Forest,17,Brazil,2022-23,69.0,,0.8098,0.0,,,88.0,16.0,15.0,150.0,556.0,,,82.0,,,1419.0,119.0,3.0,,67.0,377.0,,,4.0,29.9194,2.0,89.0,32.0,39.0,143.0,,11.0,0.0,188.0,,258.0,108.0,16.0,,113.0,29.0,106.0,52.0,0.0,,543.0,176.0,,,121.0,15.0,29.0,853.0,20.0,293.0,10.0,,4.0,62.0,52.0,14.0,36.0,2.0,42.0,19.0,1.0,28.0,17.0,2.0,2.0,23.0,34.0,5.0,,8.0,,30.0,32.0,37.0,2.0,6.0,21.0,7.0,7.0,13.0,,1.1376,1.0,0.0912,,,1.0,1.0,,1.0,3.0,,1.0,5.0,,4.0,,,5.0,,,,,,,,,,,,5.0,3.0,,,1.0,1.0,,,,
179519,Orel Mangala,Midfielder,Everton,11,Belgium,2022-23,69.0,,0.4846,0.0,,,80.0,27.0,20.0,96.0,506.0,,,20.0,1.0,,1555.0,81.0,,,70.0,397.0,,,2.0,25.3702,2.0,14.0,24.0,60.0,129.0,,23.0,0.0,150.0,,169.0,88.0,27.0,,182.0,24.0,130.0,11.0,0.0,,502.0,136.0,,,114.0,22.0,13.0,708.0,5.0,229.0,10.0,,3.0,16.0,31.0,19.0,23.0,15.0,28.0,8.0,7.0,39.0,22.0,5.0,5.0,20.0,94.0,,1.0,7.0,1.0,9.0,25.0,8.0,,2.0,14.0,21.0,4.0,7.0,,0.5905,3.0,0.4608,1.0,1.0,1.0,1.0,0.0,,12.0,,,2.0,1.0,,2.0,,,1.0,,,,,1.0,,,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,,,,
50232,Jonjo Shelvey,Midfielder,Burnley,90,England,2022-23,24.0,,0.0042,0.0,,,32.0,11.0,6.0,79.0,314.0,,,5.0,,,575.0,12.0,1.0,1.0,8.0,196.0,,,3.0,1.3032,1.0,10.0,11.0,23.0,66.0,,1.0,0.0,36.0,,133.0,36.0,11.0,,114.0,10.0,31.0,4.0,0.0,,289.0,95.0,,,55.0,10.0,39.0,383.0,9.0,125.0,10.0,,2.0,47.0,9.0,4.0,5.0,4.0,3.0,2.0,5.0,10.0,4.0,9.0,3.0,1.0,60.0,1.0,2.0,3.0,4.0,1.0,7.0,1.0,,6.0,6.0,4.0,3.0,2.0,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,,,,,,1.0,,,5.0,,,,6.0,,,,
58771,Jack Colback,Midfielder,Queens Park Rangers,52,England,2022-23,22.0,,0.1546,0.0,,,17.0,11.0,4.0,24.0,141.0,,,12.0,,,494.0,33.0,3.0,,29.0,112.0,,,1.0,8.5999,,7.0,11.0,14.0,34.0,,8.0,0.0,55.0,,47.0,24.0,11.0,,63.0,8.0,43.0,4.0,0.0,,138.0,30.0,,,33.0,9.0,5.0,199.0,6.0,55.0,3.0,,0.0,7.0,11.0,3.0,3.0,2.0,18.0,5.0,7.0,8.0,5.0,,,13.0,27.0,1.0,1.0,,1.0,8.0,6.0,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
222531,Morgan Gibbs-White,Midfielder,Nottingham Forest,17,England,2022-23,265.0,,0.1799,0.0,,,244.0,37.0,36.0,292.0,982.0,,,174.0,6.0,,3157.0,169.0,13.0,,110.0,648.0,,,6.0,1.6675,2.0,11.0,61.0,150.0,217.0,,31.0,0.0,434.0,,368.0,161.0,37.0,,523.0,48.0,260.0,59.0,0.0,,938.0,641.0,,,189.0,35.0,42.0,1700.0,18.0,205.0,14.0,,6.0,48.0,69.0,51.0,15.0,8.0,29.0,14.0,1.0,99.0,38.0,131.0,36.0,15.0,208.0,6.0,5.0,45.0,38.0,115.0,53.0,87.0,,59.0,21.0,92.0,22.0,4.0,1.0,0.8122,23.0,0.0509,5.0,1.0,,,4.0,,47.0,,,17.0,16.0,6.0,,21.0,,5.0,,3.0,70.0,,16.0,,98.0,1.0,6.0,1.0,,20.0,,1.0,8.0,28.0,2.0,2.0,2.0,
109322,Jesse Lingard,Midfielder,Seoul,1992,England,2022-23,31.0,,0.478,0.0,,,41.0,17.0,12.0,53.0,282.0,,,4.0,1.0,,927.0,20.0,7.0,,19.0,220.0,,,1.0,17.5332,1.0,4.0,17.0,28.0,86.0,,9.0,0.0,51.0,,72.0,39.0,17.0,,165.0,10.0,47.0,1.0,0.0,,267.0,92.0,,,62.0,8.0,9.0,395.0,5.0,65.0,4.0,,1.0,12.0,15.0,6.0,5.0,10.0,4.0,,5.0,26.0,10.0,4.0,3.0,4.0,62.0,6.0,1.0,4.0,1.0,3.0,16.0,16.0,2.0,11.0,11.0,14.0,2.0,,,1.0397,2.0,0.2958,,,,,,,4.0,,,6.0,1.0,2.0,2.0,,4.0,,,,,,1.0,,,2.0,2.0,2.0,4.0,1.0,2.0,,,7.0,,,,
243345,Lewis O'Brien,Midfielder,Wrexham,109,England,2022-23,27.0,,0.195,0.0,,,34.0,13.0,6.0,44.0,207.0,,,8.0,1.0,,580.0,40.0,8.0,,38.0,161.0,,,,15.7635,,8.0,14.0,21.0,56.0,,15.0,0.0,67.0,,64.0,51.0,13.0,,99.0,6.0,59.0,2.0,0.0,,203.0,70.0,,,58.0,5.0,2.0,318.0,5.0,64.0,2.0,,2.0,10.0,6.0,7.0,5.0,3.0,16.0,7.0,7.0,21.0,8.0,4.0,4.0,9.0,29.0,3.0,,5.0,,6.0,15.0,3.0,,4.0,11.0,10.0,3.0,2.0,,0.3368,2.0,0.4159,1.0,0.0,,,1.0,,3.0,,,2.0,,,2.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,2.0,,,,,,,
166325,Cafú,Midfielder,Nottingham Forest,17,Portugal,2022-23,,,0.0024,0.0,,,,1.0,,,2.0,,,,,,6.0,,,,,2.0,,,,,,1.0,,,,,,0.0,,,2.0,1.0,1.0,,1.0,,,,0.0,,2.0,,,,,,,3.0,,1.0,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55037,Cheikhou Kouyaté,Midfielder,Nottingham Forest,17,Senegal,2022-23,49.0,,0.3304,0.0,,,54.0,21.0,10.0,60.0,245.0,,,26.0,,,878.0,65.0,9.0,,47.0,173.0,,,3.0,17.1047,,23.0,23.0,41.0,49.0,,12.0,0.0,114.0,,97.0,56.0,21.0,,72.0,14.0,88.0,18.0,0.0,,241.0,87.0,,,57.0,22.0,12.0,394.0,1.0,113.0,14.0,,3.0,6.0,17.0,6.0,10.0,9.0,29.0,7.0,11.0,24.0,13.0,,,22.0,42.0,,,5.0,,8.0,19.0,14.0,,7.0,12.0,10.0,,2.0,1.0,0.3652,5.0,0.8897,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,,3.0,,3.0,,2.0,1.0,,,2.0,,,,
204968,Ryan Yates,Midfielder,Nottingham Forest,17,England,2022-23,96.0,,0.4352,0.0,,,95.0,26.0,21.0,126.0,577.0,,,52.0,5.0,,1839.0,124.0,9.0,,93.0,426.0,,,2.0,28.917,7.0,44.0,36.0,75.0,129.0,,53.0,0.0,220.0,,177.0,111.0,26.0,,193.0,27.0,168.0,31.0,0.0,,518.0,173.0,,,119.0,50.0,25.0,860.0,16.0,259.0,16.0,,5.0,31.0,42.0,4.0,10.0,7.0,38.0,19.0,5.0,46.0,29.0,7.0,7.0,19.0,152.0,3.0,1.0,19.0,1.0,21.0,35.0,37.0,,5.0,18.0,18.0,14.0,8.0,4.0,2.265,5.0,1.5662,,,1.0,1.0,,,3.0,,,7.0,,1.0,2.0,,5.0,,,,,,,1.0,,4.0,,4.0,5.0,7.0,2.0,,2.0,2.0,,,,
89076,Remo Freuler,Midfielder,Bologna,123,Switzerland,2022-23,81.0,,0.7155,0.0,,,132.0,28.0,24.0,169.0,828.0,,,46.0,6.0,,2166.0,90.0,7.0,,64.0,637.0,,,5.0,40.1059,7.0,41.0,47.0,61.0,203.0,,12.0,0.0,171.0,,307.0,137.0,28.0,,287.0,40.0,125.0,26.0,0.0,,807.0,203.0,,,216.0,24.0,22.0,1097.0,16.0,375.0,12.0,,4.0,37.0,66.0,9.0,29.0,8.0,43.0,20.0,4.0,52.0,30.0,2.0,2.0,23.0,102.0,2.0,3.0,5.0,3.0,20.0,44.0,13.0,,12.0,27.0,11.0,4.0,9.0,1.0,0.4111,1.0,0.0957,,,,,,,4.0,,,3.0,,,1.0,,2.0,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,,,3.0,,,,
513046,Danilo,Midfielder,Nottingham Forest,17,Brazil,2022-23,50.0,,0.5642,0.0,,,62.0,13.0,12.0,81.0,227.0,,,18.0,,,979.0,39.0,2.0,,35.0,132.0,,,1.0,17.8299,2.0,18.0,17.0,36.0,49.0,,3.0,2.0,89.0,,105.0,60.0,13.0,,80.0,15.0,71.0,4.0,0.0,,222.0,121.0,,,42.0,4.0,14.0,409.0,6.0,66.0,3.0,,1.0,19.0,25.0,14.0,9.0,7.0,18.0,11.0,1.0,31.0,16.0,3.0,3.0,7.0,31.0,2.0,,12.0,,14.0,38.0,21.0,,7.0,20.0,12.0,8.0,6.0,,1.5358,4.0,1.6445,3.0,1.0,,,2.0,,4.0,,,3.0,2.0,2.0,2.0,,1.0,1.0,,,,,2.0,,,1.0,,1.0,1.0,4.0,2.0,,2.0,1.0,,,,2.0
185253,Gustavo Scarpa,Midfielder,Nottingham Forest,17,Brazil,2022-23,11.0,,0.0459,0.0,,,15.0,6.0,2.0,23.0,71.0,,,3.0,,,180.0,16.0,,,15.0,40.0,,,,1.5925,1.0,2.0,1.0,9.0,15.0,,8.0,0.0,27.0,,34.0,12.0,6.0,,30.0,1.0,24.0,1.0,0.0,,69.0,30.0,,,16.0,4.0,8.0,116.0,3.0,18.0,3.0,,1.0,8.0,8.0,2.0,,2.0,5.0,3.0,4.0,1.0,,4.0,3.0,2.0,6.0,3.0,,3.0,,2.0,9.0,1.0,,1.0,4.0,2.0,2.0,,,0.251,1.0,0.0211,,,,,,,2.0,,,4.0,1.0,,4.0,1.0,,,,,1.0,,,,2.0,1.0,,1.0,,1.0,4.0,,,,,,,
475492,Oli Hammond,Midfielder,Oldham Athletic,105,Wales,2022-23,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210156,Taiwo Awoniyi,Forward,Nottingham Forest,17,Nigeria,2022-23,130.0,,0.317,0.0,,,72.0,27.0,17.0,77.0,219.0,,,81.0,,,1411.0,65.0,5.0,,45.0,141.0,,,,29.023,,20.0,29.0,69.0,54.0,,19.0,4.0,195.0,,60.0,56.0,27.0,,96.0,24.0,114.0,20.0,0.0,,217.0,191.0,,,42.0,24.0,1.0,491.0,1.0,46.0,5.0,,2.0,5.0,19.0,9.0,4.0,17.0,17.0,7.0,10.0,38.0,14.0,3.0,3.0,10.0,63.0,1.0,,32.0,,61.0,23.0,57.0,,9.0,14.0,40.0,17.0,4.0,1.0,6.8051,15.0,3.7728,10.0,4.0,4.0,4.0,6.0,,11.0,3.0,,3.0,2.0,15.0,,,3.0,6.0,,,,,3.0,,,1.0,5.0,1.0,3.0,4.0,,2.0,1.0,15.0,,,,1.0
