season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,1131,19236,John Ruddy,john-ruddy,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,6562,19624,João Moutinho,joao-moutinho,M,False,,,5.0,18.0,15.0,33.0,,,8.0,1.0,,,1.0,,,,3.0,3.0,,,2.0,,,,,,1.0,1.0,,66.0,,,,,,,6.0,,7.4,,,1.0,,1.0,,,,7.0,,22.0,16.0,38.0,1,3.0,46.0,1.0,,,2.0
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,98449,94147,Conor Coady,conor-coady,D,False,,,3.0,5.0,43.0,48.0,1.0,1.0,9.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,90.0,,,,,,,7.0,,6.9,,,,,1.0,,,,5.0,1.0,9.0,45.0,54.0,0,1.0,59.0,1.0,,,1.0
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,143593,111291,Marçal,marcal,D,False,3.0,,2.0,20.0,17.0,34.0,1.0,,7.0,,,,1.0,,,,4.0,3.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,14.0,,7.2,,,,,1.0,,5.0,,2.0,,27.0,21.0,43.0,0,2.0,69.0,2.0,1.0,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,187729,107613,Romain Saïss,romain-saiss,D,False,,,4.0,26.0,29.0,55.0,1.0,3.0,3.0,,,,,,,,1.0,3.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,10.0,,6.8,,,,,4.0,,,,10.0,,31.0,33.0,64.0,0,,72.0,1.0,,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,190405,151589,Leander Dendoncker,leander-dendoncker,M,True,,,,4.0,5.0,9.0,,,3.0,,,,2.0,,,,2.0,3.0,,,,,,,,,,,,24.0,,1.0,,,,,1.0,,6.8,,,,,,,,,,,4.0,6.0,10.0,0,3.0,15.0,,,,1.0
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,192442,102057,Raúl Jiménez,raul-jimenez,F,False,,,,12.0,5.0,17.0,1.0,2.0,,,,,,,,2.0,5.0,6.0,,,1.0,,,,,,,3.0,,90.0,,,,,,,16.0,,7.1,,,3.0,,1.0,3.0,1.0,,,2.0,17.0,7.0,23.0,3,,41.0,4.0,2.0,2.0,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,252669,149065,José Sá,jose-sa,G,False,,,4.0,2.0,12.0,14.0,,,11.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,4.0,,7.2,2.0,4.0,,,,,,,6.0,,3.0,13.0,16.0,0,,27.0,,,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,252821,200402,Nélson Semedo,nelson-semedo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576403,1,39,Wolverhampton_Wanderers,Away,280955,171317,Rúben Neves,ruben-neves,M,False,2.0,,6.0,22.0,15.0,35.0,,1.0,5.0,,,,2.0,,,,2.0,2.0,,,,,,,,,1.0,2.0,,90.0,,,,,,,10.0,,7.1,,,1.0,,2.0,,3.0,,7.0,,25.0,21.0,43.0,1,1.0,52.0,1.0,,,
