playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,timePlayed,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,foulAttemptedTackle,yellowCards,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,goalAssists,starts,oboxBlocked,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,goalsConcededInsideBox,iboxBlocked,aerialDuelsWon,blocks,interceptions,successfulLongPasses,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,setPiecesGoals,goals,awayGoals,goalsConcededOutsideBox,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,secondGoalAssists,expectedGoalsFreekick,shotsOnTargetOutsideBox,unsuccessfulLayoffs,homeGoals,oboxTarget,substituteOff,offsides,foulWonPenalty,handballsConceded,clearancesOffTheLine,headedGoals,ownGoalScored,penaltiesTaken,lastPlayerTackle,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded
115556,Ben Davies,Defender,Spurs,6,Wales,2015-16,66.0,0.7525,0.0,32.0,6.0,2.0,101.0,17.0,1.0,148.0,32.0,623.0,3.0,1.0,1288.0,69.0,24.0,44.0,449.0,15.0,17.9661,42.0,253.0,8.0,0.0,135.0,9.0,262.0,52.0,17.0,10.0,5.0,281.0,33.0,16.0,86.0,0.0,613.0,4.0,6.0,250.0,22.0,6.0,,21.0,16.0,1.0,87.0,1077.0,160.0,203.0,9.0,3.0,9.0,3.0,2.0,1.0,0.1038,2.0,14.0,2.0,49.0,5.0,9.0,2.0,2.0,24.0,35.0,2.0,13.0,6.0,61.0,16.0,1.0,16.0,1.0,25.0,6.0,28.0,26.0,1.0,2.0,32.0,0.4548,47.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Spurs,6,England,2015-16,121.0,1.6063,0.0,67.0,18.0,1.0,133.0,24.0,2.0,218.0,76.0,1062.0,,,2051.0,160.0,50.0,137.0,795.0,42.0,18.2188,101.0,414.0,43.0,1.0,281.0,13.0,448.0,146.0,24.0,11.0,17.0,489.0,76.0,46.0,238.0,0.0,1026.0,14.0,17.0,434.0,56.0,28.0,,37.0,41.0,,163.0,1833.0,209.0,367.0,20.0,7.0,12.0,8.0,4.0,2.0,0.4228,3.0,24.0,7.0,43.0,8.0,12.0,1.0,1.0,20.0,69.0,,21.0,11.0,79.0,19.0,1.0,17.0,1.0,23.0,11.0,39.0,49.0,,7.0,50.0,1.1743,85.0,62.0,,1.0,0.0,2.0,,,1.0,,,,2.0,,1.0,2.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
151119,DeAndre Yedlin,Defender,Spurs,6,United States,2015-16,84.0,,0.0,39.0,4.0,,100.0,23.0,,168.0,34.0,519.0,2.0,,1812.0,97.0,42.0,73.0,330.0,13.0,,54.0,26.0,12.0,0.0,181.0,27.0,252.0,81.0,23.0,10.0,15.0,202.0,34.0,22.0,127.0,0.0,503.0,3.0,5.0,335.0,29.0,22.0,,166.0,21.0,,75.0,1113.0,152.0,156.0,11.0,2.0,7.0,,1.0,6.0,,1.0,21.0,,54.0,6.0,7.0,,,30.0,78.0,2.0,11.0,10.0,89.0,26.0,,26.0,,24.0,13.0,25.0,21.0,,,50.0,,68.0,41.0,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
93264,Eric Dier,Defender,Spurs,6,England,2015-16,185.0,1.3609,0.0,80.0,21.0,5.0,245.0,37.0,28.0,349.0,17.0,2084.0,,,3177.0,197.0,61.0,109.0,1615.0,22.0,35.2999,117.0,539.0,24.0,0.0,382.0,32.0,708.0,151.0,37.0,16.0,6.0,829.0,17.0,34.0,226.0,0.0,2045.0,14.0,5.0,428.0,64.0,8.0,,595.0,52.0,,242.0,2542.0,4.0,908.0,28.0,10.0,2.0,9.0,7.0,1.0,2.2151,2.0,37.0,8.0,156.0,11.0,2.0,3.0,3.0,68.0,1.0,2.0,16.0,7.0,70.0,35.0,1.0,33.0,1.0,88.0,21.0,80.0,120.0,,8.0,35.0,1.6777,104.0,96.0,,3.0,0.0,2.0,,1.0,,,,,1.0,,3.0,1.0,5.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
40792,Federico Fazio,Defender,Spurs,6,Argentina,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39194,Jan Vertonghen,Defender,Spurs,6,Belgium,2015-16,63.0,0.5421,0.0,48.0,7.0,,84.0,29.0,,181.0,,1474.0,,,2506.0,134.0,17.0,80.0,1191.0,13.0,27.4413,27.0,615.0,21.0,0.0,197.0,7.0,513.0,126.0,29.0,12.0,1.0,386.0,,4.0,107.0,0.0,1442.0,5.0,2.0,195.0,36.0,13.0,,265.0,17.0,,81.0,1865.0,2.0,909.0,7.0,5.0,2.0,4.0,2.0,,0.4799,,29.0,1.0,90.0,9.0,2.0,2.0,2.0,36.0,,2.0,6.0,26.0,174.0,29.0,3.0,27.0,3.0,54.0,18.0,63.0,102.0,,1.0,74.0,0.7181,97.0,55.0,,,,2.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0
97485,Kevin Wimmer,Defender,Spurs,6,Austria,2015-16,25.0,0.0419,0.0,5.0,1.0,,25.0,10.0,,57.0,,541.0,1.0,,812.0,17.0,4.0,8.0,438.0,1.0,8.7436,17.0,203.0,3.0,0.0,42.0,1.0,182.0,43.0,10.0,2.0,,110.0,,2.0,25.0,0.0,531.0,1.0,,62.0,3.0,,,111.0,12.0,,45.0,639.0,1.0,374.0,6.0,2.0,,,,,,,9.0,,17.0,4.0,,,,8.0,,,2.0,5.0,49.0,6.0,,6.0,,9.0,9.0,20.0,46.0,,,22.0,0.054,32.0,22.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Spurs,6,England,2015-16,20.0,0.5548,0.0,14.0,2.0,,52.0,6.0,,69.0,27.0,265.0,1.0,,458.0,36.0,13.0,25.0,185.0,3.0,3.1686,12.0,8.0,10.0,1.0,56.0,6.0,99.0,29.0,6.0,2.0,3.0,137.0,27.0,7.0,37.0,0.0,262.0,1.0,5.0,124.0,12.0,3.0,,105.0,3.0,,53.0,448.0,53.0,66.0,1.0,1.0,7.0,,1.0,,0.7513,1.0,5.0,,19.0,1.0,7.0,,,8.0,13.0,,5.0,3.0,12.0,4.0,,4.0,,11.0,2.0,11.0,11.0,,,10.0,0.4153,17.0,18.0,,1.0,0.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Spurs,6,England,2015-16,127.0,2.695,0.0,87.0,13.0,1.0,164.0,33.0,5.0,270.0,60.0,1250.0,,,2854.0,183.0,65.0,131.0,903.0,38.0,28.8657,102.0,51.0,30.0,0.0,310.0,22.0,468.0,209.0,33.0,16.0,27.0,578.0,60.0,49.0,233.0,0.0,1227.0,6.0,14.0,525.0,71.0,17.0,,515.0,29.0,,216.0,2222.0,282.0,420.0,11.0,7.0,18.0,8.0,7.0,9.0,0.8376,3.0,33.0,4.0,77.0,12.0,18.0,2.0,2.0,25.0,96.0,1.0,31.0,16.0,106.0,28.0,4.0,26.0,4.0,52.0,5.0,92.0,77.0,,4.0,84.0,0.8051,106.0,95.0,,1.0,0.0,2.0,,1.0,,,,,4.0,,1.0,4.0,2.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
158534,Kyle Walker-Peters,Defender,Spurs,6,England,2015-16,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55605,Toby Alderweireld,Defender,Spurs,6,Belgium,2015-16,74.0,1.0163,0.0,45.0,33.0,2.0,135.0,38.0,2.0,405.0,14.0,2076.0,,,3330.0,116.0,35.0,57.0,1433.0,39.0,36.1849,35.0,354.0,5.0,2.0,190.0,17.0,793.0,161.0,38.0,13.0,3.0,560.0,14.0,10.0,92.0,0.0,1998.0,19.0,14.0,441.0,32.0,7.0,,788.0,9.0,,141.0,2644.0,6.0,1113.0,6.0,3.0,2.0,8.0,14.0,1.0,2.1765,2.0,38.0,4.0,98.0,13.0,2.0,8.0,8.0,39.0,,2.0,8.0,40.0,285.0,35.0,4.0,33.0,4.0,59.0,33.0,66.0,238.0,,4.0,153.0,2.6875,270.0,94.0,,4.0,0.0,2.0,,,1.0,,,,2.0,,4.0,2.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,1.0
