playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cleanSheets,successfulCornersIntoBox,ownGoalScored,successfulLaunches,unsuccessfulCornersIntoBox,secondGoalAssists,attemptsFromSetPieces,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesTaken,redCards2ndYellow,headedGoals,penaltyGoals,lastPlayerTackle
80979,Andreas Weimann,Forward,A Villa,7,Austria,2012-13,113.0,12.0,0.0,8.0,28.0,9.0,21.0,54.0,10.0,132.0,30.0,2.0,62.0,1.0,26.0,138.0,50.0,674.0,7.0,16.0,3.0,4.0,1.0,53.0,12.0,2252.0,2.0,39.0,70.0,5.0,1.0,56.0,514.0,115.0,1.0,5.0,21.0,24.0,43.0,74.0,130.0,24.0,4.0,183.0,4.0,158.0,86.0,30.0,6.0,4.0,1.0,6.0,378.0,38.0,50.0,44.0,130.0,14.0,0.0,671.0,26.0,15.0,282.0,17.0,11.0,2.0,184.0,20.0,41.0,1.0,22.0,202.0,1054.0,11.0,14.0,3.0,2.0,170.0,2.0,4.0,6.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Andy Marshall,Goalkeeper,A Villa,7,England,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,A Villa,7,England,2012-13,68.0,3.0,0.0,3.0,2.0,1.0,52.0,5.0,5.0,160.0,30.0,6.0,15.0,,28.0,203.0,14.0,1336.0,,,,2.0,57.0,27.0,32.0,2462.0,,14.0,83.0,5.0,,70.0,1039.0,7.0,,6.0,27.0,45.0,45.0,54.0,372.0,16.0,0.0,151.0,,441.0,128.0,30.0,,8.0,,,635.0,40.0,44.0,22.0,124.0,13.0,0.0,1301.0,3.0,8.0,293.0,44.0,2.0,16.0,390.0,19.0,71.0,2.0,94.0,133.0,1702.0,1.0,7.0,,6.0,530.0,,2.0,43.0,37.0,4.0,28.0,1.0,1.0,29.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
59013,Barry Bannan,Midfielder,A Villa,7,Scotland,2012-13,54.0,13.0,0.0,3.0,4.0,2.0,36.0,14.0,2.0,116.0,24.0,1.0,9.0,,18.0,169.0,20.0,875.0,,,,6.0,69.0,18.0,52.0,1628.0,1.0,16.0,54.0,6.0,1.0,52.0,603.0,8.0,1.0,4.0,33.0,41.0,34.0,38.0,265.0,6.0,0.0,108.0,,325.0,90.0,24.0,,14.0,,1.0,470.0,28.0,62.0,18.0,90.0,2.0,0.0,829.0,10.0,7.0,269.0,22.0,10.0,9.0,175.0,8.0,34.0,,103.0,110.0,1210.0,6.0,8.0,1.0,9.0,288.0,1.0,3.0,53.0,24.0,4.0,36.0,,3.0,33.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
41705,Brad Guzan,Goalkeeper,A Villa,7,United States,2012-13,9.0,,0.0,,,,1.0,,,23.0,36.0,,,,36.0,572.0,,1156.0,,,,,,13.0,,3240.0,,2.0,19.0,7.0,1.0,8.0,140.0,,,7.0,1.0,35.0,65.0,7.0,58.0,5.0,0.0,28.0,,1037.0,406.0,36.0,,1.0,,,406.0,58.0,,,15.0,11.0,0.0,513.0,,3.0,594.0,,,,61.0,1.0,1.0,,444.0,,1598.0,,,,269.0,178.0,,2.0,549.0,45.0,5.0,,,177.0,,,,1.0,97.0,39.0,390.0,17.0,8.0,1.0,25.0,114.0,13.0,1.0,5.0,355.0,181.0,25.0,75.0,,,,,,
13866,Brett Holman,Midfielder,A Villa,7,Australia,2012-13,116.0,7.0,0.0,10.0,5.0,,50.0,20.0,6.0,128.0,27.0,3.0,36.0,,16.0,144.0,25.0,550.0,1.0,2.0,1.0,11.0,1.0,25.0,8.0,1428.0,1.0,22.0,73.0,3.0,,70.0,392.0,37.0,1.0,4.0,22.0,9.0,32.0,94.0,125.0,9.0,0.0,189.0,0.0,176.0,69.0,27.0,,13.0,1.0,12.0,289.0,29.0,25.0,53.0,164.0,3.0,0.0,550.0,15.0,15.0,244.0,37.0,11.0,,135.0,22.0,22.0,,14.0,114.0,820.0,9.0,11.0,2.0,5.0,125.0,2.0,1.0,16.0,23.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,A Villa,7,France,2012-13,131.0,3.0,0.0,10.0,6.0,6.0,18.0,13.0,6.0,72.0,21.0,4.0,44.0,1.0,11.0,74.0,27.0,376.0,2.0,1.0,0.0,10.0,26.0,29.0,14.0,993.0,2.0,19.0,79.0,5.0,,69.0,299.0,42.0,,1.0,18.0,4.0,19.0,112.0,80.0,29.0,2.0,210.0,2.0,105.0,58.0,21.0,,4.0,2.0,21.0,241.0,14.0,49.0,82.0,181.0,10.0,0.0,373.0,7.0,13.0,231.0,14.0,22.0,,91.0,24.0,13.0,,3.0,100.0,677.0,3.0,9.0,1.0,,75.0,,1.0,2.0,9.0,,8.0,,1.0,18.0,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,
49493,Chris Herd,Midfielder,A Villa,7,Australia,2012-13,33.0,,0.0,,,1.0,27.0,1.0,,37.0,9.0,,,,9.0,63.0,1.0,236.0,,,,,,33.0,,756.0,,10.0,64.0,3.0,1.0,41.0,159.0,3.0,,1.0,1.0,89.0,23.0,23.0,35.0,7.0,0.0,97.0,,113.0,27.0,9.0,,9.0,,1.0,64.0,20.0,1.0,3.0,64.0,23.0,0.0,233.0,1.0,,71.0,18.0,7.0,3.0,77.0,13.0,19.0,,14.0,11.0,407.0,,2.0,,13.0,109.0,,1.0,26.0,14.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
54861,Christian Benteke,Forward,A Villa,7,Belgium,2012-13,381.0,2.0,1.0,31.0,43.0,7.0,18.0,73.0,4.0,388.0,34.0,4.0,167.0,,32.0,401.0,9.0,1142.0,19.0,50.0,8.0,2.0,,474.0,2.0,2823.0,37.0,205.0,361.0,6.0,,92.0,706.0,185.0,2.0,7.0,48.0,30.0,59.0,176.0,395.0,51.0,4.0,742.0,11.0,289.0,63.0,34.0,12.0,2.0,3.0,26.0,592.0,53.0,9.0,109.0,268.0,269.0,0.0,1139.0,30.0,32.0,605.0,16.0,23.0,6.0,187.0,66.0,9.0,,35.0,271.0,1626.0,7.0,4.0,1.0,1.0,151.0,6.0,7.0,13.0,52.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,3.0,
58845,Ciaran Clark,Defender,A Villa,7,Ireland,2012-13,96.0,,1.0,3.0,4.0,2.0,38.0,10.0,1.0,98.0,29.0,,1.0,,28.0,153.0,3.0,788.0,1.0,,1.0,1.0,,124.0,,2498.0,,48.0,125.0,7.0,1.0,49.0,585.0,28.0,,5.0,,328.0,54.0,48.0,202.0,8.0,0.0,221.0,0.0,354.0,93.0,29.0,,12.0,,,158.0,47.0,3.0,7.0,97.0,76.0,1.0,769.0,6.0,3.0,177.0,26.0,3.0,31.0,166.0,32.0,68.0,,50.0,66.0,1328.0,2.0,,,34.0,477.0,2.0,6.0,55.0,40.0,5.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0
