season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437084,1,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437084,1,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,4.0,12.0,44.0,56.0,2.0,8.0,3.0,,,,2.0,,,,4.0,11.0,,,,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,,11.0,,6.8,,,,,4.0,,,,8.0,,17.0,50.0,67.0,1,1.0,79.0,,2.0,,
2017-18,7437084,1,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,2.0,12.0,35.0,47.0,1.0,3.0,7.0,,,,,,,,1.0,5.0,,,,,,,1.0,2.0,,,90.0,,,,,,,,12.0,,6.6,,,1.0,,5.0,,,,7.0,,19.0,38.0,57.0,1,1.0,72.0,1.0,1.0,,
2017-18,7437084,1,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,3.0,13.0,19.0,32.0,6.0,3.0,4.0,1.0,,,1.0,,,,11.0,8.0,,,3.0,1.0,,,,1.0,1.0,,90.0,,,,,,,,10.0,,6.7,,,,,2.0,1.0,,,4.0,,18.0,22.0,40.0,0,3.0,55.0,1.0,2.0,,
2017-18,7437084,1,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,,13.0,22.0,35.0,2.0,1.0,2.0,,,,2.0,,,,5.0,10.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,16.0,,7.0,,,,,4.0,2.0,3.0,,3.0,,23.0,24.0,44.0,1,5.0,79.0,1.0,2.0,2.0,
2017-18,7437084,1,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,1.0,,,2.0,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,,6.6,,,,,,,1.0,,,,3.0,,2.0,0,,3.0,,,,
2017-18,7437084,1,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,2.0,,7.0,13.0,17.0,28.0,,1.0,3.0,,,,1.0,,,,3.0,6.0,,,1.0,,,,,3.0,2.0,,89.0,,,,,,,,18.0,,7.1,,,,,4.0,1.0,5.0,,12.0,,24.0,21.0,40.0,0,5.0,76.0,1.0,,,
2017-18,7437733,2,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,3.0,35.0,44.0,79.0,4.0,6.0,5.0,,,,1.0,,,,6.0,10.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,7.0,,7.5,,,,,4.0,3.0,,,3.0,,40.0,46.0,86.0,0,1.0,98.0,,2.0,3.0,
2017-18,7437733,2,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437733,2,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,4.0,21.0,44.0,65.0,2.0,5.0,6.0,,1.0,,1.0,,,,3.0,14.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,9.0,,7.8,,,1.0,,1.0,,,,7.0,,29.0,45.0,74.0,1,4.0,89.0,,6.0,,
2017-18,7437733,2,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437733,2,14,Liverpool,Home,143024,91979,Jon Flanagan,jon-flanagan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437733,2,14,Liverpool,Home,262911,122798,Andy Robertson,andy-robertson,D,False,2.0,,1.0,61.0,33.0,92.0,1.0,,8.0,2.0,,,2.0,,,2.0,5.0,1.0,,,,,,,,1.0,3.0,,90.0,1.0,,,,,,,25.0,,7.7,,,1.0,,2.0,,10.0,,2.0,,82.0,34.0,106.0,2,1.0,134.0,1.0,,,
2017-18,7437733,2,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,1.0,,2.0,25.0,32.0,56.0,,,10.0,,,,,,,3.0,3.0,6.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,18.0,,7.5,,,,,1.0,1.0,2.0,,4.0,,36.0,34.0,68.0,0,4.0,92.0,,1.0,1.0,
2017-18,7437766,3,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437766,3,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,False,,,1.0,7.0,48.0,55.0,1.0,,3.0,,,,,,,,2.0,2.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.0,,6.9,,,,,3.0,,,,6.0,1.0,13.0,48.0,61.0,0,2.0,70.0,,,,
2017-18,7437766,3,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,1.0,9.0,25.0,34.0,,2.0,5.0,,,,,,,1.0,1.0,5.0,,,,,,,,4.0,,,90.0,,,,,,,,11.0,,7.5,,,,,5.0,,,,4.0,,14.0,29.0,43.0,0,2.0,61.0,1.0,1.0,,
2017-18,7437766,3,14,Liverpool,Home,138156,112338,Emre Can,emre-can,D,False,1.0,,3.0,26.0,19.0,44.0,,3.0,8.0,1.0,,1.0,1.0,,,1.0,3.0,10.0,,,1.0,,,,,2.0,2.0,,84.0,,,,,,,,10.0,,7.9,,,1.0,,2.0,3.0,2.0,,5.0,,32.0,19.0,49.0,2,2.0,69.0,1.0,2.0,3.0,
2017-18,7437766,3,14,Liverpool,Home,229740,100059,Alberto Moreno,alberto-moreno,D,False,1.0,,2.0,33.0,31.0,63.0,,1.0,5.0,,,1.0,2.0,,,,2.0,9.0,,,,,,,,,1.0,,90.0,,,,,,,,8.0,,7.6,,,,,3.0,,2.0,,4.0,,38.0,33.0,69.0,1,6.0,92.0,1.0,2.0,,
2017-18,7437766,3,14,Liverpool,Home,318927,171287,Joe Gomez,joe-gomez,D,False,1.0,,2.0,14.0,13.0,26.0,,1.0,6.0,1.0,,,3.0,,,,4.0,4.0,,,1.0,1.0,,,,3.0,2.0,,90.0,,2.0,,,,,,15.0,,7.9,,,,,2.0,,4.0,,5.0,,24.0,15.0,35.0,0,3.0,62.0,,,,
2017-18,7437766,3,14,Liverpool,Home,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437749,4,14,Liverpool,Away,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,1.0,2.0,31.0,33.0,,,4.0,,,,1.0,,,1.0,2.0,3.0,,1.0,,,,,,1.0,,,90.0,,,,,,,,9.0,,5.7,,,,,6.0,,,,5.0,,8.0,32.0,40.0,0,3.0,53.0,1.0,,,
2017-18,7437749,4,14,Liverpool,Away,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437749,4,14,Liverpool,Away,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,2.0,27.0,29.0,,,4.0,,,,,,,1.0,3.0,3.0,,,2.0,,,,,5.0,,,90.0,,,,,,,,8.0,,6.6,,,,,5.0,,,,8.0,1.0,8.0,28.0,36.0,0,3.0,51.0,,,,
2017-18,7437749,4,14,Liverpool,Away,138156,112338,Emre Can,emre-can,D,False,,,,10.0,25.0,35.0,1.0,,7.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,3.0,,,90.0,1.0,,,,,,,11.0,,6.8,,,1.0,,3.0,1.0,,,2.0,,15.0,29.0,44.0,2,1.0,61.0,1.0,1.0,1.0,
2017-18,7437749,4,14,Liverpool,Away,229740,100059,Alberto Moreno,alberto-moreno,D,False,,,2.0,8.0,22.0,30.0,3.0,1.0,1.0,,,2.0,,,,,3.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,6.1,,,,,1.0,1.0,3.0,,3.0,,16.0,22.0,35.0,2,,50.0,,1.0,1.0,
2017-18,7437749,4,14,Liverpool,Away,318927,171287,Joe Gomez,joe-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437749,4,14,Liverpool,Away,795064,169187,Trent Alexander-Arnold,trent-alexander-arnold,D,False,1.0,,8.0,17.0,10.0,26.0,,1.0,5.0,,,,1.0,,,,2.0,6.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,19.0,,6.4,,,,,3.0,1.0,3.0,,17.0,1.0,26.0,17.0,40.0,0,4.0,70.0,,,1.0,
2017-18,7437764,5,14,Liverpool,Home,10122,33871,Ragnar Klavan,ragnar-klavan,D,False,,,2.0,30.0,63.0,93.0,1.0,2.0,7.0,,,,,,,,1.0,4.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,9.0,,7.0,,,,,2.0,,,,7.0,,37.0,65.0,102.0,0,1.0,110.0,,1.0,,
2017-18,7437764,5,14,Liverpool,Home,39480,38454,Dejan Lovren,dejan-lovren,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437764,5,14,Liverpool,Home,51501,60914,Joël Matip,joel-matip,D,False,,,5.0,28.0,49.0,77.0,1.0,2.0,6.0,,,,,1.0,,,2.0,4.0,,,1.0,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.4,,,,,,1.0,,,6.0,,33.0,52.0,85.0,0,,95.0,1.0,1.0,1.0,
