matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284224,23.0,2010-01-26 20:00:00,54,Fulham,Away,168.0,20.0,,1.0,1.0,6.0,,201.0,6.0,,5.0,8.0,31.0,17.0,368.0,,1.0,18.0,21.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,,2.0,8.0,8.0,,,,63.0,2.0,5.0,9.0,,3.0,3.0,5.0,,13.0,1.0,63.0,41.0,2.0,17.0,9.0,,,68.0,17.0,11.0,,,,,,,,,,,8.0,,,,3.0,,,,1.0,15.0,,26.0,26.0,1.0,5.0,99.0,59.0,11.0,,3.0,6.0,3.0,,,,3.0,,24.0,97.0,16.0,,,,,179.0,161.0,1.0,26.0,24.0,49.9,,,,0.0,,,,,3.0,,,,3.0,,3.0,77.0,,9.0,193.0,42.0,35.0,6.0,2.0,11.0,9.0,,134.0,18.0,306.0,3.0,,29.0,34.0,40.0,5.0,488.0,,0.0,11.0,20.0,2.0,25.0,1.0,729.0,,2.0,3.0,15.0,0.0
284233,24.0,2010-01-30 15:00:00,54,Fulham,Home,125.0,29.0,4.0,6.0,2.0,8.0,,241.0,5.0,,6.0,8.0,27.0,25.0,360.0,,,13.0,17.0,15.0,11.0,4.0,,,,1.0,,,1.0,,,,,,,,,,,9.0,4.0,,,,71.0,2.0,10.0,6.0,,9.0,3.0,5.0,,11.0,2.0,51.0,56.0,2.0,19.0,9.0,,1.0,92.0,10.0,16.0,,,,,1.0,,,,,,8.0,,,,1.0,,,,1.0,18.0,,17.0,17.0,1.0,6.0,100.0,58.0,3.0,,4.0,11.0,4.0,,,,3.0,,41.0,90.0,23.0,,,,,163.0,149.0,4.0,19.0,38.0,54.1,,,1.0,0.0,,,,3.0,1.0,,2.0,,5.0,1.0,3.0,110.0,,15.0,139.0,57.0,33.0,12.0,8.0,18.0,10.0,,176.0,19.0,343.0,1.0,,22.0,30.0,51.0,5.0,464.0,,0.0,19.0,21.0,,19.0,0.0,737.0,,4.0,9.0,19.0,0.0
284241,25.0,2010-02-06 15:00:00,54,Fulham,Away,160.0,21.0,2.0,3.0,1.0,10.0,,158.0,1.0,2.0,5.0,6.0,29.0,24.0,315.0,,,21.0,24.0,11.0,3.0,,,,,,,,1.0,,,,,,,,,,,12.0,9.0,,,,71.0,2.0,3.0,6.0,,5.0,5.0,5.0,,17.0,2.0,68.0,47.0,2.0,28.0,12.0,,,72.0,14.0,9.0,,,,,1.0,,,,,,7.0,,,,5.0,,,,,22.0,,18.0,17.0,2.0,5.0,110.0,43.0,2.0,,1.0,2.0,,,,,8.0,,62.0,66.0,17.0,,,,,200.0,172.0,,31.0,22.0,49.9,,,2.0,0.0,,,,7.0,1.0,,3.0,,4.0,,3.0,71.0,,3.0,189.0,36.0,56.0,15.0,5.0,15.0,10.0,,121.0,18.0,263.0,5.0,2.0,34.0,32.0,71.0,1.0,437.0,,0.0,7.0,18.0,,28.0,0.0,737.0,,8.0,5.0,14.0,0.0
284251,26.0,2010-02-09 20:00:00,54,Fulham,Home,138.0,16.0,1.0,6.0,5.0,3.0,,218.0,3.0,,10.0,5.0,26.0,36.0,350.0,,1.0,24.0,11.0,14.0,10.0,,,,1.0,,,,1.0,,,,,,,,,,,2.0,9.0,,,,70.0,1.0,5.0,6.0,,6.0,13.0,6.0,,10.0,1.0,48.0,64.0,1.0,14.0,7.0,,,65.0,12.0,9.0,2.0,,,,1.0,1.0,,1.0,1.0,,9.0,,,,4.0,,,,1.0,13.0,,19.0,18.0,,10.0,111.0,56.0,2.0,1.0,3.0,8.0,8.0,,,,,,44.0,94.0,30.0,,,,,181.0,170.0,1.0,24.0,25.0,50.9,,,1.0,0.0,,,,1.0,2.0,,,,4.0,,3.0,122.0,,11.0,164.0,39.0,25.0,17.0,3.0,23.0,20.0,,172.0,11.0,322.0,4.0,,24.0,29.0,61.0,6.0,463.0,1.0,0.0,17.0,34.0,5.0,32.0,1.0,749.0,,7.0,6.0,23.0,0.0
284264,27.0,2010-02-21 15:00:00,54,Fulham,Home,205.0,24.0,2.0,7.0,5.0,3.0,,182.0,2.0,1.0,11.0,11.0,22.0,51.0,380.0,,1.0,29.0,27.0,20.0,7.0,3.0,,,1.0,,,,1.0,1.0,,,,8.0,,,,,1.0,4.0,7.0,,,,60.0,1.0,1.0,4.0,,3.0,13.0,3.0,,12.0,2.0,59.0,63.0,1.0,25.0,14.0,,,75.0,10.0,17.0,1.0,,6.0,2.0,1.0,1.0,,1.0,1.0,,5.0,,,1.0,3.0,,,,1.0,28.0,,23.0,23.0,1.0,11.0,110.0,51.0,1.0,1.0,5.0,6.0,6.0,,,,3.0,1.0,44.0,91.0,21.0,,,,,212.0,189.0,3.0,25.0,14.0,57.0,,,1.0,0.0,,,,2.0,3.0,,,,6.0,,2.0,92.0,,11.0,249.0,51.0,48.0,16.0,2.0,20.0,18.0,,153.0,13.0,297.0,3.0,1.0,39.0,24.0,81.0,2.0,526.0,1.0,0.0,13.0,17.0,3.0,35.0,1.0,766.0,,9.0,3.0,13.0,0.0
284278,28.0,2010-02-28 15:00:00,54,Fulham,Away,254.0,24.0,,2.0,2.0,7.0,,146.0,5.0,,3.0,11.0,22.0,29.0,398.0,,2.0,16.0,24.0,17.0,4.0,,,,,,,,,,,,,,,,,,,5.0,7.0,,,,67.0,2.0,2.0,3.0,,2.0,4.0,2.0,,8.0,,56.0,45.0,2.0,24.0,12.0,,1.0,57.0,16.0,15.0,,1.0,,,,,,,,,9.0,,,,1.0,,,,1.0,25.0,,24.0,24.0,,3.0,101.0,52.0,2.0,,2.0,2.0,,,,,1.0,,28.0,82.0,18.0,,,,,186.0,160.0,,26.0,31.0,56.2,,,,0.0,,,,2.0,2.0,,,,2.0,,2.0,71.0,,4.0,296.0,42.0,50.0,7.0,2.0,11.0,9.0,,113.0,17.0,234.0,1.0,,33.0,25.0,50.0,3.0,519.0,,0.0,4.0,12.0,3.0,24.0,3.0,773.0,,1.0,2.0,7.0,0.0
284284,29.0,2010-05-05 20:00:00,54,Fulham,Home,240.0,15.0,2.0,5.0,3.0,7.0,,226.0,7.0,,13.0,13.0,27.0,43.0,461.0,,1.0,27.0,26.0,24.0,8.0,4.0,,,,,,,,,,,,,,,,,,3.0,4.0,,,,63.0,2.0,3.0,3.0,,8.0,10.0,11.0,,14.0,,53.0,50.0,2.0,15.0,8.0,,,80.0,7.0,6.0,,,,,,,,,,,8.0,,,,2.0,,,,,17.0,,16.0,16.0,1.0,13.0,96.0,60.0,3.0,,6.0,6.0,3.0,,,,2.0,,76.0,58.0,34.0,,,,,173.0,158.0,1.0,26.0,22.0,62.8,,,1.0,0.0,,,,1.0,,,1.0,,7.0,,2.0,94.0,,12.0,267.0,30.0,30.0,6.0,4.0,25.0,21.0,,160.0,19.0,334.0,4.0,,31.0,28.0,72.0,1.0,576.0,1.0,0.0,13.0,17.0,3.0,31.0,1.0,828.0,,3.0,8.0,14.0,0.0
284296,30.0,2010-03-14 13:30:00,54,Fulham,Away,185.0,16.0,,1.0,1.0,5.0,,143.0,6.0,,2.0,7.0,16.0,17.0,327.0,,1.0,8.0,17.0,10.0,6.0,,,,,,,,,,,,,,,,,,,19.0,16.0,,,,63.0,4.0,3.0,9.0,,,2.0,2.0,,10.0,1.0,52.0,31.0,4.0,24.0,13.0,,,46.0,12.0,7.0,,,,,,,,,,,14.0,,,,2.0,,,,1.0,22.0,,28.0,28.0,1.0,2.0,92.0,48.0,11.0,,2.0,4.0,3.0,,,,12.0,,30.0,52.0,12.0,,,,,160.0,146.0,1.0,34.0,16.0,43.2,,,,0.0,,,,3.0,3.0,,,,2.0,,3.0,51.0,,6.0,223.0,41.0,38.0,5.0,,4.0,4.0,,89.0,13.0,221.0,4.0,,26.0,18.0,31.0,2.0,440.0,,0.0,8.0,14.0,1.0,13.0,1.0,686.0,,,1.0,7.0,0.0
284304,31.0,2010-03-21 15:00:00,54,Fulham,Home,196.0,32.0,1.0,6.0,5.0,6.0,,249.0,3.0,,5.0,7.0,25.0,30.0,439.0,,,22.0,21.0,15.0,7.0,,,,,,,,2.0,,,,,,1.0,,,,1.0,11.0,6.0,,,,70.0,,5.0,6.0,,4.0,10.0,7.0,,12.0,3.0,53.0,45.0,,8.0,6.0,,,90.0,8.0,10.0,,1.0,,,2.0,,,,,,8.0,,,,2.0,,,,,14.0,,20.0,20.0,1.0,5.0,115.0,63.0,2.0,1.0,2.0,5.0,3.0,,,,4.0,,51.0,69.0,31.0,,,,1.0,185.0,172.0,1.0,26.0,32.0,54.2,,,,0.0,,,,4.0,2.0,,1.0,,5.0,,3.0,127.0,,7.0,216.0,54.0,21.0,9.0,4.0,21.0,17.0,,191.0,16.0,368.0,2.0,,35.0,27.0,63.0,5.0,563.0,2.0,0.0,13.0,17.0,6.0,26.0,0.0,827.0,,3.0,4.0,11.0,0.0
284314,32.0,2010-03-27 15:00:00,54,Fulham,Away,144.0,16.0,3.0,4.0,1.0,5.0,,201.0,5.0,,2.0,10.0,12.0,28.0,341.0,,1.0,23.0,18.0,26.0,12.0,,,,,,,,,,,,,11.0,,,,,2.0,6.0,4.0,,,,55.0,1.0,8.0,2.0,,8.0,12.0,6.0,,7.0,1.0,48.0,57.0,1.0,28.0,15.0,,,63.0,19.0,11.0,,,2.0,2.0,,,,,,,7.0,,,,2.0,,,,2.0,25.0,,25.0,25.0,2.0,2.0,92.0,50.0,6.0,,2.0,10.0,4.0,,,,1.0,,48.0,72.0,29.0,1.0,1.0,1.0,,168.0,154.0,2.0,24.0,21.0,61.7,,,1.0,0.0,,,,2.0,1.0,,1.0,,3.0,1.0,2.0,93.0,,12.0,175.0,29.0,42.0,7.0,8.0,28.0,20.0,,145.0,12.0,303.0,2.0,,39.0,13.0,55.0,1.0,450.0,,0.0,15.0,18.0,5.0,29.0,4.0,673.0,,2.0,8.0,15.0,0.0
284325,33.0,2010-04-04 15:00:00,54,Fulham,Home,152.0,19.0,1.0,5.0,4.0,6.0,,161.0,2.0,,7.0,6.0,15.0,20.0,308.0,,,20.0,18.0,17.0,4.0,1.0,,,,,,,,,,,,,,,,,,7.0,9.0,,,,72.0,3.0,,17.0,1.0,6.0,7.0,7.0,1.0,20.0,1.0,73.0,65.0,3.0,20.0,12.0,,1.0,99.0,13.0,11.0,1.0,,,,,2.0,1.0,2.0,1.0,1.0,8.0,,,,3.0,,,,,22.0,,15.0,15.0,,7.0,120.0,46.0,3.0,,2.0,5.0,5.0,,,,9.0,,53.0,56.0,26.0,,,,,212.0,194.0,4.0,22.0,32.0,52.6,,,1.0,0.0,,,,,2.0,,1.0,,3.0,,3.0,86.0,,7.0,179.0,50.0,38.0,9.0,4.0,21.0,17.0,,166.0,10.0,288.0,4.0,,25.0,15.0,62.0,2.0,446.0,1.0,0.0,8.0,33.0,,27.0,1.0,739.0,,4.0,6.0,26.0,0.0
284334,34.0,2010-04-11 15:00:00,54,Fulham,Away,150.0,14.0,,1.0,1.0,2.0,,86.0,9.0,,1.0,7.0,13.0,16.0,235.0,,,16.0,9.0,8.0,3.0,,,,,,,,1.0,,,,,,,,,,,11.0,14.0,,,,57.0,6.0,2.0,9.0,1.0,1.0,1.0,4.0,,14.0,3.0,55.0,42.0,6.0,26.0,16.0,,,43.0,19.0,6.0,,,,,1.0,,,,,,14.0,,,,1.0,,,,2.0,24.0,,19.0,18.0,3.0,1.0,72.0,31.0,10.0,,,3.0,1.0,,,,9.0,,43.0,38.0,9.0,,,,,142.0,122.0,1.0,30.0,15.0,34.9,,,2.0,0.0,,,,5.0,2.0,,1.0,,,,3.0,38.0,,3.0,174.0,20.0,46.0,7.0,1.0,7.0,6.0,,69.0,7.0,155.0,1.0,,32.0,14.0,45.0,,322.0,,0.0,3.0,27.0,1.0,20.0,3.0,585.0,,1.0,1.0,20.0,0.0
284342,35.0,2010-04-17 15:00:00,54,Fulham,Home,121.0,19.0,2.0,6.0,4.0,2.0,,199.0,7.0,2.0,5.0,8.0,12.0,33.0,314.0,,,22.0,19.0,22.0,7.0,2.0,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,7.0,2.0,,,,49.0,6.0,5.0,4.0,,5.0,13.0,5.0,,7.0,,45.0,49.0,6.0,21.0,15.0,,,79.0,10.0,10.0,,1.0,,,1.0,,,,,,14.0,,,,2.0,,,,,29.0,1.0,17.0,17.0,3.0,5.0,92.0,42.0,9.0,,5.0,4.0,,,,,2.0,,59.0,55.0,29.0,,,,,183.0,163.0,2.0,20.0,13.0,56.7,1.0,,,0.0,,,,1.0,,,1.0,,9.0,,,104.0,,9.0,154.0,31.0,41.0,8.0,5.0,24.0,19.0,,150.0,11.0,297.0,2.0,2.0,37.0,16.0,66.0,2.0,427.0,1.0,0.0,14.0,14.0,1.0,32.0,1.0,684.0,,3.0,5.0,9.0,0.0
284355,36.0,2010-04-25 15:00:00,54,Fulham,Away,191.0,19.0,,3.0,3.0,7.0,1.0,151.0,3.0,,7.0,8.0,16.0,21.0,339.0,,3.0,15.0,17.0,13.0,4.0,1.0,,,,,,1.0,1.0,1.0,,,,5.0,,,,,,13.0,5.0,,,,60.0,2.0,3.0,7.0,,3.0,5.0,5.0,,16.0,4.0,58.0,50.0,2.0,26.0,12.0,,2.0,61.0,15.0,7.0,1.0,,2.0,1.0,1.0,,,,,,10.0,,,1.0,7.0,,,,2.0,19.0,,14.0,14.0,,7.0,101.0,48.0,10.0,,1.0,4.0,3.0,,,,3.0,1.0,34.0,34.0,20.0,1.0,1.0,1.0,,150.0,130.0,,24.0,18.0,44.7,,,1.0,0.0,,,,3.0,3.0,,2.0,,2.0,,2.0,48.0,,5.0,206.0,34.0,46.0,6.0,3.0,14.0,11.0,,87.0,11.0,234.0,7.0,,27.0,16.0,50.0,,426.0,,0.0,8.0,29.0,6.0,19.0,1.0,630.0,,1.0,3.0,22.0,0.0
284362,37.0,2010-05-02 15:00:00,54,Fulham,Home,204.0,14.0,3.0,5.0,2.0,3.0,,162.0,6.0,,8.0,15.0,17.0,34.0,361.0,,1.0,15.0,19.0,20.0,2.0,,,,,,,,,,,,,6.0,,1.0,,,,5.0,3.0,,,,55.0,1.0,3.0,6.0,,9.0,9.0,7.0,,16.0,2.0,63.0,67.0,1.0,18.0,10.0,,,62.0,14.0,16.0,2.0,,1.0,1.0,,2.0,,2.0,2.0,,8.0,,,2.0,1.0,,,,5.0,20.0,1.0,15.0,15.0,2.0,8.0,94.0,50.0,3.0,,1.0,3.0,2.0,,,,,,58.0,60.0,16.0,,,,,170.0,157.0,4.0,18.0,21.0,49.2,1.0,,1.0,0.0,,,,,3.0,,,,2.0,,2.0,75.0,,4.0,220.0,28.0,31.0,19.0,8.0,25.0,17.0,,128.0,16.0,267.0,1.0,,40.0,17.0,66.0,1.0,462.0,,0.0,7.0,25.0,5.0,19.0,0.0,668.0,,6.0,9.0,17.0,0.0
284370,38.0,2010-05-09 16:00:00,54,Fulham,Away,177.0,8.0,1.0,2.0,1.0,4.0,,94.0,6.0,1.0,7.0,7.0,18.0,26.0,269.0,,,11.0,15.0,12.0,2.0,,,,,,,,,1.0,,,,2.0,,,,,1.0,14.0,5.0,,,,53.0,4.0,2.0,18.0,,2.0,3.0,,,14.0,2.0,61.0,52.0,4.0,11.0,3.0,1.0,,45.0,10.0,11.0,,,3.0,2.0,,,,,,,9.0,,,,3.0,,,,,10.0,,23.0,23.0,3.0,8.0,73.0,37.0,5.0,,1.0,1.0,,,,,6.0,1.0,15.0,43.0,16.0,,,,,131.0,121.0,1.0,20.0,15.0,35.7,,,,0.0,,,,3.0,,,,,1.0,,3.0,36.0,,2.0,203.0,26.0,21.0,6.0,2.0,7.0,5.0,,71.0,12.0,160.0,3.0,1.0,25.0,19.0,52.0,4.0,356.0,,0.0,3.0,27.0,3.0,14.0,2.0,546.0,,2.0,2.0,19.0,0.0
