playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,backwardPasses,touches,substituteOff,successfulPassesOwnHalf,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,throughBalls,goalAssists,unsuccessfulCrossesOpenPlay,oboxBlocked,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,goalsConcededOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,successfulLaunches,shotsBlockedInBox,leftFootGoals,unsuccessfulCrossesAndCorners,iboxBlocked,unsuccessfulCornersIntoBox,successfulLongPasses,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,handballsConceded,unsuccessfulLayoffs,penaltyGoalsConceded,shotsOnTargetOutsideBox,oboxTarget,redCards2ndYellow,clearancesOffTheLine,headedGoals,ownGoalScored,lastPlayerTackle,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,penaltiesTaken,penaltyGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,penaltiesConceded
514280,Alfie Gilchrist,Defender,Chelsea,8,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440323,Armando Broja,Forward,Chelsea,8,Albania,2022-23,0.0,0.0,0.0,37.0,0.0645,5.0,5.0,2.0,2.449,4.0,6.0,19.0,12.0,3.0,1.0,1.0,2.0,20.0,53.0,1.0,3.0,0.0,10.0,30.0,4.0,287.0,4.0,21.0,27.0,9.0,18.0,33.0,19.0,6.3554,1.0,1.0,5.0,16.0,10.0,6.0,0.0,64.0,9.0,1.0,15.0,15.0,12.0,1.0,3.0,5.0,23.0,5.0,14.0,34.0,9.0,51.0,1.0,1.0,51.0,1.0,8.0,1.0,17.0,2.0,1.0,11.0,129.0,2.0,10.0,0.8354,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461188,Bashir Humphreys,Defender,Chelsea,8,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172850,Ben Chilwell,Defender,Chelsea,8,England,2022-23,0.0,0.0,3.0,74.0,2.3531,21.0,4.0,,0.9652,21.0,14.0,91.0,23.0,3.0,1.0,12.0,15.0,127.0,759.0,2.0,3.0,1.0,8.0,46.0,2.0,1408.0,2.0,20.0,77.0,37.0,51.0,615.0,39.0,17.6195,19.0,23.0,19.0,54.0,280.0,23.0,0.0,151.0,19.0,1.0,240.0,68.0,23.0,,4.0,12.0,382.0,13.0,30.0,105.0,26.0,734.0,10.0,14.0,270.0,17.0,8.0,2.0,35.0,13.0,18.0,204.0,1193.0,5.0,274.0,1.4464,36.0,46.0,10.0,2.0,2.0,2.0,30.0,1.0,52.0,2.0,24.0,6.0,14.0,15.0,3.0,1.0,2.0,68.0,1.0,31.0,17.0,106.0,1.0,1.0,15.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242880,Benoît Badiashile,Defender,Chelsea,8,France,2022-23,0.0,0.0,2.0,32.0,0.1958,17.0,2.0,,0.5039,14.0,4.0,60.0,11.0,,,9.0,10.0,88.0,855.0,1.0,,1.0,1.0,49.0,1.0,904.0,1.0,14.0,56.0,7.0,21.0,728.0,11.0,9.0057,3.0,33.0,9.0,18.0,337.0,6.0,1.0,88.0,3.0,0.0,311.0,75.0,11.0,,6.0,2.0,239.0,7.0,5.0,39.0,35.0,838.0,2.0,1.0,98.0,8.0,1.0,2.0,162.0,9.0,16.0,45.0,963.0,,528.0,1.1813,28.0,43.0,,2.0,1.0,,2.0,,,4.0,,2.0,,,7.0,2.0,1.0,2.0,2.0,,39.0,2.0,,,10.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209046,Callum Hudson-Odoi,Forward,Chelsea,8,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478912,Carney Chukwuemeka,Midfielder,Chelsea,8,England,2022-23,0.0,0.0,0.0,18.0,0.6137,18.0,1.0,1.0,0.069,13.0,2.0,23.0,14.0,3.0,,11.0,2.0,23.0,200.0,,1.0,,12.0,7.0,1.0,344.0,1.0,6.0,25.0,13.0,24.0,173.0,18.0,8.8732,8.0,1.0,7.0,12.0,44.0,5.0,0.0,43.0,7.0,,42.0,22.0,14.0,,6.0,5.0,118.0,7.0,8.0,36.0,1.0,199.0,1.0,4.0,44.0,7.0,6.0,,63.0,2.0,6.0,51.0,278.0,2.0,61.0,0.3745,,4.0,2.0,3.0,,,1.0,1.0,,,2.0,,,,1.0,2.0,,1.0,2.0,,4.0,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176413,Christian Pulisic,Midfielder,Chelsea,8,United States,2022-23,0.0,0.0,1.0,63.0,0.3867,14.0,6.0,10.0,1.4661,11.0,14.0,37.0,24.0,2.0,,6.0,8.0,44.0,276.0,1.0,,0.0,16.0,23.0,3.0,813.0,3.0,18.0,46.0,15.0,41.0,226.0,44.0,14.1433,11.0,4.0,11.0,45.0,67.0,15.0,0.0,109.0,7.0,1.0,62.0,31.0,24.0,,5.0,22.0,166.0,11.0,35.0,86.0,5.0,276.0,8.0,8.0,134.0,6.0,15.0,1.0,56.0,10.0,4.0,91.0,469.0,8.0,68.0,1.6543,7.0,11.0,2.0,5.0,1.0,1.0,16.0,3.0,,,2.0,,,,,2.0,1.0,16.0,2.0,,6.0,4.0,2.0,3.0,4.0,3.0,2.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,Chelsea,8,England,2022-23,0.0,1.0,9.0,149.0,1.7275,62.0,11.0,3.0,2.099,46.0,17.0,111.0,35.0,16.0,,27.0,18.0,125.0,809.0,3.0,2.0,2.0,17.0,47.0,5.0,1615.0,5.0,28.0,124.0,60.0,105.0,671.0,64.0,22.9925,20.0,14.0,22.0,121.0,206.0,35.0,1.0,273.0,31.0,1.0,214.0,93.0,35.0,2.0,13.0,23.0,418.0,21.0,59.0,226.0,19.0,787.0,6.0,12.0,263.0,33.0,24.0,10.0,183.0,35.0,23.0,206.0,1229.0,9.0,278.0,2.5507,14.0,40.0,7.0,11.0,1.0,1.0,24.0,3.0,21.0,3.0,12.0,1.0,4.0,,,8.0,,37.0,8.0,12.0,13.0,10.0,1.0,3.0,4.0,29.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2022-23,0.0,0.0,3.0,70.0,1.2759,29.0,1.0,,0.2021,43.0,4.0,109.0,25.0,,,17.0,16.0,146.0,897.0,,2.0,,9.0,48.0,,1522.0,,19.0,86.0,35.0,57.0,739.0,25.0,23.7179,13.0,46.0,21.0,51.0,54.0,7.0,0.0,156.0,21.0,,335.0,59.0,25.0,,18.0,5.0,375.0,19.0,10.0,108.0,29.0,867.0,3.0,7.0,215.0,25.0,7.0,5.0,352.0,27.0,19.0,156.0,1278.0,4.0,383.0,0.4018,37.0,70.0,7.0,5.0,,,19.0,2.0,,3.0,7.0,2.0,,25.0,3.0,3.0,,19.0,3.0,,12.0,114.0,,2.0,18.0,20.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
