playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,foulWonPenalty,goals,penaltiesTaken,rightFootGoals,penaltyGoals,handballsConceded,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,throughBalls,oboxBlocked,cornersTakenInclShortCorners,unsuccessfulLayoffs,leftFootGoals,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,expectedGoalsFreekick,headedGoals,freekickTotal,attemptsFromSetPieces,setPiecesGoals,successfulCornersIntoBox,hitWoodwork,ownGoalScored,redCards2ndYellow,penaltiesConceded,penaltiesSaved,savesFromPenalty,drops
118335,Abdul Baba,Defender,Chelsea,8,Ghana,2015-16,65.0,5.0,0.5876,0.0,1.0,2.0,0.194,47.0,5.0,60.0,15.0,1.0,11.0,86.0,26.0,526.0,2.0,4.0,21.0,2.0,1.0,5.0,1.0,1016.0,1.0,13.0,67.0,3.0,26.0,59.0,422.0,17.0,14.8475,2.0,3.0,32.0,13.0,1.0,52.0,190.0,4.0,132.0,12.0,225.0,76.0,15.0,1.0,8.0,3.0,234.0,10.0,26.0,1.0,111.0,8.0,0.0,513.0,3.0,7.0,168.0,39.0,8.0,4.0,29.0,14.0,23.0,1.0,18.0,82.0,837.0,81.0,3.0,21.0,211.0,13.0,0.3605,1.0,26.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45215,Alexandre Pato,Forward,Chelsea,8,Brazil,2015-16,13.0,,0.0426,0.0,,2.0,1.2855,3.0,4.0,3.0,2.0,,1.0,3.0,,27.0,2.0,1.0,3.0,,1.0,,,131.0,,3.0,6.0,,1.0,6.0,23.0,,2.0615,,,1.0,1.0,,10.0,7.0,3.0,19.0,,7.0,5.0,2.0,1.0,2.0,3.0,18.0,1.0,,,16.0,,0.0,27.0,2.0,,14.0,1.0,,,2.0,2.0,,,1.0,11.0,50.0,,1.0,,6.0,1.0,1.6813,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,Asmir Begovic,Goalkeeper,Chelsea,8,Bosnia & Herzegovina,2015-16,1.0,,0.0137,0.0,,,,,,,17.0,,15.0,178.0,,336.0,,2.0,6.0,4.0,,,,1397.0,,,8.0,4.0,,2.0,77.0,,22.8118,,36.0,19.0,24.0,,1.0,31.0,4.0,9.0,,273.0,127.0,17.0,,,,51.0,20.0,,,3.0,6.0,0.0,150.0,,,187.0,,,,32.0,,,,81.0,,509.0,,,89.0,107.0,,,0.0,178.0,23.0,,,,,,,,17.0,16.0,12.0,2.0,8.0,55.0,1.0,2.0,115.0,60.0,17.0,39.0,,,,,,,,,,,,,,,,,,,,
110504,Bertrand Traoré,Forward,Chelsea,8,Burkina Faso,2015-16,24.0,,0.7422,0.0,7.0,6.0,2.2945,9.0,10.0,22.0,10.0,1.0,4.0,23.0,2.0,136.0,5.0,6.0,13.0,,2.0,,2.0,373.0,2.0,9.0,26.0,1.0,7.0,22.0,112.0,,4.2627,4.0,,3.0,2.0,5.0,15.0,24.0,4.0,50.0,4.0,28.0,7.0,10.0,2.0,2.0,2.0,86.0,1.0,3.0,5.0,37.0,4.0,0.0,131.0,4.0,1.0,49.0,7.0,9.0,1.0,42.0,3.0,2.0,1.0,1.0,42.0,215.0,1.0,4.0,1.0,27.0,3.0,1.4059,0.0,1.0,7.0,23.0,,2.0,,,,,,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2015-16,115.0,9.0,2.0019,0.0,11.0,7.0,1.5393,66.0,17.0,144.0,33.0,2.0,33.0,223.0,65.0,1301.0,1.0,,122.0,8.0,1.0,9.0,4.0,2918.0,4.0,41.0,178.0,9.0,39.0,97.0,1007.0,49.0,42.9395,11.0,12.0,87.0,44.0,4.0,74.0,140.0,22.0,293.0,21.0,523.0,169.0,33.0,1.0,16.0,5.0,513.0,35.0,65.0,4.0,171.0,81.0,0.0,1272.0,10.0,20.0,391.0,50.0,10.0,18.0,473.0,32.0,60.0,,71.0,165.0,1966.0,160.0,2.0,44.0,574.0,16.0,2.2302,5.0,79.0,67.0,1.0,,2.0,,,,,,,,,,,,,,,,,,7.0,,,,,7.0,0.1033,2.0,2.0,2.0,,,,,,,,,
17878,Cesc Fàbregas,Midfielder,Chelsea,8,Spain,2015-16,178.0,7.0,8.8979,0.0,12.0,19.0,5.0574,103.0,33.0,338.0,37.0,7.0,33.0,454.0,27.0,2829.0,4.0,4.0,41.0,7.0,9.0,23.0,5.0,2896.0,5.0,19.0,190.0,9.0,103.0,168.0,2191.0,2.0,43.1392,60.0,3.0,19.0,45.0,4.0,159.0,691.0,42.0,368.0,58.0,1164.0,253.0,37.0,9.0,28.0,19.0,1581.0,36.0,82.0,4.0,327.0,22.0,0.0,2685.0,14.0,19.0,645.0,75.0,23.0,7.0,626.0,38.0,23.0,,184.0,348.0,3395.0,11.0,8.0,6.0,817.0,25.0,4.0777,5.0,116.0,82.0,95.0,,5.0,2.0,5.0,2.0,3.0,,,,,,,,,,,,,33.0,8.0,67.0,3.0,,44.0,8.0,0.2751,,3.0,3.0,1.0,13.0,,,,,,,
135421,Charlie Colkett,Midfielder,Chelsea,8,England,2015-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2015-16,124.0,11.0,2.2732,0.0,2.0,5.0,1.6018,114.0,8.0,216.0,37.0,3.0,36.0,330.0,46.0,1798.0,1.0,1.0,85.0,8.0,,11.0,3.0,3202.0,3.0,39.0,182.0,11.0,79.0,136.0,1365.0,64.0,46.0953,18.0,16.0,102.0,50.0,1.0,85.0,459.0,18.0,306.0,45.0,840.0,210.0,37.0,,28.0,14.0,870.0,39.0,46.0,1.0,221.0,46.0,0.0,1765.0,3.0,13.0,529.0,86.0,6.0,16.0,271.0,39.0,86.0,,103.0,228.0,2699.0,277.0,3.0,65.0,609.0,20.0,1.2477,7.0,114.0,109.0,10.0,,2.0,,2.0,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,
18507,Diego Costa,Forward,Chelsea,8,Spain,2015-16,281.0,,2.5176,0.0,15.0,28.0,13.6747,21.0,53.0,177.0,28.0,6.0,27.0,183.0,12.0,824.0,33.0,1.0,134.0,4.0,3.0,,13.0,2379.0,13.0,92.0,151.0,7.0,44.0,109.0,623.0,2.0,34.6565,24.0,1.0,25.0,40.0,11.0,189.0,219.0,49.0,432.0,15.0,159.0,62.0,28.0,3.0,6.0,67.0,516.0,33.0,12.0,11.0,298.0,42.0,0.0,774.0,25.0,37.0,432.0,15.0,41.0,4.0,189.0,43.0,6.0,,18.0,257.0,1329.0,1.0,6.0,1.0,125.0,21.0,12.555,8.0,6.0,16.0,92.0,,12.0,,9.0,,2.0,,,,,,,,,,,,,2.0,4.0,1.0,18.0,3.0,,4.0,,,,,,,1.0,,,,,,
42786,Eden Hazard,Forward,Chelsea,8,Belgium,2015-16,155.0,9.0,5.5665,0.0,11.0,14.0,4.0691,21.0,25.0,183.0,31.0,3.0,25.0,197.0,30.0,1415.0,10.0,6.0,34.0,3.0,6.0,9.0,4.0,2190.0,4.0,23.0,191.0,7.0,54.0,180.0,1143.0,,29.4648,63.0,,4.0,32.0,7.0,132.0,519.0,70.0,346.0,14.0,365.0,122.0,31.0,6.0,3.0,55.0,1021.0,25.0,35.0,7.0,312.0,11.0,0.0,1394.0,11.0,19.0,403.0,18.0,89.0,1.0,239.0,15.0,13.0,,75.0,292.0,1926.0,20.0,6.0,2.0,206.0,12.0,2.5323,2.0,14.0,24.0,58.0,1.0,4.0,,4.0,,,,,,,,,,,,,,,7.0,4.0,7.0,5.0,,3.0,4.0,0.1157,,1.0,1.0,,,,,,,,,
