playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,throwInsToOppositionPlayer,lastPlayerTackle,headedGoals,penaltiesConceded,ownGoalScored,clearancesOffTheLine,penaltiesTaken,penaltyGoals,foulWonPenalty,redCards2ndYellow,setPiecesGoals,punches,catches,savesMade,drops,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother,crossesNotClaimed,expectedAssists,expectedGoalsOnTarget,oboxBlocked,iboxTarget,shotsOnTargetInBox,expectedGoalsOnTargetConceded,shotsBlockedOutsideBox,expectedGoals
66842,André Schürrle,Midfielder,Chelsea,8,Germany,2013-14,111.0,7.0,0.0,17.0,18.0,6.0,39.0,40.0,2.0,80.0,30.0,2.0,31.0,15.0,90.0,19.0,516.0,8.0,16.0,6.0,15.0,27.0,43.0,2.0,17.0,1326.0,1.0,23.0,91.0,1.0,27.0,71.0,414.0,8.0,66.0,1.0,27.0,1.0,13.0,10.0,88.0,166.0,13.0,1.0,202.0,15.0,2.0,110.0,58.0,30.0,3.0,10.0,5.0,31.0,313.0,9.0,39.0,49.0,159.0,20.0,0.0,506.0,22.0,17.0,223.0,29.0,19.0,1.0,1.0,83.0,21.0,17.0,16.0,12.0,157.0,863.0,4.0,12.0,2.0,2.0,130.0,7.0,1.0,1.0,10.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,Ashley Cole,Defender,Chelsea,8,England,2013-14,64.0,4.0,0.0,2.0,1.0,,39.0,2.0,,58.0,17.0,2.0,3.0,15.0,70.0,13.0,699.0,,1.0,,2.0,,26.0,8.0,4.0,1386.0,,18.0,72.0,,23.0,64.0,600.0,,12.0,,15.0,4.0,29.0,8.0,46.0,300.0,16.0,0.0,136.0,15.0,,226.0,71.0,17.0,,12.0,,14.0,330.0,8.0,13.0,22.0,110.0,8.0,0.0,689.0,1.0,6.0,145.0,27.0,9.0,3.0,,50.0,14.0,20.0,,29.0,123.0,1072.0,140.0,2.0,,9.0,303.0,4.0,1.0,1.0,12.0,20.0,,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41135,Branislav Ivanovic,Defender,Chelsea,8,Serbia,2013-14,143.0,23.0,0.0,6.0,10.0,3.0,65.0,32.0,,201.0,36.0,1.0,9.0,36.0,275.0,92.0,1522.0,3.0,7.0,2.0,,,173.0,16.0,23.0,3180.0,,53.0,228.0,2.0,39.0,108.0,1169.0,,78.0,1.0,28.0,7.0,179.0,27.0,90.0,78.0,26.0,2.0,371.0,18.0,1.0,572.0,170.0,36.0,1.0,11.0,1.0,16.0,711.0,25.0,92.0,31.0,198.0,120.0,0.0,1483.0,22.0,20.0,491.0,54.0,19.0,8.0,1.0,601.0,47.0,38.0,,78.0,271.0,2442.0,256.0,1.0,2.0,36.0,559.0,17.0,1.0,8.0,74.0,46.0,,70.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41328,César Azpilicueta,Defender,Chelsea,8,Spain,2013-14,108.0,11.0,0.0,1.0,2.0,6.0,98.0,4.0,,164.0,29.0,,4.0,26.0,232.0,23.0,1193.0,,1.0,,3.0,,71.0,12.0,11.0,2325.0,,29.0,169.0,2.0,49.0,127.0,895.0,,13.0,1.0,12.0,24.0,135.0,19.0,79.0,378.0,24.0,0.0,277.0,32.0,,553.0,142.0,29.0,,24.0,,12.0,495.0,17.0,23.0,20.0,206.0,42.0,0.0,1167.0,2.0,8.0,378.0,74.0,8.0,9.0,,93.0,30.0,53.0,,66.0,169.0,1997.0,242.0,2.0,1.0,61.0,477.0,13.0,,1.0,68.0,64.0,,75.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
41270,David Luiz,Defender,Chelsea,8,Brazil,2013-14,79.0,2.0,0.0,7.0,7.0,1.0,22.0,24.0,2.0,77.0,19.0,1.0,6.0,15.0,152.0,5.0,819.0,,,,4.0,,67.0,4.0,2.0,1358.0,,26.0,98.0,,17.0,57.0,563.0,,13.0,,2.0,6.0,87.0,10.0,53.0,167.0,23.0,0.0,177.0,12.0,,335.0,83.0,19.0,,5.0,,7.0,260.0,10.0,5.0,12.0,110.0,41.0,0.0,786.0,17.0,7.0,186.0,17.0,12.0,6.0,9.0,237.0,26.0,25.0,,104.0,80.0,1083.0,2.0,2.0,1.0,44.0,409.0,7.0,1.0,6.0,75.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47412,Demba Ba,Forward,Chelsea,8,Senegal,2013-14,62.0,,0.0,4.0,13.0,2.0,4.0,27.0,1.0,60.0,19.0,1.0,9.0,5.0,62.0,5.0,173.0,5.0,10.0,2.0,14.0,,59.0,1.0,,661.0,4.0,32.0,42.0,1.0,6.0,15.0,108.0,,56.0,1.0,6.0,,4.0,7.0,30.0,34.0,8.0,2.0,104.0,3.0,3.0,54.0,14.0,19.0,4.0,,1.0,6.0,80.0,6.0,5.0,18.0,45.0,27.0,0.0,167.0,14.0,7.0,108.0,4.0,3.0,2.0,,27.0,18.0,2.0,,3.0,58.0,283.0,,4.0,2.0,1.0,31.0,,2.0,0.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42786,Eden Hazard,Forward,Chelsea,8,Belgium,2013-14,223.0,9.0,0.0,19.0,32.0,14.0,23.0,54.0,12.0,238.0,35.0,7.0,69.0,32.0,257.0,54.0,1542.0,14.0,9.0,4.0,3.0,14.0,43.0,6.0,11.0,2895.0,5.0,24.0,262.0,2.0,65.0,243.0,1229.0,2.0,195.0,,86.0,2.0,7.0,24.0,199.0,447.0,89.0,4.0,485.0,32.0,10.0,455.0,160.0,35.0,14.0,5.0,,79.0,1055.0,22.0,63.0,161.0,442.0,19.0,0.0,1518.0,22.0,28.0,583.0,18.0,132.0,,1.0,269.0,17.0,19.0,7.0,56.0,371.0,2298.0,18.0,11.0,,7.0,241.0,3.0,2.0,2.0,19.0,30.0,,1.0,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
14402,Fernando Torres,Forward,Chelsea,8,Spain,2013-14,168.0,4.0,1.0,24.0,18.0,5.0,11.0,37.0,4.0,141.0,28.0,5.0,38.0,16.0,149.0,17.0,447.0,5.0,21.0,3.0,12.0,1.0,142.0,3.0,4.0,1571.0,7.0,74.0,137.0,1.0,23.0,69.0,287.0,,133.0,1.0,24.0,1.0,8.0,13.0,94.0,126.0,28.0,3.0,305.0,11.0,2.0,114.0,52.0,28.0,3.0,4.0,1.0,38.0,239.0,12.0,17.0,74.0,163.0,68.0,0.0,429.0,19.0,27.0,288.0,7.0,33.0,,,97.0,21.0,3.0,,11.0,110.0,768.0,7.0,9.0,1.0,,63.0,4.0,,3.0,8.0,16.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2051,Frank Lampard,Midfielder,Chelsea,8,England,2013-14,63.0,1.0,0.0,12.0,24.0,1.0,44.0,45.0,6.0,146.0,26.0,3.0,38.0,20.0,185.0,9.0,1047.0,6.0,2.0,3.0,6.0,60.0,22.0,7.0,33.0,1702.0,,10.0,70.0,1.0,23.0,58.0,799.0,23.0,37.0,,31.0,1.0,34.0,13.0,53.0,311.0,7.0,2.0,133.0,12.0,3.0,348.0,98.0,26.0,5.0,11.0,,5.0,500.0,12.0,58.0,13.0,111.0,12.0,0.0,1014.0,21.0,15.0,278.0,33.0,7.0,3.0,16.0,236.0,18.0,15.0,35.0,63.0,152.0,1373.0,3.0,8.0,1.0,9.0,395.0,12.0,,4.0,39.0,27.0,2.0,,,1.0,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
19419,Gary Cahill,Defender,Chelsea,8,England,2013-14,71.0,1.0,0.0,3.0,5.0,,34.0,15.0,,106.0,30.0,1.0,1.0,29.0,154.0,2.0,1310.0,1.0,,0.0,1.0,,152.0,16.0,1.0,2623.0,,46.0,161.0,2.0,15.0,55.0,1062.0,,45.0,1.0,7.0,9.0,205.0,19.0,25.0,223.0,20.0,0.0,232.0,10.0,1.0,569.0,142.0,30.0,,7.0,,1.0,292.0,17.0,2.0,9.0,80.0,106.0,0.0,1273.0,10.0,3.0,175.0,27.0,6.0,21.0,,444.0,12.0,29.0,,94.0,74.0,1695.0,4.0,,1.0,47.0,865.0,2.0,1.0,2.0,48.0,42.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
