playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,ownGoalScored,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,successfulDribbles,blocks,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsOnTargetIncGoals,overruns,goalAssists,offsides,lastPlayerTackle,unsuccessfulDribbles,redCards2ndYellow,attemptsFromSetPieces,handballsConceded,successfulLayoffs,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,headedGoals,cornersTakenInclShortCorners,leftFootGoals,unsuccessfulCornersIntoBox,successfulCornersIntoBox,secondGoalAssists,setPiecesGoals,foulWonPenalty,penaltiesTaken,penaltyGoals
49493,Chris Herd,Midfielder,Gillingham,100,Australia,2012-13,33.0,,0.0,,27.0,,37.0,9.0,9.0,63.0,236.0,,,33.0,1.0,,756.0,10.0,64.0,3.0,1.0,41.0,159.0,,,1.0,1.0,2.0,89.0,23.0,23.0,35.0,,7.0,0.0,97.0,,113.0,27.0,9.0,,,9.0,64.0,20.0,64.0,23.0,0.0,,233.0,,71.0,,,77.0,13.0,19.0,14.0,407.0,13.0,109.0,,1.0,26.0,14.0,,,1.0,,1.0,,,3.0,,,1.0,3.0,1.0,18.0,7.0,3.0,,11.0,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
90255,Yacouba Sylla,Midfielder,CFR Cluj,2628,Mali,2012-13,35.0,,0.0,,24.0,,50.0,11.0,7.0,56.0,355.0,,,13.0,,,596.0,7.0,49.0,,,43.0,278.0,,,2.0,7.0,1.0,7.0,13.0,28.0,76.0,,13.0,0.0,84.0,,69.0,41.0,11.0,,,6.0,174.0,13.0,71.0,6.0,0.0,,355.0,1.0,90.0,,,136.0,12.0,18.0,21.0,476.0,2.0,129.0,,3.0,6.0,12.0,4.0,2.0,3.0,,8.0,4.0,4.0,4.0,,,8.0,16.0,3.0,18.0,6.0,2.0,1.0,74.0,1.0,4.0,,,,2.0,,,3.0,,,,14.0,,,,,,,,,,,,,,,
39242,Karim El Ahmadi,Midfielder,Feyenoord,198,Morocco,2012-13,78.0,,0.0,,31.0,,85.0,20.0,12.0,91.0,615.0,,,18.0,1.0,,1169.0,10.0,52.0,2.0,,44.0,499.0,,,1.0,13.0,1.0,8.0,23.0,68.0,171.0,,7.0,0.0,130.0,,172.0,69.0,20.0,,,6.0,304.0,21.0,112.0,8.0,0.0,,607.0,1.0,123.0,,,173.0,29.0,34.0,25.0,772.0,3.0,223.0,,5.0,6.0,20.0,3.0,4.0,8.0,1.0,2.0,8.0,3.0,9.0,,,2.0,21.0,4.0,25.0,6.0,3.0,,99.0,2.0,3.0,,4.0,,,,,2.0,,1.0,1.0,17.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,
51938,Marc Albrighton,Midfielder,Leicester City,13,England,2012-13,34.0,,0.0,,7.0,,38.0,9.0,4.0,48.0,117.0,,,9.0,,,429.0,8.0,16.0,,,15.0,60.0,,,1.0,13.0,,4.0,11.0,26.0,18.0,,2.0,0.0,50.0,,48.0,19.0,9.0,,,,61.0,11.0,41.0,1.0,0.0,,113.0,6.0,112.0,,,32.0,4.0,11.0,9.0,241.0,3.0,18.0,,0.0,10.0,4.0,2.0,3.0,2.0,,24.0,5.0,10.0,7.0,,,34.0,17.0,1.0,7.0,6.0,,,19.0,4.0,3.0,,1.0,2.0,,1.0,,9.0,,,,4.0,,,1.0,,,,16.0,,9.0,7.0,,,,,
13866,Brett Holman,Midfielder,Aston Villa,7,Australia,2012-13,116.0,,0.0,,50.0,,128.0,27.0,16.0,144.0,550.0,,,25.0,,,1428.0,22.0,73.0,3.0,,70.0,392.0,,,4.0,22.0,,9.0,32.0,94.0,125.0,,9.0,0.0,189.0,,176.0,69.0,27.0,,,13.0,289.0,29.0,164.0,3.0,0.0,,550.0,15.0,244.0,,,135.0,22.0,22.0,14.0,820.0,5.0,125.0,,1.0,16.0,23.0,7.0,10.0,20.0,6.0,25.0,11.0,8.0,37.0,1.0,,25.0,53.0,15.0,37.0,11.0,,,114.0,9.0,11.0,2.0,5.0,,3.0,2.0,,12.0,,,2.0,36.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,,,,,
60551,Ashley Westwood,Midfielder,Charlotte FC,16629,England,2012-13,68.0,,0.0,,52.0,,160.0,30.0,28.0,203.0,1336.0,,,27.0,4.0,,2462.0,14.0,83.0,5.0,,70.0,1039.0,,,6.0,27.0,1.0,45.0,45.0,54.0,372.0,,16.0,0.0,151.0,,441.0,128.0,30.0,,,8.0,635.0,40.0,124.0,13.0,0.0,,1301.0,8.0,293.0,,,390.0,19.0,71.0,94.0,1702.0,6.0,530.0,,2.0,43.0,37.0,3.0,3.0,5.0,5.0,14.0,2.0,32.0,7.0,,1.0,44.0,22.0,3.0,44.0,2.0,16.0,2.0,133.0,1.0,7.0,,2.0,1.0,6.0,,,,,,,15.0,,,,,,,57.0,,29.0,28.0,1.0,,,,
41823,Fabian Delph,Midfielder,Everton,11,England,2012-13,91.0,,0.0,,56.0,,97.0,24.0,19.0,126.0,1031.0,,,25.0,,,1703.0,14.0,127.0,2.0,,116.0,847.0,,,2.0,14.0,3.0,34.0,30.0,77.0,316.0,,26.0,0.0,218.0,,292.0,133.0,24.0,,,13.0,492.0,28.0,193.0,11.0,0.0,,1015.0,4.0,195.0,,,235.0,26.0,68.0,58.0,1367.0,15.0,415.0,,7.0,29.0,25.0,2.0,8.0,9.0,3.0,7.0,5.0,2.0,6.0,1.0,1.0,7.0,28.0,7.0,43.0,34.0,5.0,,188.0,1.0,4.0,,2.0,9.0,,,,6.0,,,1.0,16.0,,,1.0,,,,,,,,,,,,
48759,Simon Dawkins,Midfielder,Ipswich Town,40,Jamaica,2012-13,10.0,,0.0,,1.0,,4.0,4.0,,4.0,35.0,,,,,,71.0,,8.0,,,8.0,29.0,,,,,,,2.0,10.0,15.0,,5.0,0.0,18.0,,7.0,7.0,4.0,,,,21.0,2.0,18.0,,0.0,,35.0,,16.0,,,8.0,1.0,1.0,2.0,59.0,,10.0,,0.0,,1.0,,2.0,,,2.0,4.0,,5.0,,,2.0,6.0,,1.0,2.0,,,5.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
77800,Gary Gardner,Midfielder,Cambridge United,101,England,2012-13,,,0.0,,1.0,,3.0,2.0,,5.0,11.0,,,,,,18.0,,1.0,,,1.0,5.0,,,,,,,,,2.0,,,0.0,1.0,,2.0,,2.0,,,,,,1.0,,0.0,,11.0,,6.0,,,6.0,,,1.0,13.0,,6.0,,0.0,2.0,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114042,Samir Carruthers,Midfielder,Eastleigh,2625,Ireland,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
