season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025038,1,21,West_Ham_United,Away,96531,84182,Alphonse Aréola,alphonse-areola,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,113956,75115,Callum Wilson,callum-wilson,F,True,,,,,,,2.0,,,1.0,,,,,,,3.0,1.0,,,,0.0229,,1.0,0.0,,,,,,,,0.12,1.23,0.29,0.04,0.81,19.0,,,,,,,3.0,,,6.3,,,1.0,,,,1.0,,,,0.0,,,,,1,,6.0,2.0,1.0,,
2025-26,14025038,1,21,West_Ham_United,Away,132645,91889,Niclas Füllkrug,niclas-fullkrug,F,False,,,,14.0,1.0,15.0,7.0,3.0,,,,,1.0,,,5.0,16.0,3.0,,,0.0814275,0.1383,0.1548,5.0,0.0,,,,,,1.0,,0.47,5.31,1.03,0.15,3.14,90.0,1.0,,,,,,15.0,,,5.5,,,,,,,,,,,21.0,2.0,23.0,,,2,,36.0,2.0,,,
2025-26,14025038,1,21,West_Ham_United,Away,161717,101178,James Ward-Prowse,james-ward-prowse,M,False,,,1.0,20.0,23.0,43.0,,1.0,,2.0,,,,,,,,2.0,,,0.0220376,,,,0.0,,,,,,1.0,,0.48,4.33,1.25,0.11,1.95,71.0,,,,,,,7.0,,,6.7,,,,,,,3.0,,2.0,,23.0,23.0,46.0,,,0,1.0,56.0,1.0,,,
2025-26,14025038,1,21,West_Ham_United,Away,552884,178186,Jarrod Bowen,jarrod-bowen,M,False,,,,18.0,4.0,22.0,,1.0,,6.0,,,3.0,,,,3.0,7.0,,,0.051579,0.1518,0.0832,,0.0,,,,,,,,0.33,4.5,0.79,0.17,3.4,90.0,1.0,,,,,,15.0,,,6.7,,,,,,5.0,1.0,,,,25.0,4.0,29.0,,,4,2.0,49.0,4.0,2.0,2.0,1.0
2025-26,14025038,1,21,West_Ham_United,Away,609752,197024,Guido Rodríguez,guido-rodriguez,M,False,,,,15.0,13.0,28.0,,1.0,,4.0,,,1.0,1.0,,,1.0,1.0,,,0.0330725,0.0258,,,0.0,,,,,,,,0.36,4.26,1.51,0.12,1.96,71.0,,,,,,,6.0,,,6.5,,,,,,,2.0,,2.0,,17.0,15.0,32.0,,,1,,42.0,,,,
2025-26,14025038,1,21,West_Ham_United,Away,799041,215439,Tomáš Souček,tomas-soucek,M,True,,,,8.0,2.0,10.0,,1.0,,,,,,,,,1.0,1.0,,,0.00327712,0.0673,0.1305,,0.0,,,,,1.0,,,0.25,1.54,0.52,0.07,0.73,19.0,1.0,,,,,,2.0,,,6.3,,,,,,1.0,,,,,9.0,2.0,11.0,,,1,,15.0,,,,
2025-26,14025038,1,21,West_Ham_United,Away,823085,158534,Kyle Walker-Peters,kyle-walker-peters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,829022,233963,Konstantinos Mavropanos,konstantinos-mavropanos,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025038,1,21,West_Ham_United,Away,839981,224024,Lucas Paquetá,lucas-paqueta,M,False,,,2.0,38.0,15.0,53.0,4.0,5.0,,5.0,,,,,,,8.0,8.0,,,0.076286,,,1.0,0.0,,,,,,,,0.51,5.25,1.5,0.22,2.94,90.0,,,,,,,17.0,,,7.1,,,,,,3.0,1.0,,4.0,,46.0,18.0,64.0,,,0,1.0,78.0,1.0,2.0,,1.0
