playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,expectedAssists,totalRedCards,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,secondGoalAssists,expectedGoalsFreekick,cornersTakenInclShortCorners,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,otherGoals,lastPlayerTackle,clearancesOffTheLine,setPiecesGoals
156689,Andreas Pereira,Midfielder,Fulham,54,Brazil,2022-23,178.0,67.0,14.0,23.0,5.0104,18.0,1.0,33.0,24.0,854.0,4.0,2.0,3.0,7.0,,2.0,2.0,29.0,5.0,70.0,4.0,45.6119,54.0,2.0,7.0,31.0,1.0,117.0,33.0,3.0,1.0,26.0,129.0,77.0,765.0,25.0,494.0,9.0,198.0,41.0,52.0,157.0,1408.0,4.0,4.0,190.0,1.0,43.0,41.0,11.0,4.0869,0.0,,48.0,181.0,6.0,22.0,,33.0,224.0,49.0,38.0,,17.0,67.0,2714.0,1.0,79.0,56.0,578.0,68.0,2.0,8.0,40.0,149.0,228.0,257.0,18.0,1.0,271.0,1.0,17.0,9.0,507.0,35.0,,7.0,219.0,9.0,0.0,34.0,21.0,3.0,6.0,1.0,26.0,7.0,6.0,27.0,7.2837,8.0,43.0,12.0,12.0,59.0,1.0,0.7857,116.0,1.0,,,,,,,,,,,,,,,,,,,,,
200617,Daniel James,Midfielder,Fulham,54,Wales,2022-23,50.0,28.0,4.0,4.0,1.8533,16.0,,24.0,11.0,190.0,2.0,2.0,1.0,,17.0,1.0,1.0,18.0,1.0,43.0,2.0,18.5626,7.0,,4.0,20.0,0.0,42.0,24.0,1.0,1.0,5.0,26.0,19.0,190.0,9.0,115.0,8.0,58.0,4.0,2.0,52.0,356.0,4.0,2.0,34.0,1.0,5.0,14.0,6.0,0.5087,0.0,1.0,13.0,51.0,1.0,3.0,1.0,7.0,56.0,26.0,19.0,,,6.0,809.0,2.0,44.0,28.0,132.0,37.0,,6.0,18.0,32.0,36.0,94.0,8.0,1.0,44.0,,,8.0,106.0,17.0,,4.0,75.0,1.0,0.0,8.0,7.0,1.0,3.0,,7.0,,2.0,2.0,1.6416,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
153366,Harrison Reed,Midfielder,Fulham,54,England,2022-23,153.0,90.0,7.0,8.0,1.9649,43.0,,37.0,36.0,1217.0,3.0,4.0,2.0,5.0,2.0,3.0,3.0,36.0,5.0,75.0,5.0,51.3233,31.0,2.0,2.0,21.0,2.0,160.0,37.0,3.0,,16.0,41.0,41.0,1176.0,5.0,383.0,27.0,315.0,38.0,44.0,274.0,1647.0,4.0,,413.0,2.0,50.0,66.0,11.0,2.0382,0.0,5.0,13.0,196.0,4.0,16.0,,35.0,246.0,38.0,66.0,7.0,2.0,13.0,2875.0,,105.0,88.0,927.0,53.0,1.0,30.0,44.0,117.0,294.0,258.0,42.0,1.0,334.0,,2.0,16.0,571.0,39.0,,2.0,192.0,30.0,0.0,14.0,12.0,12.0,19.0,,18.0,5.0,26.0,19.0,1.8921,5.0,1.0,,,2.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,
154296,João Palhinha,Midfielder,Fulham,54,Portugal,2022-23,199.0,73.0,12.0,9.0,1.7591,148.0,,35.0,34.0,1268.0,3.0,1.0,1.0,6.0,,4.0,4.0,40.0,5.0,216.0,6.0,52.6473,7.0,5.0,6.0,50.0,1.0,213.0,35.0,1.0,,15.0,3.0,43.0,1220.0,18.0,304.0,84.0,314.0,48.0,88.0,210.0,1840.0,,,547.0,1.0,51.0,67.0,,0.4179,0.0,,27.0,166.0,,8.0,,35.0,217.0,3.0,112.0,7.0,2.0,,3113.0,,288.0,59.0,963.0,34.0,,59.0,43.0,159.0,399.0,487.0,43.0,2.0,345.0,,2.0,64.0,504.0,38.0,2.0,6.0,375.0,72.0,0.0,4.0,19.0,5.0,46.0,,5.0,6.0,17.0,37.0,2.8842,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,
511504,Kristian Sekularac,Midfielder,Fulham,54,Switzerland,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515024,Luke Harris,Midfielder,Fulham,54,Wales,2022-23,2.0,,,,,,,3.0,,13.0,,,,,3.0,,,,,,1.0,0.9915,,,,,0.0,,3.0,,,,1.0,1.0,13.0,,2.0,,3.0,1.0,,3.0,15.0,,,6.0,,,,,0.0069,0.0,,,,,,,,,1.0,,,,,10.0,,,,13.0,,,,1.0,2.0,6.0,2.0,,,1.0,,,,7.0,1.0,,,2.0,,0.0,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515023,Matt Dibley-Dias,Midfielder,Fulham,54,New Zealand,2022-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92259,Neeskens Kebano,Midfielder,Fulham,54,DR Congo,2022-23,54.0,24.0,1.0,2.0,0.0782,17.0,,17.0,6.0,188.0,,2.0,,1.0,8.0,2.0,2.0,12.0,,46.0,2.0,12.6388,10.0,,,16.0,0.0,47.0,17.0,,,13.0,19.0,25.0,184.0,6.0,103.0,9.0,34.0,8.0,1.0,63.0,358.0,,1.0,35.0,1.0,2.0,7.0,4.0,0.8857,0.0,5.0,8.0,36.0,3.0,4.0,,9.0,38.0,18.0,14.0,,,5.0,766.0,,48.0,30.0,149.0,31.0,,4.0,10.0,42.0,45.0,102.0,14.0,,46.0,,,8.0,120.0,10.0,,,88.0,2.0,0.0,7.0,13.0,,1.0,,8.0,1.0,,7.0,0.4735,0.0,,,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,
212314,Sasa Lukic,Midfielder,Fulham,54,Serbia,2022-23,24.0,9.0,2.0,1.0,0.1124,8.0,,12.0,6.0,216.0,,,,2.0,8.0,,,5.0,,22.0,3.0,9.6208,,,,10.0,0.0,28.0,12.0,,,1.0,1.0,2.0,209.0,2.0,31.0,3.0,61.0,13.0,5.0,40.0,269.0,,,85.0,,4.0,14.0,1.0,0.1405,0.0,,3.0,21.0,,2.0,,4.0,25.0,1.0,9.0,,1.0,1.0,409.0,,26.0,4.0,186.0,3.0,,3.0,10.0,19.0,58.0,50.0,4.0,,57.0,,1.0,5.0,107.0,10.0,,,41.0,4.0,0.0,,4.0,2.0,5.0,,3.0,2.0,1.0,8.0,0.143,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76357,Tom Cairney,Midfielder,Fulham,54,Scotland,2022-23,50.0,22.0,13.0,3.0,1.1169,17.0,2.0,33.0,14.0,707.0,2.0,,0.0,6.0,27.0,1.0,1.0,10.0,,52.0,3.0,19.929,12.0,3.0,7.0,22.0,1.0,76.0,33.0,1.0,1.0,8.0,29.0,29.0,690.0,5.0,171.0,6.0,172.0,8.0,34.0,171.0,929.0,2.0,,231.0,,15.0,21.0,5.0,1.4891,0.0,1.0,8.0,70.0,,7.0,1.0,6.0,85.0,20.0,18.0,,,8.0,971.0,,60.0,28.0,588.0,32.0,2.0,3.0,13.0,40.0,195.0,110.0,15.0,2.0,169.0,,,11.0,399.0,13.0,,7.0,92.0,8.0,0.0,6.0,13.0,3.0,5.0,,6.0,6.0,3.0,7.0,1.4935,2.0,4.0,,,7.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,
