matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
695001,11,2013-11-09 15:00:00,97,Cardiff,Away,190.0,20.0,1.0,4.0,3.0,2.0,,176.0,5.0,,5.0,7.0,8.0,27.0,362.0,,,32.0,26.0,26.0,5.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,,,,,6.0,11.0,,,82.0,48.0,,,,1.0,21.0,1.0,8.0,,,3.0,8.0,6.0,,17.0,3.0,58.0,52.0,1.0,37.0,21.0,,1.0,71.0,3.0,10.0,,,5.0,3.0,2.0,181.0,,,,,,7.0,,3.0,,21.0,,11.0,11.0,1.0,5.0,94.0,81.0,38.0,5.0,,4.0,2.0,2.0,447.0,4.0,2.0,87.0,63.0,15.0,,,,,169.0,169.0,2.0,19.0,19.0,56.9,,,21.0,0.0,104.0,1.0,3.0,4.0,,,5.0,,3.0,77.0,353.0,9.0,6.0,218.0,37.0,37.0,8.0,2.0,19.0,17.0,,116.0,10.0,262.0,3.0,,34.0,9.0,57.0,7.0,461.0,2.0,0.0,8.0,15.0,,41.0,1.0,695.0,,13.0,3.0,3.0,12.0,0.0
695011,12,2013-11-24 16:00:00,97,Cardiff,Home,142.0,19.0,,11.0,11.0,,3.0,162.0,3.0,1.0,5.0,6.0,7.0,33.0,293.0,,1.0,18.0,24.0,19.0,6.0,2.0,,,,,,1.0,9.0,,1.0,,5.0,2.0,15.0,1.0,,,73.0,56.0,1.0,,1.0,2.0,9.0,1.0,3.0,,1.0,2.0,9.0,11.0,,17.0,2.0,61.0,58.0,2.0,25.0,16.0,,,57.0,15.0,12.0,1.0,,2.0,4.0,,155.0,2.0,1.0,2.0,1.0,1.0,9.0,1.0,2.0,,16.0,1.0,8.0,8.0,,5.0,78.0,84.0,37.0,8.0,1.0,6.0,4.0,4.0,366.0,3.0,1.0,42.0,67.0,25.0,,,,,153.0,153.0,4.0,15.0,29.0,49.9,1.0,,9.0,0.0,77.0,3.0,,3.0,1.0,,9.0,,3.0,67.0,286.0,6.0,10.0,162.0,40.0,25.0,13.0,2.0,26.0,24.0,,109.0,6.0,247.0,2.0,1.0,28.0,8.0,67.0,,383.0,,0.0,14.0,20.0,1.0,21.0,4.0,598.0,,16.0,8.0,2.0,16.0,0.0
695022,13,2013-11-30 15:00:00,97,Cardiff,Home,161.0,13.0,,3.0,3.0,1.0,1.0,162.0,3.0,,1.0,6.0,4.0,39.0,320.0,,,24.0,18.0,13.0,5.0,1.0,,,,,,,7.0,,,,3.0,1.0,9.0,6.0,4.0,6.0,68.0,57.0,1.0,1.0,,3.0,8.0,2.0,12.0,1.0,,3.0,10.0,3.0,,12.0,,51.0,40.0,3.0,18.0,4.0,,,70.0,6.0,6.0,,,2.0,1.0,,173.0,,,,,,9.0,,1.0,,4.0,,15.0,15.0,,1.0,84.0,85.0,46.0,3.0,,3.0,3.0,4.0,406.0,5.0,2.0,52.0,69.0,26.0,,,,,155.0,155.0,3.0,22.0,26.0,43.5,,,18.0,0.0,106.0,2.0,1.0,2.0,,,4.0,,3.0,57.0,308.0,8.0,6.0,186.0,46.0,18.0,15.0,3.0,17.0,14.0,,115.0,5.0,262.0,1.0,,18.0,6.0,75.0,2.0,431.0,,0.0,10.0,11.0,2.0,25.0,0.0,598.0,10.0,8.0,10.0,3.0,11.0,0.0
695036,14,2013-12-04 19:45:00,97,Cardiff,Away,108.0,11.0,3.0,3.0,,2.0,,115.0,2.0,,3.0,6.0,14.0,16.0,220.0,,,22.0,42.0,28.0,6.0,4.0,,,1.0,1.0,,,7.0,,,,2.0,1.0,10.0,7.0,,,42.0,58.0,,,,3.0,15.0,7.0,10.0,,,5.0,9.0,4.0,,10.0,,77.0,60.0,3.0,47.0,25.0,,,60.0,12.0,11.0,,,5.0,3.0,1.0,141.0,,,,,,11.0,,3.0,1.0,25.0,,20.0,20.0,4.0,3.0,74.0,81.0,24.0,2.0,,3.0,7.0,3.0,303.0,4.0,2.0,40.0,64.0,17.0,,,,,167.0,167.0,3.0,27.0,21.0,40.8,,1.0,15.0,0.0,63.0,2.0,,2.0,,,4.0,,1.0,48.0,212.0,7.0,10.0,130.0,32.0,47.0,10.0,5.0,21.0,16.0,,91.0,8.0,211.0,3.0,,32.0,15.0,52.0,3.0,320.0,,0.0,14.0,16.0,,26.0,2.0,556.0,,16.0,5.0,5.0,11.0,0.0
695042,15,2013-12-07 15:00:00,97,Cardiff,Away,134.0,17.0,,3.0,3.0,4.0,,139.0,7.0,1.0,2.0,5.0,9.0,30.0,270.0,,,23.0,34.0,33.0,6.0,,,,,,,,9.0,,,,1.0,,10.0,9.0,,,61.0,40.0,3.0,3.0,,3.0,15.0,1.0,10.0,,,3.0,10.0,4.0,,17.0,2.0,76.0,65.0,3.0,58.0,30.0,,,79.0,12.0,9.0,,,2.0,2.0,,170.0,,,,,,10.0,,,,30.0,,12.0,12.0,1.0,2.0,70.0,83.0,32.0,8.0,,4.0,2.0,2.0,367.0,3.0,,48.0,65.0,23.0,,,,,172.0,172.0,2.0,19.0,13.0,56.3,,1.0,15.0,0.0,80.0,1.0,2.0,3.0,,,7.0,,3.0,71.0,260.0,5.0,6.0,166.0,51.0,58.0,15.0,3.0,19.0,16.0,,126.0,11.0,234.0,,1.0,21.0,10.0,70.0,1.0,381.0,,0.0,10.0,13.0,,28.0,0.0,609.0,,14.0,10.0,3.0,8.0,0.0
695052,16,2013-12-14 15:00:00,97,Cardiff,Home,99.0,16.0,3.0,4.0,1.0,2.0,,115.0,,,4.0,6.0,6.0,20.0,210.0,,,14.0,21.0,21.0,4.0,1.0,,,2.0,2.0,,,4.0,,,,,4.0,6.0,6.0,,,46.0,55.0,,,,2.0,9.0,4.0,6.0,1.0,1.0,8.0,16.0,6.0,,18.0,2.0,66.0,54.0,2.0,42.0,25.0,,,63.0,16.0,11.0,,,4.0,1.0,2.0,135.0,1.0,,1.0,1.0,,5.0,1.0,3.0,1.0,25.0,,11.0,11.0,,4.0,51.0,72.0,24.0,6.0,1.0,2.0,4.0,3.0,281.0,4.0,3.0,45.0,57.0,15.0,,,,,167.0,167.0,4.0,13.0,22.0,48.2,,,9.0,0.0,75.0,2.0,,2.0,,,4.0,1.0,3.0,69.0,200.0,3.0,6.0,126.0,35.0,42.0,17.0,8.0,31.0,23.0,,119.0,4.0,212.0,3.0,,29.0,8.0,57.0,5.0,307.0,,0.0,11.0,13.0,,18.0,2.0,521.0,,2.0,11.0,8.0,11.0,0.0
695064,17,2013-12-21 12:45:00,97,Cardiff,Away,90.0,13.0,4.0,8.0,4.0,1.0,3.0,105.0,2.0,,2.0,3.0,4.0,19.0,187.0,,,15.0,22.0,17.0,3.0,4.0,1.0,,,,1.0,,5.0,,,,2.0,4.0,15.0,12.0,,,42.0,44.0,1.0,,1.0,1.0,11.0,1.0,16.0,,1.0,5.0,6.0,2.0,,14.0,4.0,72.0,64.0,1.0,28.0,5.0,,,63.0,13.0,11.0,,,5.0,5.0,,122.0,1.0,1.0,1.0,,1.0,16.0,,,,5.0,,14.0,14.0,3.0,2.0,41.0,80.0,28.0,9.0,1.0,4.0,4.0,3.0,252.0,6.0,4.0,47.0,43.0,13.0,,,,,147.0,147.0,2.0,20.0,16.0,31.1,,,11.0,0.0,61.0,4.0,,4.0,,1.0,6.0,,3.0,47.0,179.0,6.0,8.0,106.0,33.0,28.0,17.0,5.0,18.0,13.0,1.0,88.0,6.0,178.0,,,17.0,4.0,46.0,1.0,266.0,,0.0,10.0,28.0,,21.0,0.0,484.0,,12.0,10.0,5.0,20.0,0.0
695072,18,2013-12-26 15:00:00,97,Cardiff,Home,114.0,9.0,2.0,4.0,2.0,3.0,1.0,112.0,4.0,1.0,6.0,11.0,5.0,38.0,222.0,,,18.0,34.0,21.0,4.0,3.0,,,,,,,6.0,,,,1.0,3.0,6.0,5.0,,,59.0,61.0,1.0,1.0,,1.0,10.0,1.0,8.0,,,6.0,7.0,8.0,,16.0,1.0,79.0,49.0,1.0,23.0,16.0,,,80.0,11.0,13.0,,,5.0,5.0,,156.0,,,,,,7.0,,2.0,,16.0,,10.0,10.0,2.0,6.0,43.0,93.0,42.0,3.0,,7.0,,,313.0,,1.0,61.0,53.0,22.0,,,,,187.0,187.0,3.0,19.0,25.0,39.6,,,10.0,0.0,72.0,1.0,2.0,3.0,,,8.0,,3.0,44.0,212.0,3.0,7.0,135.0,31.0,23.0,13.0,6.0,26.0,20.0,,101.0,9.0,221.0,2.0,2.0,39.0,7.0,74.0,2.0,330.0,,0.0,9.0,13.0,,28.0,1.0,527.0,,15.0,3.0,6.0,12.0,0.0
695082,19,2013-12-28 17:30:00,97,Cardiff,Home,146.0,12.0,2.0,11.0,9.0,4.0,2.0,141.0,3.0,,2.0,4.0,7.0,30.0,276.0,,,15.0,9.0,12.0,8.0,2.0,,,1.0,1.0,1.0,,13.0,,,,1.0,,13.0,8.0,,,60.0,54.0,2.0,1.0,1.0,4.0,11.0,2.0,4.0,,,6.0,12.0,4.0,,9.0,5.0,37.0,40.0,4.0,30.0,15.0,,,63.0,14.0,10.0,1.0,,4.0,3.0,1.0,155.0,2.0,,1.0,2.0,,10.0,2.0,1.0,,15.0,,17.0,17.0,2.0,2.0,65.0,79.0,37.0,6.0,1.0,6.0,6.0,7.0,351.0,4.0,2.0,54.0,45.0,13.0,,,,,144.0,144.0,3.0,25.0,18.0,44.1,,,11.0,0.0,87.0,4.0,3.0,7.0,,,7.0,,3.0,61.0,268.0,2.0,12.0,169.0,22.0,30.0,10.0,6.0,25.0,19.0,,103.0,11.0,223.0,1.0,,24.0,7.0,58.0,,367.0,,0.0,16.0,12.0,,19.0,3.0,563.0,,13.0,6.0,7.0,11.0,0.0
695091,20,2014-01-01 15:00:00,97,Cardiff,Away,130.0,12.0,,2.0,2.0,,,92.0,2.0,,1.0,5.0,5.0,28.0,220.0,,,14.0,19.0,8.0,4.0,,,,,,,1.0,7.0,,,,1.0,4.0,18.0,10.0,3.0,5.0,47.0,40.0,,,,6.0,12.0,3.0,15.0,,,2.0,4.0,3.0,,3.0,2.0,51.0,30.0,6.0,32.0,14.0,,1.0,58.0,11.0,6.0,,,,,,122.0,,,,,,17.0,,,,14.0,,16.0,16.0,3.0,1.0,58.0,72.0,27.0,12.0,,2.0,2.0,2.0,272.0,7.0,,27.0,53.0,18.0,,,,,114.0,114.0,3.0,14.0,14.0,31.9,,,16.0,0.0,78.0,2.0,2.0,4.0,2.0,,3.0,,3.0,41.0,209.0,12.0,4.0,145.0,19.0,32.0,10.0,2.0,9.0,7.0,,85.0,4.0,169.0,,,27.0,6.0,72.0,3.0,305.0,,0.0,8.0,13.0,,18.0,2.0,466.0,9.0,6.0,4.0,2.0,9.0,0.0
695102,21,2014-01-11 15:00:00,97,Cardiff,Home,160.0,14.0,3.0,11.0,8.0,2.0,,261.0,7.0,,3.0,3.0,9.0,28.0,410.0,,,21.0,27.0,29.0,12.0,4.0,,1.0,,1.0,,,14.0,,,,2.0,1.0,6.0,4.0,,,69.0,34.0,1.0,1.0,,3.0,8.0,4.0,8.0,,3.0,8.0,17.0,12.0,,11.0,1.0,54.0,60.0,3.0,41.0,30.0,,,62.0,7.0,15.0,,,5.0,2.0,1.0,153.0,,,,,,11.0,,2.0,,30.0,1.0,10.0,10.0,1.0,3.0,126.0,64.0,36.0,7.0,,7.0,9.0,7.0,463.0,,2.0,49.0,83.0,25.0,,,,,135.0,135.0,2.0,11.0,16.0,63.0,,,8.0,0.0,136.0,1.0,,1.0,,,8.0,,3.0,140.0,392.0,4.0,16.0,182.0,30.0,41.0,14.0,6.0,37.0,31.0,,178.0,5.0,339.0,2.0,,13.0,10.0,50.0,1.0,484.0,,0.0,19.0,7.0,,22.0,1.0,705.0,,13.0,11.0,8.0,6.0,0.0
