playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,totalFoulsWon,winningGoal,duels,homeGoals,recoveries,appearances,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,goalsConcededOutsideBox,penaltyGoalsConceded,ownGoalScored,headedGoals,handballsConceded,penaltiesConceded,lastPlayerTackle,hitWoodwork,foulWonPenalty,successfulCornersIntoBox,throwInsToOppositionPlayer,attemptsFromSetPieces,setPiecesGoals,penaltiesTaken,penaltyGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,penaltiesFaced,savesFromPenalty,forwardPasses,redCards2ndYellow,otherGoals,goalkeeperSmother,leftsidePasses,overruns,rightsidePasses,backwardPasses,secondGoalAssists,putthroughBlockedDistribution,expectedAssists,expectedGoalsOnTarget,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,expectedGoalsOnTargetConceded,shotsBlockedInBox,oboxTarget,iboxBlocked,shotsBlockedOutsideBox,expectedGoals,freekickTotal,expectedGoalsFreekick,putthroughBlockedDistributionWon,foulAttemptedTackle,fiftyFifty,successfulFiftyFifty
28491,Ali Al Habsi,Goalkeeper,Bolton,30,Oman,2009-10,,,0.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,Jussi Jääskeläinen,Goalkeeper,Bolton,30,Finland,2009-10,3.0,,0.0,,,,,,10.0,38.0,,,38.0,717.0,,1300.0,,,,,5.0,5.0,,3420.0,,,11.0,6.0,37.0,1.0,2.0,257.0,32.0,67.0,3.0,3.0,0.0,14.0,,447.0,38.0,,,,,509.0,59.0,,1.0,9.0,5.0,0.0,505.0,,1.0,734.0,,2.0,,,1.0,,546.0,1643.0,,,351.0,74.0,3.0,707.0,34.0,,8.0,3.0,,,,,,,,,,,,,,,45.0,49.0,405.0,31.0,19.0,141.0,5.0,3.0,276.0,220.0,35.0,90.0,2.0,5.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
5666,Brian Jensen,Goalkeeper,Burnley,90,Denmark,2009-10,7.0,,0.0,,,,,,12.0,38.0,,1.0,38.0,915.0,,1314.0,,,,,2.0,3.0,,3345.0,1.0,,13.0,11.0,45.0,,3.0,170.0,56.0,80.0,7.0,5.0,0.0,20.0,,518.0,38.0,,,,,314.0,72.0,,,18.0,2.0,0.0,522.0,,2.0,932.0,,1.0,,4.0,3.0,,354.0,1714.0,,1.0,418.0,85.0,3.0,903.0,47.0,,8.0,5.0,,,,2.0,,,,,,,,,,,54.0,61.0,377.0,48.0,27.0,149.0,1.0,8.0,235.0,261.0,41.0,88.0,3.0,9.0,3.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,
33031,Diego Penny,Goalkeeper,Burnley,90,Peru,2009-10,,,0.0,,,,,,,1.0,,,,19.0,,26.0,,,1.0,,,,,75.0,,,,,,,,3.0,,2.0,,,0.0,,,16.0,1.0,,,,,6.0,1.0,,,,,0.0,10.0,,,19.0,,,,,,,7.0,29.0,,,7.0,1.0,0.0,19.0,,,1.0,,,,,,,,,,,,,,,,,1.0,8.0,,,1.0,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Nicky Weaver,Goalkeeper,Burnley,90,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37634,Henrique Hilário,Goalkeeper,Chelsea,8,Portugal,2009-10,,,0.0,,,,,,,3.0,,,2.0,17.0,,52.0,,,1.0,,1.0,1.0,,218.0,,,2.0,1.0,20.0,,,4.0,2.0,6.0,,1.0,0.0,2.0,,18.0,3.0,,,,,14.0,6.0,,,1.0,1.0,0.0,21.0,,,17.0,,,,,,,15.0,75.0,,,8.0,21.0,0.0,17.0,1.0,,,2.0,,,,,,,,,,,,,,,4.0,4.0,23.0,2.0,2.0,5.0,,,27.0,7.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77770,Jan Sebek,Goalkeeper,Chelsea,8,Czech Republic,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11334,Petr Cech,Goalkeeper,Chelsea,8,Czech Republic,2009-10,1.0,,1.0,,,,,,7.0,34.0,1.0,,34.0,381.0,,860.0,,,,,5.0,17.0,,3021.0,,,10.0,5.0,225.0,,5.0,111.0,38.0,24.0,1.0,2.0,0.0,11.0,,401.0,34.0,,,,,203.0,23.0,,,6.0,5.0,1.0,456.0,,,394.0,,3.0,,1.0,2.0,,254.0,1253.0,,,178.0,276.0,0.0,374.0,31.0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,74.0,25.0,240.0,18.0,27.0,64.0,5.0,9.0,311.0,126.0,25.0,38.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49404,Rhys Taylor,Goalkeeper,Chelsea,8,Wales,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17694,Ross Turnbull,Goalkeeper,Chelsea,8,England,2009-10,,,0.0,,,,,,1.0,2.0,,,2.0,26.0,,43.0,,,,,,,,180.0,,,,,5.0,,,5.0,1.0,2.0,,,0.0,,,28.0,2.0,,,,,11.0,1.0,,,,,0.0,18.0,,,26.0,,,,,,,12.0,64.0,,,10.0,6.0,0.0,25.0,3.0,,1.0,,,,,,,,,,,,,,,,4.0,1.0,11.0,1.0,1.0,3.0,,1.0,17.0,7.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,Carlo Nash,Goalkeeper,Everton,11,England,2009-10,,,0.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15438,Iain Turner,Goalkeeper,Everton,11,Scotland,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15337,Tim Howard,Goalkeeper,Everton,11,United States,2009-10,3.0,,0.0,,,1.0,,,12.0,38.0,,,38.0,472.0,,926.0,,,,,6.0,11.0,,3420.0,,,16.0,10.0,142.0,,1.0,123.0,30.0,49.0,3.0,5.0,0.0,19.0,,452.0,38.0,,1.0,,,246.0,39.0,,,13.0,6.0,0.0,413.0,,1.0,480.0,,1.0,,,,,312.0,1359.0,,,236.0,208.0,2.0,460.0,38.0,,10.0,,,,,,1.0,,,,,,,,,,48.0,55.0,353.0,28.0,17.0,113.0,4.0,8.0,398.0,176.0,17.0,58.0,2.0,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
15903,David Stockdale,Goalkeeper,Fulham,54,England,2009-10,,,0.0,,,,,,1.0,1.0,,,1.0,19.0,,36.0,,,,,,,,90.0,,,,,7.0,,,5.0,1.0,1.0,,,0.0,,,13.0,1.0,,,,,7.0,1.0,,,,,0.0,24.0,,,20.0,,,,,,,10.0,43.0,,,12.0,10.0,0.0,18.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,,1.0,2.0,,,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Mark Schwarzer,Goalkeeper,Fulham,54,Australia,2009-10,4.0,,0.0,,,,,,26.0,37.0,,,37.0,616.0,,1154.0,,,,,2.0,12.0,,3330.0,,1.0,9.0,8.0,193.0,,,151.0,33.0,45.0,3.0,7.0,0.0,13.0,,493.0,37.0,,,,,288.0,41.0,,,11.0,1.0,0.0,499.0,,,624.0,,,,,1.0,,345.0,1629.0,,,303.0,250.0,0.0,590.0,65.0,,4.0,2.0,,,,,,,,,,,,,,,89.0,52.0,351.0,30.0,28.0,128.0,9.0,3.0,370.0,177.0,28.0,74.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14471,Pascal Zuberbühler,Goalkeeper,Fulham,54,Switzerland,2009-10,,,0.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12086,Boaz Myhill,Goalkeeper,Hull,88,Wales,2009-10,3.0,,0.0,,,,,,11.0,27.0,,,27.0,593.0,,928.0,,,,,3.0,5.0,,2430.0,,1.0,6.0,4.0,23.0,,1.0,121.0,52.0,58.0,2.0,4.0,0.0,9.0,,312.0,27.0,,,,,284.0,50.0,,,6.0,2.0,0.0,292.0,,2.0,610.0,,,,1.0,,,312.0,1221.0,,,274.0,51.0,2.0,582.0,26.0,,8.0,3.0,,,,,,,,,,,,,,,34.0,38.0,331.0,29.0,37.0,108.0,3.0,1.0,208.0,203.0,14.0,70.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,Matt Duke,Goalkeeper,Hull,88,England,2009-10,1.0,,0.0,,,,,,4.0,11.0,,,11.0,192.0,,321.0,,,,,,2.0,,990.0,,,1.0,1.0,16.0,,,58.0,18.0,17.0,1.0,1.0,0.0,2.0,,131.0,11.0,,,,,105.0,14.0,,,2.0,,0.0,102.0,,1.0,203.0,,,,1.0,,,113.0,454.0,,,79.0,24.0,1.0,188.0,10.0,,3.0,4.0,,,,1.0,,,,,,,,,,,19.0,18.0,116.0,12.0,9.0,30.0,3.0,2.0,95.0,74.0,7.0,10.0,,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51917,Diego Cavalieri,Goalkeeper,Liverpool,14,Brazil,2009-10,,,0.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,Pepe Reina,Goalkeeper,Liverpool,14,Spain,2009-10,4.0,,0.0,,,1.0,,,13.0,38.0,1.0,,38.0,415.0,,1034.0,,,,,7.0,17.0,,3420.0,,1.0,15.0,9.0,333.0,,,73.0,40.0,35.0,3.0,6.0,0.0,19.0,,467.0,38.0,,,,,158.0,33.0,,,12.0,6.0,0.0,518.0,,,431.0,1.0,1.0,,,,,286.0,1481.0,2.0,,191.0,461.0,2.0,402.0,44.0,,2.0,3.0,,,,,,,,,,,,,,,45.0,40.0,293.0,33.0,28.0,101.0,7.0,4.0,394.0,133.0,18.0,60.0,1.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
46506,Péter Gulácsi,Goalkeeper,Liverpool,14,Hungary,2009-10,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43269,Gunnar Nielsen,Goalkeeper,Man City,43,Faroe Islands,2009-10,,,0.0,,,,,,,1.0,,,,7.0,,9.0,,,1.0,,,,,14.0,,,,,1.0,,,,1.0,,,,0.0,,,6.0,1.0,,,,,1.0,,,,,,0.0,1.0,,,7.0,,,,,,,1.0,13.0,,,1.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,1.0,,3.0,,1.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15749,Joe Hart,Goalkeeper,Man City,43,England,2009-10,1.0,,0.0,,,,,,15.0,36.0,,,36.0,863.0,,1332.0,,,,,1.0,10.0,,3240.0,,,7.0,6.0,63.0,1.0,4.0,179.0,44.0,42.0,1.0,5.0,0.0,8.0,,443.0,36.0,,,,,376.0,35.0,,,7.0,1.0,0.0,500.0,,,886.0,,,,2.0,,,406.0,1692.0,,,419.0,93.0,3.0,848.0,56.0,,7.0,2.0,,,,,,,,,,,,,,,69.0,60.0,398.0,52.0,34.0,125.0,2.0,2.0,227.0,256.0,38.0,64.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
18151,Marton Fülöp,Goalkeeper,Man City,43,Hungary,2009-10,1.0,,0.0,,,,,,4.0,16.0,,,15.0,304.0,,493.0,,,1.0,,,2.0,,1373.0,,,3.0,3.0,30.0,,1.0,73.0,24.0,27.0,1.0,3.0,0.0,4.0,,208.0,16.0,,,,,149.0,23.0,,,4.0,,0.0,170.0,,,313.0,,,,,,,159.0,653.0,,,117.0,40.0,0.0,300.0,17.0,,4.0,2.0,,,,,,,,,,,,,,,30.0,16.0,160.0,12.0,16.0,43.0,4.0,2.0,111.0,100.0,9.0,24.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Shay Given,Goalkeeper,Man City,43,Ireland,2009-10,,,0.0,,,,,,17.0,35.0,,,35.0,590.0,,1038.0,,,,,4.0,10.0,,3136.0,,,5.0,1.0,161.0,,,103.0,41.0,42.0,,1.0,0.0,5.0,,397.0,35.0,,,,,202.0,36.0,,,1.0,4.0,0.0,488.0,,,612.0,,,,,,,287.0,1372.0,,1.0,280.0,246.0,2.0,573.0,55.0,,6.0,5.0,,,,,,,,,,,,,,,33.0,40.0,325.0,25.0,19.0,96.0,5.0,3.0,280.0,188.0,16.0,55.0,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,Stuart Taylor,Goalkeeper,Man City,43,England,2009-10,,,0.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51922,Ben Amos,Goalkeeper,Man Utd,1,England,2009-10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9089,Ben Foster,Goalkeeper,Man Utd,1,England,2009-10,3.0,,0.0,,,,,,2.0,9.0,,,9.0,97.0,,204.0,,,,,1.0,4.0,,810.0,,1.0,3.0,3.0,59.0,,,22.0,6.0,8.0,2.0,1.0,0.0,6.0,,111.0,9.0,,,,,37.0,4.0,,2.0,5.0,,0.0,118.0,,,100.0,,1.0,,,,,48.0,326.0,,,60.0,70.0,0.0,95.0,10.0,,4.0,,,,,,,,,,,,,,,,14.0,16.0,64.0,7.0,4.0,23.0,1.0,1.0,104.0,33.0,6.0,7.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
4058,Edwin van der Sar,Goalkeeper,Man Utd,1,Netherlands,2009-10,,,0.0,,,,,,7.0,21.0,,,21.0,228.0,,583.0,,,,,1.0,12.0,,1890.0,,,5.0,4.0,183.0,,2.0,49.0,17.0,13.0,,4.0,0.0,5.0,,240.0,21.0,,,,,124.0,11.0,,,4.0,1.0,0.0,315.0,,,237.0,,,,,,,172.0,831.0,,,126.0,231.0,0.0,221.0,29.0,,2.0,,,,,,,,,,,,,,,,30.0,31.0,186.0,26.0,9.0,57.0,2.0,,246.0,78.0,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,Tomasz Kuszczak,Goalkeeper,Man Utd,1,Poland,2009-10,,,0.0,,,,,,2.0,8.0,,,8.0,85.0,,178.0,,,,,1.0,3.0,,720.0,,,2.0,1.0,55.0,,,17.0,10.0,7.0,,1.0,0.0,2.0,,88.0,8.0,,,,,31.0,6.0,,,1.0,1.0,0.0,101.0,,,88.0,,,,,2.0,,38.0,284.0,,,37.0,62.0,0.0,83.0,11.0,,1.0,2.0,,,,,,,,,,,,,,,17.0,12.0,51.0,7.0,5.0,24.0,1.0,1.0,71.0,31.0,8.0,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,David James,Goalkeeper,Portsmouth,47,England,2009-10,2.0,,0.0,,,,,,16.0,25.0,,,25.0,420.0,,727.0,,,,,3.0,3.0,,2234.0,,,6.0,3.0,63.0,,3.0,112.0,28.0,46.0,2.0,1.0,0.0,8.0,,267.0,25.0,,,,,228.0,42.0,,,5.0,3.0,0.0,306.0,,,441.0,,1.0,,2.0,,,244.0,1008.0,,2.0,196.0,79.0,3.0,404.0,41.0,,4.0,4.0,,,1.0,1.0,,,,,,,,,,,49.0,35.0,272.0,14.0,18.0,81.0,3.0,3.0,212.0,163.0,20.0,44.0,1.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
7718,Jamie Ashdown,Goalkeeper,Portsmouth,47,England,2009-10,,,0.0,,,,,,6.0,6.0,,,5.0,99.0,,175.0,,,1.0,,1.0,2.0,,451.0,,,2.0,1.0,13.0,,,20.0,6.0,6.0,,1.0,0.0,2.0,,55.0,6.0,,,,,57.0,4.0,,,1.0,1.0,0.0,42.0,,,100.0,,,,,,,63.0,234.0,,,29.0,19.0,0.0,93.0,12.0,,2.0,,,,,,,,,,,,,,,,12.0,11.0,83.0,3.0,5.0,26.0,1.0,,51.0,44.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
