playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,penaltiesTaken,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,ownGoalScored,throwInsToOppositionPlayer,leftFootGoals,clearancesOffTheLine,headedGoals,penaltiesConceded,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltyGoals,redCards2ndYellow
13898,Anton Ferdinand,Defender,QPR,52,England,2012-13,35.0,,0.0,,,,18.0,1.0,,45.0,13.0,,1.0,,10.0,68.0,1.0,332.0,,,,3.0,,62.0,1.0,,914.0,,24.0,65.0,4.0,27.0,229.0,,2.0,,,10.0,104.0,22.0,11.0,65.0,9.0,0.0,100.0,,180.0,42.0,13.0,,,6.0,,95.0,18.0,1.0,1.0,38.0,38.0,0.0,314.0,1.0,1.0,77.0,12.0,,12.0,,76.0,9.0,27.0,,35.0,11.0,543.0,13.0,1.0,,23.0,169.0,,2.0,23.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,
20488,Armand Traore,Defender,QPR,52,Senegal,2012-13,85.0,7.0,0.0,3.0,1.0,6.0,56.0,1.0,,143.0,26.0,,2.0,,24.0,167.0,58.0,764.0,,1.0,,2.0,,59.0,4.0,7.0,2094.0,,18.0,133.0,7.0,92.0,575.0,,11.0,2.0,10.0,16.0,93.0,32.0,67.0,317.0,16.0,0.0,218.0,,330.0,119.0,26.0,,,6.0,19.0,299.0,25.0,58.0,37.0,159.0,41.0,0.0,760.0,,15.0,328.0,50.0,20.0,6.0,,23.0,8.0,53.0,,22.0,94.0,1392.0,177.0,8.0,,48.0,305.0,,3.0,24.0,82.0,,35.0,,1.0,,,,,,,,,,,,,,,,,,
20359,Christopher Samba,Defender,QPR,52,Congo,2012-13,35.0,,0.0,2.0,7.0,,11.0,11.0,,55.0,10.0,,,,10.0,79.0,,253.0,,1.0,,,,63.0,1.0,,900.0,1.0,23.0,55.0,3.0,15.0,153.0,,27.0,2.0,1.0,6.0,88.0,19.0,12.0,45.0,3.0,0.0,90.0,,129.0,31.0,10.0,,,6.0,,66.0,16.0,,1.0,27.0,40.0,0.0,251.0,4.0,4.0,86.0,5.0,1.0,9.0,,54.0,7.0,12.0,,21.0,25.0,405.0,,,,27.0,108.0,,2.0,24.0,21.0,,,,,,1.0,,,,,,,,,,,,,,,,
1216,Clint Hill,Defender,QPR,52,England,2012-13,100.0,,0.0,1.0,4.0,,64.0,11.0,,119.0,31.0,1.0,5.0,,31.0,190.0,2.0,686.0,,1.0,,,,126.0,6.0,,2629.0,,42.0,167.0,10.0,83.0,450.0,,15.0,3.0,5.0,12.0,306.0,47.0,58.0,179.0,19.0,0.0,267.0,,359.0,50.0,31.0,,,18.0,,123.0,37.0,2.0,3.0,141.0,84.0,0.0,657.0,7.0,1.0,206.0,46.0,,36.0,,84.0,41.0,55.0,,46.0,64.0,1237.0,12.0,4.0,1.0,70.0,373.0,1.0,8.0,71.0,47.0,1.0,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,
54771,Fábio,Defender,QPR,52,Brazil,2012-13,59.0,5.0,0.0,1.0,,4.0,49.0,2.0,1.0,82.0,21.0,,4.0,,13.0,100.0,24.0,376.0,,1.0,,8.0,1.0,35.0,3.0,6.0,1133.0,,14.0,89.0,4.0,68.0,267.0,1.0,5.0,,8.0,3.0,55.0,18.0,45.0,87.0,9.0,0.0,148.0,,179.0,51.0,21.0,,,11.0,5.0,158.0,14.0,24.0,13.0,113.0,21.0,0.0,365.0,2.0,5.0,178.0,38.0,10.0,6.0,,73.0,23.0,33.0,,9.0,37.0,743.0,89.0,4.0,,18.0,124.0,2.0,3.0,18.0,33.0,,29.0,,2.0,,,,,,,,,,,,,,,,,,
11278,José Bosingwa,Defender,QPR,52,Portugal,2012-13,88.0,8.0,0.0,1.0,2.0,3.0,52.0,12.0,1.0,156.0,23.0,1.0,7.0,,22.0,214.0,64.0,909.0,,2.0,,1.0,16.0,39.0,2.0,18.0,1831.0,,24.0,94.0,6.0,79.0,647.0,7.0,15.0,3.0,17.0,11.0,84.0,32.0,64.0,76.0,18.0,0.0,182.0,,389.0,107.0,23.0,,,14.0,18.0,390.0,26.0,77.0,41.0,143.0,15.0,0.0,858.0,10.0,11.0,390.0,38.0,9.0,10.0,3.0,355.0,13.0,53.0,8.0,48.0,89.0,1601.0,204.0,5.0,1.0,50.0,323.0,1.0,2.0,58.0,61.0,,35.0,,2.0,,1.0,,,,,,,,,,,,,,,,
87117,Max Ehmer,Defender,QPR,52,Germany,2012-13,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
92790,Michael Harriman,Defender,QPR,52,Ireland,2012-13,,,0.0,,,,4.0,,,6.0,1.0,,,,1.0,7.0,,26.0,,,,,,,,,90.0,1.0,,5.0,1.0,5.0,18.0,,,,,,4.0,1.0,,1.0,1.0,0.0,5.0,,13.0,3.0,1.0,,,1.0,,6.0,,,,5.0,,0.0,26.0,,,11.0,3.0,,1.0,,11.0,,1.0,,1.0,1.0,51.0,6.0,,,,13.0,,0.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
19053,Nedum Onuoha,Defender,QPR,52,England,2012-13,53.0,1.0,0.0,,1.0,2.0,49.0,3.0,,97.0,23.0,,1.0,,15.0,126.0,5.0,508.0,,1.0,,8.0,,53.0,4.0,1.0,1611.0,1.0,20.0,103.0,7.0,70.0,361.0,,5.0,1.0,5.0,8.0,108.0,27.0,33.0,82.0,15.0,0.0,156.0,,254.0,66.0,23.0,,,13.0,4.0,163.0,20.0,5.0,13.0,103.0,33.0,0.0,498.0,2.0,,191.0,36.0,6.0,16.0,,125.0,10.0,45.0,,21.0,47.0,940.0,83.0,1.0,,36.0,220.0,,0.0,29.0,47.0,,30.0,,,,,,,,,,,,,,,,,,,,
16037,Tal Ben Haim,Defender,QPR,52,Israel,2012-13,10.0,1.0,0.0,,1.0,,7.0,1.0,,13.0,3.0,,,,2.0,18.0,1.0,91.0,,,,1.0,,13.0,,1.0,196.0,,6.0,15.0,,8.0,65.0,,2.0,1.0,2.0,,15.0,3.0,4.0,14.0,1.0,0.0,25.0,,48.0,16.0,3.0,,,,1.0,34.0,3.0,2.0,2.0,12.0,7.0,0.0,89.0,,,31.0,7.0,,,,22.0,1.0,2.0,,8.0,7.0,147.0,12.0,,,4.0,40.0,,0.0,5.0,4.0,,6.0,,,,,,,,,,,,,,,,,,,,
