playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,aerialDuels,timePlayed,aerialDuelsLost,duelsWon,penaltiesConceded,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,overruns,goalAssists,goals,awayGoals,cornersTakenInclShortCorners,cleanSheets,successfulCrossesAndCorners,unsuccessfulLayoffs,goalsConcededOutsideBox,successfulLaunches,homeGoals,leftFootGoals,unsuccessfulDribbles,cornersWon,unsuccessfulCornersIntoBox,offsides,successfulCornersIntoBox,attemptsFromSetPieces,throwInsToOppositionPlayer,lastPlayerTackle,ownGoalScored,rightFootGoals,headedGoals,clearancesOffTheLine,hitWoodwork,penaltiesTaken,penaltyGoals,foulWonPenalty,otherGoals,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalkeeperSmother
999,Alan Smith,Midfielder,Newcastle,4,England,2010-11,27.0,0.0,1.0,1.0,14.0,2.0,1.0,38.0,11.0,7.0,7.0,49.0,1.0,231.0,4.0,11.0,579.0,5.0,33.0,1.0,27.0,177.0,4.0,3.0,2.0,16.0,15.0,22.0,54.0,12.0,0.0,60.0,80.0,22.0,11.0,6.0,88.0,15.0,1.0,3.0,49.0,6.0,0.0,225.0,1.0,60.0,8.0,1.0,4.0,60.0,16.0,12.0,5.0,37.0,313.0,1.0,3.0,5.0,94.0,1.0,3.0,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28301,Cheick Tioté,Midfielder,Newcastle,4,Cote d’Ivoire,2010-11,222.0,0.0,9.0,5.0,87.0,17.0,2.0,151.0,26.0,43.0,26.0,183.0,14.0,1414.0,,61.0,2304.0,27.0,223.0,,189.0,1115.0,7.0,2.0,14.0,61.0,34.0,195.0,430.0,69.0,0.0,445.0,371.0,219.0,26.0,21.0,599.0,32.0,18.0,75.0,384.0,34.0,0.0,1396.0,12.0,315.0,66.0,33.0,9.0,413.0,79.0,65.0,116.0,200.0,1935.0,4.0,3.0,20.0,635.0,1.0,14.0,32.0,52.0,2.0,3.0,1.0,1.0,0.0,3.0,7.0,3.0,1.0,2.0,5.0,1.0,1.0,11.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,Dan Gosling,Midfielder,Newcastle,4,England,2010-11,2.0,0.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,2.0,,,0.0,2.0,,,1.0,,,1.0,,2.0,2.0,,0.0,,,2.0,,,,,,,,,3.0,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37639,Danny Guthrie,Midfielder,Newcastle,4,England,2010-11,49.0,0.0,1.0,2.0,25.0,4.0,5.0,60.0,14.0,26.0,11.0,83.0,13.0,457.0,3.0,8.0,951.0,7.0,41.0,,40.0,342.0,4.0,1.0,14.0,8.0,14.0,42.0,98.0,12.0,0.0,90.0,129.0,60.0,14.0,5.0,190.0,14.0,29.0,22.0,82.0,1.0,0.0,446.0,2.0,147.0,20.0,3.0,3.0,153.0,13.0,21.0,32.0,77.0,630.0,4.0,6.0,5.0,194.0,,3.0,23.0,17.0,4.0,1.0,1.0,,,18.0,1.0,10.0,,,1.0,,,3.0,7.0,13.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
40725,Danny Simpson,Defender,Newcastle,4,England,2010-11,96.0,0.0,1.0,2.0,49.0,4.0,,154.0,30.0,5.0,30.0,214.0,62.0,842.0,,37.0,2686.0,26.0,70.0,,59.0,587.0,14.0,3.0,13.0,95.0,45.0,70.0,68.0,6.0,0.0,166.0,407.0,100.0,30.0,17.0,352.0,43.0,62.0,30.0,129.0,11.0,0.0,829.0,2.0,418.0,32.0,4.0,17.0,254.0,20.0,56.0,41.0,113.0,1556.0,211.0,1.0,56.0,296.0,2.0,4.0,60.0,62.0,20.0,3.0,,,,,6.0,20.0,,2.0,21.0,,,16.0,13.0,,1.0,,,75.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
7933,Fabricio Coloccini,Defender,Newcastle,4,Argentina,2010-11,99.0,1.0,1.0,6.0,69.0,8.0,1.0,123.0,35.0,3.0,35.0,212.0,5.0,1169.0,,80.0,3082.0,54.0,125.0,,99.0,869.0,23.0,4.0,7.0,171.0,50.0,45.0,315.0,20.0,0.0,224.0,570.0,210.0,35.0,15.0,267.0,47.0,5.0,10.0,144.0,26.0,1.0,1128.0,2.0,244.0,54.0,10.0,11.0,228.0,14.0,91.0,88.0,56.0,1610.0,1.0,1.0,72.0,693.0,,3.0,89.0,59.0,3.0,1.0,,2.0,0.0,,9.0,3.0,,3.0,21.0,2.0,,2.0,4.0,,,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
59304,Haris Vuckic,Forward,Newcastle,4,Slovenia,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18753,Hatem Ben Arfa,Midfielder,Newcastle,4,France,2010-11,17.0,0.0,2.0,1.0,1.0,3.0,,16.0,4.0,8.0,3.0,16.0,4.0,77.0,1.0,1.0,171.0,,14.0,,13.0,59.0,8.0,,3.0,,1.0,17.0,25.0,2.0,2.0,31.0,9.0,4.0,4.0,,47.0,,4.0,16.0,30.0,1.0,0.0,77.0,2.0,48.0,1.0,10.0,,23.0,1.0,5.0,2.0,20.0,138.0,2.0,3.0,,16.0,,0.0,,6.0,2.0,5.0,,1.0,1.0,,,2.0,,1.0,,0.0,1.0,7.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
18846,James Perch,Defender,Newcastle,4,England,2010-11,25.0,0.0,,1.0,16.0,3.0,,35.0,12.0,2.0,9.0,47.0,13.0,248.0,3.0,13.0,869.0,6.0,31.0,,24.0,193.0,3.0,2.0,4.0,35.0,15.0,19.0,14.0,7.0,0.0,56.0,110.0,15.0,12.0,2.0,115.0,14.0,13.0,4.0,43.0,7.0,0.0,246.0,2.0,99.0,14.0,1.0,5.0,101.0,10.0,17.0,8.0,23.0,476.0,72.0,1.0,8.0,93.0,1.0,6.0,12.0,10.0,7.0,,,,,,2.0,7.0,,1.0,4.0,,,,2.0,,,,,28.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
77816,James Tavernier,Defender,Newcastle,4,England,2010-11,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
