playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,overruns,totalTackles,savesMadeFromOutsideBox,throughBalls,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,goals,offsides,awayGoals,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,shotsBlockedInBox,groundDuelsLost,homeGoals,tacklesLost,lastPlayerTackle,unsuccessfulDribbles,headedGoals,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,blocks,totalFoulsConceded,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,throwInsToOppositionPlayer,cornersWon,clearancesOffTheLine,goalAssists,successfulLayoffs,oboxBlocked,iboxTarget,shotsOnTargetInBox,shotsBlockedOutsideBox,shotsOnTargetOutsideBox,unsuccessfulLayoffs,ownGoalScored,oboxTarget,leftFootGoals,handballsConceded,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,rightFootGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,secondGoalAssists,attemptsFromSetPieces,freekickTotal,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,penaltiesConceded,penaltyGoalsConceded,setPiecesGoals,redCards2ndYellow,otherGoals
616065,Marli Salmon,Defender,Arsenal,3,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199796,Matty Cash,Defender,Aston Villa,7,Poland,2025-26,129.0,2.9481,0.0,,,66.0,,2.0,126.0,35.0,34.0,202.0,69.0,1393.0,,,59.0,8.0,3020.0,27.0,137.0,4.0,64.0,105.0,1135.0,,42.6052,27.0,7.0,84.0,38.0,62.0,,30.0,1.0,266.0,24.0,,515.0,88.0,35.0,,,640.0,34.0,105.0,207.0,32.0,0.0,,1340.0,442.0,32.0,11.0,,,477.0,22.0,56.0,2167.0,25.0,577.0,,9.0,76.0,64.0,14.0,8.0,10.0,1.6218,22.0,3.0,4.0,1.0,1.0,26.0,41.0,3.0,102.0,2.0,34.0,,9.0,,26.0,3.0,12.0,14.0,41.0,339.0,160.0,8.0,25.0,1.1855,79.0,28.0,,3.0,,5.0,3.0,3.0,5.0,4.0,,,4.0,1.0,,1.0,,47.0,2.0,11.0,31.0,1.0,,,,,,,,,,1.0,,,
184667,Victor Lindelöf,Defender,Aston Villa,7,Sweden,2025-26,12.0,0.1157,0.0,,,7.0,,,23.0,17.0,11.0,37.0,,639.0,36.0,,17.0,1.0,944.0,6.0,19.0,4.0,6.0,8.0,589.0,,14.7001,1.0,2.0,34.0,15.0,248.0,,1.0,0.0,31.0,5.0,,175.0,19.0,17.0,,,153.0,11.0,,14.0,11.0,0.0,36.0,587.0,41.0,3.0,,,,176.0,8.0,13.0,717.0,6.0,449.0,,0.0,14.0,22.0,,,,,3.0,,,,6.0,,5.0,,6.0,,4.0,,,,2.0,,3.0,5.0,2.0,40.0,,3.0,2.0,0.2792,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,Aston Villa,7,England,2025-26,49.0,0.5782,1.0,,,22.0,,1.0,56.0,34.0,34.0,95.0,4.0,2098.0,26.0,,56.0,8.0,3036.0,24.0,100.0,4.0,19.0,68.0,1942.0,,46.7846,5.0,5.0,122.0,44.0,476.0,,40.0,0.0,149.0,12.0,,581.0,108.0,34.0,,,667.0,40.0,4.0,93.0,32.0,1.0,26.0,1960.0,127.0,8.0,8.0,,,919.0,23.0,61.0,2439.0,7.0,1337.0,,0.0,39.0,36.0,1.0,4.0,2.0,0.881,7.0,,,,,1.0,26.0,4.0,25.0,,14.0,2.0,4.0,,10.0,4.0,5.0,29.0,11.0,122.0,1.0,,4.0,1.2515,1.0,4.0,3.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
149484,Tyrone Mings,Defender,Aston Villa U21,15986,England,2025-26,44.0,0.4246,0.0,,,5.0,,1.0,43.0,17.0,15.0,94.0,3.0,936.0,50.0,,67.0,3.0,1323.0,27.0,54.0,2.0,6.0,14.0,805.0,,24.45,5.0,6.0,83.0,23.0,368.0,,9.0,0.0,98.0,3.0,,316.0,47.0,17.0,,,286.0,21.0,3.0,31.0,40.0,0.0,50.0,842.0,110.0,2.0,2.0,,,195.0,11.0,37.0,1109.0,24.0,557.0,,1.0,51.0,34.0,1.0,4.0,1.0,0.1341,5.0,,,,2.0,1.0,21.0,4.0,17.0,,3.0,,4.0,,7.0,4.0,4.0,9.0,10.0,57.0,3.0,1.0,3.0,1.3749,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,
101188,Lucas Digne,Defender,Aston Villa,7,France,2025-26,70.0,3.2564,0.0,,,36.0,,1.0,96.0,31.0,21.0,140.0,55.0,731.0,,,61.0,5.0,1852.0,26.0,87.0,4.0,44.0,52.0,579.0,,26.1843,20.0,2.0,61.0,23.0,292.0,,12.0,0.0,157.0,9.0,,257.0,63.0,31.0,,,356.0,19.0,73.0,96.0,35.0,0.0,,701.0,292.0,28.0,4.0,,,13.0,15.0,12.0,1226.0,26.0,268.0,,3.0,44.0,56.0,18.0,6.0,5.0,0.737,8.0,,3.0,,10.0,33.0,27.0,2.0,44.0,,8.0,,7.0,,18.0,2.0,3.0,4.0,14.0,169.0,125.0,11.0,8.0,0.721,41.0,12.0,,6.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,,2.0,,,1.0,,38.0,,16.0,15.0,,5.0,5.0,0.2925,,,,,,,,,,
244954,Pau Torres,Defender,Aston Villa,7,Spain,2025-26,47.0,0.3741,0.0,,2.0,22.0,,1.0,57.0,21.0,18.0,128.0,4.0,1168.0,65.0,,48.0,4.0,1676.0,23.0,59.0,2.0,13.0,34.0,987.0,,21.1489,1.0,3.0,61.0,19.0,496.0,,5.0,0.0,106.0,2.0,,447.0,80.0,21.0,,,393.0,17.0,4.0,58.0,25.0,0.0,65.0,1040.0,154.0,14.0,7.0,,,155.0,11.0,53.0,1350.0,21.0,647.0,,1.0,71.0,34.0,,1.0,1.0,0.4556,8.0,,,,3.0,,16.0,1.0,24.0,,8.0,1.0,4.0,,8.0,1.0,7.0,18.0,7.0,70.0,,3.0,5.0,1.2695,,3.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
606798,Andrés García,Defender,Aston Villa,7,Spain,2025-26,4.0,0.0146,0.0,,,5.0,,,,6.0,1.0,,4.0,37.0,,,,,83.0,,5.0,2.0,1.0,5.0,37.0,,2.7441,,,4.0,3.0,2.0,,,0.0,9.0,1.0,,7.0,4.0,6.0,,,17.0,1.0,4.0,9.0,,0.0,,36.0,11.0,4.0,,,,12.0,,,64.0,,20.0,,0.0,,,,,,,,,,,5.0,,1.0,,4.0,,1.0,,1.0,,2.0,,,1.0,1.0,16.0,5.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441302,Ian Maatsen,Defender,Aston Villa,7,Netherlands,2025-26,106.0,2.4085,0.0,,7.0,43.0,,,88.0,30.0,17.0,100.0,39.0,715.0,,,30.0,2.0,1599.0,12.0,101.0,2.0,48.0,83.0,590.0,,27.0403,25.0,7.0,64.0,27.0,275.0,,19.0,0.0,207.0,15.0,,211.0,82.0,30.0,,,330.0,25.0,42.0,177.0,18.0,0.0,,701.0,275.0,32.0,21.0,,,44.0,19.0,25.0,1268.0,5.0,297.0,,2.0,12.0,34.0,9.0,6.0,5.0,0.9231,14.0,,1.0,,13.0,12.0,67.0,4.0,94.0,,11.0,,30.0,,53.0,4.0,9.0,1.0,17.0,185.0,105.0,9.0,9.0,1.2976,25.0,12.0,,1.0,4.0,2.0,4.0,4.0,2.0,1.0,,,1.0,,,,,7.0,,2.0,3.0,,,,,,,,,,,1.0,,,
664015,Leon Routh,Defender,Aston Villa U21,15986,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494521,Adrien Truffert,Defender,Bournemouth,91,France,2025-26,187.0,2.9782,0.0,,3.0,103.0,,,176.0,38.0,38.0,258.0,109.0,1560.0,,,98.0,11.0,3380.0,54.0,212.0,8.0,90.0,168.0,1264.0,,48.6553,27.0,15.0,143.0,51.0,547.0,,32.0,1.0,399.0,33.0,,604.0,188.0,38.0,,,735.0,43.0,109.0,301.0,44.0,0.0,,1531.0,506.0,52.0,33.0,,,77.0,48.0,38.0,2597.0,61.0,601.0,,5.0,82.0,84.0,32.0,5.0,6.0,1.5772,11.0,1.0,,1.0,,34.0,53.0,2.0,133.0,0.0,51.0,1.0,40.0,,64.0,2.0,5.0,10.0,39.0,332.0,226.0,2.0,11.0,1.3615,29.0,19.0,,5.0,2.0,3.0,2.0,2.0,3.0,3.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,6.0,,,
221466,Marcos Senesi,Defender,Bournemouth,91,Argentina,2025-26,178.0,4.6673,0.0,,1.0,62.0,,14.0,223.0,37.0,37.0,518.0,18.0,2319.0,79.0,,192.0,10.0,3290.0,100.0,196.0,7.0,54.0,104.0,1619.0,,50.3324,19.0,34.0,253.0,53.0,719.0,,37.0,0.0,374.0,27.0,,1189.0,154.0,37.0,,,783.0,46.0,18.0,182.0,92.0,0.0,75.0,2157.0,600.0,35.0,6.0,4.0,,341.0,56.0,182.0,2990.0,143.0,1026.0,,8.0,295.0,127.0,8.0,4.0,5.0,0.5216,13.0,,1.0,,,8.0,53.0,1.0,78.0,,27.0,5.0,3.0,,17.0,1.0,8.0,47.0,34.0,70.0,11.0,2.0,18.0,1.5218,,11.0,,5.0,2.0,3.0,3.0,3.0,3.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,6.0,,,
575901,Julio Soler,Defender,Bournemouth,91,Argentina,2025-26,3.0,0.005,0.0,,1.0,1.0,,,1.0,3.0,,3.0,2.0,23.0,,,,,34.0,,3.0,1.0,,3.0,20.0,,1.7147,,,,2.0,6.0,,2.0,0.0,6.0,,,5.0,4.0,3.0,,,15.0,1.0,2.0,6.0,,0.0,,23.0,6.0,,,,,1.0,,1.0,31.0,1.0,5.0,,0.0,2.0,2.0,,,,,,,,,3.0,,1.0,,3.0,,1.0,,,,,,,,2.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2025-26,50.0,0.2472,0.0,,1.0,15.0,,,35.0,22.0,14.0,80.0,12.0,363.0,,,30.0,3.0,1076.0,16.0,40.0,3.0,13.0,26.0,271.0,,14.4884,3.0,1.0,38.0,16.0,12.0,,11.0,0.0,90.0,5.0,,161.0,29.0,22.0,,,147.0,13.0,12.0,60.0,14.0,0.0,,354.0,119.0,12.0,1.0,,,110.0,8.0,12.0,572.0,28.0,137.0,,3.0,45.0,21.0,1.0,,,,,,,,8.0,1.0,9.0,,34.0,,3.0,,,,2.0,,,9.0,19.0,80.0,58.0,9.0,6.0,,12.0,4.0,,2.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,
242882,Bafodé Diakité,Defender,Bournemouth,91,France,2025-26,51.0,0.1831,0.0,,,20.0,,1.0,52.0,18.0,15.0,90.0,1.0,749.0,2.0,,71.0,4.0,1275.0,36.0,60.0,3.0,14.0,25.0,625.0,,22.8936,3.0,13.0,83.0,27.0,197.0,,5.0,0.0,111.0,10.0,,250.0,48.0,18.0,,,244.0,24.0,1.0,40.0,35.0,0.0,2.0,727.0,100.0,15.0,,,,253.0,12.0,34.0,922.0,25.0,415.0,,1.0,38.0,26.0,,,,,1.0,,2.0,,3.0,,10.0,,15.0,,5.0,3.0,3.0,,4.0,,1.0,5.0,8.0,49.0,,2.0,2.0,0.0185,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,
551483,Álex Jiménez,Defender,Bournemouth,91,Spain,2025-26,136.0,1.6117,0.0,,3.0,69.0,,6.0,125.0,31.0,26.0,172.0,40.0,868.0,,,35.0,3.0,2323.0,22.0,141.0,6.0,57.0,128.0,655.0,,38.7271,14.0,3.0,41.0,39.0,83.0,,20.0,0.0,277.0,24.0,,338.0,135.0,31.0,,,398.0,33.0,40.0,242.0,13.0,0.0,,847.0,334.0,48.0,39.0,,,295.0,27.0,41.0,1468.0,24.0,309.0,,10.0,47.0,51.0,11.0,9.0,4.0,1.1408,12.0,1.0,,0.0,5.0,11.0,41.0,3.0,114.0,1.0,21.0,1.0,36.0,,56.0,3.0,8.0,11.0,35.0,152.0,121.0,15.0,14.0,1.1306,21.0,14.0,1.0,,1.0,6.0,2.0,2.0,6.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,4.0,,,
463981,James Hill,Defender,Bournemouth,91,England,2025-26,94.0,1.1576,0.0,,,39.0,,2.0,109.0,29.0,22.0,231.0,9.0,1037.0,5.0,,174.0,6.0,2104.0,60.0,166.0,3.0,23.0,52.0,753.0,,26.2578,10.0,16.0,168.0,24.0,153.0,,13.0,0.0,260.0,8.0,,452.0,75.0,29.0,,,257.0,21.0,9.0,86.0,114.0,0.0,5.0,1021.0,329.0,20.0,2.0,,,367.0,39.0,53.0,1495.0,67.0,551.0,,5.0,122.0,51.0,2.0,2.0,2.0,0.2835,10.0,,2.0,,7.0,2.0,22.0,1.0,34.0,,19.0,2.0,,,5.0,1.0,8.0,15.0,17.0,65.0,26.0,2.0,6.0,0.8933,69.0,8.0,1.0,3.0,,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,5.0,,,
518906,Owen Bevan,Defender,Bournemouth,91,Wales,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620487,Veljko Milosavljevic,Defender,Bournemouth,91,Serbia,2025-26,18.0,0.1961,0.0,,,5.0,,,12.0,7.0,4.0,30.0,,190.0,,,27.0,1.0,367.0,15.0,18.0,3.0,4.0,6.0,152.0,,5.0344,1.0,3.0,25.0,6.0,41.0,,,0.0,36.0,3.0,,65.0,13.0,7.0,,,47.0,3.0,,9.0,12.0,0.0,,188.0,34.0,4.0,1.0,,,73.0,4.0,8.0,248.0,5.0,113.0,,0.0,18.0,7.0,,,,,1.0,,,,3.0,,4.0,,3.0,,1.0,,,,1.0,,1.0,5.0,,11.0,1.0,,,0.1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541462,Matai Akinmboni,Defender,Bournemouth,91,United States,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472713,Aaron Hickey,Defender,Brentford,94,Scotland,2025-26,33.0,0.1384,0.0,,1.0,15.0,,,35.0,21.0,8.0,47.0,4.0,286.0,,,18.0,,685.0,9.0,33.0,2.0,14.0,24.0,228.0,,8.969,1.0,3.0,23.0,9.0,115.0,,9.0,0.0,66.0,6.0,,78.0,35.0,21.0,,,104.0,7.0,4.0,48.0,9.0,0.0,,279.0,81.0,7.0,1.0,,,27.0,8.0,11.0,447.0,8.0,135.0,,1.0,12.0,20.0,,1.0,1.0,0.2445,5.0,,,,13.0,,10.0,1.0,24.0,,8.0,,7.0,,12.0,1.0,4.0,6.0,7.0,66.0,39.0,7.0,4.0,0.4549,9.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
