playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,successfulLongPasses,backwardPasses,touches,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedAssists,totalRedCards,expectedGoalsFreekick,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,penaltiesTaken,oboxTarget,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,penaltyGoals,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,ownGoalScored,successfulLaunches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,successfulCrossesOpenPlay,overruns,cornersTakenInclShortCorners,successfulCrossesAndCorners,throwInsToOppositionPlayer,clearancesOffTheLine,penaltiesConceded,redCards2ndYellow,otherGoals,setPiecesGoals,crossesNotClaimed
101184,Calum Chambers,Defender,Arsenal,3,England,2020-21,40.0,26.0,2.0,,,7.0,2.0,10.0,10.0,479.0,,,,,2.0,,,18.0,1.0,13.0,,8.3658,9.0,2.0,2.0,0.0,42.0,10.0,,,6.0,27.0,10.0,,471.0,6.0,144.0,3.0,,185.0,7.0,13.0,86.0,699.0,,226.0,,21.0,27.0,,0.913,0.0,,6.0,56.0,2.0,,,8.0,77.0,27.0,38.0,2.0,,752.0,,33.0,9.0,389.0,18.0,36.0,10.0,22.0,23.0,73.0,4.0,,185.0,,,4.0,,182.0,9.0,,2.0,35.0,20.0,0.0,8.0,4.0,2.0,10.0,,1.0,,13.0,2.0,0.38,0.0,,,,,,,,,,3.0,,,,,,,,,,58.0,6.0,,,6.0,22.0,,,,,,
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2020-21,48.0,38.0,2.0,2.0,0.727,12.0,,10.0,21.0,365.0,,,,2.0,2.0,1.0,1.0,12.0,1.0,22.0,1.0,11.4206,5.0,,5.0,0.0,40.0,10.0,,,6.0,26.0,15.0,1.0,356.0,3.0,146.0,8.0,1.0,64.0,6.0,9.0,72.0,572.0,1.0,133.0,,29.0,27.0,1.0,0.6416,0.0,0.0539,5.0,57.0,1.0,,,8.0,86.0,23.0,19.0,2.0,1.0,745.0,,29.0,13.0,270.0,12.0,14.0,11.0,36.0,69.0,77.0,5.0,,160.0,,1.0,4.0,,154.0,10.0,,,58.0,7.0,0.0,3.0,5.0,1.0,8.0,,1.0,2.0,20.0,1.0,0.2697,1.0,,,,,,,,,,1.0,,,,,,,,,,62.0,4.0,,,8.0,7.0,,,,,,
41270,David Luiz,Defender,Arsenal,3,Brazil,2020-21,31.0,27.0,5.0,2.0,0.5681,12.0,3.0,20.0,14.0,998.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,14.0,1.0,20.0,,16.1689,2.0,3.0,5.0,0.0,64.0,20.0,,,1.0,9.0,3.0,3.0,966.0,8.0,184.0,9.0,3.0,343.0,15.0,71.0,36.0,1161.0,1.0,583.0,,90.0,56.0,,0.9827,1.0,0.1591,10.0,75.0,,,,17.0,165.0,9.0,49.0,3.0,,1396.0,,55.0,18.0,762.0,19.0,49.0,18.0,17.0,258.0,86.0,7.0,0.0,361.0,,,3.0,1.0,250.0,17.0,1.0,3.0,37.0,35.0,1.0,5.0,3.0,9.0,16.0,,3.0,2.0,29.0,6.0,0.9171,1.0,,,,,,,,,,7.0,,,,,,,,,,3.0,,,,,,,1.0,,,,
226597,Gabriel Magalhães,Defender,Arsenal,3,Brazil,2020-21,76.0,42.0,5.0,4.0,0.4974,25.0,1.0,23.0,25.0,1550.0,2.0,,1.0,1.0,1.0,2.0,2.0,41.0,4.0,56.0,1.0,20.4723,2.0,4.0,26.0,0.0,118.0,23.0,,,1.0,1.0,7.0,,1524.0,7.0,241.0,15.0,,379.0,23.0,51.0,68.0,1800.0,1.0,921.0,,101.0,100.0,,0.2368,1.0,,11.0,120.0,,,,22.0,221.0,1.0,98.0,6.0,,1997.0,,113.0,18.0,1278.0,28.0,73.0,24.0,35.0,559.0,189.0,8.0,1.0,544.0,,,10.0,1.0,409.0,20.0,1.0,4.0,91.0,57.0,0.0,5.0,5.0,19.0,26.0,,,1.0,42.0,9.0,1.3259,2.0,,,,,,,,,,5.0,,,,,,,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2020-21,98.0,61.0,6.0,5.0,0.5942,29.0,2.0,25.0,33.0,1114.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,30.0,3.0,48.0,2.0,24.7221,18.0,2.0,7.0,1.0,91.0,25.0,1.0,,13.0,42.0,18.0,,1104.0,4.0,295.0,19.0,,468.0,21.0,18.0,250.0,1564.0,,434.0,,24.0,70.0,1.0,2.5661,0.0,,9.0,157.0,2.0,2.0,1.0,24.0,181.0,42.0,61.0,7.0,1.0,2094.0,2.0,79.0,50.0,915.0,49.0,31.0,24.0,68.0,67.0,177.0,18.0,1.0,329.0,,1.0,10.0,,511.0,21.0,,2.0,116.0,31.0,0.0,16.0,12.0,8.0,33.0,,5.0,4.0,18.0,10.0,0.8112,8.0,,,,,,,,,,6.0,,,,,,,,,,135.0,12.0,4.0,,12.0,18.0,,,,,,
192895,Kieran Tierney,Defender,Arsenal,3,Scotland,2020-21,103.0,53.0,6.0,3.0,0.381,27.0,,27.0,29.0,1180.0,1.0,,1.0,4.0,1.0,1.0,1.0,42.0,3.0,59.0,,22.9069,28.0,2.0,18.0,1.0,115.0,27.0,1.0,,14.0,102.0,28.0,,1154.0,6.0,450.0,15.0,,72.0,14.0,44.0,296.0,1801.0,,485.0,1.0,95.0,75.0,,2.6673,0.0,,9.0,147.0,3.0,,1.0,26.0,242.0,102.0,60.0,8.0,1.0,2301.0,,77.0,52.0,894.0,47.0,56.0,27.0,61.0,422.0,180.0,21.0,0.0,390.0,,1.0,12.0,,476.0,24.0,,2.0,120.0,18.0,0.0,22.0,16.0,10.0,16.0,,3.0,4.0,50.0,11.0,0.4512,4.0,,,,,,,,,,12.0,,,,,,,,,,168.0,23.0,4.0,,23.0,46.0,,,,,,
92371,Pablo Marí,Defender,Arsenal,3,Spain,2020-21,34.0,14.0,1.0,,,15.0,,10.0,9.0,629.0,,,,1.0,,,,22.0,,20.0,,9.6701,2.0,,4.0,0.0,36.0,10.0,,,,,,,622.0,1.0,79.0,9.0,,168.0,8.0,18.0,33.0,710.0,,434.0,,45.0,30.0,,0.3339,0.0,,1.0,33.0,,,,10.0,78.0,,49.0,4.0,,900.0,,47.0,3.0,533.0,3.0,29.0,8.0,12.0,228.0,81.0,1.0,,200.0,,,6.0,,117.0,8.0,,,32.0,27.0,0.0,,3.0,7.0,9.0,,,1.0,17.0,5.0,0.0527,2.0,,,,1.0,,,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,
156074,Rob Holding,Defender,Arsenal,3,England,2020-21,112.0,62.0,,2.0,0.1663,43.0,,30.0,30.0,1802.0,,2.0,,,2.0,2.0,2.0,60.0,3.0,55.0,2.0,25.2925,3.0,,5.0,0.0,138.0,30.0,,,3.0,1.0,9.0,,1776.0,12.0,264.0,20.0,,812.0,25.0,92.0,69.0,2132.0,1.0,1103.0,,111.0,98.0,,0.3551,0.0,,14.0,123.0,1.0,,,28.0,234.0,1.0,132.0,11.0,,2558.0,,127.0,17.0,1476.0,22.0,119.0,26.0,52.0,304.0,239.0,10.0,,617.0,,,23.0,,466.0,23.0,,,107.0,72.0,0.0,3.0,8.0,27.0,24.0,,1.0,,33.0,13.0,1.0259,2.0,,,,,,,,,1.0,3.0,,,,,,,,,,9.0,1.0,2.0,,1.0,2.0,1.0,,,,,
110735,Adam Webster,Defender,Brighton,36,England,2020-21,95.0,61.0,3.0,7.0,1.4807,29.0,,29.0,36.0,1838.0,1.0,1.0,0.0,1.0,,4.0,4.0,54.0,2.0,61.0,6.0,29.0114,5.0,2.0,15.0,0.0,146.0,29.0,,,,1.0,6.0,,1805.0,15.0,393.0,16.0,,462.0,24.0,100.0,108.0,2188.0,3.0,952.0,,127.0,115.0,,0.5918,0.0,,22.0,224.0,,,,29.0,351.0,1.0,131.0,9.0,2.0,2595.0,,138.0,31.0,1387.0,34.0,84.0,35.0,41.0,480.0,233.0,13.0,1.0,788.0,,2.0,13.0,1.0,535.0,33.0,1.0,2.0,102.0,77.0,0.0,5.0,17.0,16.0,47.0,,1.0,1.0,41.0,9.0,1.9856,4.0,,,,,,,,,,11.0,,,,,,,,,,21.0,,2.0,,,2.0,,,,,,
198869,Ben White,Defender,Brighton,36,England,2020-21,130.0,84.0,6.0,1.0,0.0701,49.0,1.0,36.0,46.0,1747.0,,1.0,0.0,1.0,,1.0,1.0,50.0,2.0,82.0,6.0,33.8346,8.0,5.0,9.0,0.0,186.0,36.0,,,8.0,21.0,18.0,,1715.0,3.0,370.0,26.0,,615.0,30.0,84.0,196.0,2179.0,,913.0,,120.0,99.0,,2.227,1.0,,4.0,174.0,,4.0,,36.0,294.0,21.0,99.0,11.0,,3194.0,,131.0,42.0,1369.0,22.0,50.0,44.0,80.0,236.0,261.0,24.0,0.0,700.0,,,23.0,1.0,541.0,42.0,,5.0,162.0,49.0,0.0,8.0,24.0,22.0,62.0,,4.0,1.0,44.0,18.0,0.5199,3.0,,,,,,,,,,3.0,,,,,,,,,,37.0,1.0,8.0,,1.0,5.0,,,1.0,,,
78916,Dan Burn,Defender,Brighton,36,England,2020-21,117.0,69.0,3.0,6.0,0.8334,50.0,,27.0,27.0,1100.0,1.0,4.0,0.0,2.0,4.0,4.0,4.0,43.0,1.0,67.0,3.0,21.3485,10.0,1.0,6.0,1.0,109.0,27.0,1.0,,8.0,30.0,17.0,,1088.0,8.0,372.0,26.0,,93.0,35.0,31.0,194.0,1595.0,,449.0,2.0,66.0,75.0,,0.988,0.0,,14.0,202.0,,1.0,,23.0,268.0,30.0,139.0,6.0,1.0,2059.0,1.0,163.0,47.0,801.0,41.0,71.0,28.0,74.0,404.0,280.0,23.0,1.0,409.0,,1.0,24.0,,390.0,27.0,,1.0,141.0,96.0,0.0,14.0,12.0,7.0,31.0,,3.0,2.0,34.0,15.0,1.522,5.0,,,,,,,,,1.0,4.0,,,,,,,,,,115.0,7.0,1.0,,7.0,24.0,1.0,1.0,,,,
111478,Joël Veltman,Defender,Brighton,36,Netherlands,2020-21,123.0,49.0,3.0,4.0,1.2323,67.0,,28.0,21.0,1249.0,1.0,,0.0,1.0,3.0,2.0,2.0,38.0,,124.0,3.0,21.7537,21.0,2.0,39.0,0.0,140.0,28.0,,1.0,18.0,43.0,25.0,,1234.0,7.0,418.0,33.0,,284.0,34.0,69.0,186.0,1891.0,,486.0,2.0,90.0,88.0,,1.6321,0.0,,11.0,188.0,1.0,,,25.0,278.0,43.0,80.0,7.0,1.0,2282.0,,166.0,42.0,902.0,32.0,60.0,27.0,85.0,211.0,289.0,19.0,1.0,568.0,,1.0,34.0,,505.0,27.0,,2.0,209.0,42.0,0.0,9.0,18.0,5.0,33.0,,3.0,1.0,49.0,18.0,1.07,3.0,,,,,,,,,,11.0,,,,,,,,,,175.0,20.0,5.0,1.0,20.0,46.0,,,,,,
83299,Lewis Dunk,Defender,Brighton,36,England,2020-21,67.0,62.0,5.0,15.0,3.0373,30.0,,33.0,36.0,2223.0,5.0,2.0,4.0,1.0,,8.0,8.0,39.0,1.0,56.0,5.0,31.0392,10.0,4.0,20.0,0.0,223.0,33.0,1.0,,2.0,1.0,3.0,3.0,2152.0,12.0,256.0,15.0,3.0,572.0,22.0,180.0,168.0,2554.0,1.0,1505.0,2.0,133.0,68.0,,1.2379,2.0,0.1514,27.0,102.0,,1.0,,33.0,235.0,1.0,117.0,11.0,2.0,2932.0,1.0,134.0,13.0,1808.0,48.0,104.0,38.0,28.0,811.0,201.0,9.0,1.0,672.0,,2.0,15.0,,483.0,37.0,4.0,4.0,84.0,78.0,2.0,5.0,6.0,20.0,32.0,,,1.0,43.0,7.0,2.2178,5.0,,,,,,,,,1.0,12.0,,,,,,,,,,12.0,,1.0,,,,1.0,,,,,
442229,Michal Karbownik,Defender,Brighton,36,Poland,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232792,Tariq Lamptey,Defender,Brighton,36,Ghana,2020-21,61.0,50.0,3.0,2.0,0.5541,17.0,1.0,11.0,25.0,374.0,1.0,1.0,1.0,,,1.0,1.0,11.0,1.0,58.0,5.0,10.9796,9.0,3.0,28.0,0.0,59.0,11.0,1.0,,16.0,24.0,22.0,,371.0,1.0,174.0,9.0,,158.0,21.0,4.0,111.0,670.0,,139.0,,14.0,25.0,,0.7663,1.0,,3.0,68.0,1.0,,2.0,11.0,82.0,24.0,16.0,1.0,,889.0,,63.0,18.0,288.0,30.0,9.0,15.0,50.0,13.0,124.0,7.0,0.0,92.0,,,8.0,,163.0,14.0,,3.0,108.0,5.0,0.0,10.0,13.0,1.0,19.0,,4.0,,9.0,16.0,0.665,2.0,,,,,,,,,,1.0,,,,,,,,,,70.0,10.0,8.0,,10.0,16.0,,1.0,1.0,,,
195471,Anthony Glennon,Defender,Burnley,90,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51927,Ben Mee,Defender,Burnley,90,England,2020-21,99.0,63.0,1.0,7.0,1.3226,32.0,,30.0,33.0,1122.0,2.0,1.0,0.0,,,4.0,4.0,66.0,2.0,53.0,2.0,38.2231,6.0,1.0,19.0,1.0,170.0,30.0,,,2.0,,4.0,,1089.0,14.0,341.0,15.0,,208.0,15.0,110.0,80.0,1506.0,1.0,549.0,,154.0,95.0,,0.245,0.0,,21.0,170.0,,,,30.0,324.0,,176.0,9.0,1.0,2694.0,,163.0,19.0,688.0,46.0,148.0,41.0,33.0,292.0,262.0,9.0,2.0,542.0,,1.0,17.0,,249.0,39.0,2.0,1.0,86.0,110.0,0.0,3.0,4.0,45.0,43.0,,1.0,,61.0,8.0,2.3086,3.0,,,,,,,,,,27.0,,,,,,,,,,4.0,,,,,1.0,1.0,,,,,
103914,Charlie Taylor,Defender,Burnley,90,England,2020-21,90.0,65.0,1.0,2.0,0.2486,48.0,,29.0,34.0,990.0,,1.0,0.0,,1.0,,,30.0,4.0,107.0,3.0,36.8443,11.0,1.0,34.0,0.0,140.0,29.0,,,22.0,85.0,31.0,,974.0,,478.0,28.0,,60.0,9.0,61.0,196.0,1712.0,,345.0,1.0,144.0,75.0,,1.8049,0.0,,2.0,150.0,1.0,1.0,,28.0,294.0,85.0,69.0,8.0,2.0,2429.0,1.0,146.0,45.0,635.0,11.0,73.0,42.0,60.0,271.0,236.0,17.0,0.0,463.0,,2.0,20.0,,371.0,38.0,,1.0,167.0,39.0,0.0,15.0,25.0,19.0,29.0,,3.0,,75.0,4.0,0.1192,1.0,,,,,,,,,,14.0,,,,,,,,,,206.0,20.0,6.0,,20.0,38.0,,,,,,
39487,Erik Pieters,Defender,Burnley,90,Netherlands,2020-21,69.0,49.0,1.0,3.0,0.3276,30.0,,20.0,23.0,472.0,,1.0,0.0,,7.0,1.0,1.0,9.0,2.0,57.0,2.0,19.7133,4.0,1.0,21.0,0.0,74.0,20.0,,,4.0,19.0,14.0,,466.0,,183.0,21.0,,53.0,26.0,27.0,93.0,796.0,,172.0,,55.0,34.0,,0.5403,0.0,,3.0,66.0,1.0,,1.0,13.0,121.0,15.0,22.0,2.0,2.0,1262.0,,70.0,35.0,324.0,9.0,27.0,19.0,60.0,129.0,139.0,21.0,0.0,197.0,,2.0,9.0,,179.0,17.0,,1.0,117.0,13.0,0.0,3.0,6.0,9.0,12.0,,3.0,,23.0,16.0,0.1664,1.0,,,,,,,,,1.0,7.0,,,,,,,,,4.0,98.0,,,4.0,,15.0,1.0,,,,,
