playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltyGoalsConceded,successfulDribbles,goalAssists,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,successfulCrossesAndCorners,totalTouchesInOppositionBox,throwInsToOppositionPlayer,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,cornersWon,tacklesWon,interceptions,backwardPasses,throwInsToOwnPlayer,substituteOff,overruns,throughBalls,successfulLayoffs,goals,awayGoals,homeGoals,rightFootGoals,shotsOffTargetIncWoodwork,blocks,attemptsFromSetPieces,offsides,lastPlayerTackle,redCards2ndYellow,headedGoals,hitWoodwork,handballsConceded,ownGoalScored,clearancesOffTheLine,foulWonPenalty,cornersTakenInclShortCorners,unsuccessfulLayoffs,successfulCornersIntoBox,penaltiesTaken,unsuccessfulCornersIntoBox,leftFootGoals,penaltyGoals,setPiecesGoals,goalkeeperSmother,otherGoals
42427,Kieran Gibbs,Defender,West Bromwich Albion,35,England,2010-11,25.0,,0.0,,,29.0,7.0,4.0,34.0,217.0,,,20.0,,,345.0,9.0,25.0,1.0,,14.0,178.0,,,4.0,4.0,16.0,8.0,16.0,115.0,,1.0,0.0,50.0,68.0,20.0,7.0,,,96.0,7.0,30.0,11.0,0.0,,212.0,59.0,,,11.0,5.0,5.0,328.0,5.0,90.0,,1.0,5.0,14.0,,1.0,,3.0,1.0,2.0,12.0,2.0,8.0,3.0,3.0,10.0,5.0,1.0,5.0,9.0,9.0,4.0,11.0,8.0,23.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Manchester City,43,France,2010-11,96.0,,1.0,,,191.0,33.0,33.0,236.0,1810.0,,,107.0,11.0,,2969.0,35.0,187.0,6.0,,115.0,1522.0,,,21.0,10.0,141.0,39.0,61.0,59.0,6.0,36.0,0.0,283.0,665.0,156.0,33.0,,,935.0,33.0,176.0,72.0,1.0,,1780.0,457.0,,,894.0,20.0,52.0,2755.0,54.0,671.0,,2.0,45.0,64.0,5.0,12.0,3.0,32.0,9.0,2.0,67.0,12.0,125.0,,32.0,35.0,34.0,18.0,7.0,125.0,33.0,25.0,49.0,62.0,192.0,286.0,,6.0,2.0,3.0,1.0,1.0,0.0,1.0,10.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
15943,Thomas Vermaelen,Defender,Vissel Kobe,2738,Belgium,2010-11,15.0,,0.0,,,23.0,5.0,5.0,28.0,239.0,,,26.0,1.0,,450.0,7.0,36.0,,,17.0,200.0,,,,3.0,29.0,6.0,8.0,88.0,2.0,6.0,0.0,51.0,89.0,26.0,5.0,,,58.0,6.0,25.0,19.0,0.0,,235.0,33.0,,,48.0,7.0,11.0,326.0,4.0,153.0,,0.0,5.0,8.0,,,1.0,,3.0,1.0,11.0,7.0,,,,11.0,,6.0,,,1.0,2.0,5.0,18.0,14.0,,,,1.0,,,,,,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2010-11,123.0,,2.0,,,119.0,30.0,30.0,168.0,1136.0,,,152.0,9.0,,2617.0,71.0,170.0,6.0,2.0,89.0,913.0,,,1.0,13.0,207.0,36.0,52.0,310.0,13.0,25.0,2.0,293.0,494.0,169.0,30.0,,,272.0,30.0,141.0,81.0,1.0,,1118.0,188.0,,,298.0,31.0,55.0,1601.0,42.0,696.0,,5.0,49.0,70.0,6.0,4.0,,,1.0,4.0,60.0,12.0,3.0,,,23.0,,13.0,,3.0,6.0,2.0,47.0,83.0,34.0,4.0,2.0,,,,2.0,0.0,2.0,1.0,8.0,13.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
13439,Sébastien Squillaci,Defender,Arsenal,3,France,2010-11,46.0,,0.0,,,92.0,22.0,20.0,112.0,881.0,,,55.0,5.0,,1817.0,26.0,75.0,4.0,,46.0,737.0,,,6.0,5.0,101.0,28.0,20.0,229.0,10.0,8.0,2.0,121.0,349.0,96.0,22.0,,,172.0,24.0,66.0,29.0,0.0,,860.0,125.0,,,250.0,11.0,32.0,1132.0,24.0,597.0,,1.0,20.0,58.0,4.0,1.0,,,1.0,4.0,37.0,9.0,,2.0,,21.0,,15.0,,,6.0,2.0,22.0,41.0,53.0,2.0,1.0,,,2.0,1.0,0.0,1.0,,5.0,10.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2010-11,78.0,,0.0,,,77.0,22.0,20.0,87.0,877.0,,,78.0,9.0,,1796.0,33.0,85.0,2.0,1.0,40.0,744.0,,,2.0,4.0,137.0,15.0,45.0,210.0,16.0,8.0,0.0,163.0,310.0,122.0,22.0,,,167.0,13.0,85.0,45.0,0.0,,865.0,105.0,,,331.0,30.0,46.0,1171.0,11.0,623.0,,3.0,10.0,47.0,2.0,9.0,,,2.0,3.0,23.0,6.0,,2.0,,14.0,,6.0,1.0,,8.0,4.0,17.0,44.0,26.0,2.0,2.0,,3.0,1.0,1.0,1.0,0.0,,3.0,16.0,,,,,1.0,1.0,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Istanbul Basaksehir,2133,France,2010-11,147.0,,0.0,,,270.0,33.0,33.0,351.0,1785.0,,,111.0,13.0,,2970.0,54.0,204.0,5.0,1.0,147.0,1370.0,,,20.0,26.0,150.0,33.0,93.0,,,15.0,,351.0,,216.0,33.0,,,820.0,28.0,240.0,57.0,0.0,,,,,,,33.0,64.0,2735.0,93.0,629.0,,3.0,81.0,110.0,,21.0,1.0,15.0,3.0,1.0,111.0,11.0,73.0,,15.0,,58.0,21.0,12.0,73.0,,6.0,90.0,105.0,,260.0,,,9.0,4.0,,,,,10.0,9.0,,3.0,,,,,1.0,,1.0,,,,,,,,,,,
90801,Ignasi Miquel,Defender,Leganés,957,Spain,2010-11,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19701,Emmanuel Eboué,Defender,Sunderland,56,Cote d’Ivoire,2010-11,38.0,,0.0,,,51.0,13.0,8.0,58.0,405.0,,,16.0,1.0,,705.0,11.0,48.0,1.0,1.0,43.0,335.0,,,3.0,5.0,16.0,11.0,27.0,78.0,1.0,13.0,2.0,86.0,133.0,41.0,13.0,,,202.0,10.0,70.0,5.0,0.0,,396.0,104.0,,,138.0,8.0,12.0,594.0,9.0,146.0,,4.0,7.0,20.0,3.0,11.0,,1.0,3.0,1.0,19.0,2.0,11.0,5.0,1.0,15.0,8.0,8.0,8.0,11.0,15.0,4.0,11.0,13.0,56.0,49.0,2.0,4.0,2.0,6.0,1.0,1.0,0.0,,1.0,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,
52477,Nathan Baker,Defender,Bristol City,113,England,2010-11,10.0,,0.0,,,28.0,4.0,4.0,33.0,84.0,,,13.0,,,249.0,4.0,15.0,1.0,,6.0,49.0,,,2.0,2.0,16.0,4.0,6.0,31.0,,2.0,0.0,25.0,39.0,,4.0,,,21.0,3.0,12.0,9.0,0.0,,82.0,48.0,,,6.0,1.0,2.0,160.0,10.0,31.0,,0.0,5.0,7.0,,,,1.0,,,4.0,1.0,1.0,,1.0,5.0,10.0,,,1.0,2.0,,4.0,3.0,8.0,18.0,2.0,,,2.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,
