playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,setPiecesGoals,foulWonPenalty,leftFootGoals,headedGoals,freekickTotal,attemptsFromSetPieces,ownGoalScored,penaltiesConceded,throwInsToOppositionPlayer,gkSuccessfulDistribution,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,drops,penaltiesSaved,savesFromPenalty,overruns,awayGoals,totalTouchesInOppositionBox,penaltyGoalsConceded,winningGoal,homeGoals,timesTackled,secondGoalAssists,otherGoals,lastPlayerTackle,goalKicks
101184,Calum Chambers,Defender,Arsenal,3,England,2015-16,19.0,,0.0853,0.0,1.0,1.0,0.1564,8.0,1.0,1.0,24.0,12.0,,3.0,2.0,32.0,1.0,195.0,,,,10.0,,24.0,2.0,1.0,,,315.0,,,11.0,29.0,,9.0,16.0,157.0,,4.7727,2.0,,21.0,3.0,1.0,8.0,42.0,3.0,48.0,3.0,77.0,28.0,12.0,1.0,,,1.0,65.0,3.0,1.0,1.0,24.0,13.0,0.0,193.0,,,47.0,8.0,5.0,8.0,50.0,6.0,10.0,,,6.0,26.0,273.0,,,,,3.0,98.0,4.0,,0.1047,2.0,8.0,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2015-16,55.0,7.0,,1.0,2.0,3.0,,24.0,5.0,,67.0,20.0,,4.0,13.0,127.0,27.0,505.0,2.0,,,7.0,,28.0,,,7.0,,1225.0,,,15.0,48.0,3.0,26.0,35.0,347.0,,,6.0,9.0,54.0,23.0,,40.0,43.0,4.0,103.0,7.0,206.0,68.0,20.0,,1.0,4.0,11.0,200.0,20.0,27.0,,75.0,13.0,1.0,500.0,2.0,14.0,236.0,20.0,7.0,5.0,141.0,13.0,20.0,,,31.0,115.0,878.0,122.0,2.0,,,44.0,185.0,7.0,,,3.0,60.0,43.0,,,,1.0,,,,1.0,3.0,34.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158074,Gabriel Paulista,Defender,Arsenal,3,Brazil,2015-16,57.0,,0.2772,1.0,1.0,4.0,1.3165,43.0,10.0,1.0,74.0,21.0,,,18.0,109.0,,1110.0,1.0,,,3.0,,83.0,10.0,,,3.0,1761.0,3.0,,32.0,106.0,6.0,15.0,55.0,967.0,,18.9897,1.0,5.0,112.0,16.0,1.0,25.0,289.0,11.0,163.0,7.0,395.0,134.0,21.0,,,15.0,1.0,294.0,10.0,,1.0,80.0,51.0,1.0,1078.0,6.0,,168.0,28.0,3.0,13.0,384.0,9.0,61.0,,,34.0,42.0,1412.0,1.0,,1.0,,26.0,707.0,7.0,,0.8431,4.0,35.0,37.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2015-16,147.0,19.0,4.5339,0.0,5.0,3.0,0.1504,58.0,8.0,9.0,208.0,36.0,5.0,14.0,36.0,243.0,90.0,1689.0,1.0,1.0,1.0,,,78.0,18.0,1.0,19.0,1.0,3240.0,1.0,1.0,39.0,166.0,10.0,84.0,127.0,1413.0,,37.3302,18.0,4.0,85.0,33.0,4.0,108.0,80.0,8.0,313.0,31.0,551.0,164.0,36.0,1.0,,11.0,32.0,867.0,23.0,90.0,4.0,235.0,39.0,0.0,1666.0,5.0,25.0,495.0,47.0,62.0,7.0,702.0,19.0,66.0,,,33.0,356.0,2613.0,284.0,,1.0,1.0,15.0,598.0,11.0,,0.6185,3.0,35.0,88.0,,,,1.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2015-16,28.0,2.0,0.1733,0.0,1.0,1.0,0.6123,12.0,4.0,2.0,38.0,15.0,,5.0,3.0,51.0,7.0,198.0,1.0,2.0,,12.0,1.0,21.0,,,2.0,,381.0,,,13.0,28.0,2.0,16.0,20.0,144.0,,6.7392,1.0,1.0,10.0,6.0,1.0,15.0,63.0,6.0,56.0,13.0,73.0,27.0,15.0,,,3.0,3.0,82.0,4.0,7.0,1.0,35.0,8.0,0.0,193.0,3.0,2.0,83.0,9.0,2.0,,22.0,3.0,11.0,,,3.0,40.0,311.0,15.0,2.0,,,7.0,67.0,3.0,,0.476,0.0,13.0,17.0,,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2015-16,113.0,,0.6542,0.0,2.0,8.0,4.3336,47.0,17.0,2.0,138.0,33.0,,1.0,33.0,220.0,3.0,1691.0,4.0,1.0,,,,161.0,15.0,1.0,,3.0,2846.0,3.0,,57.0,186.0,9.0,29.0,82.0,1388.0,,30.1893,8.0,12.0,186.0,31.0,2.0,56.0,576.0,26.0,299.0,14.0,650.0,223.0,33.0,1.0,3.0,21.0,1.0,524.0,22.0,3.0,2.0,138.0,104.0,0.0,1653.0,9.0,2.0,304.0,26.0,10.0,27.0,385.0,31.0,126.0,,,83.0,80.0,2217.0,3.0,2.0,,,54.0,947.0,17.0,1.0,3.2964,3.0,82.0,75.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
27334,Mathieu Debuchy,Defender,Arsenal,3,France,2015-16,10.0,,0.0625,0.0,1.0,,,9.0,,,13.0,2.0,,,2.0,20.0,5.0,79.0,,,,,,8.0,,,,,144.0,,,2.0,17.0,1.0,4.0,11.0,57.0,,1.4297,1.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,27.0,2.0,42.0,12.0,2.0,,,,,36.0,2.0,5.0,1.0,19.0,6.0,0.0,76.0,,,34.0,9.0,1.0,,26.0,3.0,3.0,,,2.0,8.0,133.0,17.0,2.0,,,1.0,23.0,3.0,,0.0351,0.0,7.0,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Arsenal,3,Spain,2015-16,129.0,20.0,3.5741,0.0,1.0,5.0,0.552,80.0,11.0,4.0,186.0,37.0,3.0,3.0,36.0,268.0,79.0,1844.0,,2.0,,1.0,,123.0,17.0,,20.0,5.0,3248.0,5.0,1.0,54.0,205.0,10.0,65.0,136.0,1538.0,,36.6026,25.0,16.0,114.0,34.0,1.0,75.0,764.0,41.0,334.0,35.0,727.0,236.0,37.0,,,24.0,8.0,947.0,24.0,79.0,1.0,211.0,69.0,0.0,1815.0,6.0,13.0,449.0,56.0,15.0,11.0,70.0,28.0,105.0,,2.0,38.0,283.0,2759.0,274.0,,,,60.0,649.0,17.0,,0.9244,1.0,82.0,97.0,,,,,,,,,1.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2015-16,32.0,,0.4339,1.0,1.0,2.0,0.1608,27.0,7.0,,87.0,24.0,,4.0,24.0,132.0,,1246.0,,1.0,,,,70.0,9.0,,,2.0,2049.0,2.0,,16.0,88.0,7.0,6.0,34.0,1068.0,,26.9216,2.0,7.0,108.0,23.0,1.0,16.0,169.0,6.0,120.0,1.0,544.0,139.0,24.0,,,3.0,,339.0,16.0,,1.0,50.0,54.0,1.0,1219.0,5.0,1.0,159.0,24.0,3.0,10.0,474.0,7.0,36.0,,,46.0,59.0,1479.0,3.0,1.0,,,38.0,775.0,2.0,,1.0994,1.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2015-16,139.0,11.0,1.2053,0.0,6.0,4.0,1.6709,71.0,9.0,1.0,107.0,31.0,,4.0,22.0,144.0,45.0,911.0,2.0,2.0,6.0,9.0,4.0,53.0,6.0,1.0,11.0,1.0,2096.0,1.0,,32.0,189.0,5.0,47.0,168.0,731.0,,33.5531,14.0,7.0,49.0,35.0,,107.0,75.0,51.0,328.0,25.0,294.0,125.0,31.0,1.0,1.0,12.0,29.0,437.0,30.0,45.0,,275.0,21.0,0.0,889.0,5.0,10.0,323.0,59.0,46.0,5.0,328.0,33.0,44.0,,,36.0,214.0,1664.0,240.0,2.0,,6.0,21.0,341.0,12.0,,0.5246,5.0,37.0,34.0,,,1.0,1.0,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
