season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767929,1,6,Tottenham_Hotspur,Away,9048,37915,Hugo Lloris,hugo-lloris,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,9865,39104,Mousa Dembélé,mousa-dembele,M,False,,,1.0,6.0,25.0,31.0,2.0,2.0,10.0,,,,,,,5.0,10.0,8.0,,,3.0,,,,,1.0,,,68.0,,,,,,,,6.5,,,,,1.0,,1.0,,2.0,1.0,9.0,26.0,34.0,0,5.0,49.0,,1.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,4.0,14.0,42.0,56.0,1.0,1.0,5.0,,,,,,,,2.0,2.0,,,1.0,,,,,3.0,,,90.0,,1.0,,,,,,6.8,,,,,2.0,,,,5.0,,18.0,42.0,60.0,0,1.0,68.0,1.0,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,16944,39215,Michel Vorm,michel-vorm,G,False,,,8.0,,42.0,42.0,,,8.0,,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,6.6,1.0,1.0,,,,,,,11.0,,1.0,44.0,45.0,0,,51.0,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,32492,54908,Nacer Chadli,nacer-chadli,M,False,,,,9.0,11.0,20.0,,,6.0,,,,,,,1.0,4.0,2.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,6.5,,,,,,1.0,,,1.0,1.0,13.0,13.0,26.0,0,1.0,36.0,1.0,1.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,44567,58791,Ryan Mason,ryan-mason,M,True,,,3.0,12.0,5.0,17.0,,1.0,4.0,,,,,,,,1.0,4.0,,,,,,,,,,,37.0,,,,,,,,6.7,,,,,,1.0,1.0,,5.0,,15.0,5.0,19.0,0,1.0,25.0,1.0,2.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,44575,55605,Toby Alderweireld,toby-alderweireld,D,False,,,8.0,11.0,47.0,58.0,1.0,1.0,3.0,,,1.0,1.0,,,,4.0,4.0,,,2.0,,,,,6.0,1.0,,90.0,1.0,,,,,,,7.7,,,,,7.0,2.0,1.0,,19.0,,23.0,48.0,70.0,2,1.0,90.0,,,2.0
2015-16,6767929,1,6,Tottenham_Hotspur,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,13.0,13.0,26.0,,1.0,7.0,,,,,,,,1.0,11.0,,,,,,,,5.0,,,90.0,1.0,1.0,1.0,,,,,7.7,,,,,4.0,1.0,,,11.0,,18.0,21.0,39.0,1,8.0,80.0,2.0,2.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,69256,77794,Kieran Trippier,kieran-trippier,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,94758,115556,Ben Davies,ben-davies,D,False,,,2.0,9.0,11.0,20.0,,2.0,3.0,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,6.8,,,,,6.0,1.0,3.0,,4.0,,17.0,13.0,27.0,0,,49.0,,,1.0
2015-16,6767929,1,6,Tottenham_Hotspur,Away,105734,80607,Christian Eriksen,christian-eriksen,M,False,2.0,,3.0,23.0,9.0,30.0,,,7.0,,1.0,,,,,2.0,4.0,5.0,,,,,,,,1.0,4.0,,90.0,2.0,,,,,,,7.2,,,1.0,,,2.0,5.0,,5.0,,36.0,12.0,43.0,3,2.0,66.0,2.0,3.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,108579,78830,Harry Kane,harry-kane,F,False,,,,16.0,3.0,19.0,1.0,2.0,2.0,1.0,,2.0,,,,2.0,7.0,7.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,7.3,,,1.0,,,6.0,,,1.0,,26.0,3.0,29.0,3,1.0,45.0,,1.0,3.0
2015-16,6767929,1,6,Tottenham_Hotspur,Away,122702,62974,Erik Lamela,erik-lamela,M,True,,,1.0,3.0,2.0,5.0,,,1.0,,,,,,,2.0,2.0,3.0,,,,,,,,1.0,1.0,,22.0,,,,,,,,6.8,,,,,,,1.0,,1.0,,7.0,3.0,9.0,0,2.0,16.0,,1.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,141203,97485,Kevin Wimmer,kevin-wimmer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,146101,93264,Eric Dier,eric-dier,D,False,,,1.0,9.0,25.0,34.0,2.0,,3.0,,,,1.0,,,,4.0,4.0,,,1.0,,,,,2.0,,,77.0,,,,,,,,6.8,,,,,,,,,6.0,,13.0,30.0,43.0,0,4.0,49.0,,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,198028,108823,Dele Alli,dele-alli,M,True,,,,2.0,1.0,3.0,1.0,,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,4.0,,,13.0,,,,,,,,6.8,,,,,,,,,1.0,,4.0,1.0,5.0,0,,11.0,,1.0,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,368120,126407,Nabil Bentaleb,nabil-bentaleb,M,False,,,,8.0,22.0,30.0,,1.0,5.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,53.0,,2.0,,,,,,6.2,,,,,,,,,2.0,,14.0,24.0,38.0,0,,44.0,2.0,,
2015-16,6767929,1,6,Tottenham_Hotspur,Away,801460,93464,Tom Carroll,carroll-tom,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,9048,37915,Hugo Lloris,hugo-lloris,G,False,,,3.0,1.0,19.0,20.0,,1.0,8.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,90.0,,,,,,,1.0,6.7,4.0,5.0,,,1.0,,,,20.0,,15.0,23.0,38.0,0,,49.0,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,9865,39104,Mousa Dembélé,mousa-dembele,M,False,,,2.0,29.0,27.0,56.0,,1.0,4.0,,,1.0,1.0,,,1.0,3.0,10.0,,,,,,,,3.0,,,90.0,1.0,,,,,,,7.6,,,,,,4.0,,,2.0,,36.0,27.0,63.0,2,5.0,81.0,1.0,1.0,3.0
2015-16,6767954,2,6,Tottenham_Hotspur,Home,16586,38290,Danny Rose,danny-rose,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,16921,39194,Jan Vertonghen,jan-vertonghen,D,False,,,3.0,8.0,38.0,46.0,1.0,4.0,3.0,,,,,,,,1.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,6.7,,,,,5.0,,,,7.0,,12.0,40.0,52.0,0,,60.0,,1.0,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,16944,39215,Michel Vorm,michel-vorm,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767954,2,6,Tottenham_Hotspur,Home,32492,54908,Nacer Chadli,nacer-chadli,M,False,1.0,,1.0,17.0,12.0,28.0,1.0,1.0,4.0,1.0,1.0,,1.0,,,1.0,7.0,2.0,,,4.0,,1.0,,,,2.0,,90.0,1.0,,,,,,,6.9,,,,,2.0,1.0,1.0,,1.0,2.0,21.0,12.0,32.0,1,,43.0,3.0,,1.0
