playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,throughBalls,offsides,unsuccessfulLayoffs,freekickTotal,attemptsFromSetPieces,hitWoodwork,clearancesOffTheLine,foulWonPenalty,ownGoalScored,headedGoals,penaltiesTaken,otherGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,penaltiesConceded,punches,savesMade,goalkeeperSmother,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,redCards2ndYellow
175941,Alfie Whiteman,Goalkeeper,Spurs,6,England,2017-18,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115556,Ben Davies,Defender,Spurs,6,Wales,2017-18,0.0,0.0,3.0,118.0,18.0,3.8146,4.0,6.0,2.3531,47.0,14.0,193.0,29.0,6.0,2.0,26.0,259.0,90.0,1304.0,2.0,3.0,3.0,49.0,95.0,12.0,2.0,34.0,2.0,2325.0,2.0,50.0,132.0,2.0,88.0,87.0,998.0,15.0,38.0,51.0,22.0686,41.0,3.0,62.0,20.0,1.0,68.0,544.0,25.0,250.0,19.0,518.0,110.0,29.0,2.0,1.0,14.0,1.0,6.0,711.0,18.0,115.0,1.0,155.0,45.0,1277.0,8.0,23.0,481.0,33.0,15.0,5.0,50.0,24.0,28.0,21.0,47.0,192.0,2048.0,226.0,2.0,3.0,34.0,368.0,19.0,1.0,1.0653,66.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80607,Christian Eriksen,Midfielder,Spurs,6,Denmark,2017-18,0.0,0.0,0.0,177.0,10.0,10.6916,37.0,39.0,10.9501,51.0,60.0,322.0,37.0,10.0,65.0,37.0,398.0,74.0,2258.0,10.0,27.0,,125.0,45.0,13.0,20.0,50.0,9.0,3226.0,9.0,27.0,118.0,4.0,94.0,100.0,1726.0,30.0,97.0,2.0,34.2493,85.0,1.0,17.0,33.0,10.0,150.0,578.0,21.0,295.0,37.0,663.0,227.0,37.0,20.0,4.0,22.0,6.0,24.0,1427.0,29.0,172.0,10.0,250.0,18.0,2136.0,21.0,38.0,767.0,29.0,29.0,1.0,555.0,14.0,31.0,74.0,134.0,462.0,3016.0,9.0,8.0,27.0,15.0,483.0,9.0,2.0,7.0609,76.0,49.0,1.2392,24.0,1.0,5.0,16.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,
38290,Danny Rose,Defender,Spurs,6,England,2017-18,0.0,0.0,4.0,49.0,8.0,0.8796,3.0,1.0,0.7838,15.0,4.0,50.0,10.0,1.0,4.0,9.0,70.0,39.0,378.0,,,1.0,15.0,13.0,1.0,,11.0,1.0,801.0,1.0,5.0,58.0,2.0,24.0,50.0,288.0,3.0,25.0,17.0,10.9616,9.0,1.0,10.0,14.0,3.0,44.0,135.0,24.0,107.0,6.0,162.0,45.0,10.0,,,4.0,,18.0,217.0,12.0,46.0,3.0,94.0,8.0,360.0,3.0,9.0,180.0,11.0,11.0,6.0,16.0,12.0,9.0,7.0,20.0,65.0,692.0,82.0,3.0,,5.0,102.0,7.0,1.0,0.682,20.0,19.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
108823,Dele Alli,Midfielder,Spurs,6,England,2017-18,0.0,0.0,7.0,265.0,3.0,5.2346,21.0,17.0,7.4801,46.0,48.0,247.0,36.0,10.0,60.0,34.0,285.0,15.0,1251.0,9.0,11.0,2.0,4.0,82.0,7.0,,3.0,8.0,2970.0,8.0,52.0,202.0,3.0,65.0,172.0,927.0,,163.0,1.0,26.7044,54.0,2.0,18.0,28.0,10.0,213.0,410.0,84.0,467.0,26.0,347.0,181.0,36.0,,6.0,16.0,3.0,61.0,733.0,25.0,15.0,10.0,385.0,30.0,1231.0,31.0,22.0,584.0,30.0,44.0,7.0,222.0,43.0,19.0,,39.0,272.0,1951.0,16.0,16.0,11.0,8.0,236.0,21.0,1.0,9.3154,38.0,39.0,,15.0,5.0,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
173904,Dávinson Sánchez,Defender,Spurs,6,Colombia,2017-18,1.0,1.0,1.0,111.0,1.0,0.2544,3.0,1.0,0.0474,38.0,6.0,100.0,31.0,,,29.0,197.0,2.0,1867.0,,1.0,2.0,,135.0,13.0,,1.0,1.0,2535.0,1.0,62.0,138.0,2.0,22.0,65.0,1549.0,,12.0,,22.9603,4.0,14.0,159.0,21.0,2.0,49.0,417.0,18.0,249.0,16.0,684.0,164.0,31.0,,,14.0,,,562.0,19.0,2.0,2.0,114.0,73.0,1822.0,5.0,2.0,214.0,24.0,9.0,10.0,648.0,25.0,38.0,,121.0,118.0,2211.0,6.0,2.0,1.0,61.0,1109.0,11.0,,0.5197,97.0,67.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
93264,Eric Dier,Defender,Spurs,6,England,2017-18,0.0,0.0,4.0,127.0,5.0,2.737,9.0,7.0,1.0465,61.0,23.0,212.0,34.0,2.0,19.0,32.0,309.0,21.0,2248.0,,8.0,2.0,,145.0,13.0,2.0,5.0,5.0,2827.0,5.0,62.0,163.0,4.0,50.0,80.0,1775.0,,37.0,1.0,28.4467,13.0,12.0,82.0,30.0,1.0,65.0,571.0,8.0,290.0,21.0,732.0,170.0,34.0,2.0,,18.0,,2.0,994.0,26.0,21.0,1.0,145.0,83.0,2196.0,16.0,11.0,368.0,43.0,13.0,11.0,720.0,23.0,48.0,,164.0,225.0,2644.0,5.0,5.0,8.0,33.0,950.0,16.0,,1.8744,97.0,83.0,0.0672,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
19760,Fernando Llorente,Forward,Spurs,6,Spain,2017-18,0.0,0.0,1.0,26.0,,0.1296,2.0,2.0,0.7454,6.0,4.0,26.0,16.0,,18.0,1.0,28.0,,88.0,1.0,2.0,15.0,,32.0,,,,1.0,225.0,1.0,17.0,24.0,,1.0,9.0,60.0,,16.0,,3.7764,4.0,,6.0,2.0,,9.0,22.0,4.0,50.0,,15.0,4.0,16.0,,,3.0,,1.0,48.0,2.0,,,18.0,15.0,87.0,2.0,1.0,40.0,3.0,,,19.0,4.0,,,,32.0,130.0,,1.0,2.0,,12.0,1.0,,0.9957,2.0,3.0,,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2017-18,0.0,0.0,5.0,231.0,3.0,2.3711,48.0,76.0,26.5134,17.0,136.0,164.0,37.0,2.0,49.0,35.0,189.0,17.0,657.0,30.0,22.0,2.0,1.0,138.0,11.0,16.0,3.0,30.0,3083.0,30.0,78.0,162.0,4.0,41.0,102.0,408.0,,229.0,3.0,29.8529,31.0,,19.0,34.0,26.0,153.0,214.0,40.0,393.0,11.0,157.0,72.0,37.0,16.0,13.0,5.0,10.0,49.0,387.0,30.0,17.0,26.0,255.0,60.0,638.0,60.0,42.0,405.0,12.0,47.0,4.0,148.0,34.0,5.0,,60.0,138.0,1262.0,6.0,9.0,22.0,,84.0,12.0,1.0,24.8044,25.0,9.0,0.7235,13.0,42.0,4.0,10.0,10.0,6.0,,1.0,,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2017-18,0.0,0.0,0.0,33.0,2.0,0.5194,1.0,,,15.0,2.0,49.0,16.0,1.0,14.0,9.0,64.0,8.0,642.0,,1.0,7.0,,10.0,2.0,,2.0,,771.0,,6.0,34.0,,16.0,30.0,543.0,,2.0,,10.4511,9.0,,8.0,9.0,,27.0,206.0,7.0,67.0,10.0,156.0,53.0,16.0,,,3.0,,2.0,344.0,9.0,8.0,,57.0,4.0,631.0,2.0,2.0,102.0,12.0,8.0,2.0,173.0,8.0,11.0,,35.0,107.0,761.0,1.0,4.0,1.0,7.0,236.0,3.0,,0.0764,15.0,16.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
