playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,expectedAssists,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,unsuccessfulCrossesOpenPlay,substituteOn,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,ownGoalScored,groundDuelsLost,totalFoulsWon,putthroughBlockedDistributionWon,oboxTarget,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,cornersWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,successfulCrossesOpenPlay,blockedShots,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,lastPlayerTackle,iboxBlocked,shotsOffTargetIncWoodwork,drops,goalAssists,foulWonPenalty,goals,offsides,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,leftFootGoals,hitWoodwork,handballsConceded,headedGoals,secondGoalAssists,oboxBlocked,shotsBlockedOutsideBox,redCards2ndYellow,penaltiesTaken,penaltyGoals,penaltiesFaced,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded
175941,Alfie Whiteman,Goalkeeper,Spurs,6,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485055,Antonín Kinsky,Goalkeeper,Spurs,6,Czech Republic,2024-25,0.0,0.0,0.0,0.0072,10.0,3.0,5.0,4.0,6.0,6.0,49.0,179.0,30.0,1.0,2.0,1.0,540.0,5.0,1.0,1.0,3.0,104.0,6.0,10.5075,1.0,6.0,15.0,11.0,47.0,24.0,0.0,5.0,3.0,85.0,55.0,6.0,1.0,2.0,9.0,10.0,3.0,2.0,63.0,134.0,50.0,1.0,4.0,4.0,47.0,26.0,273.0,24.0,121.0,18.0,45.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547701,Archie Gray,Midfielder,Spurs,6,England,2024-25,0.0,0.0,1.0,0.1957,,16.0,,70.0,28.0,19.0,115.0,1079.0,8.0,,22.0,2.0,1743.0,45.0,4.0,29.0,34.0,930.0,,39.3084,3.0,6.0,47.0,41.0,316.0,,0.0,99.0,,331.0,69.0,28.0,,8.0,303.0,37.0,77.0,11.0,8.0,1040.0,173.0,8.0,,,333.0,34.0,1329.0,26.0,662.0,,45.0,54.0,54.0,1.0,1.0,0.0129,1.0,1.0,5.0,13.0,9.0,4.0,1.0,1.0,11.0,1.0,4.0,9.0,2.0,1.0,43.0,11.0,11.0,1.0,5.0,16.0,16.0,2.0,7.0,11.0,17.0,19.0,3.0,1.0,99.0,36.0,3.0,10.0,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115556,Ben Davies,Defender,Spurs,6,Wales,2024-25,0.0,0.0,5.0,0.4959,,17.0,,75.0,17.0,14.0,121.0,1011.0,64.0,,98.0,3.0,1330.0,77.0,3.0,17.0,24.0,853.0,,25.2575,2.0,7.0,79.0,26.0,418.0,,0.0,146.0,,392.0,41.0,17.0,,6.0,259.0,23.0,48.0,53.0,61.0,921.0,132.0,11.0,3.0,,166.0,37.0,1197.0,27.0,632.0,,46.0,53.0,69.0,1.0,,0.0925,4.0,1.0,,3.0,3.0,,,1.0,45.0,,13.0,,1.0,,24.0,7.0,9.0,,,3.0,,1.0,1.0,19.0,17.0,12.0,,1.0,35.0,5.0,1.0,11.0,0.2826,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
214572,Brandon Austin,Goalkeeper,Spurs,6,England,2024-25,0.0,0.0,0.0,0.0002,4.0,,,,1.0,1.0,9.0,27.0,6.0,,4.0,,90.0,4.0,,,,14.0,,2.2034,,1.0,1.0,2.0,5.0,2.0,0.0,4.0,,17.0,10.0,1.0,,,1.0,2.0,,4.0,9.0,19.0,10.0,,2.0,2.0,5.0,4.0,43.0,6.0,17.0,2.0,9.0,5.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
242898,Brennan Johnson,Forward,Spurs,6,Wales,2024-25,0.0,0.0,5.0,2.0489,,39.0,,125.0,33.0,24.0,138.0,571.0,,,27.0,1.0,2179.0,91.0,4.0,63.0,84.0,429.0,,41.2415,16.0,,10.0,38.0,57.0,,4.0,192.0,,158.0,63.0,33.0,,13.0,322.0,34.0,165.0,7.0,,571.0,257.0,26.0,,,194.0,4.0,916.0,4.0,117.0,,13.0,20.0,101.0,20.0,3.0,9.1557,43.0,,14.0,47.0,9.0,,,6.0,20.0,,135.0,2.0,1.0,,81.0,26.0,22.0,,22.0,47.0,39.0,36.0,19.0,3.0,27.0,4.0,,,162.0,10.0,10.0,14.0,10.3966,6.0,11.0,9.0,9.0,11.0,,11.0,23.0,,3.0,2.0,11.0,12.0,5.0,3.0,6.0,8.0,3.0,4.0,3.0,,,,,,,,,,,,,
499726,Callum Olusesi,Midfielder,Spurs,6,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221632,Cristian Romero,Defender,Spurs,6,Argentina,2024-25,0.0,0.0,3.0,0.8189,,35.0,,76.0,18.0,18.0,125.0,1211.0,14.0,,69.0,2.0,1420.0,89.0,1.0,22.0,47.0,1039.0,,23.0858,7.0,3.0,52.0,22.0,189.0,,0.0,146.0,,500.0,90.0,18.0,,6.0,433.0,21.0,77.0,42.0,13.0,1117.0,147.0,29.0,1.0,,472.0,47.0,1418.0,15.0,654.0,,49.0,55.0,57.0,8.0,1.0,2.3424,14.0,4.0,1.0,2.0,,,,1.0,27.0,,23.0,,,,30.0,12.0,15.0,,2.0,2.0,7.0,,1.0,3.0,14.0,21.0,,,50.0,7.0,5.0,10.0,1.593,1.0,2.0,7.0,7.0,2.0,,2.0,6.0,,,,1.0,2.0,0.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,
574799,Damola Ajayi,Forward,Spurs,6,England,2024-25,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490145,Dane Scarlett,Forward,Spurs,6,England,2024-25,0.0,0.0,0.0,0.0002,,1.0,,1.0,3.0,,2.0,5.0,,,1.0,,31.0,3.0,,1.0,2.0,3.0,,0.8954,,,1.0,1.0,1.0,,0.0,4.0,,2.0,3.0,3.0,,1.0,1.0,1.0,3.0,1.0,,5.0,3.0,,,,1.0,,10.0,,2.0,,1.0,,1.0,1.0,,0.0498,1.0,,1.0,,3.0,,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,,0.0358,,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
