playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,expectedGoalsFreekick,blockedShots,expectedGoalsOnTarget,oboxBlocked,shotsOnTargetOutsideBox,successfulCornersIntoBox,successfulLaunches,penaltiesTaken,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,penaltyGoals,shotsBlockedOutsideBox,throwInsToOppositionPlayer,lastPlayerTackle,blocks,penaltiesConceded,handballsConceded,setPiecesGoals,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,hitWoodwork,iboxBlocked,headedGoals,clearancesOffTheLine,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,redCards2ndYellow
17500,Emmanuel Adebayor,Forward,Spurs,6,Togo,2014-15,69.0,,0.7569,0.0,10.0,2.0,5.0,15.0,3.0,61.0,13.0,1.0,39.0,,9.0,64.0,5.0,277.0,2.0,11.0,0.0,4.0,,50.0,1.0,,814.0,5.0,26.0,44.0,,13.0,20.0,208.0,49.0,1.0,9.4096,11.0,3.0,9.0,43.0,77.0,6.0,0.0,113.0,4.0,2.0,58.0,23.0,13.0,1.0,3.0,10.0,170.0,9.0,5.0,30.0,63.0,24.0,0.0,273.0,5.0,9.0,128.0,2.0,9.0,58.0,13.0,3.0,,5.0,84.0,397.0,2.0,5.0,,43.0,3.0,3.0511,1.0,3.0,10.0,,,4.0,4.2939,1.0,3.0,,,,3.0,,,,,1.0,,,1.0,,3.0,,5.0,5.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,
93264,Eric Dier,Defender,Spurs,6,England,2014-15,97.0,10.0,0.7637,0.0,2.0,7.0,49.0,6.0,1.0,171.0,28.0,2.0,3.0,,25.0,257.0,37.0,1229.0,2.0,1.0,1.0,3.0,,107.0,6.0,10.0,2290.0,,42.0,146.0,4.0,59.0,81.0,901.0,24.0,4.0,38.8456,12.0,113.0,37.0,55.0,135.0,11.0,1.0,243.0,16.0,1.0,523.0,101.0,28.0,,10.0,12.0,402.0,33.0,37.0,22.0,136.0,65.0,0.0,1200.0,4.0,12.0,397.0,39.0,22.0,446.0,21.0,48.0,,71.0,125.0,1830.0,131.0,1.0,50.0,580.0,6.0,1.1723,4.0,86.0,73.0,1.0,,6.0,0.9628,2.0,,,15.0,,,1.0,,,,2.0,46.0,,11.0,1.0,,,,,4.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,
40792,Federico Fazio,Defender,Spurs,6,Argentina,2014-15,62.0,,0.1035,1.0,3.0,1.0,36.0,10.0,1.0,95.0,20.0,,,,20.0,169.0,1.0,891.0,,,,,,132.0,5.0,,1777.0,,35.0,143.0,4.0,15.0,46.0,682.0,24.0,2.0,33.6023,3.0,167.0,25.0,27.0,222.0,7.0,0.0,205.0,7.0,,355.0,82.0,20.0,,11.0,4.0,193.0,21.0,1.0,7.0,73.0,97.0,1.0,859.0,7.0,1.0,189.0,25.0,7.0,284.0,15.0,68.0,,40.0,30.0,1256.0,4.0,,51.0,529.0,8.0,0.5886,2.0,74.0,58.0,,,1.0,0.7267,,,,6.0,,,,,,,,,1.0,27.0,1.0,,,3.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
78830,Harry Kane,Forward,Spurs,6,England,2014-15,332.0,8.0,2.5174,0.0,47.0,15.0,35.0,81.0,6.0,196.0,34.0,4.0,63.0,2.0,28.0,215.0,33.0,864.0,21.0,34.0,12.0,6.0,7.0,187.0,3.0,8.0,2581.0,7.0,137.0,178.0,7.0,45.0,128.0,622.0,169.0,2.0,45.3285,23.0,21.0,39.0,195.0,268.0,44.0,5.0,510.0,20.0,9.0,231.0,101.0,34.0,11.0,5.0,57.0,527.0,32.0,35.0,152.0,323.0,50.0,0.0,821.0,34.0,34.0,492.0,30.0,50.0,188.0,33.0,17.0,2.0,27.0,177.0,1493.0,12.0,6.0,5.0,130.0,14.0,14.4613,4.0,19.0,18.0,,0.3073,31.0,16.5234,13.0,12.0,,,3.0,12.0,5.0,4.0,4.0,2.0,13.0,1.0,,4.0,,2.0,1.0,14.0,14.0,18.0,3.0,18.0,5.0,,1.0,,,,,,,,,,,,,,,,,
157668,Harry Winks,Midfielder,Spurs,6,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37915,Hugo Lloris,Goalkeeper,Spurs,6,France,2014-15,3.0,,0.0431,0.0,,,1.0,,,3.0,35.0,,,,35.0,360.0,,913.0,,,,,,6.0,8.0,,3064.0,1.0,1.0,12.0,6.0,,7.0,300.0,,5.0,54.9406,,42.0,48.0,2.0,140.0,3.0,0.0,15.0,,,660.0,307.0,35.0,,,,131.0,42.0,,,9.0,5.0,0.0,467.0,,,363.0,1.0,1.0,113.0,,4.0,,253.0,,1276.0,,1.0,172.0,422.0,,,0.0,357.0,76.0,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,1.0,42.0,32.0,278.0,18.0,7.0,1.0,27.0,107.0,3.0,3.0,313.0,113.0,27.0,75.0,,
39194,Jan Vertonghen,Defender,Spurs,6,Belgium,2014-15,84.0,1.0,0.4449,0.0,3.0,,51.0,12.0,,107.0,32.0,,,,31.0,210.0,2.0,1399.0,,1.0,,1.0,,132.0,7.0,1.0,2810.0,,43.0,169.0,6.0,21.0,80.0,1106.0,16.0,3.0,50.8837,3.0,224.0,44.0,41.0,469.0,19.0,0.0,253.0,11.0,,563.0,159.0,32.0,,8.0,1.0,337.0,38.0,2.0,6.0,121.0,89.0,0.0,1345.0,9.0,1.0,233.0,43.0,12.0,284.0,20.0,70.0,,83.0,83.0,1884.0,11.0,,71.0,853.0,11.0,0.6463,6.0,103.0,69.0,,,1.0,0.2881,,,,22.0,,,,,,,,2.0,2.0,21.0,,,,3.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
168765,Josh Onomah,Midfielder,Spurs,6,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58621,Kyle Walker,Defender,Spurs,6,England,2014-15,69.0,5.0,0.6678,0.0,,5.0,38.0,3.0,,99.0,15.0,,,,15.0,151.0,31.0,755.0,,,,,,49.0,1.0,5.0,1307.0,,24.0,87.0,4.0,41.0,62.0,568.0,21.0,2.0,28.6384,11.0,42.0,24.0,45.0,38.0,10.0,0.0,156.0,12.0,,309.0,88.0,15.0,,9.0,8.0,348.0,20.0,31.0,24.0,107.0,25.0,0.0,744.0,3.0,5.0,283.0,29.0,14.0,308.0,15.0,33.0,,36.0,100.0,1186.0,115.0,1.0,35.0,261.0,6.0,0.1535,3.0,52.0,46.0,,,3.0,,3.0,,,6.0,,,,,,,3.0,55.0,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
39215,Michel Vorm,Goalkeeper,Spurs,6,Netherlands,2014-15,1.0,,0.0026,0.0,,,,,,,4.0,,,,3.0,51.0,,113.0,,,,1.0,,1.0,1.0,,356.0,,1.0,,1.0,1.0,,38.0,,,5.5185,1.0,3.0,5.0,,13.0,,0.0,1.0,,,78.0,43.0,4.0,,,,15.0,4.0,,,,,0.0,63.0,,,51.0,,,22.0,,,,24.0,,161.0,,,23.0,47.0,,,0.0,51.0,9.0,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,36.0,3.0,,,1.0,12.0,,,37.0,25.0,2.0,8.0,,
39104,Mousa Dembélé,Midfielder,Spurs,6,Belgium,2014-15,115.0,1.0,0.7597,0.0,2.0,,25.0,6.0,1.0,81.0,26.0,1.0,36.0,,10.0,88.0,2.0,834.0,1.0,,1.0,16.0,,45.0,,1.0,1138.0,1.0,24.0,99.0,4.0,18.0,78.0,725.0,11.0,3.0,23.3926,21.0,5.0,22.0,91.0,234.0,18.0,0.0,214.0,7.0,0.0,158.0,82.0,26.0,,5.0,12.0,510.0,18.0,2.0,51.0,169.0,21.0,0.0,814.0,4.0,1.0,158.0,20.0,36.0,303.0,36.0,22.0,,21.0,139.0,1042.0,4.0,8.0,4.0,237.0,18.0,1.1373,1.0,7.0,17.0,,,5.0,1.178,5.0,,,,,,,,,,5.0,,,1.0,,4.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,
126407,Nabil Bentaleb,Midfielder,Spurs,6,Algeria,2014-15,99.0,3.0,1.4353,0.0,5.0,1.0,59.0,21.0,4.0,165.0,26.0,2.0,43.0,,25.0,210.0,6.0,1586.0,,,,1.0,,60.0,5.0,3.0,2195.0,,23.0,137.0,4.0,34.0,100.0,1309.0,10.0,2.0,39.4605,14.0,49.0,35.0,76.0,587.0,16.0,0.0,236.0,18.0,,445.0,168.0,26.0,,14.0,5.0,710.0,31.0,6.0,25.0,176.0,37.0,0.0,1564.0,16.0,3.0,263.0,45.0,28.0,358.0,27.0,65.0,,67.0,196.0,1936.0,8.0,3.0,14.0,669.0,14.0,1.3248,8.0,45.0,68.0,,,5.0,0.9508,3.0,5.0,,2.0,,5.0,,,,,3.0,2.0,,9.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
54908,Nacer Chadli,Midfielder,Spurs,6,Belgium,2014-15,173.0,9.0,3.303,0.0,22.0,14.0,27.0,40.0,3.0,162.0,35.0,5.0,83.0,,28.0,178.0,36.0,1066.0,11.0,10.0,5.0,7.0,1.0,68.0,2.0,9.0,2415.0,9.0,39.0,124.0,5.0,34.0,95.0,861.0,119.0,4.0,44.3386,36.0,17.0,40.0,134.0,400.0,26.0,2.0,297.0,16.0,6.0,227.0,123.0,35.0,8.0,4.0,51.0,647.0,35.0,36.0,99.0,229.0,29.0,0.0,1056.0,18.0,28.0,380.0,23.0,43.0,186.0,26.0,13.0,,27.0,253.0,1511.0,9.0,16.0,7.0,250.0,9.0,6.1708,3.0,16.0,37.0,1.0,,14.0,9.3203,8.0,4.0,,2.0,,4.0,2.0,,,,8.0,1.0,,2.0,,,,7.0,7.0,6.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
100534,Paulinho,Midfielder,Spurs,6,Brazil,2014-15,43.0,1.0,1.0535,0.0,2.0,2.0,19.0,7.0,2.0,42.0,15.0,1.0,8.0,,3.0,52.0,2.0,350.0,,1.0,,12.0,7.0,15.0,2.0,3.0,479.0,2.0,6.0,36.0,1.0,11.0,27.0,288.0,10.0,,11.0023,3.0,10.0,6.0,37.0,100.0,3.0,0.0,79.0,5.0,,88.0,29.0,15.0,,3.0,3.0,183.0,5.0,4.0,20.0,64.0,9.0,0.0,343.0,5.0,2.0,86.0,16.0,5.0,110.0,10.0,5.0,2.0,10.0,52.0,451.0,2.0,1.0,9.0,118.0,7.0,0.4459,3.0,10.0,15.0,,,,0.038,,,2.0,1.0,,,,,,,,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
17926,Roberto Soldado,Forward,Spurs,6,Spain,2014-15,60.0,,0.6013,0.0,7.0,,9.0,19.0,3.0,66.0,24.0,1.0,40.0,1.0,7.0,72.0,6.0,282.0,1.0,6.0,0.0,17.0,,35.0,,,794.0,7.0,28.0,26.0,3.0,7.0,19.0,205.0,43.0,2.0,16.8233,8.0,9.0,14.0,32.0,68.0,8.0,1.0,86.0,3.0,1.0,61.0,18.0,24.0,1.0,2.0,5.0,167.0,11.0,6.0,14.0,51.0,7.0,0.0,267.0,12.0,4.0,104.0,7.0,2.0,82.0,11.0,5.0,,5.0,71.0,383.0,1.0,5.0,2.0,43.0,4.0,3.3969,1.0,6.0,9.0,,,2.0,2.5001,,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,,,5.0,5.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
58791,Ryan Mason,Midfielder,Spurs,6,England,2014-15,116.0,3.0,2.455,0.0,14.0,5.0,85.0,33.0,7.0,199.0,31.0,4.0,44.0,,29.0,262.0,24.0,1607.0,1.0,1.0,0.0,2.0,2.0,41.0,3.0,3.0,2325.0,,24.0,155.0,5.0,50.0,138.0,1229.0,32.0,3.0,40.2692,25.0,47.0,36.0,92.0,479.0,37.0,0.0,271.0,30.0,1.0,509.0,124.0,31.0,1.0,23.0,11.0,839.0,31.0,25.0,30.0,230.0,17.0,0.0,1570.0,19.0,13.0,359.0,62.0,17.0,460.0,27.0,51.0,1.0,116.0,159.0,2040.0,7.0,15.0,17.0,509.0,16.0,2.8383,10.0,63.0,65.0,,,8.0,2.3098,6.0,10.0,,5.0,,10.0,,,,,6.0,2.0,,4.0,,2.0,,3.0,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
93464,Tom Carroll,Midfielder,Spurs,6,England,2014-15,38.0,,0.369,0.0,,,17.0,1.0,1.0,52.0,13.0,,14.0,,8.0,60.0,2.0,512.0,,,,5.0,1.0,12.0,1.0,,692.0,,11.0,21.0,1.0,13.0,20.0,439.0,4.0,1.0,13.4801,5.0,16.0,10.0,27.0,144.0,,0.0,59.0,7.0,,157.0,36.0,13.0,,5.0,3.0,228.0,9.0,2.0,9.0,47.0,1.0,0.0,507.0,1.0,,80.0,12.0,3.0,124.0,5.0,11.0,,13.0,87.0,603.0,,5.0,,224.0,1.0,0.1463,1.0,8.0,17.0,,,3.0,,2.0,,,1.0,,,,,,,2.0,,,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
62305,Vlad Chiriches,Defender,Spurs,6,Romania,2014-15,39.0,3.0,0.2689,1.0,,4.0,19.0,1.0,1.0,54.0,10.0,,,,8.0,73.0,18.0,406.0,,1.0,,2.0,,16.0,2.0,3.0,709.0,,9.0,35.0,1.0,14.0,28.0,303.0,5.0,,9.8642,3.0,17.0,10.0,30.0,57.0,7.0,0.0,74.0,7.0,,183.0,54.0,10.0,,4.0,4.0,161.0,9.0,18.0,10.0,58.0,7.0,0.0,395.0,1.0,5.0,121.0,15.0,3.0,131.0,11.0,27.0,,30.0,35.0,588.0,34.0,2.0,11.0,175.0,4.0,0.0213,2.0,19.0,30.0,,,,,,,,9.0,,,,,,,,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
37742,Younes Kaboul,Defender,Spurs,6,France,2014-15,43.0,1.0,0.2489,0.0,1.0,1.0,18.0,3.0,,41.0,11.0,,,,11.0,104.0,14.0,514.0,,,,,,41.0,3.0,1.0,990.0,,21.0,49.0,1.0,11.0,29.0,363.0,10.0,3.0,15.3367,4.0,83.0,16.0,22.0,82.0,3.0,0.0,92.0,3.0,,245.0,46.0,11.0,,4.0,1.0,118.0,15.0,14.0,7.0,51.0,20.0,0.0,499.0,2.0,2.0,134.0,14.0,8.0,162.0,10.0,34.0,,47.0,25.0,716.0,4.0,,36.0,293.0,5.0,0.9683,2.0,63.0,21.0,,,2.0,0.9774,,,,20.0,,,,,,,,,,6.0,1.0,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
62974,Érik Lamela,Midfielder,Spurs,6,Argentina,2014-15,237.0,6.0,3.9798,0.0,11.0,15.0,78.0,22.0,10.0,178.0,33.0,7.0,115.0,,25.0,195.0,21.0,1131.0,2.0,6.0,1.0,8.0,69.0,45.0,4.0,27.0,2299.0,8.0,39.0,187.0,2.0,73.0,181.0,914.0,60.0,3.0,36.5972,53.0,11.0,30.0,198.0,167.0,48.0,1.0,424.0,32.0,1.0,242.0,144.0,33.0,,13.0,46.0,705.0,28.0,67.0,123.0,379.0,6.0,0.0,1106.0,11.0,25.0,459.0,65.0,55.0,443.0,50.0,43.0,42.0,22.0,279.0,1765.0,17.0,9.0,8.0,258.0,29.0,2.4076,6.0,17.0,41.0,,0.315,16.0,3.0675,11.0,5.0,15.0,3.0,,5.0,1.0,4.0,4.0,,11.0,,,1.0,1.0,3.0,,4.0,4.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,
38439,Étienne Capoue,Midfielder,Spurs,6,France,2014-15,54.0,,0.4612,0.0,1.0,1.0,29.0,2.0,2.0,59.0,12.0,,17.0,,11.0,90.0,4.0,714.0,,,,1.0,,15.0,3.0,,901.0,2.0,5.0,54.0,1.0,6.0,44.0,548.0,4.0,2.0,14.4363,4.0,27.0,15.0,49.0,216.0,10.0,0.0,108.0,3.0,,193.0,66.0,12.0,,6.0,7.0,300.0,14.0,4.0,15.0,93.0,10.0,0.0,695.0,1.0,,112.0,23.0,5.0,243.0,23.0,33.0,,76.0,62.0,862.0,1.0,5.0,12.0,324.0,15.0,0.1845,2.0,31.0,25.0,,,5.0,0.0494,5.0,1.0,,2.0,,1.0,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
