playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,goals,awayGoals,homeGoals,rightFootGoals,attemptsFromSetPieces,handballsConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,penaltiesTaken,leftFootGoals,unsuccessfulCornersIntoBox,penaltyGoals,punches,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,lastPlayerTackle,clearancesOffTheLine,hitWoodwork,foulWonPenalty,headedGoals,secondGoalAssists,ownGoalScored,drops
15405,Alan Hutton,Defender,A Villa,7,Scotland,2011-12,90.0,19.0,1.0,2.0,7.0,70.0,5.0,1.0,179.0,31.0,2.0,7.0,29.0,238.0,57.0,890.0,3.0,2.0,53.0,5.0,19.0,2593.0,2.0,19.0,148.0,2.0,114.0,607.0,17.0,76.0,4.0,21.0,18.0,113.0,39.0,71.0,28.0,37.0,0.0,238.0,399.0,92.0,31.0,18.0,16.0,398.0,37.0,1.0,57.0,33.0,185.0,34.0,0.0,873.0,5.0,10.0,431.0,52.0,7.0,17.0,311.0,19.0,56.0,45.0,152.0,1682.0,216.0,3.0,47.0,273.0,6.0,59.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17468,Carlos Cuellar,Defender,A Villa,7,Spain,2011-12,58.0,4.0,0.0,,,68.0,5.0,3.0,113.0,18.0,1.0,,17.0,156.0,18.0,562.0,,1.0,43.0,5.0,4.0,1494.0,1.0,24.0,101.0,1.0,82.0,365.0,21.0,25.0,4.0,6.0,9.0,98.0,23.0,34.0,101.0,5.0,0.0,159.0,257.0,71.0,18.0,23.0,5.0,183.0,22.0,,18.0,12.0,116.0,19.0,0.0,548.0,3.0,4.0,222.0,45.0,9.0,16.0,138.0,13.0,52.0,41.0,66.0,967.0,54.0,3.0,45.0,227.0,2.0,43.0,40.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,
58845,Ciaran Clark,Defender,A Villa,7,Ireland,2011-12,47.0,1.0,0.0,2.0,1.0,40.0,6.0,,84.0,15.0,2.0,3.0,13.0,104.0,4.0,536.0,,2.0,20.0,1.0,1.0,1148.0,,12.0,65.0,1.0,57.0,415.0,19.0,4.0,4.0,4.0,3.0,33.0,21.0,35.0,135.0,11.0,0.0,112.0,179.0,67.0,15.0,10.0,4.0,233.0,20.0,,4.0,13.0,92.0,8.0,0.0,534.0,3.0,2.0,139.0,30.0,6.0,6.0,144.0,11.0,29.0,17.0,78.0,738.0,7.0,5.0,12.0,200.0,3.0,20.0,19.0,3.0,1.0,0.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,
110403,Derrick Williams,Defender,A Villa,7,Ireland,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63426,Enda Stevens,Defender,A Villa,7,Ireland,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45139,Eric Lichaj,Defender,A Villa,7,United States,2011-12,51.0,1.0,0.0,,2.0,24.0,2.0,,48.0,10.0,1.0,2.0,9.0,68.0,2.0,272.0,,1.0,10.0,2.0,1.0,822.0,,7.0,36.0,1.0,33.0,195.0,3.0,35.0,3.0,4.0,3.0,42.0,16.0,44.0,77.0,5.0,0.0,87.0,128.0,44.0,10.0,4.0,10.0,128.0,15.0,,2.0,19.0,77.0,3.0,0.0,267.0,,3.0,134.0,20.0,4.0,4.0,44.0,13.0,18.0,9.0,23.0,518.0,61.0,,22.0,77.0,3.0,20.0,21.0,2.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,A Villa,7,Wales,2011-12,94.0,,0.0,2.0,,41.0,21.0,,189.0,32.0,,1.0,31.0,313.0,1.0,966.0,1.0,1.0,132.0,7.0,,2780.0,,48.0,146.0,2.0,62.0,564.0,55.0,,4.0,5.0,31.0,302.0,41.0,46.0,140.0,15.0,0.0,240.0,525.0,106.0,32.0,7.0,,221.0,39.0,,1.0,3.0,108.0,84.0,0.0,918.0,17.0,4.0,326.0,34.0,6.0,32.0,232.0,24.0,73.0,89.0,69.0,1510.0,5.0,1.0,100.0,432.0,7.0,124.0,73.0,4.0,1.0,0.0,1.0,,,,,,,,,,,,,,,5.0,,,5.0,,,,,,,,,1.0,,,
52477,Nathan Baker,Defender,A Villa,7,England,2011-12,15.0,,0.0,,,11.0,2.0,,29.0,8.0,,1.0,6.0,44.0,2.0,108.0,,2.0,28.0,1.0,,550.0,,10.0,29.0,,11.0,60.0,7.0,,2.0,,3.0,58.0,12.0,5.0,17.0,,0.0,44.0,64.0,7.0,8.0,4.0,,24.0,12.0,,2.0,,16.0,18.0,0.0,106.0,2.0,,47.0,7.0,,9.0,18.0,1.0,6.0,4.0,9.0,209.0,2.0,,18.0,40.0,0.0,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
1764,Richard Dunne,Defender,A Villa,7,Ireland,2011-12,85.0,1.0,0.0,5.0,1.0,65.0,11.0,1.0,144.0,28.0,,2.0,28.0,241.0,2.0,932.0,,,85.0,6.0,1.0,2519.0,,24.0,146.0,2.0,85.0,600.0,32.0,,4.0,9.0,27.0,252.0,37.0,61.0,252.0,11.0,0.0,231.0,460.0,124.0,28.0,13.0,4.0,202.0,35.0,,2.0,11.0,146.0,61.0,0.0,902.0,7.0,4.0,269.0,52.0,9.0,23.0,164.0,33.0,57.0,91.0,56.0,1436.0,3.0,1.0,84.0,490.0,7.0,97.0,54.0,4.0,1.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,1.0,
13310,Stephen Warnock,Defender,A Villa,7,England,2011-12,115.0,15.0,0.0,1.0,2.0,81.0,8.0,1.0,222.0,35.0,2.0,11.0,34.0,313.0,63.0,1229.0,3.0,1.0,56.0,8.0,17.0,3056.0,,20.0,170.0,3.0,134.0,808.0,22.0,73.0,5.0,27.0,26.0,145.0,45.0,95.0,421.0,32.0,0.0,285.0,579.0,144.0,35.0,26.0,19.0,559.0,42.0,,75.0,27.0,229.0,36.0,0.0,1177.0,4.0,12.0,521.0,55.0,21.0,13.0,84.0,35.0,103.0,108.0,145.0,2134.0,232.0,3.0,56.0,374.0,6.0,91.0,64.0,4.0,2.0,1.0,1.0,,,,10.0,2.0,,2.0,7.0,,,,,,,,,,,,,,,1.0,3.0,2.0,,,,1.0,
