matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
919000,11.0,2017-11-04 15:00:00,36,Brighton,Away,150.0,16.0,1.0,2.0,1.0,5.0,,119.0,7.0,,1.0,4.0,4.0,33.0,267.0,,,9.0,27.0,23.0,1.0,1.0,,,,,,,,5.0,,,,,,,,8.0,11.0,1.0,3.0,2.0,,52.0,61.0,1.0,,1.0,2.0,14.0,1.0,11.0,,,7.0,8.0,3.0,,9.0,2.0,61.0,54.0,2.0,36.0,20.0,,,37.0,12.0,13.0,1.0,1.0,2.0,,158.0,1.0,,1.0,1.0,,15.0,,,1.0,1.0,,,,1.0,20.0,,10.0,10.0,1.0,1.0,80.0,84.0,36.0,8.0,,,3.0,2.0,338.0,,,7.0,,,75.0,49.0,27.0,,,,,,154.0,154.0,,33.0,22.0,43.9,,,,,14.0,0.0,,,,81.0,2.0,,2.0,,,2.0,,3.0,51.0,250.0,5.0,3.0,181.0,26.0,36.0,6.0,7.0,20.0,13.0,,82.0,16.0,210.0,1.0,,34.0,4.0,82.0,2.0,371.0,,0.0,5.0,17.0,,16.0,1.0,542.0,5.0,11.0,3.0,7.0,10.0,0.0
919005,12.0,2017-11-20 20:00:00,36,Brighton,Home,176.0,12.0,2.0,5.0,3.0,1.0,1.0,193.0,3.0,,8.0,5.0,13.0,32.0,364.0,,1.0,16.0,22.0,9.0,4.0,1.0,,,,,,,,7.0,,,,,,,1.0,9.0,10.0,3.0,4.0,5.0,,63.0,67.0,1.0,1.0,,4.0,15.0,,18.0,,1.0,6.0,12.0,4.0,,5.0,1.0,62.0,39.0,4.0,17.0,9.0,,2.0,67.0,13.0,5.0,1.0,2.0,1.0,,150.0,1.0,,1.0,1.0,,4.0,,,2.0,2.0,,,,1.0,9.0,,15.0,15.0,2.0,8.0,107.0,64.0,42.0,7.0,1.0,4.0,2.0,3.0,450.0,,,4.0,2.0,,76.0,58.0,28.0,,,,,,146.0,146.0,2.0,32.0,24.0,53.8,,,1.0,,15.0,0.0,,,,142.0,3.0,1.0,4.0,,,6.0,,3.0,74.0,354.0,6.0,6.0,199.0,38.0,17.0,16.0,6.0,23.0,17.0,,136.0,4.0,286.0,2.0,,11.0,14.0,62.0,3.0,462.0,,0.0,9.0,14.0,3.0,17.0,1.0,635.0,18.0,14.0,11.0,6.0,8.0,0.0
919017,13.0,2017-11-25 15:00:00,36,Brighton,Away,172.0,20.0,,4.0,4.0,4.0,1.0,143.0,3.0,,5.0,9.0,7.0,34.0,311.0,1.0,2.0,13.0,14.0,14.0,6.0,1.0,1.0,,,1.0,,,,7.0,,,,,,,1.0,5.0,8.0,8.0,4.0,4.0,,49.0,81.0,1.0,1.0,,6.0,14.0,3.0,18.0,,1.0,,9.0,5.0,,8.0,2.0,51.0,46.0,6.0,30.0,20.0,,,47.0,9.0,9.0,,3.0,3.0,,137.0,,,,,,8.0,,,,1.0,,,,,20.0,,14.0,14.0,1.0,5.0,104.0,68.0,35.0,5.0,,3.0,4.0,2.0,383.0,,,4.0,,1.0,59.0,46.0,21.0,,,,,,141.0,141.0,5.0,41.0,25.0,41.7,,,,1.0,14.0,0.0,,,,114.0,3.0,1.0,4.0,2.0,1.0,3.0,,3.0,70.0,302.0,7.0,7.0,204.0,32.0,30.0,7.0,,17.0,17.0,1.0,100.0,13.0,217.0,1.0,,30.0,9.0,74.0,1.0,404.0,1.0,0.0,8.0,18.0,2.0,17.0,2.0,595.0,19.0,20.0,5.0,,14.0,0.0
919025,14.0,2017-11-28 19:45:00,36,Brighton,Home,194.0,18.0,5.0,7.0,2.0,1.0,,147.0,3.0,,3.0,6.0,7.0,34.0,334.0,,,25.0,28.0,25.0,4.0,5.0,,,,,,,,5.0,,,,,,,,7.0,5.0,5.0,6.0,4.0,,58.0,72.0,,,,1.0,18.0,2.0,13.0,,1.0,10.0,12.0,6.0,,6.0,2.0,61.0,58.0,1.0,18.0,11.0,,,60.0,13.0,7.0,,1.0,1.0,,176.0,,,,,,10.0,,,,,,,,1.0,11.0,,8.0,8.0,,3.0,109.0,80.0,39.0,5.0,,3.0,6.0,4.0,434.0,,,1.0,,,77.0,59.0,34.0,,,,,,168.0,168.0,7.0,35.0,23.0,53.2,,,,,18.0,0.0,,,,109.0,2.0,2.0,4.0,1.0,,4.0,,3.0,72.0,326.0,4.0,9.0,227.0,40.0,18.0,11.0,10.0,29.0,19.0,,130.0,9.0,254.0,1.0,,21.0,7.0,76.0,5.0,452.0,,0.0,10.0,19.0,,28.0,2.0,636.0,18.0,11.0,8.0,10.0,10.0,0.0
919035,15.0,2017-12-02 15:00:00,36,Brighton,Home,246.0,22.0,,2.0,2.0,2.0,,154.0,6.0,,5.0,8.0,17.0,44.0,398.0,,,10.0,13.0,16.0,3.0,,,,,1.0,,,,3.0,1.0,,,,,,2.0,6.0,8.0,5.0,6.0,,,80.0,64.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0,,,2.0,7.0,3.0,,11.0,,46.0,46.0,1.0,15.0,10.0,,,65.0,8.0,6.0,1.0,2.0,1.0,,165.0,,,,,,7.0,,,,,,,,,10.0,,12.0,12.0,3.0,5.0,121.0,74.0,41.0,2.0,,2.0,1.0,2.0,466.0,,,2.0,2.0,1.0,85.0,51.0,20.0,,,,,1.0,133.0,133.0,4.0,31.0,21.0,42.8,,,,,9.0,0.0,,,,123.0,1.0,1.0,2.0,,,3.0,,3.0,70.0,378.0,3.0,3.0,269.0,43.0,15.0,12.0,2.0,13.0,11.0,,116.0,16.0,233.0,,,20.0,18.0,70.0,,489.0,,0.0,6.0,18.0,,12.0,1.0,626.0,8.0,10.0,6.0,2.0,13.0,0.0
919045,16.0,2017-12-09 15:00:00,36,Brighton,Away,150.0,17.0,,,,1.0,,117.0,3.0,,4.0,9.0,6.0,28.0,267.0,,,23.0,35.0,22.0,3.0,1.0,,,,,,,,6.0,,,,,,,1.0,4.0,12.0,7.0,2.0,5.0,,64.0,71.0,,,,4.0,23.0,3.0,6.0,,,1.0,6.0,3.0,,15.0,1.0,74.0,50.0,4.0,24.0,11.0,1.0,1.0,58.0,10.0,6.0,,1.0,1.0,,188.0,,,,,,11.0,,,,1.0,,,,,11.0,,13.0,13.0,1.0,4.0,76.0,97.0,50.0,8.0,,1.0,3.0,2.0,369.0,,,5.0,1.0,,42.0,65.0,18.0,,,,,,183.0,183.0,1.0,37.0,23.0,41.6,,,,1.0,23.0,0.0,,,,63.0,3.0,1.0,4.0,,,2.0,,3.0,48.0,259.0,13.0,4.0,195.0,32.0,24.0,13.0,1.0,11.0,10.0,,90.0,9.0,207.0,1.0,,40.0,8.0,80.0,5.0,391.0,,0.0,7.0,17.0,,29.0,0.0,598.0,11.0,13.0,5.0,1.0,12.0,0.0
919062,17.0,2017-12-13 20:00:00,36,Brighton,Away,102.0,12.0,2.0,4.0,2.0,3.0,,63.0,1.0,,3.0,4.0,7.0,22.0,161.0,,,12.0,20.0,20.0,5.0,1.0,,,,,,,,5.0,,,,,,,,3.0,14.0,11.0,5.0,2.0,,42.0,55.0,,,,4.0,12.0,1.0,11.0,1.0,,2.0,5.0,1.0,,10.0,4.0,56.0,43.0,4.0,37.0,28.0,,,43.0,10.0,5.0,,,,,117.0,,,,,,10.0,,,,,,,,,28.0,,17.0,17.0,1.0,3.0,44.0,54.0,21.0,10.0,,2.0,4.0,4.0,221.0,,,11.0,1.0,,31.0,46.0,13.0,,,,,,130.0,130.0,,29.0,17.0,24.9,,,,,12.0,0.0,,,,45.0,2.0,4.0,5.0,,,2.0,,3.0,30.0,151.0,4.0,6.0,134.0,26.0,37.0,10.0,2.0,8.0,6.0,,61.0,11.0,122.0,,,16.0,8.0,61.0,1.0,248.0,1.0,0.0,7.0,13.0,,20.0,1.0,427.0,12.0,14.0,5.0,2.0,9.0,0.0
919065,18.0,2017-12-16 15:00:00,36,Brighton,Home,206.0,19.0,1.0,3.0,2.0,7.0,,172.0,1.0,,2.0,12.0,13.0,40.0,375.0,,,28.0,36.0,32.0,7.0,1.0,,,,,,,,8.0,,1.0,,,,1.0,1.0,4.0,8.0,3.0,8.0,4.0,,73.0,79.0,1.0,2.0,,1.0,22.0,4.0,11.0,1.0,1.0,8.0,19.0,6.0,,6.0,3.0,67.0,63.0,1.0,37.0,30.0,,,56.0,13.0,13.0,,4.0,3.0,,192.0,,,,,,4.0,,,,2.0,,,,1.0,30.0,1.0,9.0,9.0,2.0,2.0,107.0,82.0,39.0,2.0,,4.0,4.0,2.0,455.0,,,5.0,,,70.0,87.0,41.0,,,,,1.0,167.0,167.0,2.0,36.0,32.0,57.8,1.0,,,,22.0,0.0,,,,103.0,6.0,1.0,6.0,1.0,,6.0,1.0,3.0,86.0,365.0,8.0,8.0,231.0,40.0,37.0,15.0,8.0,36.0,28.0,,124.0,17.0,280.0,2.0,,34.0,15.0,81.0,2.0,475.0,,0.0,12.0,11.0,,33.0,4.0,695.0,19.0,15.0,9.0,8.0,8.0,0.0
919074,19.0,2017-12-23 15:00:00,36,Brighton,Home,161.0,20.0,5.0,8.0,3.0,9.0,,175.0,5.0,,4.0,8.0,9.0,38.0,328.0,,1.0,17.0,25.0,38.0,8.0,4.0,,,,,,,,10.0,,,,,,,,4.0,7.0,5.0,8.0,6.0,,60.0,74.0,3.0,3.0,,4.0,16.0,3.0,13.0,,1.0,6.0,13.0,2.0,,6.0,,65.0,79.0,4.0,18.0,10.0,,1.0,64.0,8.0,10.0,1.0,,,,184.0,1.0,,,1.0,,8.0,,,1.0,1.0,,,,,10.0,,12.0,12.0,,4.0,94.0,80.0,49.0,4.0,,7.0,6.0,3.0,402.0,,,5.0,3.0,,97.0,59.0,26.0,,,,,,163.0,163.0,5.0,22.0,37.0,51.7,,,,1.0,16.0,0.0,,,,88.0,1.0,,1.0,,,8.0,,3.0,87.0,314.0,8.0,13.0,186.0,37.0,18.0,32.0,6.0,21.0,15.0,,132.0,19.0,261.0,2.0,,29.0,10.0,72.0,6.0,426.0,,0.0,14.0,14.0,2.0,22.0,0.0,641.0,29.0,19.0,19.0,6.0,11.0,0.0
919084,20.0,2017-12-26 15:00:00,36,Brighton,Away,164.0,11.0,,3.0,3.0,3.0,1.0,103.0,7.0,,3.0,11.0,7.0,45.0,264.0,,,7.0,10.0,21.0,5.0,1.0,,,1.0,,,,,5.0,,,,,,,2.0,8.0,13.0,12.0,5.0,3.0,,58.0,55.0,,,,2.0,8.0,3.0,13.0,1.0,,1.0,3.0,3.0,,7.0,3.0,43.0,47.0,2.0,32.0,20.0,,,45.0,8.0,7.0,,2.0,1.0,1.0,126.0,,,,,,12.0,,,,,,,,,20.0,,17.0,17.0,2.0,3.0,73.0,62.0,33.0,13.0,,4.0,2.0,1.0,318.0,,,8.0,3.0,,49.0,51.0,18.0,,,,,,116.0,116.0,2.0,31.0,13.0,32.9,,,,,8.0,0.0,,,,84.0,4.0,2.0,5.0,,,4.0,1.0,3.0,56.0,247.0,4.0,6.0,185.0,22.0,32.0,11.0,1.0,8.0,7.0,,90.0,10.0,164.0,,,23.0,7.0,72.0,2.0,341.0,,0.0,8.0,13.0,,14.0,1.0,501.0,7.0,10.0,6.0,1.0,9.0,0.0
