playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goals,rightFootGoals,leftFootGoals,headedGoals,cornersTakenInclShortCorners,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,unsuccessfulCornersIntoBox,successfulCornersIntoBox,penaltiesConceded,ownGoalScored,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals
17349,Aaron Lennon,Midfielder,Burnley,90,England,2017-18,127.0,7.0,1.2717,0.0,7.0,5.0,0.7815,37.0,7.0,120.0,29.0,2.0,18.0,2.0,22.0,140.0,31.0,468.0,1.0,2.0,7.0,31.0,1.0,1.0,7.0,3.0,1916.0,3.0,3.0,19.0,81.0,5.0,65.0,69.0,320.0,46.0,3.0,16.5737,9.0,2.0,16.0,30.0,3.0,108.0,52.0,20.0,208.0,27.0,152.0,82.0,29.0,1.0,13.0,22.0,229.0,25.0,31.0,3.0,177.0,12.0,0.0,466.0,2.0,15.0,254.0,24.0,15.0,6.0,127.0,21.0,19.0,8.0,137.0,797.0,13.0,14.0,1.0,2.0,13.0,106.0,19.0,1.0,0.5866,2.0,20.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234483,Aiden O'Neill,Midfielder,Burnley,90,Australia,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60551,Ashley Westwood,Midfielder,Burnley,90,England,2017-18,39.0,2.0,0.6653,0.0,5.0,1.0,0.0189,13.0,3.0,58.0,19.0,1.0,9.0,,12.0,110.0,9.0,599.0,,2.0,7.0,15.0,1.0,1.0,3.0,,1107.0,,,5.0,34.0,1.0,11.0,24.0,425.0,7.0,,19.4773,7.0,6.0,16.0,17.0,3.0,34.0,167.0,10.0,73.0,8.0,199.0,84.0,19.0,1.0,3.0,2.0,254.0,16.0,10.0,3.0,58.0,10.0,0.0,589.0,2.0,,136.0,10.0,2.0,9.0,143.0,13.0,19.0,64.0,90.0,727.0,,2.0,,2.0,23.0,238.0,9.0,,0.6416,2.0,52.0,18.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
15982,Dean Marney,Midfielder,Burnley,90,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Burnley,90,England,2017-18,,,0.0007,0.0,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,0.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168566,Georges-Kévin N'Koudou,Midfielder,Burnley,90,Cameroon,2017-18,32.0,1.0,0.2027,0.0,1.0,,,7.0,3.0,15.0,9.0,,8.0,,2.0,17.0,8.0,83.0,,,7.0,1.0,,,1.0,,225.0,,,1.0,20.0,,9.0,20.0,62.0,11.0,,2.3471,1.0,,1.0,2.0,1.0,31.0,27.0,7.0,52.0,4.0,17.0,21.0,9.0,,1.0,9.0,43.0,2.0,12.0,1.0,51.0,,0.0,79.0,3.0,5.0,60.0,6.0,6.0,,6.0,4.0,1.0,4.0,33.0,164.0,,2.0,,,1.0,24.0,4.0,,0.1481,1.0,2.0,5.0,,,,,,6.0,,,,,4.0,,,,,,,,,,,,,,,,,,,
83314,Jeff Hendrick,Midfielder,Burnley,90,Ireland,2017-18,132.0,4.0,1.5845,0.0,10.0,6.0,0.8048,16.0,15.0,127.0,34.0,2.0,52.0,,29.0,152.0,19.0,802.0,16.0,4.0,5.0,73.0,2.0,2.0,4.0,2.0,2340.0,2.0,6.0,58.0,73.0,2.0,31.0,58.0,630.0,48.0,,33.7302,24.0,5.0,20.0,28.0,6.0,74.0,187.0,18.0,205.0,9.0,199.0,113.0,34.0,2.0,6.0,8.0,347.0,26.0,19.0,6.0,132.0,15.0,0.0,759.0,9.0,11.0,262.0,10.0,24.0,2.0,180.0,19.0,8.0,20.0,236.0,1075.0,2.0,16.0,,4.0,9.0,307.0,11.0,1.0,2.0217,1.0,25.0,27.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90517,Robert Brady,Midfielder,Burnley,90,Ireland,2017-18,81.0,7.0,2.5852,0.0,11.0,6.0,1.3778,32.0,13.0,102.0,15.0,2.0,24.0,,15.0,145.0,38.0,454.0,3.0,8.0,,21.0,6.0,3.0,39.0,2.0,1279.0,2.0,3.0,12.0,68.0,,36.0,59.0,278.0,21.0,,19.3864,24.0,2.0,25.0,12.0,3.0,69.0,112.0,11.0,149.0,14.0,168.0,74.0,15.0,3.0,11.0,9.0,258.0,12.0,84.0,3.0,128.0,9.0,0.0,424.0,7.0,18.0,287.0,21.0,16.0,3.0,74.0,20.0,7.0,31.0,100.0,794.0,6.0,2.0,1.0,8.0,17.0,90.0,13.0,,1.2034,3.0,43.0,26.0,4.0,1.0,1.0,,,67.0,0.5286,5.0,5.0,,36.0,28.0,,,,,,,,,,,,,,,,,,
39158,Scott Arfield,Midfielder,Burnley,90,Canada,2017-18,101.0,1.0,0.4061,0.0,8.0,7.0,1.718,36.0,10.0,94.0,18.0,1.0,17.0,,15.0,109.0,6.0,353.0,1.0,6.0,3.0,43.0,5.0,1.0,2.0,4.0,1335.0,4.0,2.0,31.0,75.0,1.0,37.0,63.0,241.0,31.0,,20.2378,6.0,,20.0,15.0,2.0,70.0,94.0,14.0,176.0,21.0,115.0,83.0,18.0,1.0,10.0,12.0,142.0,14.0,6.0,2.0,133.0,12.0,0.0,350.0,3.0,7.0,178.0,26.0,14.0,1.0,51.0,21.0,11.0,3.0,93.0,578.0,1.0,6.0,1.0,6.0,7.0,104.0,8.0,1.0,1.4381,3.0,15.0,21.0,1.0,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
39847,Steven Defour,Midfielder,Burnley,90,Belgium,2017-18,70.0,10.0,1.4674,0.0,5.0,7.0,1.1538,33.0,14.0,100.0,24.0,1.0,15.0,,24.0,165.0,23.0,1016.0,,4.0,,18.0,6.0,6.0,10.0,,2008.0,,,13.0,58.0,,39.0,53.0,783.0,6.0,,24.9964,18.0,4.0,18.0,17.0,1.0,57.0,269.0,7.0,128.0,28.0,350.0,156.0,24.0,6.0,11.0,3.0,437.0,17.0,25.0,1.0,110.0,5.0,0.0,1005.0,7.0,7.0,232.0,22.0,13.0,7.0,256.0,13.0,46.0,68.0,141.0,1301.0,4.0,12.0,,4.0,32.0,424.0,7.0,1.0,0.7396,6.0,65.0,41.0,2.0,1.0,1.0,,,2.0,0.2854,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,1.0
