playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesConceded,successfulLaunches,unsuccessfulLaunches,offsides,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,penaltiesTaken,headedGoals,penaltyGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,clearancesOffTheLine,penaltiesSaved,penaltiesFaced,savesFromPenalty,penaltyGoalsConceded,otherGoals,secondGoalAssists,setPiecesGoals,redCards2ndYellow,ownGoalScored,awayGoals,winningGoal,homeGoals,timesTackled
153133,Alex Iwobi,Forward,Arsenal,3,Nigeria,2017-18,84.0,2.0,3.6148,0.0,11.0,23.0,6.4689,19.0,34.0,12.0,133.0,26.0,5.0,52.0,,22.0,152.0,16.0,1137.0,3.0,4.0,4.0,17.0,1.0,7.0,3.0,13.0,1843.0,13.0,3.0,14.0,70.0,1.0,45.0,67.0,957.0,82.0,2.0,24.6122,31.0,8.0,26.0,7.0,70.0,286.0,12.0,154.0,18.0,267.0,110.0,26.0,7.0,2.0,4.0,1.0,16.0,710.0,25.0,17.0,7.0,137.0,3.0,0.0,1133.0,11.0,15.0,270.0,15.0,36.0,1.0,364.0,11.0,7.0,28.0,220.0,1437.0,9.0,17.0,1.0,4.0,278.0,4.0,1.0,3.859,1.0,19.0,24.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59966,Alexandre Lacazette,Forward,Arsenal,3,France,2017-18,173.0,4.0,3.9765,0.0,17.0,35.0,15.9557,24.0,51.0,9.0,160.0,32.0,4.0,78.0,1.0,26.0,169.0,12.0,723.0,14.0,2.0,6.0,90.0,1.0,3.0,4.0,18.0,2211.0,18.0,14.0,61.0,114.0,2.0,37.0,85.0,546.0,197.0,,24.8891,32.0,4.0,28.0,15.0,112.0,175.0,28.0,287.0,16.0,154.0,53.0,32.0,3.0,10.0,7.0,2.0,12.0,404.0,26.0,12.0,15.0,197.0,29.0,0.0,675.0,16.0,24.0,317.0,17.0,33.0,3.0,175.0,28.0,7.0,8.0,219.0,1094.0,,16.0,2.0,2.0,154.0,13.0,,13.6885,1.0,9.0,19.0,,,,23.0,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50175,Danny Welbeck,Forward,Arsenal,3,England,2017-18,86.0,,1.1151,0.0,8.0,13.0,4.8759,20.0,24.0,2.0,76.0,28.0,2.0,24.0,,12.0,79.0,2.0,392.0,5.0,3.0,16.0,57.0,,3.0,,5.0,1185.0,5.0,2.0,33.0,77.0,,28.0,53.0,312.0,63.0,,17.2739,11.0,12.0,21.0,5.0,53.0,129.0,20.0,163.0,21.0,68.0,38.0,28.0,3.0,2.0,7.0,1.0,9.0,235.0,21.0,2.0,5.0,106.0,24.0,0.0,388.0,11.0,7.0,150.0,13.0,14.0,1.0,83.0,13.0,11.0,1.0,112.0,610.0,2.0,7.0,1.0,3.0,78.0,6.0,2.0,5.5955,1.0,3.0,7.0,,,1.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205533,Eddie Nketiah,Forward,Arsenal,3,England,2017-18,2.0,,0.014,0.0,,1.0,0.0223,1.0,1.0,,1.0,3.0,,1.0,,,1.0,,7.0,,,3.0,,,,,1.0,17.0,1.0,,,1.0,,,1.0,6.0,1.0,,0.8179,,,1.0,,2.0,1.0,,3.0,,1.0,2.0,3.0,,,,,,5.0,1.0,,,3.0,,0.0,7.0,,,3.0,1.0,,,2.0,1.0,,,3.0,12.0,,,,,1.0,1.0,,0.064,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54694,Pierre-Emerick Aubameyang,Forward,Arsenal,3,Gabon,2017-18,50.0,2.0,1.3345,0.0,7.0,19.0,9.9232,5.0,24.0,1.0,89.0,13.0,4.0,34.0,,12.0,97.0,14.0,317.0,10.0,2.0,1.0,36.0,3.0,,2.0,9.0,1058.0,9.0,5.0,28.0,32.0,,27.0,24.0,215.0,66.0,,15.0841,9.0,7.0,15.0,5.0,22.0,108.0,8.0,82.0,13.0,54.0,29.0,13.0,,7.0,1.0,3.0,3.0,141.0,15.0,14.0,5.0,46.0,8.0,0.0,296.0,5.0,10.0,141.0,4.0,11.0,1.0,52.0,1.0,3.0,5.0,103.0,455.0,3.0,2.0,,2.0,81.0,1.0,,8.6904,0.0,8.0,26.0,,1.0,3.0,10.0,,,2.0,,1.0,,,,,,,,,,,,,0.0581,,1.0,1.0,,,,,,,,,,,,,,
200641,Reiss Nelson,Forward,Arsenal,3,England,2017-18,3.0,,0.0806,0.0,,,,4.0,2.0,,5.0,3.0,,8.0,,2.0,6.0,1.0,79.0,,,1.0,1.0,,,,,146.0,,,,8.0,,4.0,7.0,72.0,4.0,,2.8087,1.0,,3.0,,3.0,21.0,2.0,11.0,4.0,16.0,10.0,3.0,,,1.0,,2.0,55.0,3.0,1.0,,10.0,1.0,0.0,79.0,2.0,,16.0,3.0,1.0,,23.0,,3.0,1.0,19.0,107.0,,2.0,,,18.0,,,0.0938,0.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88498,Benik Afobe,Forward,Bournemouth,91,DR Congo,2017-18,57.0,1.0,0.136,0.0,4.0,3.0,1.274,4.0,4.0,,40.0,17.0,,23.0,1.0,5.0,40.0,1.0,152.0,,,12.0,62.0,,,1.0,3.0,533.0,3.0,1.0,38.0,46.0,1.0,6.0,22.0,112.0,30.0,,11.4495,2.0,6.0,13.0,4.0,19.0,27.0,13.0,103.0,4.0,25.0,17.0,17.0,,,1.0,,2.0,72.0,12.0,1.0,4.0,41.0,24.0,0.0,140.0,1.0,8.0,79.0,3.0,7.0,,35.0,9.0,,,65.0,246.0,,5.0,,,41.0,3.0,2.0,1.7487,0.0,,8.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75115,Callum Wilson,Forward,Bournemouth,91,England,2017-18,200.0,3.0,1.1895,0.0,13.0,19.0,5.1826,9.0,40.0,3.0,109.0,28.0,2.0,36.0,,23.0,116.0,12.0,393.0,8.0,4.0,5.0,101.0,1.0,1.0,3.0,10.0,1987.0,10.0,11.0,80.0,82.0,3.0,33.0,61.0,272.0,116.0,,29.7718,17.0,15.0,33.0,9.0,120.0,114.0,35.0,282.0,12.0,92.0,64.0,28.0,1.0,4.0,4.0,2.0,26.0,208.0,30.0,12.0,9.0,181.0,21.0,0.0,365.0,21.0,25.0,269.0,5.0,17.0,3.0,75.0,37.0,3.0,5.0,112.0,729.0,5.0,14.0,,4.0,72.0,7.0,2.0,7.6105,0.0,7.0,24.0,,,1.0,20.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,
7958,Jermain Defoe,Forward,Bournemouth,91,England,2017-18,59.0,,1.0321,0.0,4.0,15.0,5.291,12.0,23.0,1.0,33.0,24.0,1.0,10.0,,11.0,34.0,5.0,131.0,4.0,,13.0,20.0,,1.0,,10.0,1083.0,10.0,1.0,18.0,25.0,5.0,15.0,23.0,96.0,62.0,,21.5578,12.0,,21.0,4.0,41.0,44.0,8.0,84.0,10.0,24.0,21.0,24.0,1.0,4.0,3.0,,10.0,70.0,16.0,5.0,4.0,64.0,2.0,0.0,112.0,8.0,12.0,89.0,9.0,3.0,,32.0,12.0,4.0,1.0,31.0,260.0,1.0,9.0,3.0,,27.0,4.0,4.0,3.5542,1.0,1.0,7.0,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
78007,Joshua King,Forward,Bournemouth,91,Norway,2017-18,314.0,10.0,3.5607,0.0,15.0,21.0,7.4056,36.0,36.0,5.0,173.0,33.0,3.0,54.0,1.0,27.0,187.0,24.0,689.0,8.0,4.0,6.0,150.0,3.0,5.0,10.0,8.0,2453.0,8.0,8.0,82.0,221.0,5.0,53.0,153.0,488.0,140.0,1.0,37.6535,35.0,14.0,39.0,11.0,232.0,190.0,56.0,535.0,20.0,186.0,132.0,33.0,5.0,6.0,10.0,2.0,81.0,351.0,34.0,24.0,11.0,385.0,68.0,0.0,658.0,15.0,24.0,485.0,26.0,62.0,3.0,127.0,45.0,4.0,14.0,186.0,1291.0,2.0,9.0,1.0,4.0,161.0,17.0,,6.6105,3.0,14.0,25.0,,1.0,1.0,4.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
