playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,expectedGoalsFreekick,successfulLayoffs,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,penaltyGoals,shotsBlockedOutsideBox,penaltiesConceded,setPiecesGoals,leftFootGoals,secondGoalAssists,foulWonPenalty,clearancesOffTheLine,gkUnsuccessfulDistribution,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,drops,gkSuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,ownGoalScored,goalkeeperSmother,redCards2ndYellow
85242,Conor Hourihane,Midfielder,A Villa,7,Ireland,2019-20,48.0,4.0,4.3126,0.0,13.0,10.0,2.5092,16.0,16.0,80.0,27.0,5.0,18.0,106.0,33.0,610.0,3.0,4.0,1.0,9.0,22.0,1.0,28.0,1538.0,9.0,53.0,4.0,32.0,40.0,484.0,28.0,1.0,2.0,20.7354,33.0,3.0,26.0,29.0,6.0,39.0,149.0,21.0,2.0,101.0,15.0,2.0,190.0,72.0,27.0,6.0,3.0,354.0,25.0,,84.0,11.0,6.0,79.0,13.0,0.0,533.0,6.0,21.0,214.0,10.0,4.0,4.0,165.0,14.0,9.0,20.0,106.0,908.0,14.0,14.0,10.0,178.0,5.0,1.7265,4.0,26.0,20.0,1.0,7.0,2.0,2.0,16.0,,6.0,6.0,25.0,1.0,,0.4245,7.0,55.0,5.0,,,5.0,,7.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
61603,Danny Drinkwater,Midfielder,A Villa,7,England,2019-20,36.0,,0.0125,0.0,,,,7.0,2.0,29.0,5.0,,5.0,40.0,1.0,192.0,,,,,6.0,,,322.0,6.0,9.0,1.0,11.0,9.0,142.0,2.0,,,3.0344,1.0,1.0,5.0,11.0,,30.0,46.0,1.0,,45.0,5.0,,60.0,36.0,5.0,3.0,3.0,68.0,10.0,,1.0,,,39.0,,0.0,184.0,2.0,1.0,51.0,4.0,1.0,,50.0,8.0,6.0,10.0,36.0,238.0,,5.0,4.0,84.0,7.0,,1.0,11.0,10.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230046,Douglas Luiz,Midfielder,A Villa,7,Brazil,2019-20,161.0,5.0,1.5853,0.0,16.0,12.0,2.8997,47.0,22.0,148.0,36.0,2.0,28.0,210.0,17.0,1207.0,3.0,,1.0,8.0,66.0,6.0,6.0,2608.0,36.0,148.0,9.0,38.0,118.0,905.0,29.0,1.0,4.0,40.3385,15.0,3.0,47.0,51.0,4.0,125.0,333.0,36.0,0.0,309.0,27.0,2.0,327.0,205.0,36.0,22.0,10.0,513.0,42.0,,18.0,31.0,4.0,243.0,30.0,0.0,1150.0,10.0,12.0,305.0,25.0,35.0,15.0,361.0,51.0,36.0,92.0,186.0,1659.0,6.0,4.0,20.0,490.0,28.0,2.5684,8.0,62.0,54.0,4.0,12.0,5.0,5.0,,2.0,3.0,3.0,1.0,,2.0,0.2081,21.0,3.0,4.0,3.0,,4.0,,12.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,
40564,Henri Lansbury,Midfielder,A Villa,7,England,2019-20,15.0,,0.1643,0.0,,,,6.0,2.0,16.0,10.0,,2.0,18.0,1.0,82.0,,,0.0,8.0,8.0,,,191.0,6.0,9.0,,4.0,7.0,57.0,4.0,,1.0,4.9242,2.0,,2.0,6.0,,9.0,21.0,1.0,0.0,24.0,4.0,0.0,28.0,10.0,10.0,4.0,,31.0,6.0,,1.0,,,16.0,2.0,0.0,78.0,2.0,,26.0,2.0,,,18.0,4.0,,7.0,15.0,111.0,,2.0,1.0,33.0,2.0,0.0787,0.0,2.0,3.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223349,Indiana Vassilev,Midfielder,A Villa,7,United States,2019-20,2.0,,0.0122,0.0,,,,,1.0,4.0,4.0,,,4.0,,11.0,,2.0,0.0,4.0,,,,47.0,,2.0,,1.0,2.0,7.0,3.0,,,1.2441,,,,1.0,,2.0,5.0,1.0,0.0,4.0,,0.0,2.0,1.0,4.0,,,7.0,1.0,,,2.0,,4.0,,0.0,11.0,1.0,,7.0,,1.0,,2.0,,,,2.0,19.0,1.0,,,,,0.0329,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,A Villa,7,England,2019-20,182.0,9.0,6.4795,0.0,18.0,23.0,6.7278,29.0,55.0,175.0,36.0,5.0,36.0,206.0,43.0,1370.0,8.0,4.0,5.0,,49.0,7.0,28.0,3234.0,27.0,289.0,10.0,64.0,267.0,1082.0,138.0,2.0,5.0,48.449,85.0,,10.0,63.0,9.0,155.0,514.0,167.0,1.0,471.0,22.0,3.0,389.0,188.0,36.0,10.0,44.0,820.0,53.0,,113.0,103.0,9.0,422.0,22.0,0.0,1273.0,32.0,37.0,519.0,19.0,73.0,12.0,168.0,34.0,22.0,82.0,299.0,2224.0,27.0,1.0,11.0,372.0,18.0,6.8298,8.0,31.0,40.0,2.0,9.0,8.0,8.0,16.0,5.0,1.0,1.0,46.0,2.0,1.0,0.0644,17.0,77.0,7.0,1.0,1.0,7.0,,9.0,,,3.0,,,,,,,,,,,,,,,,,,,
122806,John McGinn,Midfielder,A Villa,7,Scotland,2019-20,176.0,7.0,2.4008,0.0,12.0,20.0,3.6262,53.0,43.0,104.0,28.0,3.0,27.0,133.0,29.0,715.0,3.0,,2.0,1.0,50.0,4.0,14.0,2316.0,31.0,191.0,8.0,47.0,172.0,500.0,65.0,,3.0,31.5643,34.0,4.0,15.0,41.0,2.0,145.0,140.0,66.0,0.0,367.0,25.0,1.0,195.0,151.0,28.0,18.0,19.0,390.0,33.0,,52.0,68.0,2.0,317.0,19.0,0.0,664.0,23.0,16.0,314.0,35.0,53.0,1.0,280.0,37.0,24.0,82.0,100.0,1266.0,4.0,6.0,5.0,206.0,24.0,3.6595,3.0,29.0,21.0,3.0,10.0,7.0,7.0,5.0,,1.0,1.0,16.0,2.0,2.0,0.0823,9.0,24.0,10.0,1.0,,10.0,,10.0,,,3.0,,,,,,,,,,,,,,,,,,,
89274,Jota,Midfielder,A Villa,7,Spain,2019-20,25.0,,0.6085,0.0,4.0,1.0,0.0299,3.0,2.0,15.0,10.0,1.0,4.0,20.0,1.0,93.0,,,0.0,6.0,3.0,,,332.0,2.0,13.0,2.0,4.0,12.0,67.0,8.0,,,6.3719,3.0,1.0,5.0,5.0,2.0,23.0,8.0,2.0,0.0,38.0,1.0,0.0,36.0,26.0,10.0,2.0,1.0,54.0,3.0,,2.0,14.0,2.0,35.0,1.0,0.0,91.0,1.0,1.0,48.0,1.0,7.0,,29.0,6.0,3.0,6.0,20.0,157.0,2.0,4.0,4.0,19.0,3.0,0.301,0.0,5.0,5.0,2.0,2.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
184704,Marvelous Nakamba,Midfielder,A Villa,7,Zimbabwe,2019-20,109.0,,0.4948,0.0,,1.0,0.2288,55.0,7.0,91.0,29.0,,19.0,124.0,4.0,783.0,,,0.0,10.0,52.0,,,1835.0,29.0,115.0,4.0,49.0,92.0,635.0,2.0,1.0,2.0,28.4355,12.0,2.0,32.0,37.0,,80.0,205.0,24.0,0.0,224.0,39.0,0.0,216.0,155.0,29.0,27.0,5.0,300.0,33.0,,4.0,15.0,,172.0,23.0,0.0,764.0,6.0,,173.0,28.0,14.0,11.0,261.0,26.0,39.0,24.0,101.0,1108.0,4.0,9.0,23.0,359.0,19.0,0.1737,5.0,33.0,51.0,,,,,,,,,,,2.0,,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
148508,Trézéguet,Midfielder,A Villa,7,Egypt,2019-20,166.0,7.0,1.2169,1.0,22.0,17.0,4.1946,38.0,28.0,77.0,34.0,1.0,20.0,91.0,51.0,364.0,6.0,6.0,2.0,14.0,73.0,1.0,11.0,1950.0,44.0,128.0,6.0,38.0,99.0,264.0,79.0,1.0,3.0,25.6927,20.0,1.0,14.0,28.0,15.0,122.0,72.0,32.0,2.0,294.0,21.0,4.0,96.0,79.0,34.0,22.0,34.0,217.0,22.0,,56.0,54.0,15.0,221.0,29.0,0.0,358.0,11.0,18.0,291.0,16.0,30.0,2.0,96.0,35.0,25.0,9.0,100.0,847.0,7.0,14.0,6.0,67.0,17.0,4.7413,2.0,14.0,19.0,,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,0.2242,6.0,11.0,4.0,1.0,,4.0,,7.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0
