playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,goals,awayGoals,homeGoals,rightFootGoals,attemptsFromSetPieces,handballsConceded,cornersTakenInclShortCorners,successfulCornersIntoBox,penaltiesTaken,leftFootGoals,unsuccessfulCornersIntoBox,penaltyGoals,punches,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,lastPlayerTackle,clearancesOffTheLine,hitWoodwork,foulWonPenalty,headedGoals,secondGoalAssists,ownGoalScored,drops
59013,Barry Bannan,Midfielder,A Villa,7,Scotland,2011-12,39.0,8.0,0.0,3.0,6.0,24.0,21.0,4.0,91.0,28.0,2.0,12.0,10.0,128.0,30.0,535.0,,18.0,6.0,2.0,35.0,1247.0,,6.0,34.0,1.0,34.0,354.0,12.0,,2.0,36.0,6.0,12.0,20.0,33.0,85.0,4.0,0.0,73.0,189.0,69.0,28.0,4.0,3.0,277.0,19.0,,65.0,14.0,67.0,,0.0,518.0,15.0,13.0,226.0,20.0,6.0,3.0,174.0,6.0,22.0,53.0,87.0,800.0,9.0,5.0,18.0,165.0,2.0,37.0,24.0,6.0,1.0,1.0,0.0,,4.0,1.0,53.0,25.0,1.0,1.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,
18737,Charles N'Zogbia,Midfielder,A Villa,7,France,2011-12,202.0,19.0,0.0,19.0,17.0,42.0,34.0,7.0,156.0,30.0,4.0,40.0,24.0,172.0,62.0,697.0,1.0,6.0,26.0,2.0,38.0,2083.0,4.0,21.0,117.0,2.0,112.0,511.0,94.0,1.0,5.0,45.0,,7.0,25.0,181.0,164.0,32.0,0.0,319.0,177.0,143.0,30.0,8.0,85.0,442.0,23.0,,98.0,135.0,293.0,5.0,0.0,686.0,24.0,28.0,474.0,34.0,38.0,1.0,163.0,38.0,28.0,14.0,193.0,1282.0,4.0,12.0,8.0,121.0,4.0,16.0,33.0,10.0,2.0,1.0,1.0,,6.0,,51.0,19.0,,2.0,26.0,,,,,,,,,,,,,,,,,1.0,,,,,
49493,Chris Herd,Midfielder,A Villa,7,Australia,2011-12,78.0,4.0,1.0,3.0,2.0,42.0,11.0,2.0,147.0,19.0,,12.0,19.0,178.0,8.0,542.0,1.0,,48.0,4.0,4.0,1475.0,,21.0,98.0,1.0,71.0,337.0,18.0,9.0,2.0,6.0,6.0,43.0,18.0,57.0,116.0,17.0,0.0,176.0,253.0,78.0,19.0,10.0,8.0,230.0,17.0,,8.0,19.0,128.0,27.0,1.0,539.0,6.0,5.0,235.0,32.0,12.0,11.0,112.0,23.0,36.0,27.0,61.0,806.0,10.0,10.0,25.0,138.0,2.0,31.0,30.0,5.0,1.0,1.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
90590,Daniel Johnson,Midfielder,A Villa,7,Jamaica,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41823,Fabian Delph,Midfielder,A Villa,7,England,2011-12,47.0,1.0,0.0,4.0,1.0,23.0,3.0,,55.0,11.0,,5.0,10.0,72.0,6.0,384.0,,1.0,17.0,2.0,4.0,855.0,,11.0,59.0,1.0,53.0,299.0,2.0,,1.0,8.0,6.0,9.0,11.0,36.0,95.0,18.0,0.0,106.0,132.0,50.0,11.0,5.0,9.0,185.0,10.0,,7.0,19.0,89.0,6.0,0.0,384.0,3.0,2.0,113.0,18.0,12.0,2.0,82.0,6.0,15.0,13.0,75.0,529.0,1.0,5.0,12.0,131.0,3.0,17.0,11.0,,,,,,,,4.0,3.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
77800,Gary Gardner,Midfielder,A Villa,7,England,2011-12,40.0,2.0,0.0,4.0,1.0,11.0,12.0,,58.0,14.0,,1.0,5.0,75.0,5.0,257.0,,9.0,14.0,,2.0,605.0,,7.0,25.0,1.0,18.0,155.0,7.0,,1.0,1.0,1.0,10.0,15.0,33.0,72.0,5.0,0.0,65.0,92.0,27.0,14.0,1.0,7.0,102.0,14.0,,6.0,12.0,51.0,7.0,0.0,255.0,8.0,2.0,100.0,10.0,2.0,7.0,62.0,12.0,12.0,27.0,31.0,365.0,3.0,2.0,7.0,82.0,1.0,17.0,13.0,4.0,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,A Villa,7,England,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15154,Jean Makoun,Midfielder,A Villa,7,Cameroon,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51938,Marc Albrighton,Midfielder,A Villa,7,England,2011-12,99.0,25.0,0.0,8.0,11.0,41.0,14.0,2.0,86.0,26.0,2.0,15.0,15.0,129.0,99.0,452.0,1.0,11.0,18.0,3.0,37.0,1489.0,,14.0,80.0,1.0,76.0,307.0,30.0,1.0,3.0,21.0,9.0,18.0,22.0,85.0,84.0,18.0,0.0,179.0,155.0,114.0,26.0,13.0,31.0,267.0,21.0,,126.0,45.0,161.0,4.0,0.0,429.0,8.0,31.0,342.0,28.0,17.0,3.0,109.0,20.0,32.0,16.0,104.0,897.0,7.0,6.0,32.0,93.0,3.0,43.0,33.0,6.0,2.0,1.0,1.0,2.0,,2.0,57.0,12.0,,,26.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,
114042,Samir Carruthers,Midfielder,A Villa,7,Ireland,2011-12,5.0,,0.0,,,3.0,1.0,,2.0,3.0,,,,2.0,,14.0,,3.0,,,,20.0,,,5.0,,5.0,11.0,1.0,,,,,,1.0,5.0,6.0,1.0,0.0,10.0,5.0,3.0,3.0,1.0,1.0,10.0,1.0,,,2.0,10.0,,0.0,14.0,1.0,2.0,6.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,26.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
