playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,redCards2ndYellow,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,throughBalls,setPiecesGoals,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,throwInsToOppositionPlayer,oboxTarget,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,leftFootGoals,hitWoodwork,secondGoalAssists,lastPlayerTackle,penaltiesTaken,clearancesOffTheLine,penaltyGoals,foulWonPenalty,goalKicks,gkSuccessfulDistribution,penaltiesConceded,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
18892,Ashley Young,Defender,Everton,11,England,2024-25,72.0,15.0,2.91,1.0,3.0,3.0,,0.4994,58.0,3.0,101.0,32.0,3.0,4.0,19.0,195.0,41.0,737.0,1.0,,0.0,2.0,13.0,22.0,7.0,19.0,,1869.0,,,11.0,97.0,2.0,30.0,86.0,480.0,9.0,27.9049,23.0,10.0,56.0,22.0,1.0,61.0,53.0,22.0,1.0,169.0,10.0,1.0,395.0,75.0,32.0,1.0,25.0,9.0,290.0,20.0,,,56.0,10.0,1.0,147.0,11.0,1.0,714.0,,6.0,312.0,33.0,7.0,4.0,184.0,30.0,25.0,62.0,105.0,1238.0,4.0,2.0,41.0,271.0,24.0,1.0,0.2662,7.0,94.0,46.0,0.1452,3.0,1.0,15.0,2.0,3.0,33.0,2.0,3.0,3.0,11.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,
512462,Jake O'Brien,Defender,Everton,11,Ireland,2024-25,61.0,6.0,0.3226,0.0,2.0,3.0,1.0,1.7349,26.0,4.0,75.0,20.0,,1.0,17.0,113.0,12.0,605.0,2.0,3.0,1.0,,3.0,73.0,5.0,6.0,,1569.0,,,31.0,76.0,4.0,25.0,34.0,458.0,23.0,20.6418,6.0,8.0,89.0,17.0,2.0,30.0,49.0,5.0,0.0,137.0,13.0,1.0,255.0,52.0,20.0,,9.0,5.0,213.0,13.0,,2.0,12.0,10.0,2.0,64.0,42.0,0.0,584.0,1.0,5.0,164.0,17.0,4.0,4.0,217.0,13.0,4.0,34.0,84.0,916.0,1.0,,16.0,285.0,6.0,,0.7801,5.0,38.0,37.0,,,,,1.0,,21.0,1.0,,,,79.0,,,,,,1.0,,,16.0,16.0,,,,,,,,,,,,,,,
17761,James Tarkowski,Defender,Everton,11,England,2024-25,92.0,,2.3507,0.0,4.0,4.0,,0.8239,64.0,11.0,128.0,33.0,1.0,,33.0,235.0,1.0,1277.0,1.0,2.0,0.0,,,138.0,10.0,,3.0,2924.0,3.0,1.0,35.0,199.0,3.0,27.0,96.0,914.0,58.0,39.7479,15.0,16.0,209.0,38.0,4.0,57.0,205.0,28.0,0.0,291.0,15.0,1.0,485.0,98.0,33.0,1.0,24.0,2.0,309.0,35.0,,,1.0,9.0,4.0,153.0,103.0,0.0,1203.0,7.0,5.0,267.0,40.0,5.0,42.0,486.0,35.0,41.0,128.0,101.0,1771.0,2.0,,42.0,733.0,15.0,,1.3385,6.0,107.0,51.0,,2.0,,,,,,,,,,3.0,,2.0,,1.0,,1.0,,,28.0,28.0,1.0,,,,,,,,,,,,,,
480455,Jarrad Branthwaite,Defender,Everton,11,England,2024-25,68.0,,0.6035,0.0,3.0,3.0,,0.7272,36.0,7.0,100.0,30.0,1.0,1.0,28.0,203.0,5.0,1184.0,,1.0,,,2.0,105.0,8.0,,3.0,2510.0,3.0,,43.0,118.0,3.0,15.0,56.0,896.0,28.0,32.9358,2.0,19.0,188.0,28.0,3.0,25.0,380.0,18.0,0.0,186.0,8.0,,518.0,93.0,30.0,,16.0,2.0,356.0,25.0,,,5.0,6.0,3.0,81.0,62.0,0.0,1136.0,4.0,2.0,228.0,20.0,3.0,23.0,175.0,12.0,27.0,85.0,111.0,1558.0,1.0,,49.0,625.0,6.0,,1.2016,4.0,103.0,50.0,,1.0,,,,,,,,,,3.0,,,,4.0,,,,,10.0,10.0,,,,,,,,,,,,,,,
194164,Mason Holgate,Defender,Everton,11,Jamaica,2024-25,1.0,,,0.0,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,5.0,,,1.0,,,,,,,0.4745,,,,1.0,,,,,0.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,0.0,,,,1.0,,,,,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
106611,Michael Keane,Defender,Everton,11,England,2024-25,38.0,,0.0371,0.0,2.0,4.0,,1.7442,12.0,8.0,30.0,14.0,,,11.0,60.0,1.0,372.0,3.0,,2.0,1.0,3.0,46.0,3.0,,1.0,1046.0,1.0,,20.0,38.0,2.0,11.0,12.0,268.0,17.0,21.8594,2.0,6.0,65.0,20.0,1.0,18.0,131.0,,1.0,76.0,4.0,1.0,134.0,26.0,14.0,1.0,3.0,1.0,75.0,18.0,,1.0,1.0,3.0,1.0,30.0,26.0,0.0,364.0,4.0,2.0,70.0,9.0,,10.0,77.0,9.0,16.0,44.0,30.0,518.0,,1.0,23.0,237.0,5.0,1.0,0.618,5.0,30.0,23.0,,,,,,,,,,,,,1.0,1.0,,,,,,,4.0,4.0,,,,,,,,,,,,,,,
243571,Nathan Patterson,Defender,Everton,11,Scotland,2024-25,24.0,5.0,0.3796,0.0,,,,,11.0,1.0,13.0,10.0,1.0,,3.0,25.0,9.0,120.0,,,,,7.0,8.0,,5.0,,345.0,,,7.0,22.0,2.0,2.0,21.0,87.0,5.0,5.1777,3.0,2.0,5.0,6.0,,17.0,7.0,1.0,0.0,46.0,2.0,,40.0,12.0,10.0,,5.0,2.0,60.0,4.0,,,9.0,4.0,,38.0,1.0,0.0,120.0,1.0,1.0,54.0,6.0,9.0,,41.0,6.0,2.0,8.0,32.0,226.0,3.0,,8.0,40.0,5.0,,0.0728,1.0,12.0,5.0,,1.0,,,,,12.0,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
474907,Reece Welch,Defender,Everton,11,England,2024-25,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496178,Roman Dixon,Defender,Everton,11,England,2024-25,6.0,,0.0026,0.0,,,,,5.0,,5.0,1.0,,,1.0,7.0,,16.0,,,,,,3.0,,,,90.0,,,3.0,5.0,1.0,1.0,5.0,8.0,,2.5627,,,2.0,4.0,,3.0,,,0.0,11.0,1.0,,12.0,6.0,1.0,,,3.0,3.0,3.0,,,,3.0,,8.0,,0.0,16.0,,,13.0,5.0,,,3.0,,1.0,1.0,1.0,38.0,,,1.0,6.0,,,,0.0,2.0,3.0,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
59949,Séamus Coleman,Defender,Everton,11,Ireland,2024-25,4.0,,0.0304,0.0,,1.0,1.0,0.2459,3.0,1.0,9.0,5.0,,,3.0,17.0,4.0,74.0,,,,,2.0,3.0,,,1.0,215.0,1.0,,1.0,10.0,,4.0,8.0,49.0,4.0,4.2185,,1.0,7.0,4.0,,3.0,3.0,1.0,0.0,14.0,2.0,,46.0,7.0,5.0,,1.0,1.0,35.0,4.0,,,4.0,2.0,,11.0,2.0,0.0,74.0,,3.0,28.0,2.0,4.0,3.0,18.0,,1.0,8.0,7.0,127.0,2.0,,2.0,22.0,,,0.5696,1.0,8.0,3.0,,,,,,,2.0,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
