season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385498,1,4,Newcastle_United,Home,42209,67089,Martin Dúbravka,martin-dubravka,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,42699,56983,Matt Ritchie,matt-ritchie,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,,,,,,1.0,,,,,,,,1.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,1.0,0,,3.0,,,,
2022-23,10385498,1,4,Newcastle_United,Home,69256,77794,Kieran Trippier,kieran-trippier,D,False,4.0,,4.0,36.0,17.0,49.0,4.0,2.0,15.0,,,1.0,1.0,,,,5.0,3.0,,,0.122276,0.0404,0.0,,,,,,,4.0,2.0,,90.0,,,,,,,,28.0,,7.7,,,,1.0,,10.0,,5.0,,57.0,19.0,66.0,1,1.0,101.0,2.0,,,1.0
2022-23,10385498,1,4,Newcastle_United,Home,99090,78916,Dan Burn,dan-burn,D,False,,,2.0,3.0,25.0,28.0,1.0,2.0,6.0,,,,,,,,1.0,4.0,,,0.00170501,0.1507,0.3135,,,,,,,,1.0,,90.0,1.0,,,,,,,5.0,,7.6,,,3.0,5.0,,,,2.0,1.0,6.0,27.0,33.0,4,2.0,46.0,,,,1.0
2022-23,10385498,1,4,Newcastle_United,Home,101882,119471,Fabian Schär,fabian-schar,D,False,1.0,,3.0,12.0,26.0,37.0,3.0,4.0,8.0,,,1.0,,,,,3.0,8.0,,,0.0619454,0.0597,0.386,,,1.0,,,,3.0,1.0,,90.0,1.0,2.0,,,,,,16.0,,8.4,,,,4.0,,1.0,,9.0,,24.0,28.0,51.0,2,2.0,70.0,2.0,2.0,,
2022-23,10385498,1,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,5.0,,5.0,2.0,1.0,1.0,,2.0,,,,,,3.0,1.0,,,0.0722218,0.609,0.7639,1.0,,1.0,,,,,2.0,,89.0,2.0,,,,,,,5.0,,7.3,,,2.0,,,1.0,,1.0,1.0,8.0,,7.0,4,,16.0,2.0,,,
2022-23,10385498,1,4,Newcastle_United,Home,138261,90105,Ryan Fraser,ryan-fraser,M,True,,,,2.0,2.0,4.0,,,1.0,,,,,,,,,,,,0.00238821,0.0,0.0,,,,,,,,1.0,,9.0,,,,,,,,1.0,,6.6,,,,,,,,,,3.0,2.0,5.0,0,,5.0,,,,
2022-23,10385498,1,4,Newcastle_United,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,2.0,1.0,7.0,8.0,,,9.0,,,,,,,,,,,,0.00017713,0.0,0.0,,,,,1.0,,,,,90.0,,,,,,,,4.0,,6.9,,,,1.0,,,1.0,6.0,,5.0,7.0,12.0,0,,24.0,,,,
2022-23,10385498,1,4,Newcastle_United,Home,185995,106618,Paul Dummett,paul-dummett,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,333373,179018,Miguel Almirón,miguel-almiron,M,False,1.0,,,27.0,3.0,29.0,1.0,,5.0,,,,,,,,4.0,4.0,,,0.484813,0.1207,0.2763,1.0,,,,,1.0,,2.0,,81.0,1.0,,,,,,,13.0,,7.2,,,,1.0,3.0,1.0,,,,33.0,4.0,36.0,1,2.0,53.0,2.0,1.0,1.0,2.0
2022-23,10385498,1,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,29.0,5.0,34.0,,1.0,5.0,,,1.0,,,,2.0,4.0,5.0,,,0.240766,0.3478,0.0415,1.0,,,,,,1.0,1.0,,89.0,2.0,,,,,,,21.0,,7.5,,,1.0,,3.0,4.0,,,,46.0,5.0,47.0,4,,67.0,1.0,2.0,2.0,
2022-23,10385498,1,4,Newcastle_United,Home,368134,169359,Matt Targett,matt-targett,D,False,1.0,,1.0,24.0,18.0,41.0,,1.0,10.0,,,,1.0,,,,3.0,5.0,,,0.0859617,0.0,0.0,2.0,,,,,,,3.0,,90.0,,,,,,,,13.0,,7.5,,,,1.0,,4.0,,5.0,,33.0,21.0,50.0,0,3.0,65.0,,1.0,,3.0
2022-23,10385498,1,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385498,1,4,Newcastle_United,Home,560128,180974,Joelinton,joelinton,M,False,2.0,,3.0,38.0,12.0,48.0,3.0,1.0,5.0,,,,2.0,,,1.0,9.0,9.0,,,0.206254,0.2013,0.1097,2.0,1.0,,,,,2.0,3.0,,90.0,2.0,,,,,,,8.0,,7.9,,,1.0,,5.0,2.0,,3.0,,41.0,14.0,53.0,3,1.0,73.0,1.0,3.0,4.0,1.0
2022-23,10385498,1,4,Newcastle_United,Home,866191,180135,Sean Longstaff,sean-longstaff,M,True,,,,2.0,1.0,3.0,,,,1.0,,,,,,,,1.0,,,0.0575756,0.0,0.0,,,,,,,,1.0,,10.0,,,,,,,,2.0,,6.9,,,,,,,,2.0,,3.0,2.0,5.0,0,1.0,6.0,,,,1.0
