season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089873,1,1,Manchester_United,Away,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,,1.0,21.0,18.0,38.0,,,2.0,,,,,,,1.0,3.0,3.0,,,,,,,,1.0,1.0,,90.0,,1.0,,,,,,,12.0,,6.8,,,,,3.0,2.0,2.0,,5.0,,27.0,19.0,44.0,0,3.0,67.0,1.0,,,2.0
2016-17,7089873,1,1,Manchester_United,Away,44864,58877,Daley Blind,daley-blind,D,False,,,5.0,13.0,38.0,51.0,,1.0,2.0,,,,,,,,,6.0,,,,,,,,4.0,,,90.0,,1.0,,,,,,,10.0,,7.6,,,,,8.0,1.0,,,13.0,,20.0,41.0,61.0,0,3.0,82.0,,1.0,1.0,3.0
2016-17,7089873,1,1,Manchester_United,Away,46998,58893,Marcos Rojo,marcos-rojo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089873,1,1,Manchester_United,Away,190839,106760,Luke Shaw,luke-shaw,D,False,,,1.0,13.0,20.0,33.0,,1.0,10.0,,,,3.0,,,,5.0,6.0,,1.0,1.0,,,,,2.0,,,90.0,,1.0,,,,,,,16.0,,6.6,,,,,5.0,3.0,,,5.0,,19.0,24.0,43.0,0,3.0,73.0,2.0,,2.0,1.0
2016-17,7089873,1,1,Manchester_United,Away,606346,197365,Eric Bailly,eric-bailly,D,False,,,4.0,13.0,26.0,39.0,,,9.0,,,,,,,,,5.0,,,,,,,,2.0,,,90.0,,,,,,,,,3.0,,7.4,,,,,7.0,1.0,,,5.0,,14.0,27.0,41.0,0,3.0,56.0,,1.0,1.0,2.0
2016-17,7090014,2,1,Manchester_United,Home,10589,18892,Ashley Young,ashley-young,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090014,2,1,Manchester_United,Home,11820,20695,Antonio Valencia,antonio-valencia,D,False,1.0,,,16.0,18.0,33.0,1.0,,4.0,,,,,,,1.0,5.0,6.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,,12.0,,7.2,,,,,2.0,5.0,2.0,,2.0,,18.0,20.0,36.0,0,1.0,74.0,,2.0,3.0,1.0
2016-17,7090014,2,1,Manchester_United,Home,44864,58877,Daley Blind,daley-blind,D,False,,,2.0,8.0,26.0,34.0,,2.0,3.0,,,,,,,,,4.0,,,,,,,,,,,90.0,,,,,,,,,4.0,,7.3,,,,,3.0,,1.0,,3.0,,12.0,26.0,37.0,0,2.0,46.0,,,,2.0
2016-17,7090014,2,1,Manchester_United,Home,47741,55909,Chris Smalling,chris-smalling,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090014,2,1,Manchester_United,Home,190839,106760,Luke Shaw,luke-shaw,D,False,,,,20.0,6.0,26.0,,1.0,3.0,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,1.0,11.0,,7.4,,,,,2.0,1.0,2.0,,1.0,,26.0,6.0,30.0,0,,53.0,1.0,1.0,1.0,
