season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385740,2,14,Liverpool,Home,791,15157,James Milner,james-milner,M,False,,,2.0,20.0,13.0,33.0,,1.0,3.0,,,,2.0,,2.0,5.0,2.0,,,0.230655,0.0426,0.0,,1.0,,,,,2.0,2.0,63.0,,,,,,,,,12.0,,6.8,,,1.0,,1.0,1.0,3.0,,3.0,,28.0,13.0,38.0,1,1.0,51.0,1.0,,,1.0
2022-23,10385740,2,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,True,1.0,,4.0,19.0,11.0,29.0,,,4.0,,,,,,,,,,,0.0493307,0.0,0.0,,,,,,,1.0,1.0,27.0,,,,,,,,,6.0,,7.1,,,,,,,1.0,,5.0,,23.0,11.0,33.0,0,,37.0,,,,
2022-23,10385740,2,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,4.0,25.0,2.0,26.0,,,1.0,,1.0,,,,2.0,8.0,1.0,,,0.292201,0.3379,0.4526,1.0,,,,,,,8.0,90.0,1.0,,,,,,,,21.0,,6.9,,,2.0,,,6.0,3.0,,4.0,2.0,33.0,2.0,32.0,3,,54.0,6.0,,1.0,
2022-23,10385740,2,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,9.0,60.0,55.0,115.0,,1.0,11.0,,,,4.0,,1.0,7.0,5.0,,,0.0565099,0.0,0.0,2.0,,,,,,2.0,1.0,90.0,,,,,,,,,9.0,,7.2,,,,,1.0,,1.0,,12.0,,68.0,55.0,122.0,0,3.0,134.0,,1.0,,2.0
2022-23,10385740,2,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,2.0,27.0,7.0,34.0,4.0,,3.0,,,,,,4.0,12.0,16.0,,,0.0332375,0.2344,0.6396,1.0,,1.0,,,,1.0,1.0,90.0,2.0,,,,,,,,21.0,,8.1,,,1.0,,,10.0,,,2.0,,36.0,8.0,44.0,3,6.0,84.0,4.0,3.0,7.0,5.0
2022-23,10385740,2,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,1.0,36.0,18.0,54.0,1.0,,7.0,1.0,,2.0,2.0,,1.0,5.0,6.0,,,0.102548,0.2871,0.1419,1.0,,,,,,2.0,2.0,79.0,1.0,,,,,,,,7.0,,7.6,,,,,,1.0,,,2.0,,41.0,19.0,60.0,3,5.0,74.0,,,1.0,3.0
2022-23,10385740,2,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385740,2,14,Liverpool,Home,1142638,491970,Bobby Clark,bobby-clark,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,,,2.0,16.0,18.0,34.0,2.0,2.0,4.0,1.0,,1.0,4.0,,1.0,8.0,7.0,,,0.316437,0.2057,0.0,1.0,,,,,,,1.0,73.0,,,,,,,,,15.0,,6.6,,,1.0,,1.0,3.0,1.0,,2.0,,26.0,19.0,44.0,2,,58.0,3.0,2.0,3.0,
2022-23,10385531,3,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,3.0,18.0,16.0,34.0,,1.0,6.0,,,,,,,,3.0,,,0.0478774,0.0909,0.0,,,,,,,,1.0,59.0,,1.0,,,,,,,10.0,,7.0,,,1.0,,,,,,6.0,,24.0,19.0,43.0,1,2.0,51.0,1.0,,,2.0
2022-23,10385531,3,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,32.0,14.0,46.0,1.0,3.0,4.0,,,,,,1.0,3.0,7.0,,,0.40419,0.0404,0.5053,,,,,,,,1.0,90.0,1.0,,,,,,,,15.0,,7.0,,,,,1.0,1.0,,,,,38.0,16.0,54.0,1,3.0,70.0,5.0,1.0,,2.0
2022-23,10385531,3,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,14.0,2.0,16.0,1.0,1.0,1.0,,,1.0,,,6.0,8.0,5.0,,,0.424923,0.2694,0.3149,,,1.0,,,,,4.0,90.0,1.0,,,,,,,,18.0,,7.4,,,1.0,,,3.0,1.0,,1.0,1.0,21.0,4.0,24.0,3,1.0,42.0,1.0,1.0,2.0,1.0
2022-23,10385531,3,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,True,,,,4.0,13.0,17.0,,,1.0,,,,,,1.0,1.0,3.0,,,0.00153579,0.0636,0.0527,,,,,,,,,31.0,1.0,,,,,,,,2.0,,6.8,,,,,,,,,,,5.0,13.0,18.0,1,1.0,24.0,,2.0,,1.0
2022-23,10385531,3,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,,20.0,13.0,33.0,2.0,3.0,4.0,,1.0,,1.0,,9.0,15.0,9.0,,,0.0443043,0.2213,0.8823,2.0,,,,,,,,90.0,1.0,,,,,,,,21.0,,6.2,,,1.0,,,3.0,1.0,,,,27.0,15.0,41.0,2,1.0,64.0,2.0,3.0,2.0,1.0
2022-23,10385531,3,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,1.0,32.0,16.0,48.0,1.0,,2.0,,,2.0,2.0,,1.0,5.0,2.0,,,0.0953782,0.2679,0.0,1.0,,,,,,,2.0,90.0,,,,,,,,,10.0,,6.5,,,2.0,,,1.0,1.0,,1.0,1.0,38.0,18.0,55.0,4,,67.0,1.0,1.0,1.0,
2022-23,10385531,3,14,Liverpool,Away,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385531,3,14,Liverpool,Away,1142638,491970,Bobby Clark,bobby-clark,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385547,4,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,2.0,13.0,5.0,18.0,1.0,,3.0,,,,,,,1.0,,,,0.016711,0.0557,0.1267,,,,,,,,,21.0,1.0,,,,,,,,2.0,,6.9,,,,,,,,,2.0,,15.0,5.0,20.0,1,,24.0,,,,
2022-23,10385547,4,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,4.0,35.0,16.0,51.0,,2.0,4.0,,,,,,1.0,3.0,5.0,,,0.0539178,0.0,0.0,,,,,,,2.0,,70.0,,,,,,,,,13.0,,7.0,,,,,1.0,3.0,,,6.0,,43.0,18.0,61.0,0,1.0,71.0,,1.0,1.0,1.0
2022-23,10385547,4,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,1.0,,1.0,15.0,6.0,20.0,,,4.0,1.0,1.0,,1.0,,2.0,5.0,1.0,,,0.431758,1.1841,2.3867,,3.0,2.0,,,,1.0,4.0,69.0,4.0,,,,,,,,15.0,,9.7,,,1.0,,,2.0,1.0,,3.0,1.0,24.0,7.0,30.0,5,,47.0,1.0,1.0,,
2022-23,10385547,4,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,31.0,,31.0,,,2.0,,2.0,,,,2.0,6.0,1.0,,,0.0746245,1.2268,0.0919,1.0,,,,,,,2.0,90.0,1.0,,,,,,,,17.0,,6.0,,,3.0,,,3.0,,,1.0,2.0,39.0,,39.0,4,,56.0,4.0,1.0,,
2022-23,10385547,4,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,2.0,27.0,18.0,45.0,4.0,2.0,7.0,1.0,,,2.0,,,7.0,7.0,,,0.191955,0.0,0.0,1.0,,,,,,,1.0,90.0,,,,,,,,,8.0,,7.3,,,,,,,,,3.0,,32.0,19.0,51.0,0,5.0,61.0,2.0,,,4.0
2022-23,10385547,4,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,1.0,,,35.0,10.0,44.0,2.0,1.0,7.0,,,,,,2.0,7.0,4.0,,,0.107461,0.3672,0.6789,1.0,,2.0,,,,1.0,1.0,90.0,2.0,,,,,,,,6.0,,8.6,,,,,,4.0,1.0,,,,37.0,10.0,46.0,2,1.0,58.0,,,2.0,
2022-23,10385547,4,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,1.0,,,22.0,10.0,31.0,,,,1.0,,,,,,,2.0,,,0.770465,0.0437,0.1698,,,1.0,,,,,1.0,45.0,1.0,,,,,,,,8.0,,7.8,,,,,,2.0,2.0,,,,28.0,10.0,36.0,1,,44.0,,,2.0,
2022-23,10385547,4,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,1.0,11.0,1.0,12.0,,,3.0,,,,,,,,2.0,,,0.0175206,0.0,0.0,,,,,,,,,20.0,,,,,,,,,3.0,,6.7,,,,,,1.0,,,3.0,,13.0,2.0,15.0,0,,18.0,,1.0,1.0,
2022-23,10385547,4,14,Liverpool,Home,1142638,491970,Bobby Clark,bobby-clark,M,True,,,,1.0,,1.0,,,,,,,,,,2.0,,,,0.0880988,0.0,0.0,1.0,,,,,,,,12.0,,,,,,,,,3.0,,6.4,,,,,,1.0,,,,,1.0,,1.0,0,,7.0,2.0,,,
2022-23,10385582,5,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,2.0,,2.0,12.0,7.0,17.0,1.0,1.0,3.0,,,,1.0,,,3.0,3.0,,,0.0549799,0.0,0.0,1.0,,,,,,1.0,1.0,19.0,,,,,,,,,5.0,,7.0,,,,,,,5.0,,2.0,,16.0,8.0,19.0,0,1.0,31.0,,1.0,,1.0
2022-23,10385582,5,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,3.0,27.0,13.0,40.0,,,3.0,,,,,,1.0,2.0,2.0,,,0.449386,0.0,0.0,,,,,,,1.0,1.0,71.0,,,,,,,,,7.0,,6.9,,,,,,1.0,,,4.0,,31.0,14.0,45.0,0,1.0,51.0,,1.0,,
2022-23,10385582,5,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,21.0,12.0,33.0,3.0,3.0,4.0,1.0,,4.0,2.0,,,6.0,4.0,,,0.41514,0.2386,0.3052,1.0,,1.0,,,,,2.0,90.0,1.0,,,,,,,,9.0,,7.6,,,,,,1.0,,,,1.0,25.0,15.0,40.0,5,1.0,52.0,1.0,,,1.0
2022-23,10385582,5,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,,19.0,,19.0,3.0,1.0,1.0,,,1.0,,,3.0,9.0,6.0,,,0.31282,0.1524,0.0,,2.0,,,,,,6.0,90.0,,,,,,,,,9.0,,7.7,,,1.0,,,6.0,,,,,21.0,,21.0,2,,41.0,,2.0,3.0,
2022-23,10385582,5,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,5.0,37.0,42.0,79.0,1.0,1.0,5.0,,,,,,,4.0,2.0,,,0.0211844,0.0746,0.0,3.0,,,,,,,,90.0,,,,,,,,,11.0,,6.8,,,2.0,,1.0,,1.0,,10.0,,45.0,44.0,88.0,2,1.0,94.0,1.0,,,
2022-23,10385582,5,14,Liverpool,Home,883537,244731,Luis Díaz,luis-diaz,M,False,,,3.0,21.0,7.0,28.0,2.0,,7.0,,1.0,1.0,1.0,,,6.0,4.0,,,0.115508,0.5674,0.054,2.0,,,,,,,,90.0,2.0,,,,,,,,14.0,,6.9,,,2.0,,,4.0,2.0,,3.0,1.0,32.0,7.0,37.0,5,,53.0,1.0,2.0,2.0,
2022-23,10385582,5,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385582,5,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,1.0,,4.0,27.0,12.0,38.0,1.0,,7.0,,,,,,3.0,8.0,6.0,,,0.0650076,0.0886,0.1714,,,,,,,,1.0,90.0,1.0,,,,,,,,19.0,,6.8,,,,,,8.0,5.0,,5.0,,37.0,13.0,45.0,1,,71.0,1.0,2.0,4.0,
2022-23,10385582,5,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385599,6,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,1.0,,2.0,7.0,2.0,8.0,,,4.0,,,,3.0,,1.0,4.0,,,,0.060584,0.0,0.0,,,,,,,2.0,,31.0,,,,,,,,,8.0,,6.3,,,,,,,1.0,,4.0,,9.0,5.0,13.0,0,,22.0,1.0,,,
2022-23,10385599,6,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,9.0,3.0,12.0,1.0,1.0,4.0,,,,,,1.0,2.0,2.0,,,0.0215759,0.2635,0.4427,,,,,,,,1.0,45.0,3.0,,,,,,,,4.0,,7.1,,,,,,,1.0,,,,12.0,3.0,14.0,3,1.0,22.0,,,,1.0
2022-23,10385599,6,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,2.0,15.0,3.0,17.0,,,,,,1.0,,,4.0,6.0,3.0,,,0.238823,0.188,0.3436,1.0,,,,,1.0,,3.0,90.0,1.0,,,,,,,,15.0,,7.2,,,1.0,,,2.0,2.0,,2.0,,25.0,3.0,26.0,3,2.0,44.0,,,1.0,2.0
2022-23,10385599,6,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,2.0,21.0,16.0,37.0,2.0,,4.0,,,,1.0,,,6.0,1.0,,,0.0182523,0.0279,0.0532,3.0,,,,,,1.0,1.0,90.0,1.0,,,,,,,,6.0,,6.9,,,,,3.0,,,,3.0,,26.0,17.0,43.0,1,1.0,52.0,,,,1.0
2022-23,10385599,6,14,Liverpool,Away,794927,204043,Arthur,arthur,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385599,6,14,Liverpool,Away,883537,244731,Luis Díaz,luis-diaz,M,False,,,1.0,13.0,2.0,15.0,2.0,1.0,2.0,,,1.0,,,2.0,5.0,4.0,,,0.125444,0.1673,0.0,2.0,,,,,1.0,,2.0,90.0,,,,,,,,,15.0,,7.0,,,1.0,,,,2.0,,1.0,1.0,20.0,4.0,22.0,2,1.0,39.0,4.0,2.0,,1.0
2022-23,10385599,6,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,2.0,14.0,7.0,21.0,,,5.0,,,,,,1.0,1.0,3.0,,,0.0153947,0.0254,0.5801,,,,,,,,,80.0,1.0,,,,,,,,14.0,,6.8,,,,,,1.0,3.0,,4.0,,22.0,9.0,28.0,1,1.0,39.0,2.0,1.0,1.0,
2022-23,10385599,6,14,Liverpool,Away,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11047752,7,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,,,1.0,1.0,,,,,,,,,1.0,2.0,1.0,,,7.489e-05,0.0,0.0,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,2.0,,,,,,1.0,1.0,0,,8.0,,,1.0,
2022-23,11047752,7,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11047752,7,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,2.0,9.0,2.0,11.0,,,,,,,,,,,,,,0.00540366,0.0,0.0,,,,,,,1.0,,11.0,,,,,,,,,1.0,,6.7,,,,,,,1.0,,2.0,,10.0,2.0,11.0,0,,13.0,,,,
2022-23,11047752,7,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,9.539e-05,0.0,0.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,2.0,1.0,3.0,0,,3.0,,,,
2022-23,11047752,7,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,16.0,4.0,19.0,1.0,,3.0,,,,,,2.0,5.0,3.0,,,0.115514,0.7177,0.887,,,1.0,,,,,1.0,90.0,1.0,,,,,,,,14.0,,7.4,,,1.0,,,4.0,2.0,,,,21.0,5.0,24.0,2,,40.0,3.0,1.0,2.0,
2022-23,11047752,7,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,1.0,17.0,24.0,41.0,,,4.0,,,1.0,1.0,,,4.0,3.0,,,0.10611,0.0513,0.0,2.0,,,,,,3.0,,90.0,,,,,,,,,7.0,,6.8,,,,,,1.0,,,1.0,,21.0,26.0,47.0,1,3.0,56.0,,,,3.0
2022-23,11047752,7,14,Liverpool,Home,862967,243298,Cody Gakpo,cody-gakpo,M,True,,,,4.0,2.0,6.0,,,,,,,1.0,,1.0,3.0,1.0,,,0.00281795,0.0,0.0,1.0,,,,,,,,14.0,,,,,,,,,2.0,,6.5,,,,,,1.0,,,,,4.0,2.0,6.0,0,,10.0,1.0,,1.0,
2022-23,11047752,7,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,2.0,22.0,26.0,48.0,3.0,,7.0,,1.0,,2.0,,2.0,9.0,5.0,,,0.0193051,0.4064,0.4464,1.0,,,,,,1.0,1.0,90.0,2.0,,,,,,,,16.0,,6.7,,,1.0,,,3.0,,,2.0,,33.0,27.0,60.0,3,1.0,78.0,1.0,2.0,2.0,1.0
2022-23,11047752,7,14,Liverpool,Home,1142636,535928,Stefan Bajčetić,stefan-bajcetic,M,False,,,,10.0,16.0,26.0,,2.0,8.0,,,,4.0,,2.0,7.0,6.0,,,0.0356976,0.1433,0.05,1.0,,,,,,,,79.0,1.0,,,,,,,,11.0,,6.3,,,,,,,,,,,15.0,20.0,35.0,1,1.0,49.0,,3.0,,1.0
2022-23,11077468,8,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,3.0,2.0,5.0,1.0,,3.0,,,,,,,1.0,2.0,,,0.00608638,0.0,0.0,,,,,,,,,11.0,,,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,,6.0,3.0,9.0,0,2.0,15.0,,,,1.0
2022-23,11077468,8,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,5.0,28.0,15.0,43.0,,,7.0,,,,,,,1.0,1.0,,,0.0471057,0.1352,0.0,1.0,,,,,,,,90.0,1.0,,,,,,,,15.0,,7.0,,,,,,1.0,4.0,,9.0,1.0,39.0,17.0,52.0,1,,64.0,1.0,,1.0,
2022-23,11077468,8,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,17.0,10.0,27.0,1.0,1.0,6.0,,,1.0,,,,1.0,2.0,,,0.0555994,0.0272,0.0,,,,,,,,,65.0,,,,,,,,,9.0,,6.8,,,,,,1.0,,,,,20.0,11.0,31.0,1,,44.0,5.0,,1.0,
2022-23,11077468,8,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,True,,,,6.0,1.0,7.0,,,,,,,,,,,1.0,,,0.00928403,0.0,0.0,,,,,,,1.0,,25.0,,,,,,,,,4.0,,6.7,,,,,,1.0,,,,,9.0,1.0,10.0,0,,13.0,,,1.0,
2022-23,11077468,8,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,1.0,21.0,18.0,39.0,,,5.0,,,2.0,1.0,,1.0,6.0,2.0,,,0.0207617,0.1222,0.0,4.0,,,,,,1.0,1.0,90.0,,1.0,,,,,,,9.0,,6.7,,,,,,,,,4.0,,26.0,19.0,45.0,2,2.0,56.0,1.0,,,1.0
2022-23,11077468,8,14,Liverpool,Away,794927,204043,Arthur,arthur,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077468,8,14,Liverpool,Away,862967,243298,Cody Gakpo,cody-gakpo,M,True,,,,1.0,2.0,3.0,,1.0,1.0,,,,1.0,,3.0,6.0,2.0,,,0.00022091,0.0,0.0,2.0,,,,,,,,11.0,,,,,,,,,5.0,,6.3,,,,,,1.0,,,,,1.0,2.0,3.0,0,,12.0,2.0,,1.0,
2022-23,11077468,8,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,False,,,1.0,24.0,26.0,50.0,,,4.0,,,,3.0,,3.0,7.0,3.0,,,0.19293,0.0,0.0,,,,,,,,,79.0,,,,,,,,,12.0,,6.3,,,,,1.0,1.0,1.0,,1.0,,28.0,27.0,54.0,0,2.0,68.0,3.0,1.0,,1.0
2022-23,10385659,9,14,Liverpool,Home,791,15157,James Milner,james-milner,M,True,,,,9.0,4.0,13.0,,,1.0,,,,1.0,,,3.0,,,,0.00469567,0.0,0.0,1.0,,,,,,,,32.0,,,,,,,,,10.0,,6.1,,,,,,1.0,3.0,,3.0,,15.0,6.0,18.0,0,,36.0,1.0,,,
2022-23,10385659,9,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,,2.0,17.0,10.0,26.0,1.0,,3.0,2.0,,,1.0,,1.0,3.0,1.0,,,0.279534,0.0,0.0,,,,,,,,2.0,59.0,,,,,,,,,8.0,,6.9,,,,,,,2.0,,2.0,,21.0,11.0,30.0,0,,37.0,2.0,1.0,,
