season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576069,2,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,6.0,33.0,33.0,66.0,,,6.0,,,,1.0,,,2.0,3.0,1.0,,,,,,,,,,1.0,,90.0,,,,,,12.0,,6.8,,,1.0,,,1.0,2.0,,8.0,,42.0,33.0,73.0,1,,82.0,,,1.0,
2021-22,9576069,2,14,Liverpool,Home,53825,61558,Thiago Alcântara,thiago-alcantara,M,True,,,,6.0,6.0,12.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,9.0,,,,,,3.0,,6.6,,,,,1.0,,,,,,6.0,9.0,15.0,1,,18.0,,,,
2021-22,9576069,2,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,1.0,4.0,,4.0,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,9.0,1.0,,,,,3.0,,6.7,,,,,,1.0,,,2.0,,5.0,1.0,6.0,1,,10.0,,,,
2021-22,9576069,2,14,Liverpool,Home,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,22.0,4.0,26.0,2.0,,2.0,,,1.0,,,,2.0,6.0,3.0,,,,,,,,,,2.0,,90.0,2.0,,,,,11.0,,7.2,,,2.0,,,4.0,1.0,,1.0,3.0,26.0,5.0,30.0,5,,47.0,2.0,1.0,2.0,
2021-22,9576069,2,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,1.0,,,9.0,6.0,14.0,2.0,2.0,2.0,,1.0,1.0,,,,2.0,6.0,4.0,,,1.0,,1.0,,,,,2.0,,90.0,4.0,,,,,12.0,,7.5,,,1.0,,,2.0,1.0,,,,14.0,7.0,20.0,6,,39.0,3.0,1.0,1.0,
2021-22,9576069,2,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,False,,,,24.0,17.0,41.0,3.0,,1.0,,,,,,,1.0,6.0,4.0,,,2.0,,,,,,,,,81.0,,,,,,9.0,,6.8,,,1.0,,,,,,1.0,,30.0,19.0,49.0,1,3.0,59.0,,1.0,,3.0
2021-22,9576069,2,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576069,2,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,1.0,,,37.0,9.0,45.0,1.0,1.0,5.0,,,1.0,2.0,,,,5.0,6.0,,,,,,,,,1.0,3.0,,90.0,,,,,,17.0,,6.9,,,1.0,,1.0,2.0,3.0,,2.0,,43.0,14.0,54.0,2,,77.0,2.0,5.0,,
2021-22,9576148,3,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,3.0,52.0,16.0,68.0,,1.0,8.0,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,,,,2.0,,,74.0,,,,,,13.0,,6.6,,,2.0,,,,1.0,,4.0,,61.0,19.0,79.0,2,,89.0,,,,
2021-22,9576148,3,14,Liverpool,Home,53825,61558,Thiago Alcântara,thiago-alcantara,M,True,,,3.0,13.0,3.0,16.0,,2.0,1.0,,,,1.0,,,,1.0,3.0,,,,,,,,,,1.0,,16.0,,,,,,4.0,,6.9,,,,,,,,,4.0,,17.0,3.0,20.0,0,1.0,22.0,,,,
2021-22,9576148,3,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,11.0,5.0,16.0,1.0,1.0,3.0,,,,,,,3.0,4.0,4.0,,,,,,,,,,,,43.0,,,,,,6.0,,6.7,,,,,,2.0,1.0,,,,13.0,5.0,17.0,0,1.0,27.0,1.0,,2.0,1.0
2021-22,9576148,3,14,Liverpool,Home,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,2.0,,,34.0,3.0,35.0,2.0,,2.0,,,,,,,4.0,10.0,2.0,,,2.0,,1.0,,,,,3.0,,90.0,2.0,,,,,16.0,,7.3,,,1.0,,1.0,4.0,6.0,,1.0,,42.0,3.0,39.0,3,,62.0,2.0,,2.0,
2021-22,9576148,3,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,2.0,26.0,4.0,30.0,3.0,2.0,4.0,1.0,,2.0,,,,6.0,14.0,5.0,,,3.0,,,,,,3.0,1.0,,90.0,,,,,,30.0,,6.9,,,1.0,,,2.0,4.0,,6.0,,40.0,4.0,40.0,3,3.0,76.0,6.0,,,2.0
2021-22,9576148,3,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,3.0,38.0,24.0,62.0,2.0,3.0,8.0,,,1.0,1.0,,,,6.0,6.0,,,3.0,,,,,,,,,90.0,1.0,,,,,9.0,,6.9,,,,,,,,,5.0,,46.0,25.0,71.0,2,2.0,79.0,,2.0,,1.0
2021-22,9576148,3,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576148,3,14,Liverpool,Home,955245,444884,Harvey Elliott,harvey-elliott,M,False,1.0,,2.0,57.0,19.0,75.0,,1.0,13.0,,,,,,,,4.0,2.0,,,1.0,,,,,,2.0,1.0,,90.0,,,,,,19.0,,7.2,,,2.0,,,3.0,4.0,,2.0,,70.0,20.0,86.0,2,1.0,107.0,1.0,,,
2021-22,9576077,4,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576077,4,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,8.0,,,,,,4.0,,6.8,,,,,,2.0,,,,1.0,2.0,2.0,4.0,0,,9.0,1.0,,2.0,
2021-22,9576077,4,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,4.0,15.0,8.0,23.0,,,1.0,,,,,,,,2.0,1.0,,,3.0,,,,,,,1.0,,27.0,1.0,,,,,4.0,,7.2,,,,,,,,,4.0,,16.0,9.0,25.0,1,1.0,30.0,1.0,,,
2021-22,9576077,4,14,Liverpool,Away,53825,61558,Thiago Alcântara,thiago-alcantara,M,False,,,4.0,35.0,24.0,59.0,,1.0,10.0,1.0,,1.0,,,,1.0,1.0,6.0,,,,1.0,,,,,1.0,2.0,,89.0,,,,,,10.0,,7.9,,,,,1.0,1.0,,,4.0,,40.0,26.0,66.0,1,4.0,78.0,2.0,,1.0,3.0
2021-22,9576077,4,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,20.0,5.0,24.0,,,4.0,,1.0,1.0,,,,,3.0,3.0,,,,,1.0,,,,,4.0,,90.0,2.0,,,,,18.0,,7.6,,,,,,3.0,2.0,,,1.0,28.0,6.0,32.0,3,1.0,49.0,6.0,2.0,,
2021-22,9576077,4,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,19.0,7.0,26.0,3.0,,6.0,1.0,2.0,5.0,,,,3.0,9.0,3.0,,,,,1.0,,,,,1.0,,90.0,2.0,,,,,12.0,,6.8,,,3.0,,1.0,4.0,1.0,,1.0,1.0,22.0,7.0,28.0,10,,57.0,1.0,2.0,1.0,
2021-22,9576077,4,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,,15.0,11.0,26.0,,1.0,4.0,,,2.0,1.0,,,,5.0,4.0,,,3.0,,1.0,,,,5.0,,,90.0,1.0,1.0,,,,11.0,,7.4,,,,,2.0,2.0,1.0,,2.0,,22.0,12.0,33.0,3,1.0,56.0,2.0,1.0,1.0,1.0
2021-22,9576077,4,14,Liverpool,Away,365772,175592,Naby Keïta,naby-keita,M,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,,
2021-22,9576077,4,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576077,4,14,Liverpool,Away,955245,444884,Harvey Elliott,harvey-elliott,M,False,,,2.0,13.0,12.0,25.0,,,4.0,,,1.0,2.0,,,,4.0,2.0,,,,,,,,,,1.0,,63.0,1.0,,,,,11.0,,6.7,,,1.0,,,3.0,,,3.0,,20.0,12.0,32.0,3,,43.0,2.0,1.0,1.0,
2021-22,9576156,5,14,Liverpool,Home,791,15157,James Milner,james-milner,M,False,3.0,,3.0,43.0,22.0,62.0,1.0,2.0,15.0,,,1.0,1.0,,,,7.0,10.0,,,5.0,,,,,,3.0,1.0,,90.0,,,,,,25.0,,7.9,,,,,4.0,2.0,13.0,,5.0,,57.0,29.0,73.0,1,4.0,117.0,2.0,3.0,1.0,2.0
2021-22,9576156,5,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,2.0,,2.0,31.0,11.0,40.0,,1.0,3.0,1.0,,,1.0,,,1.0,7.0,6.0,,,2.0,,,,,,,3.0,,88.0,1.0,,,,,16.0,,7.5,,,1.0,,1.0,4.0,7.0,,2.0,,40.0,13.0,46.0,2,3.0,68.0,1.0,1.0,1.0,1.0
2021-22,9576156,5,14,Liverpool,Home,53825,61558,Thiago Alcântara,thiago-alcantara,M,False,,,4.0,31.0,16.0,47.0,,2.0,8.0,,1.0,2.0,1.0,,,,2.0,2.0,,,1.0,,,,,,1.0,2.0,,62.0,1.0,,,,,8.0,,6.8,,,,,,,,,7.0,,36.0,18.0,54.0,3,,61.0,,,,
2021-22,9576156,5,14,Liverpool,Home,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576156,5,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,28.0,6.0,34.0,,1.0,2.0,,,1.0,1.0,,,7.0,10.0,5.0,,,,,1.0,,,,,2.0,,90.0,5.0,,,,,21.0,,7.7,,,,,,5.0,1.0,,3.0,,34.0,9.0,42.0,6,,67.0,2.0,1.0,3.0,
2021-22,9576156,5,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,,12.0,,12.0,1.0,,1.0,,,1.0,2.0,,,3.0,7.0,6.0,,,1.0,,1.0,,,,,,,90.0,1.0,,,,,15.0,,7.3,,,,,,3.0,2.0,,1.0,1.0,21.0,1.0,20.0,2,2.0,37.0,2.0,1.0,3.0,1.0
2021-22,9576156,5,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,2.0,23.0,29.0,52.0,,1.0,4.0,,,2.0,,,,,,4.0,,1.0,,,,,,,2.0,,,90.0,,,,,,7.0,,7.0,,,,,3.0,,1.0,,4.0,,27.0,30.0,56.0,2,3.0,71.0,2.0,,,2.0
2021-22,9576156,5,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,3.0,3.0,,,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,28.0,2.0,,,,,1.0,,7.5,,,,,,,,,,,1.0,3.0,4.0,2,1.0,10.0,,,,1.0
2021-22,9576156,5,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,True,,,,1.0,2.0,3.0,1.0,,2.0,,,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,14.0,,,,,,3.0,,6.4,,,,,,1.0,,,,,1.0,2.0,3.0,1,,9.0,1.0,,1.0,
2021-22,9576163,6,14,Liverpool,Away,791,15157,James Milner,james-milner,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,2.0,,2.0,39.0,8.0,45.0,3.0,,3.0,1.0,,,1.0,,,,4.0,1.0,,,,1.0,,,,,,3.0,,90.0,,,,,,11.0,,7.2,,,,,1.0,,2.0,,5.0,1.0,46.0,10.0,54.0,0,1.0,64.0,1.0,,,1.0
2021-22,9576163,6,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,5.0,,5.0,1.0,,,,,,,,,2.0,3.0,,,,,,,,,,,,,22.0,,,,,,8.0,,6.3,,,,,,,,,,,8.0,,8.0,0,,14.0,2.0,,,
2021-22,9576163,6,14,Liverpool,Away,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576163,6,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,2.0,20.0,7.0,27.0,1.0,,2.0,,2.0,,2.0,,,,5.0,2.0,,,,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,19.0,,6.6,,,1.0,,,4.0,2.0,,2.0,1.0,32.0,8.0,38.0,3,,54.0,3.0,,2.0,
2021-22,9576163,6,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,1.0,,1.0,22.0,6.0,27.0,1.0,2.0,2.0,1.0,,,,,,1.0,4.0,4.0,,,2.0,,,,,,,2.0,,90.0,,,,,,14.0,,7.2,,,1.0,,1.0,1.0,2.0,,2.0,1.0,32.0,6.0,36.0,1,1.0,49.0,1.0,1.0,,
2021-22,9576163,6,14,Liverpool,Away,243585,116643,Fabinho,fabinho,M,False,,,2.0,36.0,19.0,55.0,1.0,3.0,5.0,1.0,,,2.0,,,,4.0,4.0,,,1.0,1.0,,,,,2.0,1.0,,90.0,,,,,,6.0,,7.1,,,,,1.0,,,,6.0,,40.0,21.0,61.0,0,,67.0,,1.0,,
2021-22,9576163,6,14,Liverpool,Away,927353,206915,Curtis Jones,curtis-jones,M,False,1.0,,,26.0,11.0,36.0,,1.0,4.0,,,2.0,,,,1.0,4.0,7.0,,,2.0,,1.0,,,1.0,,1.0,,68.0,1.0,,,,,9.0,,7.5,,,1.0,,,3.0,1.0,,3.0,,31.0,11.0,41.0,4,3.0,56.0,2.0,1.0,2.0,1.0
2021-22,9576109,7,14,Liverpool,Home,791,15157,James Milner,james-milner,M,False,2.0,,1.0,13.0,16.0,27.0,,1.0,6.0,,,,,,,,3.0,4.0,,,3.0,,,,,,2.0,1.0,,78.0,,1.0,,,,15.0,,7.1,,,,,2.0,,8.0,,3.0,,25.0,17.0,34.0,0,,68.0,1.0,3.0,,
2021-22,9576109,7,14,Liverpool,Home,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,2.0,20.0,8.0,28.0,,,9.0,,,,3.0,,,2.0,5.0,4.0,,,,,,,,,2.0,,,90.0,,,,,,17.0,,6.4,,,,,,1.0,3.0,,4.0,1.0,33.0,9.0,39.0,0,3.0,55.0,1.0,,1.0,2.0
2021-22,9576109,7,14,Liverpool,Home,143697,92217,Roberto Firmino,roberto-firmino,M,True,,,,1.0,5.0,6.0,,,,,,,,,,1.0,2.0,2.0,,,1.0,,,,,,1.0,,,22.0,,,,,,5.0,,6.5,,,,,,,,,,,4.0,5.0,9.0,0,2.0,15.0,1.0,,,1.0
2021-22,9576109,7,14,Liverpool,Home,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,159665,118748,Mohamed Salah,mohamed-salah,M,False,1.0,,,15.0,2.0,16.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,1.0,6.0,11.0,,,,1.0,1.0,,,,1.0,2.0,,90.0,1.0,,,,,15.0,,8.9,,,,,1.0,8.0,2.0,,,,19.0,2.0,19.0,3,4.0,49.0,7.0,1.0,5.0,3.0
2021-22,9576109,7,14,Liverpool,Home,217704,110979,Sadio Mané,sadio-mane,M,False,,,1.0,6.0,3.0,9.0,3.0,,3.0,,,,,,,1.0,7.0,3.0,,,2.0,,1.0,,,,1.0,,,90.0,1.0,,,,,15.0,,7.1,,,,,,2.0,2.0,,1.0,,10.0,4.0,12.0,1,,33.0,6.0,2.0,1.0,
2021-22,9576109,7,14,Liverpool,Home,243585,116643,Fabinho,fabinho,M,False,,,,14.0,20.0,34.0,,,3.0,,1.0,,5.0,,,,6.0,2.0,,,1.0,,,,,,,,,90.0,1.0,,,,,6.0,,5.9,,,,,,,,,2.0,,18.0,21.0,39.0,1,1.0,44.0,1.0,1.0,,
2021-22,9576109,7,14,Liverpool,Home,365772,175592,Naby Keïta,naby-keita,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576109,7,14,Liverpool,Home,927353,206915,Curtis Jones,curtis-jones,M,False,,,2.0,17.0,26.0,43.0,,,6.0,1.0,,,2.0,,,1.0,3.0,5.0,,,,1.0,,,,,,1.0,,90.0,,,,,,5.0,,7.0,,,,,,2.0,,,2.0,,20.0,26.0,46.0,0,1.0,55.0,1.0,2.0,2.0,1.0
2021-22,9576185,8,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,1.0,,2.0,36.0,32.0,67.0,4.0,1.0,8.0,1.0,,,4.0,,,1.0,10.0,6.0,,,1.0,1.0,,,,,1.0,4.0,,83.0,,,,,,11.0,,7.6,,,1.0,,1.0,,3.0,,3.0,,44.0,33.0,74.0,1,3.0,91.0,,2.0,,3.0
2021-22,9576185,8,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,3.0,11.0,7.0,18.0,,,2.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,1.0,,26.0,,,,,,4.0,,6.7,,,,,,2.0,,,3.0,,13.0,7.0,20.0,0,,25.0,1.0,,1.0,
2021-22,9576185,8,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,5.0,44.0,59.0,103.0,1.0,,12.0,,,,,,,1.0,4.0,3.0,,,2.0,,,,,,,,,90.0,,,,,,14.0,,7.1,,,,,,,,,7.0,,52.0,63.0,115.0,0,3.0,124.0,,,,1.0
2021-22,9576185,8,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,3.0,24.0,12.0,36.0,3.0,,9.0,1.0,,,,,,2.0,6.0,3.0,,,,1.0,3.0,,,,,3.0,,90.0,3.0,,,,,21.0,,10.0,,,,,,3.0,,,3.0,,35.0,14.0,49.0,3,1.0,68.0,5.0,,2.0,1.0
2021-22,9576185,8,14,Liverpool,Away,155818,157882,Takumi Minamino,takumi-minamino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576185,8,14,Liverpool,Away,159665,118748,Mohamed Salah,mohamed-salah,M,False,,,1.0,31.0,11.0,42.0,1.0,,3.0,1.0,,2.0,1.0,,,2.0,5.0,3.0,,,,1.0,1.0,,,,,2.0,,90.0,3.0,,,,,18.0,,8.6,,,,,,4.0,1.0,,1.0,,40.0,12.0,51.0,5,,69.0,4.0,,3.0,
2021-22,9576185,8,14,Liverpool,Away,217704,110979,Sadio Mané,sadio-mane,M,False,,,,19.0,6.0,25.0,1.0,1.0,2.0,,1.0,,1.0,,,,4.0,5.0,,,1.0,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,15.0,,7.5,,,2.0,,1.0,2.0,1.0,,,1.0,29.0,7.0,35.0,4,1.0,50.0,3.0,2.0,1.0,
2021-22,9576185,8,14,Liverpool,Away,365772,175592,Naby Keïta,naby-keita,M,False,,,3.0,30.0,28.0,58.0,1.0,,3.0,,,2.0,2.0,,,,6.0,5.0,,,3.0,,,,,1.0,,,,90.0,,1.0,,,,12.0,,7.2,,,1.0,,,1.0,,,5.0,,38.0,29.0,67.0,3,4.0,82.0,2.0,,1.0,2.0
2021-22,9576117,9,14,Liverpool,Away,791,15157,James Milner,james-milner,M,False,,,,4.0,4.0,8.0,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,27.0,,,,,,4.0,,6.4,,,,,,,,,1.0,,8.0,4.0,12.0,0,,13.0,,,,
2021-22,9576117,9,14,Liverpool,Away,10577,81880,Alex Oxlade-Chamberlain,alex-oxlade-chamberlain,M,True,,,3.0,20.0,6.0,26.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,1.0,1.0,,27.0,,,,,,3.0,,7.1,,,1.0,,,,,,3.0,,22.0,7.0,29.0,1,2.0,33.0,,,,1.0
2021-22,9576117,9,14,Liverpool,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,5.0,65.0,63.0,128.0,,,7.0,1.0,,1.0,3.0,,,,3.0,2.0,,,,1.0,,,,,3.0,3.0,,90.0,,,,,,6.0,,8.0,,,,,,,,,5.0,,71.0,63.0,134.0,1,2.0,144.0,,,,
2021-22,9576117,9,14,Liverpool,Away,143697,92217,Roberto Firmino,roberto-firmino,M,False,,,,23.0,4.0,27.0,3.0,2.0,2.0,,,,3.0,,,,7.0,6.0,,,1.0,,,,,,,1.0,,76.0,1.0,,,,,11.0,,7.1,,,2.0,,1.0,3.0,1.0,,,,31.0,4.0,34.0,3,1.0,51.0,2.0,1.0,2.0,
