playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulPassesOwnHalf,unsuccessfulLongPasses,goalKicks,cleanSheets,penaltiesConceded,ownGoalScored,successfulLaunches,rightFootGoals,gkSuccessfulDistribution,blocks,clearancesOffTheLine,unsuccessfulLaunches,throwInsToOppositionPlayer,lastPlayerTackle,throughBalls,shotsOnTargetOutsideBox,oboxTarget,hitWoodwork,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,leftFootGoals,foulWonPenalty,redCards2ndYellow,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals
440323,Armando Broja,Forward,Burnley,90,Albania,2025-26,130.0,1.0,0.2251,0.0,8.0,6.0,6.0,1.6642,6.0,8.0,46.0,24.0,1.0,8.0,8.0,46.0,2.0,151.0,1.0,6.0,1.0,1.0,16.0,111.0,1.0,5.0,849.0,5.0,5.0,76.0,65.0,5.0,12.0,30.0,104.0,42.0,2.0,28.0278,4.0,9.0,27.0,7.0,54.0,35.0,16.0,0.0,195.0,7.0,0.0,31.0,26.0,24.0,3.0,16.0,82.0,22.0,1.0,2.0,36.0,7.0,84.0,35.0,0.0,149.0,2.0,4.0,119.0,3.0,8.0,36.0,14.0,3.0,1.0,49.0,324.0,1.0,6.0,1.0,24.0,3.0,1.0,2.1458,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44699,Ashley Barnes,Forward,Burnley,90,England,2025-26,11.0,,0.0409,0.0,1.0,1.0,,0.3995,,1.0,8.0,7.0,,1.0,,9.0,,13.0,,2.0,,,7.0,16.0,,1.0,40.0,1.0,,8.0,10.0,1.0,,2.0,4.0,5.0,1.0,2.311,,,3.0,1.0,3.0,2.0,2.0,0.0,21.0,,,7.0,2.0,7.0,,,3.0,2.0,,,2.0,1.0,5.0,8.0,0.0,13.0,,2.0,17.0,,1.0,2.0,2.0,,,2.0,27.0,,,,1.0,,1.0,0.2499,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180804,Axel Tuanzebe,Defender,Burnley,90,DR Congo,2025-26,42.0,,0.1401,0.0,,1.0,,0.8886,14.0,2.0,45.0,14.0,,,14.0,88.0,1.0,569.0,1.0,1.0,0.0,,,46.0,,,1202.0,,,24.0,38.0,,10.0,16.0,459.0,2.0,3.0,30.4027,,83.0,26.0,,18.0,137.0,2.0,0.0,80.0,4.0,1.0,197.0,40.0,14.0,6.0,,130.0,26.0,,1.0,,,34.0,22.0,0.0,561.0,1.0,,92.0,8.0,,192.0,13.0,11.0,22.0,43.0,723.0,3.0,2.0,,351.0,2.0,,0.606,1.0,36.0,43.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,11.0,1.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461188,Bashir Humphreys,Defender,Burnley,90,England,2025-26,75.0,3.0,0.6823,0.0,4.0,3.0,,0.5771,27.0,5.0,81.0,20.0,,1.0,17.0,154.0,15.0,851.0,,2.0,,2.0,3.0,58.0,3.0,3.0,1578.0,3.0,1.0,32.0,69.0,3.0,28.0,43.0,648.0,24.0,2.0,31.6331,9.0,84.0,33.0,2.0,43.0,215.0,10.0,0.0,144.0,11.0,,371.0,69.0,20.0,9.0,6.0,285.0,30.0,,15.0,12.0,2.0,86.0,26.0,0.0,838.0,2.0,5.0,210.0,18.0,6.0,175.0,14.0,11.0,49.0,90.0,1161.0,37.0,4.0,2.0,415.0,4.0,,0.4155,6.0,63.0,73.0,,2.0,,,14.0,,,19.0,5.0,43.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
566214,Brandon Pouani,Midfielder,Burnley,90,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192290,Connor Roberts,Midfielder,Burnley,90,Wales,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704962,Ellis Clark,Midfielder,Burnley,90,Scotland,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578614,Enock Agyei,Forward,Burnley,90,Belgium,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216055,Florentino,Midfielder,Burnley,90,Portugal,2025-26,133.0,1.0,0.552,0.0,3.0,2.0,,0.0985,90.0,10.0,126.0,31.0,2.0,37.0,25.0,151.0,10.0,1042.0,,1.0,,3.0,6.0,51.0,1.0,1.0,2112.0,1.0,,27.0,129.0,1.0,56.0,105.0,844.0,8.0,4.0,48.2622,11.0,56.0,45.0,,106.0,344.0,8.0,0.0,262.0,40.0,,270.0,113.0,31.0,41.0,14.0,419.0,44.0,,10.0,31.0,,211.0,24.0,0.0,1033.0,8.0,1.0,218.0,49.0,7.0,270.0,40.0,41.0,47.0,158.0,1431.0,,16.0,3.0,473.0,27.0,1.0,0.6626,6.0,48.0,25.0,,1.0,2.0,,3.0,,,14.0,,7.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
704232,George Brierley,Midfielder,Burnley,90,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
