team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2023-24,2367543,1,2023-08-12 17:30:00,"St. James' Park, Newcastle",52207.0,Away,Aston Villa,Newcastle,L,382.0,5.0,6.0,,1.0,1.0,2.0,,5.0,3.0,7.0,,5.0,13.0,44.0,42.0,14.0,1.0,,,,,,49.0,17.0,12.0,1.0,1.0,5,5.0,1,2,1,,6.0,7.0,6.0,3.0,,23.0,,110.0,47.4,0.0,0,0,7.0,7.0,13.0,14.0,,447.0,16.0,13.0,22.0,5.0,10.0,0.0
A_Villa_7,2023-24,2367548,2,2023-08-20 14:00:00,"Villa Park, Birmingham",41694.0,Home,Aston Villa,Everton,W,507.0,8.0,10.0,1.0,,2.0,1.0,4.0,7.0,2.0,9.0,1.0,7.0,4.0,39.0,43.0,17.0,,,,,,,33.0,8.0,12.0,1.0,4.0,0,,4,0,2,1.0,3.0,6.0,7.0,4.0,,24.0,1.0,105.0,60.4,0.0,0,0,2.0,4.0,10.0,17.0,1.0,566.0,13.0,9.0,22.0,7.0,5.0,0.0
A_Villa_7,2023-24,2367562,3,2023-08-27 14:00:00,"Turf Moor, Burnley",21591.0,Away,Aston Villa,Burnley,W,380.0,10.0,8.0,,,4.0,3.0,2.0,5.0,6.0,8.0,,6.0,6.0,35.0,45.0,14.0,,,,,,,48.0,11.0,12.0,3.0,3.0,1,1.0,3,0,2,,6.0,10.0,6.0,1.0,,26.0,,107.0,43.1,0.0,0,0,1.0,4.0,13.0,14.0,1.0,454.0,16.0,15.0,28.0,6.0,11.0,0.0
A_Villa_7,2023-24,2367574,4,2023-09-03 14:00:00,"Anfield, Liverpool",50109.0,Away,Aston Villa,Liverpool,L,316.0,8.0,2.0,,1.0,,,,7.0,,3.0,,3.0,6.0,32.0,40.0,16.0,,,,,,,38.0,7.0,12.0,,,3,3.0,0,2,0,,9.0,3.0,3.0,3.0,1.0,21.0,,102.0,36.3,0.0,0,0,2.0,6.0,9.0,16.0,1.0,388.0,9.0,15.0,17.0,3.0,6.0,0.0
A_Villa_7,2023-24,2367579,5,2023-09-16 15:00:00,"Villa Park, Birmingham",40809.0,Home,Aston Villa,Crystal Palace,W,522.0,6.0,11.0,1.0,,1.0,1.0,2.0,14.0,6.0,13.0,,4.0,14.0,55.0,52.0,8.0,,,,,,,83.0,13.0,9.0,2.0,3.0,1,1.0,3,0,0,1.0,7.0,6.0,5.0,1.0,,41.0,1.0,142.0,66.7,0.0,0,0,2.0,5.0,10.0,8.0,1.0,604.0,16.0,26.0,53.0,4.0,11.0,0.0
A_Villa_7,2023-24,2367592,6,2023-09-24 14:00:00,"Stamford Bridge, London",39700.0,Away,Aston Villa,Chelsea,W,328.0,14.0,7.0,,,1.0,1.0,,12.0,5.0,9.0,1.0,11.0,11.0,56.0,43.0,15.0,,,,,,,52.0,11.0,7.0,,1.0,0,,1,0,0,,9.0,7.0,7.0,4.0,,31.0,,131.0,47.3,0.0,1,0,4.0,3.0,8.0,15.0,1.0,388.0,15.0,21.0,27.0,11.0,13.0,0.0
A_Villa_7,2023-24,2367599,7,2023-09-30 12:30:00,"Villa Park, Birmingham",40636.0,Home,Aston Villa,Brighton,W,250.0,8.0,5.0,,1.0,2.0,1.0,1.0,8.0,6.0,10.0,,1.0,12.0,56.0,55.0,12.0,,,,,,,47.0,19.0,20.0,4.0,6.0,1,1.0,6,0,3,,4.0,11.0,9.0,5.0,,21.0,,104.0,38.0,0.0,0,0,2.0,4.0,12.0,12.0,,320.0,19.0,21.0,36.0,1.0,13.0,0.0
A_Villa_7,2023-24,2367617,8,2023-10-08 14:00:00,"Molineux Stadium, Wolverhampton",,Away,Aston Villa,Wolves,D,330.0,10.0,6.0,,2.0,4.0,3.0,1.0,8.0,6.0,9.0,,10.0,4.0,40.0,32.0,9.0,,,,,,,48.0,9.0,19.0,1.0,1.0,1,1.0,1,0,0,1.0,11.0,8.0,4.0,1.0,,40.0,,123.0,53.7,0.0,1,0,2.0,8.0,13.0,9.0,1.0,395.0,18.0,7.0,29.0,10.0,4.0,0.0
A_Villa_7,2023-24,2367619,9,2023-10-22 16:30:00,"Villa Park, Birmingham",41734.0,Home,Aston Villa,West Ham,W,444.0,12.0,8.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,14.0,,8.0,2.0,38.0,48.0,19.0,,,,,,,50.0,8.0,15.0,3.0,4.0,1,1.0,4,0,1,,5.0,8.0,7.0,6.0,,31.0,1.0,94.0,58.3,0.0,0,0,3.0,6.0,14.0,19.0,2.0,501.0,15.0,18.0,27.0,8.0,10.0,0.0
A_Villa_7,2023-24,2367630,10,2023-10-29 14:00:00,"Villa Park, Birmingham",41785.0,Home,Aston Villa,Luton,W,558.0,14.0,13.0,,4.0,4.0,5.0,,4.0,6.0,5.0,,6.0,8.0,47.0,40.0,9.0,,1.0,,,,,56.0,11.0,9.0,2.0,3.0,1,1.0,3,0,1,,3.0,11.0,6.0,4.0,1.0,30.0,,95.0,70.5,0.0,0,0,1.0,5.0,16.0,9.0,,617.0,17.0,11.0,44.0,6.0,8.0,0.0
A_Villa_7,2023-24,2367645,11,2023-11-05 14:00:00,"The City Ground, Nottingham",29313.0,Away,Aston Villa,Nott'm Forest,L,598.0,8.0,11.0,,,2.0,2.0,,7.0,4.0,2.0,,10.0,14.0,49.0,39.0,10.0,1.0,,,,,,92.0,9.0,6.0,,,2,2.0,0,1,0,,8.0,7.0,3.0,,,51.0,,131.0,73.5,0.0,0,0,1.0,6.0,13.0,10.0,1.0,654.0,13.0,10.0,52.0,10.0,5.0,0.0
A_Villa_7,2023-24,2367650,12,2023-11-12 14:00:00,"Villa Park, Birmingham",41608.0,Home,Aston Villa,Fulham,W,425.0,6.0,10.0,,,3.0,3.0,1.0,8.0,1.0,12.0,,2.0,10.0,37.0,45.0,13.0,,,,,,,48.0,4.0,17.0,1.0,3.0,1,1.0,3,0,2,,10.0,6.0,6.0,,,16.0,,123.0,50.7,0.0,0,0,4.0,5.0,9.0,13.0,3.0,511.0,12.0,7.0,24.0,2.0,4.0,0.0
A_Villa_7,2023-24,2367667,13,2023-11-26 14:00:00,"Tottenham Hotspur Stadium, London",61679.0,Away,Aston Villa,Spurs,W,331.0,9.0,9.0,,2.0,4.0,3.0,1.0,3.0,2.0,12.0,,3.0,14.0,54.0,49.0,15.0,,,,,,,38.0,13.0,11.0,2.0,2.0,1,1.0,2,1,1,1.0,12.0,6.0,5.0,2.0,,18.0,,103.0,38.0,0.0,0,0,6.0,8.0,12.0,15.0,2.0,384.0,15.0,18.0,16.0,3.0,9.0,0.0
A_Villa_7,2023-24,2367668,14,2023-12-03 14:00:00,"Vitality Stadium, Bournemouth",11191.0,Away,Aston Villa,Bournemouth,D,378.0,16.0,18.0,,1.0,1.0,1.0,,6.0,5.0,11.0,,7.0,13.0,63.0,65.0,16.0,1.0,,,,,,56.0,12.0,16.0,2.0,2.0,2,2.0,2,1,1,1.0,7.0,6.0,3.0,3.0,,26.0,,155.0,62.7,0.0,0,0,5.0,3.0,8.0,16.0,2.0,473.0,11.0,24.0,22.0,7.0,16.0,0.0
A_Villa_7,2023-24,2367678,15,2023-12-06 20:15:00,"Villa Park, Birmingham",41421.0,Home,Aston Villa,Man City,W,372.0,3.0,9.0,,1.0,1.0,2.0,,13.0,9.0,2.0,1.0,6.0,14.0,36.0,53.0,6.0,,,,,,,47.0,13.0,13.0,1.0,1.0,0,,1,0,0,1.0,7.0,13.0,7.0,,,27.0,,113.0,46.1,0.0,0,0,2.0,6.0,18.0,6.0,,436.0,22.0,15.0,36.0,6.0,7.0,0.0
A_Villa_7,2023-24,2367688,16,2023-12-09 17:30:00,"Villa Park, Birmingham",42000.0,Home,Aston Villa,Arsenal,W,209.0,8.0,4.0,,1.0,,,,4.0,5.0,7.0,1.0,3.0,18.0,62.0,49.0,25.0,,,,,,,46.0,16.0,10.0,1.0,1.0,0,,1,0,1,,13.0,5.0,3.0,4.0,,17.0,,135.0,38.5,0.0,0,0,3.0,2.0,6.0,25.0,1.0,289.0,10.0,31.0,15.0,3.0,17.0,0.0
A_Villa_7,2023-24,2367700,17,2023-12-17 14:00:00,"Gtech Community Stadium, Brentford",17034.0,Away,Aston Villa,Brentford,W,449.0,7.0,14.0,,,4.0,2.0,2.0,5.0,4.0,5.0,,11.0,22.0,50.0,56.0,29.0,,,,,,,77.0,6.0,18.0,2.0,2.0,1,1.0,2,1,0,,7.0,6.0,5.0,,,36.0,,143.0,67.2,0.0,1,1,2.0,6.0,12.0,29.0,,528.0,15.0,12.0,29.0,12.0,11.0,0.0
A_Villa_7,2023-24,2367708,18,2023-12-22 20:00:00,"Villa Park, Birmingham",41651.0,Home,Aston Villa,Sheff Utd,D,577.0,20.0,20.0,,1.0,3.0,2.0,1.0,11.0,4.0,7.0,,9.0,17.0,69.0,51.0,4.0,,,,,,,58.0,11.0,16.0,1.0,1.0,1,1.0,1,0,0,,4.0,7.0,4.0,1.0,,53.0,,140.0,77.7,0.0,0,0,1.0,4.0,11.0,4.0,,656.0,12.0,11.0,42.0,9.0,3.0,0.0
A_Villa_7,2023-24,2367725,19,2023-12-26 20:00:00,"Old Trafford, Manchester",73574.0,Away,Aston Villa,Man Utd,L,379.0,15.0,14.0,,,2.0,1.0,1.0,10.0,4.0,4.0,,6.0,10.0,50.0,49.0,14.0,,,,,,,43.0,10.0,10.0,1.0,2.0,3,3.0,2,0,2,,7.0,6.0,4.0,3.0,,23.0,,148.0,54.3,0.0,0,0,4.0,2.0,8.0,14.0,,462.0,10.0,14.0,43.0,6.0,8.0,0.0
A_Villa_7,2023-24,2367728,20,2023-12-30 15:00:00,"Villa Park, Birmingham",41613.0,Home,Aston Villa,Burnley,W,396.0,14.0,11.0,1.0,3.0,2.0,1.0,2.0,10.0,5.0,4.0,,6.0,7.0,39.0,40.0,12.0,,,,,,,50.0,9.0,13.0,2.0,3.0,2,2.0,3,1,2,,4.0,10.0,7.0,1.0,,29.0,1.0,110.0,65.7,0.0,1,0,3.0,7.0,14.0,12.0,1.0,465.0,19.0,10.0,41.0,6.0,5.0,0.0
A_Villa_7,2023-24,2367744,21,2024-01-14 14:00:00,"Goodison Park, Liverpool",39284.0,Away,Aston Villa,Everton,D,454.0,19.0,8.0,,,1.0,1.0,,5.0,4.0,1.0,1.0,5.0,15.0,58.0,44.0,19.0,,1.0,,,,,52.0,14.0,13.0,,,0,,0,0,0,,4.0,7.0,5.0,3.0,,31.0,,145.0,68.7,0.0,0,0,2.0,7.0,12.0,19.0,1.0,530.0,16.0,10.0,27.0,5.0,7.0,0.0
