season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attFreekickPost,attOneOnOne,contentiousDecision,goalFastbreak,attemptedTackleFoul,blockedPass,penaltySave,putThrough,successfulPutThrough
2011-12,360577,11,2011-11-05 17:30:00,52,QPR,Home,110.0,10.0,3.0,7.0,4.0,5.0,1.0,242.0,3.0,1.0,,8.0,10.0,35.0,345.0,,,31.0,19.0,15.0,12.0,3.0,1.0,,,,,,,,,17.0,,,,1.0,1.0,3.0,12.0,6.0,,,66.0,45.0,3.0,2.0,2.0,1.0,8.0,6.0,,3.0,14.0,6.0,,9.0,1.0,45.0,51.0,1.0,20.0,10.0,,,91.0,6.0,14.0,2.0,,3.0,3.0,,161.0,2.0,1.0,1.0,1.0,1.0,14.0,1.0,,,14.0,2.0,6.0,5.0,,,97.0,94.0,52.0,1.0,,7.0,10.0,5.0,,3.0,2.0,,72.0,71.0,24.0,,,,,158.0,147.0,3.0,18.0,22.0,53.1,2.0,,,0.0,110.0,2.0,,,,1.0,1.0,9.0,1.0,3.0,111.0,,17.0,119.0,32.0,31.0,11.0,3.0,26.0,23.0,1.0,177.0,12.0,341.0,,1.0,30.0,11.0,68.0,2.0,434.0,,0.0,22.0,16.0,,33.0,1.0,634.0,,8.0,6.0,3.0,14.0,0.0,,,,,,,,,,
2011-12,360583,12,2011-11-19 15:00:00,52,QPR,Away,77.0,12.0,1.0,4.0,3.0,5.0,1.0,121.0,7.0,,2.0,10.0,2.0,17.0,194.0,1.0,1.0,17.0,16.0,17.0,4.0,1.0,,,,,,,,,,6.0,,,,,1.0,1.0,15.0,4.0,,,44.0,39.0,1.0,,1.0,4.0,2.0,1.0,1.0,5.0,6.0,2.0,1.0,10.0,1.0,47.0,54.0,4.0,38.0,26.0,,1.0,71.0,11.0,17.0,2.0,,1.0,3.0,,139.0,3.0,,3.0,2.0,1.0,10.0,2.0,,2.0,43.0,1.0,6.0,4.0,,2.0,55.0,73.0,30.0,9.0,,1.0,7.0,5.0,,4.0,3.0,,61.0,39.0,25.0,,,,,183.0,160.0,1.0,14.0,16.0,57.5,1.0,,2.0,0.0,49.0,2.0,1.0,,,,,1.0,,1.0,69.0,,8.0,91.0,31.0,61.0,16.0,5.0,16.0,11.0,,125.0,14.0,212.0,1.0,,37.0,2.0,50.0,3.0,287.0,1.0,0.0,8.0,15.0,1.0,25.0,2.0,505.0,,17.0,5.0,5.0,12.0,0.0,,,,,,,,,,
2011-12,360594,13,2011-11-26 15:00:00,52,QPR,Away,113.0,15.0,3.0,7.0,4.0,9.0,,184.0,4.0,,2.0,23.0,5.0,43.0,290.0,,,18.0,23.0,12.0,8.0,2.0,,,,,,,,,,11.0,,,,1.0,,,9.0,8.0,,,53.0,43.0,,,1.0,4.0,1.0,5.0,1.0,4.0,16.0,4.0,1.0,5.0,,51.0,46.0,4.0,20.0,7.0,1.0,,74.0,9.0,15.0,,2.0,4.0,4.0,,137.0,,,,,,12.0,1.0,,2.0,17.0,2.0,6.0,3.0,,2.0,95.0,98.0,62.0,6.0,,7.0,3.0,3.0,,4.0,4.0,,35.0,73.0,20.0,,,,,173.0,156.0,1.0,22.0,14.0,55.9,1.0,,,0.0,85.0,2.0,1.0,,,,,9.0,,3.0,89.0,,10.0,129.0,30.0,37.0,17.0,4.0,28.0,24.0,,132.0,19.0,269.0,,,42.0,5.0,66.0,1.0,370.0,,0.0,13.0,13.0,,24.0,0.0,569.0,,18.0,6.0,4.0,8.0,0.0,,,,,,,,,,
2011-12,360605,14,2011-12-03 15:00:00,52,QPR,Home,124.0,19.0,1.0,5.0,4.0,5.0,,157.0,9.0,,1.0,16.0,6.0,35.0,276.0,,,27.0,20.0,12.0,7.0,,,,,,,,,,,11.0,,,,,,,5.0,11.0,,,56.0,66.0,1.0,1.0,,2.0,1.0,8.0,,3.0,16.0,4.0,,8.0,3.0,52.0,51.0,2.0,25.0,13.0,,,87.0,8.0,9.0,1.0,,1.0,3.0,,158.0,1.0,,1.0,1.0,,15.0,1.0,,2.0,23.0,,14.0,7.0,,1.0,85.0,92.0,49.0,5.0,,6.0,2.0,2.0,,5.0,1.0,,48.0,64.0,21.0,,,,,181.0,165.0,3.0,23.0,27.0,48.4,,,,0.0,76.0,3.0,1.0,,,1.0,,8.0,,1.0,93.0,,8.0,144.0,37.0,41.0,18.0,3.0,26.0,23.0,,148.0,24.0,257.0,,,33.0,6.0,67.0,3.0,375.0,,0.0,11.0,22.0,,29.0,0.0,615.0,,15.0,8.0,3.0,14.0,0.0,,,,,,,,,,
2011-12,360612,15,2011-12-10 15:00:00,52,QPR,Away,117.0,11.0,,2.0,2.0,3.0,1.0,117.0,2.0,,,12.0,2.0,28.0,232.0,,,18.0,17.0,12.0,5.0,1.0,,,,,1.0,,,,,5.0,,,,,,1.0,17.0,8.0,,,41.0,55.0,,,,6.0,2.0,8.0,,5.0,8.0,,,5.0,4.0,36.0,52.0,6.0,37.0,17.0,,,65.0,7.0,12.0,,,2.0,1.0,1.0,147.0,,,,,,8.0,,,2.0,34.0,,12.0,10.0,,,67.0,79.0,35.0,17.0,,4.0,2.0,1.0,,9.0,1.0,,38.0,47.0,13.0,,,,,157.0,134.0,2.0,28.0,20.0,38.1,,,2.0,0.0,74.0,6.0,1.0,,,1.0,,4.0,1.0,3.0,55.0,,6.0,140.0,25.0,60.0,7.0,5.0,14.0,9.0,,104.0,14.0,203.0,,,37.0,4.0,58.0,,329.0,,0.0,7.0,22.0,,23.0,0.0,532.0,,7.0,6.0,5.0,16.0,0.0,,,,,,,,,,
2011-12,360625,16,2011-12-18 12:00:00,52,QPR,Home,95.0,17.0,1.0,4.0,3.0,9.0,1.0,184.0,8.0,1.0,3.0,12.0,7.0,25.0,275.0,,,17.0,17.0,11.0,6.0,1.0,1.0,,,,,,,,,9.0,,,,,,1.0,18.0,4.0,,,58.0,55.0,1.0,1.0,,3.0,1.0,6.0,1.0,5.0,16.0,8.0,,9.0,1.0,51.0,50.0,3.0,18.0,9.0,,,80.0,5.0,7.0,,1.0,2.0,3.0,,166.0,,,,,,9.0,,,,15.0,,19.0,14.0,1.0,4.0,84.0,96.0,52.0,10.0,,5.0,2.0,2.0,,5.0,1.0,,71.0,68.0,27.0,,,,,196.0,184.0,5.0,22.0,20.0,47.3,,,1.0,0.0,69.0,6.0,,,,1.0,1.0,8.0,,3.0,100.0,,7.0,113.0,31.0,30.0,22.0,5.0,32.0,27.0,1.0,149.0,15.0,296.0,,1.0,35.0,7.0,51.0,2.0,377.0,,0.0,11.0,24.0,,25.0,1.0,613.0,,17.0,8.0,5.0,18.0,0.0,,,,,,,,,,
2011-12,360629,17,2011-12-21 20:00:00,52,QPR,Home,105.0,15.0,3.0,9.0,6.0,6.0,2.0,200.0,3.0,,6.0,10.0,6.0,37.0,296.0,,,29.0,25.0,26.0,9.0,3.0,,,,,1.0,,,1.0,,16.0,,,,,,2.0,9.0,10.0,,,57.0,47.0,2.0,1.0,2.0,1.0,8.0,10.0,,8.0,14.0,6.0,,20.0,2.0,72.0,63.0,1.0,35.0,22.0,1.0,,85.0,10.0,11.0,1.0,,5.0,4.0,1.0,167.0,1.0,,1.0,1.0,,5.0,2.0,2.0,,30.0,,8.0,4.0,,6.0,92.0,94.0,52.0,11.0,1.0,6.0,7.0,6.0,,8.0,4.0,,52.0,96.0,26.0,,,,,196.0,177.0,4.0,17.0,16.0,57.2,,,,0.0,82.0,1.0,2.0,,,,,7.0,,3.0,119.0,,13.0,117.0,26.0,54.0,12.0,8.0,32.0,24.0,,189.0,19.0,313.0,2.0,,38.0,6.0,71.0,1.0,398.0,,0.0,21.0,21.0,,36.0,2.0,653.0,,11.0,5.0,8.0,14.0,0.0,,,,,,,,,,
2011-12,360647,18,2011-12-27 17:00:00,52,QPR,Away,121.0,15.0,5.0,8.0,3.0,3.0,,185.0,5.0,,1.0,11.0,8.0,32.0,298.0,,1.0,18.0,5.0,9.0,9.0,3.0,,,,,,,,,,,,,,,,1.0,5.0,3.0,,,61.0,50.0,,,1.0,5.0,4.0,6.0,1.0,11.0,10.0,8.0,,10.0,1.0,37.0,46.0,5.0,18.0,3.0,,,66.0,12.0,9.0,,2.0,,,,137.0,,,,,,7.0,,,,3.0,,11.0,7.0,,1.0,95.0,83.0,47.0,5.0,1.0,6.0,6.0,4.0,,3.0,1.0,,39.0,68.0,17.0,,,,,153.0,146.0,2.0,21.0,21.0,44.2,,,,0.0,87.0,1.0,1.0,,,,,6.0,,,82.0,,12.0,132.0,25.0,25.0,5.0,10.0,31.0,21.0,,126.0,14.0,279.0,,,29.0,9.0,54.0,1.0,380.0,,0.0,14.0,27.0,1.0,22.0,3.0,580.0,,17.0,1.0,11.0,20.0,0.0,,,,,,,,,,
2011-12,360649,19,2011-12-31 15:00:00,52,QPR,Away,118.0,12.0,1.0,2.0,1.0,4.0,,137.0,6.0,,2.0,14.0,5.0,22.0,253.0,,2.0,8.0,13.0,8.0,6.0,,,,,,,,,,,6.0,,,,,,1.0,12.0,6.0,,,41.0,55.0,,,,3.0,1.0,8.0,1.0,4.0,5.0,3.0,,13.0,1.0,52.0,40.0,3.0,22.0,16.0,1.0,,64.0,13.0,11.0,,,4.0,2.0,,144.0,,,,,,14.0,,,,23.0,,19.0,15.0,1.0,2.0,72.0,79.0,37.0,12.0,,3.0,3.0,4.0,,7.0,1.0,,33.0,44.0,15.0,,,,,150.0,141.0,,30.0,15.0,40.8,,,1.0,0.0,79.0,1.0,2.0,,,,,3.0,,3.0,62.0,,6.0,133.0,28.0,31.0,9.0,3.0,13.0,10.0,,110.0,9.0,216.0,,,36.0,6.0,51.0,5.0,336.0,,0.0,8.0,17.0,3.0,10.0,2.0,520.0,,13.0,4.0,4.0,12.0,0.0,,,,,,,,,,
2011-12,360665,20,2012-01-02 15:00:00,52,QPR,Home,79.0,14.0,,2.0,2.0,3.0,,132.0,6.0,,1.0,12.0,3.0,29.0,209.0,,,15.0,7.0,7.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,7.0,8.0,,,44.0,44.0,,,,4.0,3.0,2.0,,2.0,9.0,3.0,,5.0,1.0,29.0,40.0,4.0,21.0,10.0,,,70.0,12.0,12.0,,,,,1.0,150.0,1.0,,1.0,1.0,,13.0,,2.0,,19.0,,11.0,7.0,,1.0,55.0,95.0,46.0,5.0,1.0,1.0,3.0,3.0,,2.0,,,30.0,61.0,17.0,,,,,157.0,143.0,1.0,15.0,11.0,39.4,,,,0.0,53.0,1.0,2.0,,,1.0,,2.0,,3.0,59.0,,4.0,93.0,25.0,35.0,12.0,2.0,17.0,15.0,,108.0,16.0,226.0,2.0,,38.0,5.0,64.0,1.0,302.0,,1.0,8.0,12.0,1.0,21.0,2.0,482.0,,13.0,9.0,2.0,9.0,0.0,,,,,,,,,,
2011-12,360674,21,2012-01-15 13:30:00,52,QPR,Away,132.0,13.0,,3.0,3.0,5.0,,133.0,4.0,,3.0,11.0,4.0,31.0,262.0,,1.0,13.0,15.0,17.0,12.0,,,,,,,,,,,15.0,,,1.0,,1.0,,5.0,6.0,,,49.0,55.0,,,,1.0,4.0,8.0,,2.0,8.0,6.0,,13.0,,47.0,53.0,1.0,26.0,11.0,,,50.0,10.0,5.0,,,,,,155.0,,,,,,7.0,,,1.0,19.0,2.0,16.0,9.0,,3.0,84.0,84.0,40.0,3.0,,3.0,9.0,6.0,,5.0,1.0,,38.0,47.0,11.0,,,,,160.0,144.0,2.0,18.0,27.0,39.2,2.0,,,0.0,63.0,,,,,,,5.0,,2.0,63.0,,12.0,156.0,31.0,42.0,10.0,2.0,16.0,14.0,,97.0,21.0,211.0,,,20.0,4.0,45.0,6.0,351.0,,0.0,15.0,23.0,1.0,15.0,4.0,551.0,,15.0,8.0,2.0,15.0,0.0,,,,,,,,,,
