season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,rightsidePass,savedIbox,savedObox,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attCorner,attObxdLeft,attOneOnOne,attemptsIbox,attemptsObox,contentiousDecision,openPlayPass,saves,successfulOpenPlayPass,touchesInOppBox,attLgLeft,attObxdRight,attemptedTackleFoul,blockedPass,ptsDroppedWinningPos,ptsGainedLosingPos,putThrough,successfulPutThrough
2011-12,360687,22,2012-01-21 15:00:00,80,Swansea,Away,317.0,23.0,1.0,3.0,2.0,1.0,,279.0,7.0,,3.0,6.0,26.0,48.0,593.0,,3.0,26.0,3.0,6.0,13.0,,,,,,1.0,2.0,,,,14.0,,,,,,,9.0,6.0,106.0,55.0,2.0,2.0,,4.0,6.0,5.0,,4.0,10.0,9.0,,16.0,,42.0,45.0,4.0,14.0,5.0,,,64.0,6.0,10.0,,1.0,3.0,,2.0,182.0,,,,,,,7.0,,,,9.0,,12.0,5.0,,3.0,208.0,76.0,55.0,2.0,,7.0,6.0,3.0,6.0,4.0,,96.0,82.0,20.0,,,,,,158.0,149.0,2.0,27.0,23.0,69.1,,,0.0,181.0,,1.0,,,,7.0,,2.0,105.0,13.0,348.0,40.0,23.0,26.0,4.0,23.0,19.0,,141.0,1.0,352.0,,,15.0,26.0,60.0,,677.0,,0.0,16.0,15.0,4.0,27.0,0.0,885.0,11.0,14.0,4.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360692,23,2012-01-31 19:45:00,80,Swansea,Home,208.0,15.0,,2.0,2.0,,,154.0,6.0,,6.0,2.0,19.0,26.0,360.0,,1.0,14.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,3.0,10.0,10.0,78.0,60.0,,1.0,,6.0,1.0,5.0,,1.0,3.0,2.0,,16.0,3.0,44.0,66.0,6.0,15.0,10.0,,,51.0,10.0,22.0,1.0,,,,,150.0,,,,,,,11.0,,1.0,,22.0,,16.0,9.0,,6.0,113.0,77.0,46.0,11.0,,1.0,2.0,5.0,6.0,2.0,1.0,41.0,63.0,9.0,,,,,,159.0,140.0,3.0,23.0,27.0,46.2,,,0.0,102.0,2.0,2.0,,,,2.0,1.0,2.0,48.0,3.0,238.0,32.0,34.0,19.0,,7.0,7.0,,78.0,4.0,212.0,1.0,,14.0,20.0,50.0,3.0,443.0,,0.0,8.0,28.0,2.0,17.0,2.0,647.0,15.0,11.0,1.0,21.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360707,24,2012-02-04 15:00:00,80,Swansea,Away,327.0,10.0,2.0,4.0,2.0,4.0,,224.0,3.0,,5.0,5.0,40.0,43.0,547.0,,2.0,19.0,1.0,8.0,5.0,2.0,,,1.0,,,1.0,,,,13.0,,,,,,,14.0,7.0,114.0,48.0,2.0,2.0,2.0,4.0,7.0,9.0,1.0,6.0,9.0,9.0,,13.0,2.0,31.0,44.0,4.0,27.0,8.0,,,42.0,5.0,11.0,1.0,,2.0,1.0,1.0,179.0,2.0,,2.0,2.0,,,8.0,2.0,3.0,1.0,14.0,,22.0,16.0,,5.0,173.0,81.0,52.0,8.0,1.0,4.0,5.0,2.0,4.0,,,52.0,84.0,16.0,,,,,,154.0,142.0,1.0,21.0,21.0,63.4,,,0.0,168.0,3.0,3.0,,1.0,,7.0,,1.0,71.0,9.0,361.0,24.0,39.0,6.0,5.0,24.0,19.0,,95.0,7.0,297.0,3.0,,19.0,41.0,56.0,2.0,634.0,,0.0,16.0,23.0,4.0,20.0,1.0,843.0,10.0,2.0,7.0,16.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360716,25,2012-02-11 15:00:00,80,Swansea,Home,223.0,11.0,4.0,8.0,4.0,5.0,,206.0,3.0,,2.0,12.0,22.0,43.0,421.0,,2.0,19.0,16.0,14.0,8.0,3.0,,,,,1.0,1.0,,,,10.0,1.0,,,,1.0,,10.0,6.0,90.0,47.0,2.0,1.0,2.0,4.0,7.0,3.0,,6.0,7.0,13.0,,16.0,5.0,42.0,43.0,4.0,16.0,4.0,,,84.0,6.0,11.0,2.0,,2.0,2.0,1.0,188.0,1.0,,1.0,1.0,,,10.0,1.0,1.0,,10.0,2.0,18.0,15.0,3.0,2.0,113.0,85.0,52.0,8.0,,5.0,7.0,4.0,1.0,,,44.0,65.0,22.0,,,,,1.0,165.0,155.0,1.0,19.0,18.0,55.3,1.0,,0.0,118.0,4.0,2.0,,1.0,,6.0,,3.0,84.0,12.0,252.0,17.0,26.0,6.0,6.0,28.0,22.0,,125.0,14.0,285.0,1.0,,39.0,23.0,68.0,1.0,509.0,,0.0,17.0,13.0,4.0,20.0,0.0,725.0,21.0,5.0,6.0,8.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360726,26,2012-02-26 15:00:00,80,Swansea,Away,256.0,17.0,,5.0,5.0,,1.0,271.0,8.0,,5.0,7.0,25.0,35.0,522.0,,1.0,31.0,15.0,7.0,7.0,1.0,,,1.0,,,1.0,,,,7.0,,,,,,1.0,8.0,1.0,120.0,62.0,2.0,2.0,,6.0,2.0,4.0,,4.0,9.0,6.0,,18.0,,55.0,55.0,6.0,17.0,7.0,,,52.0,8.0,14.0,,,5.0,3.0,1.0,187.0,,,,,,,9.0,,4.0,,11.0,1.0,7.0,4.0,,5.0,166.0,73.0,53.0,8.0,,4.0,4.0,2.0,3.0,1.0,,69.0,93.0,28.0,,,,,,168.0,159.0,3.0,29.0,23.0,73.6,,2.0,0.0,144.0,,,,3.0,,5.0,,2.0,125.0,8.0,297.0,31.0,26.0,18.0,1.0,19.0,18.0,,157.0,2.0,339.0,4.0,,21.0,28.0,50.0,,617.0,,0.0,9.0,26.0,6.0,36.0,0.0,829.0,15.0,8.0,4.0,16.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360738,27,2012-03-03 15:00:00,80,Swansea,Away,172.0,20.0,,2.0,2.0,2.0,1.0,137.0,8.0,,6.0,7.0,22.0,33.0,307.0,,3.0,21.0,3.0,5.0,7.0,,,1.0,,,,1.0,,,,9.0,,,,,,2.0,9.0,7.0,56.0,50.0,1.0,1.0,,5.0,2.0,1.0,,3.0,7.0,1.0,,12.0,,33.0,54.0,5.0,25.0,4.0,,,40.0,8.0,14.0,,,1.0,2.0,1.0,122.0,1.0,,,1.0,,,16.0,1.0,5.0,,10.0,,22.0,15.0,1.0,6.0,98.0,69.0,42.0,9.0,2.0,2.0,6.0,6.0,6.0,3.0,,40.0,62.0,12.0,,,,,,144.0,132.0,1.0,20.0,18.0,48.9,,2.0,0.0,108.0,2.0,,,,,4.0,,2.0,52.0,8.0,200.0,28.0,37.0,22.0,3.0,13.0,10.0,,84.0,7.0,197.0,6.0,,21.0,22.0,49.0,2.0,384.0,,1.0,12.0,22.0,5.0,23.0,2.0,618.0,8.0,13.0,3.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360747,28,2012-03-11 14:00:00,80,Swansea,Home,257.0,26.0,2.0,4.0,2.0,,,203.0,5.0,,9.0,1.0,24.0,40.0,456.0,,,25.0,5.0,10.0,7.0,2.0,,,,,,,,,1.0,8.0,,1.0,,,,,15.0,7.0,95.0,52.0,1.0,1.0,1.0,4.0,2.0,6.0,,7.0,16.0,3.0,,10.0,4.0,39.0,41.0,4.0,13.0,4.0,,,56.0,9.0,14.0,1.0,,1.0,,,180.0,1.0,,1.0,1.0,,,8.0,1.0,3.0,,8.0,,23.0,16.0,,9.0,130.0,72.0,52.0,9.0,,4.0,6.0,5.0,8.0,1.0,,43.0,110.0,10.0,,,,,1.0,148.0,140.0,,19.0,22.0,55.4,,,0.0,130.0,5.0,1.0,,1.0,,5.0,1.0,2.0,79.0,10.0,283.0,34.0,21.0,12.0,5.0,24.0,19.0,,110.0,4.0,276.0,3.0,,12.0,24.0,52.0,2.0,535.0,,0.0,12.0,14.0,,27.0,0.0,735.0,14.0,3.0,7.0,11.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360752,29,2012-03-17 15:00:00,80,Swansea,Away,398.0,26.0,,3.0,3.0,1.0,,218.0,5.0,,6.0,1.0,49.0,51.0,613.0,,1.0,12.0,7.0,8.0,6.0,,,,,,,,,,,10.0,,,,,,,5.0,11.0,137.0,71.0,1.0,,1.0,,2.0,6.0,,2.0,9.0,3.0,,14.0,2.0,37.0,44.0,,13.0,3.0,,,47.0,7.0,8.0,,,1.0,1.0,,187.0,3.0,,2.0,3.0,,,12.0,3.0,3.0,,9.0,,23.0,18.0,4.0,6.0,189.0,101.0,62.0,6.0,3.0,3.0,6.0,5.0,4.0,3.0,,55.0,98.0,14.0,,,,,,148.0,137.0,5.0,30.0,28.0,61.9,,,0.0,187.0,2.0,3.0,,,,3.0,,3.0,74.0,9.0,420.0,48.0,24.0,6.0,2.0,15.0,13.0,,101.0,5.0,295.0,3.0,,15.0,51.0,78.0,2.0,700.0,,0.0,10.0,25.0,2.0,13.0,0.0,880.0,8.0,3.0,2.0,17.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360767,30,2012-03-24 15:00:00,80,Swansea,Home,246.0,22.0,,5.0,5.0,,,234.0,6.0,,3.0,4.0,33.0,38.0,475.0,,3.0,22.0,12.0,12.0,8.0,,,,1.0,,,1.0,,,,9.0,,,,,,,8.0,7.0,111.0,58.0,,,,2.0,3.0,2.0,,3.0,7.0,6.0,,11.0,2.0,36.0,46.0,2.0,13.0,8.0,,,61.0,10.0,11.0,,,1.0,1.0,1.0,143.0,,,,,,,10.0,,2.0,,12.0,,19.0,15.0,3.0,3.0,141.0,68.0,49.0,3.0,,5.0,3.0,1.0,3.0,,,54.0,88.0,16.0,,,,,,141.0,127.0,2.0,28.0,24.0,62.0,,,0.0,159.0,2.0,1.0,,,,7.0,,3.0,93.0,8.0,277.0,41.0,27.0,6.0,3.0,17.0,14.0,,123.0,2.0,294.0,2.0,,8.0,34.0,56.0,1.0,554.0,,0.0,11.0,18.0,5.0,27.0,1.0,739.0,14.0,5.0,3.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360776,31,2012-04-01 16:00:00,80,Swansea,Away,346.0,15.0,3.0,7.0,4.0,,,189.0,5.0,,6.0,,48.0,27.0,528.0,,1.0,26.0,3.0,6.0,5.0,2.0,,,1.0,,,1.0,,,,6.0,,,,,,,13.0,7.0,118.0,59.0,,,,5.0,5.0,11.0,,6.0,9.0,2.0,,20.0,4.0,57.0,49.0,5.0,11.0,3.0,,,32.0,12.0,10.0,,,1.0,,1.0,169.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,6.0,1.0,15.0,9.0,1.0,6.0,158.0,79.0,48.0,7.0,1.0,3.0,5.0,2.0,2.0,1.0,,60.0,79.0,7.0,,,,,,146.0,140.0,4.0,25.0,26.0,59.3,,1.0,0.0,164.0,4.0,2.0,,1.0,,4.0,,3.0,68.0,8.0,374.0,32.0,17.0,22.0,5.0,16.0,11.0,,90.0,1.0,251.0,1.0,,6.0,50.0,40.0,2.0,609.0,,0.0,11.0,22.0,1.0,27.0,0.0,805.0,12.0,11.0,7.0,17.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360787,32,2012-04-06 16:30:00,80,Swansea,Home,362.0,23.0,2.0,4.0,2.0,1.0,,477.0,5.0,,2.0,,54.0,68.0,835.0,,,26.0,7.0,3.0,13.0,2.0,,,,,2.0,2.0,,,,15.0,,,,,,,3.0,2.0,164.0,62.0,,,,,5.0,5.0,,7.0,12.0,8.0,,10.0,,38.0,38.0,,6.0,4.0,,,78.0,10.0,8.0,,,3.0,1.0,2.0,211.0,,,,,,,5.0,,,,5.0,,17.0,10.0,,2.0,281.0,83.0,74.0,,,6.0,9.0,8.0,1.0,,,101.0,182.0,17.0,,,,,,134.0,132.0,5.0,18.0,38.0,77.0,,,0.0,256.0,,1.0,,,,6.0,,2.0,168.0,15.0,373.0,36.0,8.0,20.0,5.0,26.0,21.0,,215.0,2.0,565.0,,,5.0,55.0,72.0,,912.0,,0.0,19.0,13.0,5.0,26.0,1.0,1081.0,17.0,14.0,7.0,10.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360795,33,2012-04-11 20:00:00,80,Swansea,Away,279.0,20.0,4.0,7.0,3.0,2.0,2.0,198.0,2.0,,6.0,4.0,30.0,42.0,470.0,,,20.0,3.0,6.0,4.0,4.0,,,,,,,,,,6.0,,,,,,1.0,9.0,9.0,108.0,54.0,1.0,1.0,,4.0,6.0,10.0,,9.0,10.0,3.0,,9.0,1.0,38.0,37.0,4.0,13.0,6.0,,1.0,57.0,9.0,10.0,,,3.0,3.0,,162.0,,,,,,,9.0,,,,11.0,,13.0,10.0,,6.0,135.0,75.0,47.0,6.0,,2.0,6.0,2.0,4.0,3.0,,30.0,80.0,17.0,,,,,,147.0,135.0,1.0,30.0,16.0,59.8,,1.0,0.0,134.0,2.0,1.0,,,,3.0,2.0,3.0,77.0,8.0,301.0,34.0,25.0,12.0,8.0,24.0,16.0,,106.0,4.0,262.0,,,16.0,32.0,58.0,1.0,539.0,,0.0,11.0,16.0,,23.0,0.0,732.0,19.0,5.0,9.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360807,34,2012-04-14 15:00:00,80,Swansea,Home,312.0,20.0,3.0,5.0,2.0,2.0,,242.0,3.0,,9.0,2.0,40.0,33.0,549.0,1.0,,23.0,2.0,3.0,13.0,2.0,,,,,1.0,1.0,,,,17.0,,,,1.0,,,5.0,3.0,95.0,59.0,1.0,1.0,,1.0,4.0,5.0,,7.0,16.0,3.0,,12.0,,34.0,44.0,1.0,10.0,2.0,,,64.0,8.0,13.0,,,5.0,4.0,1.0,160.0,2.0,,2.0,2.0,,,6.0,2.0,1.0,,9.0,1.0,13.0,10.0,,9.0,184.0,64.0,47.0,3.0,2.0,9.0,8.0,8.0,,2.0,,68.0,93.0,16.0,,,,,,142.0,132.0,3.0,18.0,31.0,73.2,1.0,1.0,0.0,173.0,2.0,,,,,10.0,1.0,3.0,109.0,17.0,337.0,39.0,20.0,16.0,7.0,30.0,23.0,,132.0,3.0,305.0,1.0,,6.0,43.0,50.0,2.0,612.0,1.0,0.0,22.0,19.0,,25.0,0.0,810.0,16.0,9.0,7.0,13.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360812,35,2012-04-21 15:00:00,80,Swansea,Away,207.0,8.0,4.0,4.0,,2.0,,207.0,5.0,,8.0,12.0,27.0,27.0,410.0,,2.0,14.0,10.0,3.0,17.0,1.0,,,,,1.0,1.0,,,,22.0,,,1.0,,,1.0,6.0,4.0,79.0,67.0,,1.0,,4.0,13.0,5.0,,10.0,12.0,5.0,,8.0,1.0,36.0,48.0,4.0,21.0,8.0,,,52.0,8.0,19.0,,1.0,2.0,1.0,1.0,151.0,1.0,,,1.0,,,10.0,1.0,2.0,,16.0,1.0,16.0,7.0,,8.0,129.0,74.0,47.0,8.0,1.0,8.0,11.0,4.0,4.0,1.0,,36.0,88.0,18.0,,,,,,162.0,141.0,2.0,24.0,30.0,61.9,1.0,1.0,0.0,121.0,,1.0,,4.0,,9.0,4.0,2.0,91.0,19.0,224.0,18.0,42.0,17.0,10.0,28.0,18.0,,119.0,4.0,284.0,3.0,,27.0,29.0,45.0,5.0,480.0,,0.0,26.0,14.0,4.0,18.0,1.0,717.0,18.0,12.0,10.0,8.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360825,36,2012-04-28 15:00:00,80,Swansea,Home,272.0,11.0,,3.0,3.0,2.0,,164.0,2.0,,10.0,5.0,28.0,24.0,433.0,,2.0,10.0,5.0,7.0,5.0,,,,,,,,,,,11.0,,,,,1.0,,12.0,5.0,108.0,69.0,1.0,1.0,1.0,3.0,2.0,4.0,,2.0,6.0,4.0,,12.0,1.0,33.0,46.0,3.0,18.0,6.0,,1.0,49.0,8.0,8.0,1.0,,,,,159.0,3.0,,3.0,3.0,,,7.0,4.0,4.0,,10.0,1.0,10.0,7.0,,10.0,138.0,82.0,41.0,6.0,3.0,2.0,6.0,7.0,3.0,,,61.0,51.0,12.0,,,,,,142.0,130.0,3.0,29.0,22.0,55.0,1.0,1.0,0.0,111.0,2.0,,,,,2.0,,2.0,63.0,8.0,296.0,21.0,30.0,15.0,2.0,12.0,10.0,,96.0,5.0,232.0,5.0,,25.0,28.0,53.0,1.0,516.0,,0.0,11.0,20.0,3.0,15.0,2.0,690.0,11.0,11.0,2.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360835,37,2012-05-06 16:00:00,80,Swansea,Away,220.0,14.0,,1.0,1.0,1.0,,110.0,4.0,,4.0,6.0,10.0,30.0,329.0,,,18.0,10.0,2.0,11.0,,,,,,1.0,1.0,,,,11.0,,,,,,,18.0,10.0,74.0,57.0,,,,5.0,3.0,9.0,,3.0,7.0,2.0,,19.0,3.0,51.0,37.0,5.0,27.0,10.0,,,35.0,6.0,12.0,,,1.0,,1.0,143.0,,,,,,,12.0,,,,16.0,,21.0,20.0,1.0,4.0,89.0,61.0,38.0,16.0,,4.0,7.0,6.0,11.0,,,26.0,41.0,10.0,,,,,,148.0,130.0,1.0,29.0,18.0,40.2,,4.0,0.0,96.0,3.0,2.0,,,,4.0,,3.0,45.0,11.0,254.0,25.0,45.0,10.0,3.0,12.0,9.0,,68.0,4.0,160.0,,,24.0,11.0,50.0,,402.0,,0.0,13.0,20.0,4.0,22.0,0.0,627.0,8.0,3.0,3.0,17.0,0.0,,,,,,,,,,,,,,,,,,
2011-12,360845,38,2012-05-13 15:00:00,80,Swansea,Home,326.0,21.0,2.0,2.0,,1.0,,208.0,8.0,,5.0,6.0,47.0,59.0,532.0,,1.0,28.0,5.0,2.0,5.0,3.0,1.0,,,,1.0,1.0,,,,7.0,,,,,,1.0,7.0,6.0,99.0,64.0,1.0,1.0,,2.0,5.0,4.0,,6.0,7.0,5.0,,15.0,2.0,36.0,34.0,2.0,15.0,7.0,,,55.0,7.0,5.0,1.0,,2.0,,1.0,168.0,1.0,,1.0,1.0,,,12.0,1.0,,2.0,7.0,,11.0,9.0,3.0,5.0,176.0,73.0,46.0,5.0,,2.0,7.0,4.0,3.0,2.0,,77.0,85.0,13.0,,,,,,146.0,141.0,3.0,24.0,32.0,62.4,,1.0,0.0,163.0,4.0,1.0,,,1.0,4.0,2.0,2.0,77.0,9.0,350.0,38.0,20.0,15.0,5.0,17.0,12.0,1.0,108.0,4.0,273.0,,,15.0,49.0,79.0,1.0,606.0,,0.0,13.0,19.0,2.0,29.0,1.0,809.0,22.0,8.0,6.0,14.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442004,1,2012-08-18 15:00:00,80,Swansea,Away,240.0,19.0,2.0,3.0,1.0,,,143.0,2.0,,4.0,3.0,8.0,36.0,380.0,,,10.0,6.0,4.0,2.0,1.0,1.0,,1.0,,,1.0,,1.0,,9.0,,,2.0,,,,8.0,13.0,85.0,62.0,1.0,1.0,1.0,6.0,2.0,7.0,,3.0,4.0,1.0,,12.0,1.0,47.0,38.0,6.0,17.0,11.0,,2.0,45.0,16.0,12.0,,,3.0,2.0,1.0,138.0,4.0,,3.0,4.0,,1.0,13.0,5.0,3.0,1.0,20.0,2.0,18.0,14.0,2.0,4.0,106.0,80.0,46.0,5.0,5.0,2.0,5.0,6.0,9.0,1.0,,36.0,41.0,12.0,,,,,,136.0,110.0,,35.0,20.0,50.1,2.0,,0.0,105.0,1.0,3.0,,1.0,1.0,5.0,1.0,3.0,44.0,7.0,251.0,33.0,43.0,10.0,2.0,9.0,7.0,3.0,70.0,2.0,192.0,3.0,,7.0,8.0,53.0,2.0,434.0,,0.0,13.0,19.0,,11.0,2.0,632.0,16.0,3.0,3.0,14.0,0.0,,,1.0,,,,,,,,,,,,,,,
2012-13,442017,2,2012-08-25 12:45:00,80,Swansea,Home,353.0,15.0,,2.0,2.0,2.0,1.0,208.0,6.0,,8.0,7.0,20.0,39.0,559.0,1.0,2.0,12.0,23.0,25.0,7.0,,1.0,,,,,,,,,12.0,,,,,,,7.0,2.0,121.0,52.0,1.0,,2.0,,3.0,2.0,1.0,5.0,4.0,,1.0,20.0,3.0,66.0,72.0,,23.0,11.0,,,54.0,14.0,17.0,1.0,,4.0,2.0,,207.0,2.0,,2.0,2.0,,,7.0,3.0,,1.0,19.0,,6.0,5.0,1.0,8.0,162.0,83.0,55.0,4.0,1.0,2.0,7.0,5.0,3.0,2.0,,60.0,51.0,17.0,,,,,,125.0,125.0,2.0,25.0,16.0,62.2,,2.0,0.0,146.0,4.0,1.0,,,1.0,4.0,,3.0,77.0,9.0,376.0,25.0,35.0,18.0,5.0,11.0,6.0,3.0,105.0,8.0,271.0,,,15.0,21.0,51.0,4.0,636.0,1.0,0.0,12.0,20.0,11.0,13.0,2.0,824.0,4.0,10.0,5.0,18.0,0.0,,,2.0,10.0,2.0,,613.0,4.0,539.0,20.0,,,,,,,,
2012-13,442024,3,2012-09-01 15:00:00,80,Swansea,Home,249.0,7.0,1.0,6.0,6.0,,,335.0,2.0,,4.0,4.0,1.0,39.0,578.0,,1.0,19.0,12.0,12.0,8.0,,,,,,1.0,1.0,,,,14.0,,,,,,,4.0,,98.0,43.0,1.0,,1.0,4.0,3.0,3.0,,8.0,16.0,8.0,,16.0,,58.0,50.0,4.0,11.0,6.0,1.0,1.0,61.0,13.0,7.0,,,2.0,1.0,1.0,153.0,2.0,,2.0,2.0,,,4.0,2.0,3.0,1.0,16.0,,10.0,3.0,,4.0,185.0,64.0,50.0,,2.0,2.0,8.0,7.0,1.0,1.0,,96.0,64.0,18.0,,,,,,131.0,114.0,2.0,18.0,18.0,63.8,,,0.0,186.0,,,,,,5.0,,3.0,151.0,10.0,258.0,11.0,28.0,25.0,8.0,32.0,25.0,,174.0,1.0,396.0,3.0,,8.0,1.0,46.0,,622.0,,1.0,15.0,21.0,2.0,21.0,1.0,815.0,8.0,10.0,8.0,17.0,0.0,,,,,,,,,,,,,,,,,,
2012-13,442030,4,2012-09-15 15:00:00,80,Swansea,Away,174.0,10.0,2.0,7.0,5.0,2.0,1.0,231.0,3.0,,6.0,8.0,5.0,37.0,398.0,,4.0,14.0,21.0,28.0,8.0,1.0,,,,,,,,1.0,,8.0,,,,,,,12.0,4.0,78.0,48.0,1.0,1.0,,3.0,3.0,10.0,1.0,4.0,14.0,3.0,,9.0,1.0,53.0,62.0,3.0,19.0,6.0,1.0,2.0,64.0,4.0,12.0,,,2.0,2.0,,175.0,,,,,,,5.0,,1.0,,35.0,,10.0,5.0,1.0,6.0,111.0,69.0,49.0,10.0,,4.0,5.0,3.0,6.0,4.0,,40.0,94.0,21.0,,,,,,180.0,138.0,,23.0,16.0,57.9,,1.0,0.0,110.0,5.0,1.0,,1.0,,4.0,,3.0,91.0,9.0,194.0,15.0,61.0,12.0,4.0,23.0,19.0,,126.0,8.0,303.0,1.0,,13.0,5.0,50.0,1.0,474.0,,0.0,10.0,19.0,5.0,18.0,1.0,694.0,17.0,3.0,4.0,14.0,0.0,,,,,,1.0,,,,,,,,,,,,
2012-13,442044,5,2012-09-22 12:45:00,80,Swansea,Home,176.0,14.0,4.0,7.0,3.0,2.0,,153.0,5.0,,4.0,6.0,7.0,32.0,322.0,,1.0,14.0,13.0,8.0,11.0,2.0,,,1.0,1.0,,2.0,,,,10.0,,,1.0,,,3.0,24.0,7.0,66.0,44.0,2.0,3.0,,4.0,6.0,4.0,1.0,8.0,9.0,6.0,,7.0,3.0,50.0,31.0,4.0,16.0,7.0,,,64.0,23.0,7.0,,,2.0,1.0,2.0,151.0,,,,,,,9.0,,1.0,1.0,13.0,1.0,15.0,10.0,3.0,4.0,89.0,70.0,45.0,3.0,,6.0,7.0,4.0,9.0,2.0,,37.0,44.0,20.0,,,,,,135.0,118.0,2.0,17.0,16.0,48.5,1.0,,0.0,87.0,8.0,,1.0,,,8.0,1.0,3.0,70.0,13.0,188.0,26.0,33.0,4.0,8.0,24.0,16.0,1.0,111.0,9.0,229.0,1.0,,12.0,8.0,45.0,1.0,393.0,,1.0,18.0,16.0,5.0,17.0,4.0,583.0,9.0,,8.0,12.0,0.0,,,,,,2.0,,,,,,,,,,,,
2012-13,442057,6,2012-09-29 15:00:00,80,Swansea,Away,223.0,9.0,,1.0,1.0,2.0,1.0,221.0,1.0,1.0,5.0,3.0,8.0,30.0,443.0,,2.0,23.0,20.0,16.0,5.0,2.0,,,,,,,,1.0,,8.0,,,,,,1.0,8.0,4.0,101.0,67.0,,,,6.0,1.0,3.0,,8.0,11.0,4.0,,14.0,,55.0,59.0,6.0,25.0,15.0,1.0,2.0,62.0,10.0,17.0,,,2.0,3.0,,192.0,,,,,,,8.0,,3.0,1.0,22.0,,9.0,6.0,1.0,6.0,121.0,87.0,54.0,6.0,,5.0,2.0,3.0,2.0,1.0,,45.0,55.0,36.0,,,,,,148.0,148.0,1.0,21.0,36.0,61.0,,,0.0,113.0,2.0,1.0,,1.0,,6.0,,2.0,89.0,7.0,241.0,21.0,47.0,16.0,7.0,25.0,18.0,,126.0,6.0,311.0,3.0,1.0,8.0,9.0,50.0,1.0,527.0,,0.0,10.0,20.0,4.0,24.0,1.0,754.0,12.0,6.0,8.0,15.0,0.0,1.0,,,3.0,7.0,,504.0,3.0,428.0,14.0,,,,,,,,
