season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsGainedLosingPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attPenMiss,attPostLeft,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,rightsidePass,unsuccessfulTouch,attObxdRight,attOneOnOne,contentiousDecision,penaltySave,ptsDroppedWinningPos,attemptedTackleFoul,blockedPass,putThrough,successfulPutThrough,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,subsGoals,attPenPost,fiftyFifty,keeperGoals,successfulFiftyFifty,winningGoal,attLgLeft,expectedGoalsFreekick,totalDistance
2009-10,284104,11,2009-10-31 15:00:00,7,Aston Villa,Away,101.0,13.0,2.0,12.0,10.0,6.0,,146.0,10.0,,6.0,12.0,11.0,20.0,235.0,,,16.0,25.0,17.0,9.0,1.0,,,,,,1.0,,,,,,,,,2.0,6.0,5.0,,,40.0,5.0,6.0,5.0,,4.0,13.0,12.0,,12.0,,63.0,52.0,5.0,22.0,7.0,,,85.0,18.0,16.0,1.0,,,,1.0,,,,,,,14.0,,1.0,1.0,14.0,,18.0,18.0,1.0,6.0,92.0,46.0,3.0,,5.0,5.0,4.0,,2.0,,66.0,57.0,21.0,,,,,155.0,140.0,,22.0,7.0,52.3,,,1.0,0.0,,1.0,,1.0,,,5.0,,2.0,79.0,,10.0,112.0,31.0,37.0,9.0,4.0,31.0,27.0,,138.0,18.0,248.0,1.0,,28.0,12.0,47.0,1.0,329.0,,1.0,15.0,14.0,,22.0,2.0,572.0,,5.0,4.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284110,12,2009-11-07 15:00:00,7,Aston Villa,Home,102.0,16.0,4.0,11.0,7.0,9.0,,196.0,2.0,,2.0,8.0,12.0,25.0,287.0,,,32.0,21.0,27.0,7.0,2.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,11.0,3.0,,,61.0,2.0,2.0,4.0,,8.0,14.0,13.0,1.0,25.0,,78.0,77.0,2.0,25.0,12.0,,,90.0,16.0,17.0,2.0,,,,1.0,3.0,,2.0,3.0,,,5.0,,1.0,,24.0,1.0,17.0,17.0,1.0,2.0,89.0,53.0,1.0,2.0,5.0,7.0,12.0,,3.0,,77.0,63.0,24.0,,,,1.0,175.0,150.0,3.0,16.0,32.0,56.6,1.0,,1.0,0.0,4.0,1.0,,,1.0,,8.0,,3.0,98.0,,12.0,115.0,27.0,50.0,18.0,7.0,38.0,31.0,,142.0,16.0,291.0,1.0,,24.0,12.0,51.0,2.0,368.0,,0.0,22.0,27.0,2.0,32.0,1.0,694.0,,6.0,8.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284122,13,2009-11-21 15:00:00,7,Aston Villa,Away,131.0,19.0,2.0,6.0,4.0,8.0,2.0,123.0,4.0,,2.0,9.0,8.0,30.0,248.0,,,35.0,10.0,14.0,5.0,3.0,3.0,,,,,,,,,5.0,,,,,2.0,4.0,8.0,5.0,6.0,41.0,2.0,5.0,7.0,,8.0,10.0,4.0,,8.0,1.0,47.0,46.0,2.0,18.0,3.0,,,83.0,14.0,6.0,,1.0,2.0,2.0,,1.0,,1.0,1.0,,,9.0,,1.0,1.0,8.0,,22.0,22.0,1.0,2.0,100.0,43.0,6.0,,3.0,6.0,2.0,339.0,2.0,,52.0,49.0,37.0,,,,,166.0,157.0,2.0,17.0,13.0,52.6,,1.0,1.0,0.0,,3.0,3.0,,,,4.0,,2.0,69.0,240.0,9.0,154.0,34.0,27.0,11.0,7.0,23.0,16.0,,118.0,18.0,225.0,1.0,,34.0,10.0,71.0,3.0,356.0,,0.0,11.0,24.0,1.0,46.0,3.0,586.0,19.0,2.0,8.0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284131,14,2009-11-28 17:30:00,7,Aston Villa,Home,79.0,15.0,1.0,6.0,5.0,7.0,,130.0,6.0,2.0,1.0,10.0,13.0,21.0,203.0,,,23.0,17.0,22.0,9.0,1.0,,1.0,,,,,,,,,,,,,,10.0,15.0,,,54.0,3.0,3.0,8.0,1.0,5.0,9.0,6.0,,23.0,3.0,65.0,50.0,3.0,28.0,15.0,,,77.0,13.0,8.0,1.0,,,,,,,,,,,11.0,,,1.0,28.0,,13.0,12.0,,1.0,91.0,49.0,9.0,,8.0,2.0,1.0,,11.0,,54.0,52.0,18.0,,,,,175.0,156.0,,19.0,29.0,36.6,,,1.0,0.0,3.0,3.0,,,1.0,1.0,9.0,1.0,2.0,57.0,,10.0,106.0,29.0,47.0,8.0,4.0,19.0,15.0,,114.0,29.0,225.0,,2.0,31.0,13.0,45.0,,312.0,,0.0,13.0,17.0,2.0,24.0,0.0,588.0,,3.0,7.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284141,15,2009-12-05 15:00:00,7,Aston Villa,Home,83.0,8.0,2.0,7.0,5.0,7.0,,141.0,1.0,,1.0,11.0,1.0,22.0,217.0,,4.0,26.0,22.0,30.0,10.0,,,,,,,,,,,,1.0,,,,2.0,4.0,4.0,,,54.0,3.0,6.0,4.0,,9.0,15.0,5.0,1.0,12.0,,67.0,79.0,3.0,22.0,15.0,,,74.0,16.0,16.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,1.0,,3.0,,,1.0,22.0,,16.0,16.0,1.0,1.0,80.0,33.0,3.0,1.0,5.0,7.0,4.0,,3.0,,63.0,77.0,19.0,,,,1.0,170.0,154.0,5.0,16.0,25.0,47.3,,,,0.0,,,,,1.0,,7.0,,1.0,76.0,,12.0,96.0,19.0,38.0,19.0,7.0,28.0,21.0,,138.0,19.0,249.0,,,38.0,1.0,55.0,1.0,317.0,,0.0,17.0,28.0,5.0,29.0,4.0,594.0,,5.0,9.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284156,16,2009-12-12 17:30:00,7,Aston Villa,Away,84.0,9.0,1.0,3.0,2.0,4.0,,115.0,3.0,1.0,3.0,11.0,9.0,15.0,196.0,,,18.0,14.0,11.0,4.0,1.0,,,,,,,,,,,,,,,,10.0,9.0,,,66.0,7.0,2.0,16.0,1.0,4.0,10.0,9.0,,17.0,2.0,70.0,51.0,7.0,31.0,17.0,,,62.0,16.0,5.0,1.0,,,,,1.0,,1.0,1.0,,,7.0,,1.0,1.0,24.0,,29.0,29.0,7.0,4.0,82.0,34.0,9.0,,2.0,4.0,3.0,,8.0,,47.0,51.0,16.0,,,,,164.0,152.0,1.0,26.0,29.0,32.8,,,,0.0,1.0,4.0,,,1.0,,3.0,1.0,3.0,52.0,,6.0,109.0,20.0,43.0,14.0,3.0,22.0,19.0,,94.0,13.0,208.0,1.0,1.0,38.0,9.0,50.0,,295.0,,0.0,8.0,29.0,,22.0,1.0,597.0,,6.0,4.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284166,17,2009-12-15 19:45:00,7,Aston Villa,Away,86.0,14.0,,1.0,1.0,6.0,,118.0,6.0,,1.0,7.0,9.0,20.0,203.0,1.0,2.0,17.0,24.0,20.0,5.0,,,,,1.0,,2.0,,,,,,,1.0,1.0,,8.0,9.0,,,51.0,1.0,1.0,3.0,,1.0,5.0,1.0,,10.0,1.0,58.0,62.0,1.0,45.0,22.0,,,96.0,15.0,16.0,1.0,,,,2.0,1.0,,1.0,1.0,,,13.0,,,1.0,34.0,2.0,26.0,26.0,1.0,1.0,87.0,36.0,7.0,1.0,4.0,2.0,3.0,,5.0,,75.0,48.0,13.0,,,,,175.0,157.0,6.0,12.0,26.0,42.4,2.0,,2.0,0.0,2.0,,,,,,7.0,,1.0,61.0,,6.0,115.0,26.0,63.0,9.0,1.0,9.0,8.0,,129.0,17.0,216.0,,,29.0,10.0,49.0,,322.0,1.0,0.0,11.0,24.0,2.0,23.0,2.0,597.0,,2.0,1.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284171,18,2009-12-19 15:00:00,7,Aston Villa,Home,123.0,21.0,,5.0,5.0,5.0,,174.0,7.0,,3.0,9.0,13.0,43.0,292.0,,,12.0,33.0,30.0,10.0,3.0,,,2.0,,,2.0,,,,,,,,,2.0,9.0,6.0,,,52.0,2.0,4.0,4.0,,3.0,11.0,5.0,,12.0,,64.0,62.0,2.0,31.0,20.0,,,78.0,10.0,14.0,1.0,,,,2.0,1.0,,1.0,1.0,,,15.0,,1.0,1.0,44.0,,17.0,17.0,2.0,3.0,97.0,52.0,4.0,,8.0,6.0,5.0,,6.0,,93.0,42.0,20.0,,,,,164.0,134.0,3.0,24.0,17.0,53.0,,,2.0,0.0,,,,,1.0,,9.0,,2.0,89.0,,14.0,143.0,38.0,61.0,6.0,2.0,19.0,17.0,,136.0,17.0,257.0,1.0,,28.0,13.0,70.0,,381.0,,0.0,18.0,18.0,2.0,17.0,0.0,657.0,,,3.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284180,19,2009-12-27 13:30:00,7,Aston Villa,Away,116.0,18.0,2.0,6.0,4.0,7.0,,111.0,4.0,,,12.0,3.0,23.0,221.0,,,16.0,11.0,33.0,4.0,1.0,,,,,,,,,,,,,,,1.0,11.0,10.0,,,65.0,3.0,2.0,12.0,1.0,4.0,11.0,6.0,,8.0,4.0,57.0,81.0,3.0,17.0,9.0,,,59.0,20.0,14.0,,,,,,,,,,,,9.0,,1.0,,19.0,,28.0,27.0,2.0,,79.0,38.0,10.0,,2.0,3.0,2.0,,7.0,,34.0,49.0,20.0,,,,,151.0,132.0,2.0,33.0,24.0,38.5,,,,0.0,5.0,1.0,,,1.0,,6.0,,2.0,54.0,,5.0,130.0,33.0,36.0,10.0,4.0,22.0,18.0,,105.0,20.0,201.0,1.0,,26.0,5.0,50.0,5.0,309.0,,0.0,10.0,30.0,1.0,20.0,3.0,586.0,,4.0,4.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10,284190,20,2009-12-29 19:45:00,7,Aston Villa,Home,103.0,18.0,3.0,6.0,3.0,9.0,,138.0,8.0,2.0,6.0,17.0,7.0,28.0,235.0,,,22.0,7.0,13.0,6.0,2.0,,1.0,,,,,,,,,,,,,,6.0,9.0,,,52.0,4.0,1.0,10.0,,8.0,9.0,10.0,,20.0,,62.0,61.0,4.0,15.0,8.0,,,76.0,13.0,11.0,,,,,,,,,,,,8.0,,1.0,,20.0,,32.0,32.0,1.0,6.0,80.0,51.0,10.0,,4.0,4.0,4.0,,7.0,,53.0,50.0,23.0,,,,,180.0,156.0,1.0,20.0,22.0,43.4,,,1.0,0.0,2.0,1.0,,,1.0,1.0,4.0,,2.0,61.0,,8.0,120.0,30.0,39.0,19.0,8.0,29.0,21.0,,113.0,30.0,241.0,1.0,2.0,30.0,10.0,46.0,,332.0,,0.0,9.0,30.0,1.0,26.0,1.0,634.0,,7.0,8.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
