season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard,attFreekickGoal,attLgLeft,attPenTarget,subsGoals,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,totalDistance,keeperGoals,penaltySave,winningGoal,attPenPost
2021-22,2210372,11,2021-11-06 15:00:00,94,Brentford,Home,204.0,28.0,4.0,11.0,7.0,3.0,1.0,242.0,3.0,1.0,3.0,8.0,3.0,45.0,435.0,,,25.0,23.0,35.0,7.0,7.0,7.0,,,,,,,,,,,,6.0,,,,,1.0,11.0,4.0,5.0,17.0,2.0,92.0,70.0,3.0,2.0,1.0,1.0,15.0,7.0,10.0,,1.0,6.0,14.0,14.0,,11.0,2.0,60.0,77.0,1.0,10.0,5.0,,,21.0,88.0,12.0,13.0,,,2.0,1.0,,208.0,1.0,,1.0,1.0,,,3.0,1.0,,,5.0,,3.0,3.0,1.0,3.0,120.0,86.0,53.0,2.0,1.0,4.0,11.0,7.0,536.0,1.0,1.0,,99.0,56.0,51.0,1.0,1.0,1.0,,190.0,190.0,6.0,23.0,34.0,64.5,,,,,15.0,0.0,139.0,1.0,2.0,4.0,,,,5.0,1.0,3.0,12.0,122.0,413.0,3.0,15.0,225.0,60.0,10.0,15.0,6.0,35.0,29.0,,193.0,12.0,369.0,,1.0,25.0,3.0,77.0,2.0,559.0,,0.0,19.0,19.0,,28.0,2.0,774.0,44.0,20.0,10.0,6.0,14.0,0.0,,,,,,,,,,,,,,
2021-22,2210386,12,2021-11-20 15:00:00,94,Brentford,Away,114.0,22.0,,1.0,1.0,3.0,,113.0,5.0,2.0,7.0,8.0,1.0,32.0,226.0,,,17.0,26.0,15.0,5.0,,1.0,1.0,1.0,,,1.0,,,,1.0,,,8.0,,,,,,7.0,16.0,7.0,6.0,4.0,56.0,58.0,1.0,1.0,1.0,3.0,14.0,2.0,12.0,1.0,,2.0,7.0,2.0,,7.0,1.0,62.0,50.0,3.0,35.0,18.0,,,34.0,40.0,11.0,12.0,1.0,,3.0,,1.0,158.0,2.0,,2.0,2.0,,,8.0,2.0,1.0,,18.0,1.0,7.0,7.0,,7.0,62.0,70.0,30.0,8.0,1.0,3.0,4.0,4.0,306.0,6.0,1.0,,48.0,24.0,29.0,,,,,153.0,153.0,3.0,16.0,27.0,47.8,,2.0,1.0,,14.0,0.0,59.0,5.0,1.0,6.0,,,1.0,4.0,,3.0,20.0,55.0,206.0,6.0,7.0,142.0,47.0,35.0,8.0,2.0,11.0,9.0,1.0,92.0,11.0,204.0,1.0,2.0,35.0,3.0,77.0,2.0,335.0,,0.0,10.0,21.0,,23.0,2.0,541.0,21.0,12.0,2.0,2.0,13.0,0.0,,,,,,,,,,,,,,
2021-22,2210392,13,2021-11-28 14:00:00,94,Brentford,Home,165.0,13.0,,,,4.0,,79.0,4.0,,6.0,5.0,4.0,21.0,244.0,,1.0,12.0,25.0,12.0,2.0,1.0,,1.0,,,,,,,,,,,3.0,1.0,,,,,4.0,10.0,4.0,5.0,1.0,48.0,83.0,,,1.0,1.0,15.0,,13.0,,1.0,3.0,2.0,6.0,,8.0,1.0,65.0,58.0,1.0,18.0,10.0,,,29.0,50.0,8.0,11.0,1.0,,4.0,1.0,,166.0,,,,,,,7.0,,3.0,,10.0,,11.0,11.0,1.0,6.0,68.0,75.0,32.0,3.0,,,3.0,4.0,332.0,4.0,2.0,,39.0,35.0,25.0,,,,1.0,174.0,174.0,2.0,46.0,22.0,39.7,,,,,15.0,0.0,77.0,4.0,1.0,5.0,,,1.0,2.0,,3.0,9.0,37.0,228.0,6.0,3.0,198.0,46.0,18.0,27.0,2.0,11.0,9.0,1.0,84.0,7.0,172.0,3.0,,27.0,4.0,68.0,,359.0,,0.0,6.0,19.0,1.0,23.0,4.0,560.0,14.0,16.0,16.0,3.0,11.0,0.0,,,,,,,,,,,,,,
2021-22,2210410,14,2021-12-02 19:30:00,94,Brentford,Away,270.0,19.0,2.0,3.0,1.0,2.0,,149.0,3.0,,5.0,2.0,2.0,31.0,416.0,,1.0,12.0,25.0,19.0,4.0,,1.0,,,,,,1.0,,,,,,3.0,,,,,,5.0,11.0,1.0,4.0,2.0,93.0,68.0,,,,2.0,23.0,1.0,8.0,,,5.0,11.0,4.0,,6.0,3.0,50.0,46.0,2.0,20.0,6.0,,,32.0,63.0,11.0,13.0,,1.0,1.0,1.0,,156.0,,,,,,,4.0,,,,6.0,,15.0,15.0,,5.0,136.0,60.0,31.0,11.0,,1.0,3.0,2.0,502.0,2.0,,1.0,63.0,39.0,33.0,,,,,154.0,154.0,3.0,22.0,38.0,53.0,,,,1.0,23.0,0.0,136.0,4.0,1.0,5.0,,1.0,,3.0,,3.0,18.0,61.0,400.0,10.0,4.0,303.0,47.0,20.0,6.0,5.0,21.0,16.0,,110.0,10.0,239.0,,,20.0,2.0,67.0,,521.0,,0.0,6.0,10.0,1.0,22.0,0.0,701.0,20.0,12.0,4.0,5.0,5.0,0.0,,,,,,,,,,,,,,
2021-22,2210413,15,2021-12-05 14:00:00,94,Brentford,Away,106.0,12.0,1.0,4.0,3.0,,1.0,108.0,3.0,,2.0,1.0,2.0,12.0,210.0,,,7.0,18.0,19.0,6.0,,,,,,,1.0,,,,,,,8.0,,,,,,5.0,7.0,6.0,7.0,2.0,37.0,65.0,2.0,1.0,1.0,1.0,16.0,4.0,8.0,,,1.0,6.0,4.0,,11.0,3.0,52.0,57.0,1.0,28.0,14.0,,,21.0,50.0,9.0,11.0,1.0,,4.0,2.0,1.0,143.0,1.0,,1.0,1.0,,,5.0,2.0,,1.0,14.0,,15.0,15.0,2.0,2.0,64.0,60.0,25.0,5.0,1.0,2.0,5.0,3.0,284.0,3.0,3.0,,33.0,43.0,25.0,,,,,155.0,155.0,9.0,26.0,21.0,36.9,,2.0,1.0,2.0,16.0,0.0,64.0,1.0,3.0,4.0,,,,2.0,,3.0,11.0,58.0,195.0,8.0,7.0,134.0,38.0,28.0,16.0,1.0,13.0,12.0,,102.0,7.0,187.0,1.0,,13.0,4.0,47.0,,308.0,1.0,0.0,9.0,18.0,,18.0,3.0,499.0,23.0,16.0,9.0,1.0,7.0,0.0,,,,,,,,,,,,,,
2021-22,2210422,16,2021-12-10 20:00:00,94,Brentford,Home,174.0,18.0,,3.0,3.0,1.0,,179.0,3.0,,5.0,4.0,,30.0,350.0,,,27.0,36.0,25.0,6.0,2.0,2.0,1.0,,,,,,,,,,,7.0,1.0,,,,1.0,5.0,4.0,2.0,11.0,3.0,73.0,66.0,1.0,,2.0,1.0,10.0,5.0,6.0,,1.0,8.0,16.0,2.0,1.0,10.0,1.0,71.0,68.0,1.0,9.0,4.0,,,18.0,73.0,12.0,18.0,1.0,,5.0,3.0,,192.0,1.0,,1.0,,1.0,,4.0,,,,4.0,,11.0,11.0,,5.0,106.0,80.0,47.0,2.0,,3.0,6.0,5.0,451.0,1.0,,,66.0,61.0,46.0,,,,1.0,188.0,188.0,4.0,27.0,30.0,63.4,,,3.0,,10.0,0.0,101.0,1.0,,1.0,,,1.0,4.0,,3.0,8.0,80.0,332.0,3.0,9.0,211.0,43.0,9.0,13.0,7.0,28.0,21.0,1.0,140.0,7.0,289.0,,,19.0,,71.0,1.0,472.0,,0.0,14.0,20.0,,34.0,4.0,671.0,30.0,16.0,6.0,8.0,12.0,0.0,,,,,,,,,,,,,,
2021-22,2210432,17,2022-01-19 20:00:00,94,Brentford,Home,138.0,18.0,2.0,4.0,2.0,2.0,,157.0,6.0,1.0,3.0,4.0,2.0,22.0,291.0,2.0,3.0,10.0,31.0,17.0,9.0,2.0,4.0,3.0,,,,,,,1.0,,,,11.0,,,,,1.0,6.0,7.0,6.0,13.0,5.0,68.0,74.0,4.0,3.0,1.0,,15.0,5.0,14.0,,,6.0,6.0,7.0,,13.0,1.0,70.0,46.0,,30.0,15.0,,,25.0,60.0,7.0,7.0,1.0,,2.0,,,162.0,1.0,,,1.0,,,8.0,,,1.0,15.0,,7.0,7.0,,3.0,96.0,70.0,33.0,9.0,,2.0,10.0,9.0,383.0,5.0,,,61.0,55.0,39.0,,,,,173.0,173.0,9.0,28.0,31.0,43.7,,,,,15.0,0.0,79.0,,2.0,2.0,,1.0,3.0,4.0,3.0,3.0,10.0,76.0,275.0,8.0,12.0,162.0,51.0,30.0,11.0,6.0,19.0,13.0,3.0,133.0,8.0,262.0,1.0,1.0,19.0,2.0,62.0,3.0,405.0,2.0,0.0,18.0,17.0,3.0,16.0,0.0,604.0,33.0,16.0,5.0,6.0,11.0,0.0,,,,,,,,,,,,,,
2021-22,2210446,18,2022-01-11 19:45:00,94,Brentford,Away,165.0,21.0,,4.0,4.0,2.0,,152.0,6.0,,6.0,3.0,5.0,22.0,313.0,,1.0,22.0,17.0,20.0,3.0,,2.0,,,,,,1.0,,,,,,3.0,,,,,,3.0,9.0,4.0,4.0,1.0,47.0,65.0,1.0,1.0,,2.0,21.0,1.0,8.0,,,2.0,6.0,4.0,,9.0,2.0,49.0,54.0,2.0,14.0,7.0,,1.0,28.0,50.0,8.0,9.0,,,4.0,1.0,,178.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,7.0,,7.0,7.0,,6.0,98.0,58.0,28.0,5.0,1.0,,4.0,4.0,407.0,2.0,1.0,1.0,54.0,54.0,23.0,,,,,168.0,168.0,6.0,31.0,19.0,51.1,,,,,21.0,0.0,105.0,3.0,,3.0,,1.0,,,,3.0,8.0,63.0,296.0,8.0,4.0,208.0,45.0,14.0,17.0,2.0,13.0,11.0,,101.0,9.0,233.0,1.0,,21.0,6.0,57.0,1.0,428.0,,0.0,5.0,15.0,3.0,27.0,1.0,619.0,17.0,21.0,10.0,2.0,6.0,0.0,,,,,,,,,,,,,,
2021-22,2210452,19,2021-12-26 20:00:00,94,Brentford,Away,203.0,13.0,1.0,4.0,3.0,1.0,,149.0,10.0,,7.0,7.0,7.0,19.0,348.0,,,15.0,20.0,15.0,12.0,1.0,5.0,,,,,,,,,,,,9.0,,,,,,4.0,4.0,11.0,12.0,4.0,70.0,64.0,1.0,1.0,,,24.0,4.0,9.0,,,9.0,6.0,9.0,,10.0,1.0,51.0,53.0,,21.0,12.0,,,17.0,48.0,10.0,8.0,,,1.0,,,181.0,,,,,,,10.0,,1.0,,12.0,,12.0,12.0,2.0,7.0,97.0,56.0,35.0,6.0,,4.0,9.0,6.0,424.0,3.0,,,45.0,59.0,31.0,,,,,157.0,157.0,7.0,29.0,17.0,49.6,,,,,24.0,0.0,102.0,1.0,2.0,3.0,,1.0,,6.0,,3.0,8.0,63.0,325.0,10.0,13.0,241.0,32.0,21.0,18.0,9.0,24.0,15.0,,104.0,8.0,233.0,1.0,,25.0,7.0,50.0,3.0,450.0,,0.0,16.0,16.0,,19.0,3.0,654.0,31.0,15.0,15.0,9.0,9.0,0.0,,,,,,,,,,,,,,
2021-22,2210462,20,2021-12-29 20:15:00,94,Brentford,Home,95.0,12.0,2.0,1.0,,1.0,,42.0,4.0,1.0,3.0,2.0,,16.0,136.0,,,4.0,18.0,15.0,3.0,,2.0,,,,,,,1.0,,,,,4.0,,,,,,7.0,7.0,5.0,3.0,3.0,24.0,51.0,,,,2.0,10.0,2.0,7.0,,,3.0,3.0,3.0,,7.0,,48.0,44.0,2.0,17.0,9.0,,,19.0,32.0,12.0,10.0,,,2.0,2.0,,108.0,,,,,,,11.0,,,,9.0,,16.0,16.0,2.0,3.0,45.0,53.0,14.0,5.0,,,3.0,2.0,190.0,4.0,,,47.0,11.0,15.0,,,,,115.0,115.0,3.0,26.0,14.0,23.7,,,,,10.0,0.0,40.0,1.0,1.0,2.0,,2.0,,2.0,,3.0,12.0,23.0,125.0,4.0,3.0,115.0,25.0,17.0,6.0,3.0,10.0,8.0,,49.0,7.0,112.0,,1.0,24.0,,59.0,,217.0,1.0,0.0,6.0,17.0,,10.0,0.0,357.0,10.0,8.0,2.0,3.0,6.0,0.0,,,,,,,,,,,,,,
2021-22,2210472,21,2022-01-02 14:00:00,94,Brentford,Home,203.0,11.0,1.0,2.0,1.0,,,98.0,7.0,,5.0,2.0,4.0,15.0,299.0,,,14.0,15.0,10.0,4.0,2.0,1.0,1.0,,,,,,,,,,,7.0,,,,,,13.0,10.0,6.0,6.0,4.0,48.0,54.0,,,,1.0,16.0,,9.0,,,3.0,2.0,8.0,,6.0,2.0,52.0,45.0,1.0,19.0,8.0,,,26.0,51.0,17.0,11.0,1.0,,2.0,,,149.0,1.0,,,1.0,,,8.0,2.0,,,8.0,1.0,8.0,8.0,,5.0,101.0,57.0,24.0,7.0,1.0,4.0,3.0,4.0,374.0,5.0,2.0,,50.0,34.0,18.0,,,,,141.0,141.0,3.0,24.0,20.0,45.4,,,3.0,1.0,16.0,0.0,102.0,4.0,,4.0,,,1.0,6.0,,3.0,11.0,51.0,282.0,8.0,7.0,238.0,34.0,19.0,9.0,3.0,13.0,10.0,1.0,85.0,4.0,175.0,,,18.0,5.0,48.0,,400.0,,0.0,10.0,20.0,,19.0,2.0,572.0,11.0,11.0,4.0,3.0,15.0,0.0,,,,,,,,,,,,,,
2021-22,2210484,22,2022-01-16 14:00:00,94,Brentford,Away,120.0,18.0,,,,3.0,,93.0,4.0,,3.0,4.0,2.0,16.0,213.0,,3.0,11.0,24.0,19.0,4.0,1.0,,,,,,,,,,,,,6.0,,,,,,3.0,18.0,9.0,4.0,2.0,47.0,85.0,,,,4.0,21.0,2.0,9.0,,,,1.0,3.0,,3.0,2.0,47.0,52.0,4.0,32.0,17.0,1.0,,31.0,44.0,6.0,6.0,,,,,,165.0,,,,,,,9.0,,,1.0,17.0,,15.0,15.0,3.0,3.0,61.0,75.0,22.0,9.0,,2.0,3.0,1.0,317.0,6.0,1.0,,52.0,19.0,14.0,,,,,160.0,160.0,7.0,36.0,30.0,31.7,,,,,21.0,0.0,67.0,6.0,4.0,10.0,,,,3.0,,3.0,12.0,41.0,199.0,16.0,5.0,164.0,67.0,32.0,12.0,,4.0,4.0,,80.0,7.0,180.0,,,22.0,2.0,70.0,7.0,340.0,,0.0,6.0,21.0,4.0,12.0,1.0,525.0,8.0,11.0,6.0,,9.0,0.0,,,,,,,,,,,,,,
2021-22,2210492,23,2022-01-22 15:00:00,94,Brentford,Home,198.0,18.0,,5.0,5.0,2.0,1.0,142.0,5.0,1.0,3.0,2.0,2.0,19.0,335.0,,1.0,22.0,14.0,25.0,5.0,1.0,3.0,,,,,1.0,,,,,,,2.0,,,,,2.0,1.0,3.0,4.0,7.0,4.0,72.0,60.0,,,,,18.0,5.0,16.0,,,6.0,9.0,7.0,,19.0,,58.0,59.0,,14.0,6.0,,,30.0,60.0,6.0,7.0,1.0,,4.0,1.0,1.0,179.0,1.0,1.0,1.0,,1.0,,5.0,,,,6.0,,10.0,10.0,1.0,3.0,99.0,61.0,29.0,3.0,,3.0,4.0,1.0,436.0,1.0,3.0,,53.0,55.0,45.0,,,,,181.0,181.0,5.0,23.0,28.0,49.5,,,,,18.0,0.0,105.0,,,,,1.0,,5.0,1.0,5.0,12.0,88.0,318.0,6.0,7.0,236.0,54.0,14.0,14.0,5.0,22.0,17.0,,144.0,11.0,241.0,,1.0,14.0,2.0,55.0,,455.0,,0.0,11.0,16.0,2.0,29.0,2.0,640.0,27.0,12.0,11.0,6.0,9.0,0.0,,,,,,,,,,,,,,
2021-22,2210508,24,2022-02-09 19:45:00,94,Brentford,Away,80.0,5.0,1.0,3.0,2.0,,,58.0,2.0,1.0,3.0,8.0,2.0,15.0,135.0,,1.0,10.0,19.0,8.0,4.0,,2.0,1.0,,,,,,,,,,,4.0,,,,,,8.0,11.0,4.0,4.0,2.0,38.0,55.0,1.0,1.0,,1.0,16.0,2.0,9.0,,,3.0,4.0,1.0,,2.0,3.0,47.0,30.0,1.0,30.0,18.0,1.0,,22.0,39.0,13.0,6.0,,,,,,124.0,,,,,,,8.0,,1.0,1.0,18.0,,11.0,11.0,2.0,3.0,34.0,51.0,21.0,9.0,,2.0,2.0,2.0,204.0,2.0,,,35.0,28.0,11.0,1.0,1.0,1.0,,129.0,129.0,6.0,22.0,17.0,24.4,,,,,16.0,0.0,31.0,3.0,2.0,5.0,,,1.0,2.0,,3.0,12.0,24.0,124.0,8.0,4.0,115.0,23.0,30.0,8.0,3.0,8.0,5.0,1.0,55.0,3.0,120.0,1.0,1.0,30.0,2.0,57.0,10.0,227.0,,0.0,6.0,13.0,1.0,14.0,0.0,383.0,10.0,11.0,3.0,3.0,8.0,0.0,,,,,,,,,,,,,,
2021-22,2210511,25,2022-02-12 15:00:00,94,Brentford,Home,128.0,27.0,2.0,3.0,3.0,1.0,,135.0,3.0,,8.0,3.0,8.0,27.0,260.0,,1.0,15.0,16.0,24.0,6.0,1.0,1.0,,,,,,,,,,,1.0,7.0,,,,,,5.0,4.0,2.0,8.0,1.0,63.0,77.0,3.0,3.0,,4.0,23.0,2.0,15.0,,1.0,3.0,8.0,4.0,,12.0,1.0,58.0,76.0,4.0,25.0,16.0,,1.0,28.0,55.0,10.0,10.0,,,1.0,,,163.0,,,,,,,4.0,,1.0,,16.0,,11.0,11.0,,8.0,72.0,69.0,29.0,9.0,,3.0,4.0,2.0,358.0,1.0,,,41.0,66.0,28.0,,,,,167.0,167.0,3.0,28.0,34.0,42.6,,,,,23.0,0.0,79.0,2.0,1.0,3.0,,1.0,,5.0,,3.0,14.0,71.0,245.0,13.0,7.0,162.0,43.0,25.0,16.0,3.0,13.0,12.0,,124.0,6.0,228.0,1.0,,32.0,9.0,73.0,,377.0,2.0,0.0,9.0,31.0,1.0,19.0,1.0,592.0,24.0,19.0,11.0,3.0,18.0,0.0,,,,,,,,,,,,,,
2021-22,2210521,26,2022-02-19 15:00:00,94,Brentford,Away,124.0,8.0,,1.0,1.0,2.0,,90.0,5.0,1.0,7.0,4.0,3.0,20.0,213.0,,1.0,13.0,11.0,17.0,3.0,,,1.0,,,,,,,,,,,4.0,,,,,2.0,3.0,17.0,7.0,3.0,3.0,42.0,54.0,1.0,,1.0,4.0,11.0,3.0,7.0,1.0,1.0,,2.0,3.0,,9.0,3.0,35.0,46.0,4.0,45.0,29.0,,1.0,23.0,39.0,5.0,9.0,,,1.0,3.0,,136.0,1.0,,,1.0,,,8.0,,1.0,1.0,29.0,,12.0,12.0,2.0,7.0,57.0,50.0,22.0,14.0,1.0,,4.0,2.0,274.0,9.0,1.0,,22.0,48.0,17.0,,,,,117.0,117.0,2.0,32.0,12.0,33.6,,,,,11.0,0.0,59.0,3.0,3.0,5.0,,1.0,1.0,1.0,,3.0,10.0,31.0,199.0,7.0,4.0,155.0,25.0,45.0,11.0,,8.0,8.0,1.0,62.0,9.0,147.0,1.0,1.0,24.0,4.0,56.0,2.0,294.0,1.0,0.0,6.0,14.0,1.0,15.0,1.0,492.0,9.0,10.0,6.0,,6.0,0.0,,,,,,,,,,,,,,
2021-22,2210532,27,2022-02-26 15:00:00,94,Brentford,Home,72.0,25.0,3.0,5.0,2.0,2.0,1.0,132.0,9.0,,2.0,3.0,1.0,34.0,199.0,,,16.0,20.0,21.0,3.0,2.0,1.0,,,,,,,,,,,,4.0,,,,,1.0,6.0,18.0,8.0,5.0,1.0,48.0,53.0,1.0,1.0,,5.0,10.0,2.0,6.0,,1.0,6.0,3.0,6.0,,5.0,5.0,47.0,41.0,5.0,20.0,8.0,,,24.0,60.0,9.0,6.0,,,3.0,1.0,,155.0,,,,,,,15.0,,1.0,1.0,8.0,,9.0,9.0,3.0,2.0,55.0,76.0,31.0,6.0,,2.0,3.0,1.0,273.0,5.0,1.0,,65.0,46.0,32.0,,,,,149.0,149.0,3.0,23.0,20.0,37.3,,,,,10.0,0.0,43.0,6.0,3.0,9.0,,2.0,,3.0,,3.0,14.0,70.0,181.0,6.0,5.0,90.0,57.0,20.0,13.0,6.0,16.0,10.0,,117.0,8.0,227.0,1.0,,26.0,1.0,83.0,,301.0,1.0,1.0,6.0,9.0,3.0,18.0,3.0,470.0,14.0,20.0,5.0,6.0,6.0,0.0,,,,,,,,,,,,,,
2021-22,2210547,28,2022-03-05 15:00:00,94,Brentford,Away,103.0,26.0,3.0,4.0,1.0,4.0,,116.0,2.0,,5.0,2.0,2.0,22.0,215.0,,,14.0,14.0,21.0,4.0,,3.0,,,,,,,,,,,,4.0,2.0,,,,,11.0,9.0,6.0,6.0,4.0,46.0,65.0,1.0,,3.0,2.0,9.0,3.0,3.0,,2.0,5.0,4.0,3.0,,6.0,3.0,46.0,55.0,2.0,35.0,25.0,,,25.0,48.0,18.0,12.0,3.0,,4.0,1.0,,142.0,1.0,,1.0,,1.0,,5.0,,1.0,2.0,25.0,,9.0,9.0,1.0,5.0,64.0,54.0,24.0,5.0,,,5.0,6.0,286.0,5.0,1.0,,55.0,43.0,22.0,,,,2.0,138.0,138.0,10.0,19.0,28.0,40.4,,,,,9.0,0.0,56.0,4.0,2.0,6.0,,,,1.0,,3.0,12.0,67.0,199.0,6.0,5.0,126.0,45.0,35.0,14.0,4.0,12.0,8.0,,110.0,5.0,194.0,1.0,,15.0,3.0,51.0,3.0,308.0,,0.0,10.0,15.0,1.0,16.0,5.0,507.0,16.0,18.0,7.0,5.0,10.0,0.0,,,,,,,,,,,,,,
2021-22,2210552,29,2022-03-12 15:00:00,94,Brentford,Home,202.0,19.0,,6.0,6.0,,,129.0,3.0,2.0,6.0,11.0,,33.0,325.0,,1.0,24.0,23.0,24.0,8.0,,1.0,,,,,,,,,,,,11.0,1.0,,,,,4.0,3.0,4.0,7.0,6.0,68.0,85.0,1.0,,2.0,4.0,8.0,6.0,1.0,,,2.0,10.0,4.0,,5.0,,45.0,52.0,4.0,32.0,16.0,,1.0,25.0,80.0,6.0,10.0,2.0,,1.0,,,200.0,1.0,,1.0,1.0,,,5.0,1.0,2.0,,16.0,,11.0,11.0,3.0,6.0,104.0,91.0,38.0,9.0,,2.0,7.0,4.0,450.0,1.0,,,83.0,31.0,24.0,,,,1.0,198.0,198.0,4.0,37.0,32.0,54.9,,,,1.0,8.0,0.0,103.0,,1.0,1.0,,,,3.0,,3.0,11.0,62.0,310.0,3.0,9.0,247.0,42.0,32.0,13.0,1.0,15.0,14.0,,128.0,9.0,243.0,2.0,2.0,38.0,,86.0,4.0,475.0,,0.0,13.0,16.0,1.0,30.0,1.0,669.0,26.0,14.0,3.0,2.0,11.0,0.0,,,,,,,,,,,,,,
2021-22,2210563,30,2022-03-20 14:00:00,94,Brentford,Away,209.0,26.0,2.0,7.0,5.0,1.0,,170.0,7.0,,4.0,3.0,5.0,30.0,372.0,,,18.0,15.0,17.0,9.0,1.0,3.0,,,,,,,,,,,,10.0,,,,,,6.0,6.0,6.0,11.0,4.0,75.0,63.0,2.0,2.0,,1.0,22.0,6.0,9.0,,,5.0,9.0,6.0,,9.0,1.0,48.0,46.0,1.0,9.0,7.0,,,23.0,59.0,10.0,10.0,,,2.0,1.0,,143.0,1.0,,,1.0,,,8.0,1.0,2.0,,7.0,,11.0,11.0,1.0,4.0,113.0,61.0,35.0,2.0,1.0,2.0,9.0,6.0,427.0,2.0,2.0,,54.0,50.0,37.0,,,,,134.0,134.0,9.0,18.0,28.0,47.2,,,,,22.0,0.0,121.0,1.0,1.0,2.0,,1.0,,3.0,,3.0,13.0,87.0,351.0,12.0,11.0,228.0,50.0,9.0,16.0,5.0,21.0,16.0,,131.0,4.0,245.0,2.0,,10.0,5.0,54.0,3.0,452.0,,0.0,15.0,8.0,,22.0,2.0,630.0,35.0,17.0,11.0,5.0,3.0,0.0,,,,,,,,,,,,,,
2021-22,2210573,31,2022-04-02 15:00:00,94,Brentford,Away,92.0,12.0,2.0,6.0,4.0,4.0,1.0,101.0,7.0,,5.0,8.0,7.0,21.0,187.0,,1.0,12.0,13.0,19.0,4.0,3.0,5.0,1.0,1.0,,,1.0,,,,,,,8.0,,,,,3.0,5.0,12.0,9.0,14.0,3.0,44.0,58.0,3.0,2.0,2.0,2.0,14.0,6.0,10.0,,,7.0,5.0,5.0,,7.0,,39.0,51.0,2.0,34.0,22.0,,,19.0,45.0,7.0,10.0,,,4.0,1.0,1.0,123.0,3.0,,3.0,3.0,,1.0,12.0,3.0,1.0,,22.0,,8.0,8.0,,5.0,37.0,48.0,23.0,12.0,3.0,2.0,8.0,6.0,235.0,4.0,,,46.0,27.0,25.0,,,,,108.0,108.0,2.0,24.0,22.0,29.4,,,3.0,1.0,14.0,0.0,56.0,4.0,3.0,7.0,,2.0,1.0,5.0,2.0,3.0,8.0,58.0,171.0,3.0,10.0,110.0,23.0,34.0,5.0,6.0,17.0,11.0,2.0,94.0,6.0,167.0,1.0,,27.0,7.0,54.0,,260.0,,0.0,17.0,19.0,1.0,13.0,0.0,444.0,23.0,14.0,3.0,7.0,10.0,0.0,,,,,,,,,,,,,,
