playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,successfulCrossesAndCorners,throwInsToOppositionPlayer,foulWonPenalty,goals,rightFootGoals,headedGoals,hitWoodwork,handballsConceded,leftFootGoals,clearancesOffTheLine,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,successfulCornersIntoBox,unsuccessfulCornersIntoBox,cornersTakenInclShortCorners,ownGoalScored,secondGoalAssists,penaltiesConceded,setPiecesGoals,penaltiesTaken,penaltyGoals
492373,Charlie Cresswell,Defender,Leeds,2,England,2021-22,6.0,0.0062,2.0,0.0,,,,,5.0,1.0,,14.0,5.0,,,2.0,1.0,29.0,1.0,104.0,1.0,0.0,,4.0,9.0,,,,139.0,,,3.0,11.0,,1.0,5.0,71.0,1.0,1.0,4.4443,,,6.0,4.0,,3.0,25.0,,0.0,17.0,,0.0,47.0,6.0,5.0,,3.0,,13.0,4.0,1.0,,,,8.0,6.0,0.0,103.0,1.0,1.0,32.0,2.0,,1.0,,26.0,3.0,2.0,4.0,6.0,125.0,,,,7.0,62.0,1.0,0.079,1.0,15.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433590,Cody Drameh,Defender,Leeds,2,England,2021-22,7.0,0.0309,3.0,0.0,,,,,4.0,,,13.0,3.0,,,2.0,1.0,14.0,1.0,55.0,,0.0,,2.0,2.0,,,,126.0,,,1.0,7.0,,5.0,6.0,39.0,2.0,,4.24,1.0,1.0,3.0,6.0,,6.0,2.0,,0.0,14.0,,0.0,26.0,3.0,3.0,,2.0,2.0,22.0,6.0,1.0,2.0,,,12.0,1.0,0.0,53.0,,,27.0,2.0,2.0,,,9.0,2.0,1.0,2.0,18.0,103.0,20.0,,,1.0,20.0,2.0,,1.0,1.0,10.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149915,Diego Llorente,Defender,Leeds,2,Spain,2021-22,109.0,0.1903,61.0,0.0,,1.0,3.0,0.1838,53.0,9.0,1.0,133.0,28.0,,,33.0,28.0,252.0,2.0,1357.0,,2.0,,,114.0,5.0,,,2343.0,,,64.0,131.0,6.0,38.0,81.0,1019.0,11.0,2.0,35.9263,2.0,11.0,75.0,44.0,1.0,45.0,321.0,21.0,1.0,240.0,18.0,1.0,498.0,171.0,28.0,,22.0,5.0,292.0,38.0,2.0,8.0,,1.0,126.0,50.0,0.0,1327.0,6.0,1.0,286.0,31.0,8.0,17.0,,444.0,23.0,40.0,86.0,94.0,1704.0,10.0,4.0,,45.0,813.0,10.0,0.9914,7.0,119.0,94.0,,,1.0,,3.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
221610,Jamie Shackleton,Defender,Leeds,2,England,2021-22,48.0,0.0978,24.0,0.0,,1.0,1.0,0.0236,27.0,3.0,,39.0,14.0,,,10.0,7.0,47.0,4.0,346.0,,0.0,,7.0,21.0,1.0,,1.0,707.0,1.0,,15.0,49.0,1.0,10.0,43.0,296.0,14.0,1.0,11.3593,1.0,,10.0,14.0,1.0,33.0,17.0,6.0,0.0,97.0,4.0,0.0,114.0,50.0,14.0,,11.0,6.0,128.0,13.0,4.0,8.0,,1.0,76.0,6.0,0.0,343.0,2.0,,71.0,16.0,11.0,7.0,,139.0,13.0,8.0,3.0,76.0,523.0,54.0,4.0,,4.0,171.0,10.0,0.1718,4.0,8.0,16.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
443967,Junior Firpo,Defender,Leeds,2,Dominican Republic,2021-22,105.0,1.5551,56.0,0.0,,2.0,1.0,0.3284,61.0,9.0,,120.0,24.0,2.0,,25.0,19.0,145.0,20.0,778.0,1.0,0.0,,5.0,46.0,1.0,,1.0,1715.0,1.0,,19.0,119.0,4.0,31.0,92.0,612.0,39.0,5.0,34.5868,20.0,2.0,31.0,49.0,2.0,86.0,258.0,15.0,0.0,224.0,16.0,0.0,339.0,89.0,24.0,,32.0,12.0,325.0,45.0,20.0,19.0,,2.0,178.0,27.0,0.0,773.0,8.0,5.0,221.0,29.0,16.0,6.0,,62.0,39.0,24.0,21.0,119.0,1214.0,129.0,8.0,,6.0,314.0,21.0,0.8948,11.0,25.0,45.0,6.0,6.0,15.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,
513852,Kris Moore,Defender,Leeds,2,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477547,Leo Hjelde,Defender,Leeds,2,Norway,2021-22,3.0,0.0111,3.0,0.0,,,,,5.0,,,16.0,2.0,,,2.0,,25.0,3.0,80.0,,0.0,,2.0,5.0,,,,148.0,,,2.0,8.0,,2.0,5.0,52.0,1.0,,3.7131,1.0,1.0,7.0,5.0,,1.0,31.0,,0.0,11.0,,0.0,31.0,9.0,2.0,,1.0,,20.0,5.0,3.0,,,,6.0,3.0,0.0,80.0,,,33.0,4.0,,3.0,,8.0,1.0,4.0,3.0,10.0,132.0,24.0,,,6.0,35.0,1.0,,0.0,9.0,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55914,Liam Cooper,Defender,Leeds,2,Scotland,2021-22,75.0,0.1532,44.0,0.0,,1.0,1.0,0.1936,41.0,5.0,1.0,109.0,21.0,1.0,1.0,28.0,21.0,199.0,1.0,1175.0,2.0,0.0,,,126.0,5.0,,1.0,1815.0,1.0,,44.0,135.0,2.0,19.0,53.0,917.0,13.0,1.0,25.4517,3.0,15.0,72.0,26.0,1.0,31.0,415.0,9.0,0.0,210.0,11.0,0.0,443.0,118.0,21.0,,18.0,1.0,184.0,24.0,1.0,2.0,,1.0,84.0,82.0,0.0,1150.0,4.0,,213.0,23.0,3.0,18.0,,235.0,19.0,43.0,59.0,82.0,1430.0,5.0,1.0,,40.0,792.0,11.0,0.3697,5.0,90.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
66588,Luke Ayling,Defender,Leeds,2,England,2021-22,142.0,0.9934,65.0,1.0,,3.0,4.0,0.7997,74.0,16.0,5.0,197.0,26.0,2.0,,35.0,26.0,320.0,27.0,1418.0,2.0,2.0,1.0,,85.0,2.0,,2.0,2275.0,2.0,,50.0,150.0,6.0,50.0,115.0,992.0,37.0,5.0,49.3515,10.0,7.0,50.0,66.0,2.0,92.0,145.0,19.0,1.0,292.0,21.0,0.0,667.0,187.0,26.0,,32.0,14.0,411.0,60.0,27.0,24.0,,2.0,207.0,35.0,1.0,1381.0,12.0,4.0,438.0,42.0,23.0,25.0,,478.0,22.0,28.0,106.0,128.0,1964.0,122.0,2.0,1.0,30.0,691.0,16.0,1.2452,4.0,123.0,116.0,4.0,4.0,12.0,,2.0,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
222694,Pascal Struijk,Defender,Leeds,2,Netherlands,2021-22,90.0,0.2096,68.0,1.0,,2.0,4.0,0.7742,61.0,9.0,1.0,113.0,29.0,,,29.0,22.0,186.0,,1254.0,1.0,0.0,1.0,7.0,79.0,,,3.0,2051.0,3.0,,39.0,111.0,3.0,24.0,71.0,1008.0,21.0,3.0,37.686,11.0,9.0,56.0,52.0,1.0,51.0,453.0,8.0,0.0,201.0,12.0,1.0,440.0,161.0,29.0,,22.0,1.0,279.0,49.0,,6.0,,1.0,122.0,40.0,1.0,1219.0,5.0,,213.0,39.0,2.0,23.0,,278.0,25.0,33.0,60.0,83.0,1565.0,21.0,2.0,1.0,39.0,789.0,19.0,1.4226,6.0,73.0,86.0,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
