season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2020-21,8896967,1,3,Arsenal,Away,31417,47431,Willian,willian,M,False,1.0,,4.0,19.0,7.0,25.0,1.0,,5.0,1.0,1.0,,,,,1.0,2.0,,,1.0,2.0,,,1.0,,3.0,,75.0,1.0,,,,,,,5.0,,8.1,,,1.0,,1.0,,4.0,,5.0,,23.0,7.0,26.0,2,,37.0,1.0,2.0,,
2020-21,8896967,1,3,Arsenal,Away,50070,59966,Alexandre Lacazette,alexandre-lacazette,F,False,,,1.0,9.0,5.0,14.0,1.0,,,,,,2.0,,3.0,8.0,6.0,,,2.0,,1.0,,,1.0,1.0,,87.0,1.0,,,,,,,7.0,,7.4,,,1.0,,1.0,1.0,,,2.0,1.0,12.0,5.0,17.0,2,2.0,34.0,1.0,3.0,1.0,1.0
2020-21,8896967,1,3,Arsenal,Away,51498,54694,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,F,False,,,,13.0,7.0,20.0,,2.0,7.0,,,,2.0,,2.0,7.0,4.0,,,2.0,,1.0,,,,1.0,,90.0,3.0,,,,,,,14.0,,7.5,,,,,,2.0,2.0,,1.0,1.0,20.0,9.0,27.0,3,,40.0,1.0,2.0,1.0,
2020-21,8896967,1,3,Arsenal,Away,103335,80201,Bernd Leno,bernd-leno,G,False,,,1.0,1.0,29.0,30.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,,,7.4,,2.0,,,,,,,1.0,,1.0,29.0,30.0,0,1.0,36.0,,,,
2020-21,8896967,1,3,Arsenal,Away,117777,84450,Granit Xhaka,granit-xhaka,M,False,,,3.0,29.0,26.0,55.0,,,3.0,,,2.0,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,78.0,,,,,,,,6.0,,7.3,,,2.0,,,,1.0,,5.0,,34.0,26.0,59.0,4,2.0,70.0,,1.0,,1.0
2020-21,8896967,1,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,3,Arsenal,Away,159675,153256,Mohamed Elneny,mohamed-elneny,M,False,,,5.0,28.0,32.0,60.0,1.0,,4.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,5.0,,,90.0,,,,,,,,3.0,,7.0,,,,,,,,,7.0,,30.0,33.0,63.0,1,,70.0,,1.0,,
2020-21,8896967,1,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,2.0,,,30.0,22.0,50.0,,1.0,3.0,,,,1.0,,1.0,4.0,2.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,6.9,,,,,,2.0,6.0,,,,39.0,22.0,55.0,0,,74.0,2.0,,1.0,
2020-21,8896967,1,3,Arsenal,Away,225096,113534,Matt Macey,matt-macey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2020-21,8896967,1,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,,,3.0,12.0,15.0,27.0,,,3.0,,,,,,,2.0,1.0,,,2.0,,,,,3.0,,,90.0,,1.0,,,,,,12.0,,6.9,,,,,1.0,,1.0,,5.0,,20.0,17.0,36.0,0,1.0,50.0,1.0,,,
2020-21,8896967,1,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,4.0,22.0,45.0,67.0,1.0,1.0,3.0,,,,,,1.0,3.0,2.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,15.0,,7.1,,,,,2.0,,1.0,,10.0,,31.0,48.0,78.0,0,1.0,101.0,,1.0,,1.0
2020-21,8896967,1,3,Arsenal,Away,547838,182539,Dani Ceballos,dani-ceballos,M,True,,,1.0,7.0,7.0,14.0,,,2.0,,,,,,,,2.0,,,,,,,,1.0,,,12.0,,,,,,,,4.0,,6.9,,,,,,1.0,,,1.0,,10.0,8.0,18.0,0,1.0,22.0,,,1.0,1.0
