season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025028,1,94,Brentford,Away,42694,56979,Jordan Henderson,jordan-henderson,M,True,,,,2.0,9.0,11.0,,,,3.0,,,,,,,2.0,,,,0.00040278,,,1.0,0.0,,,,,,,,0.16,1.21,0.79,0.04,0.78,21.0,,,,,,,,,8.0,,,6.4,,,,,,,1.0,3.0,,2.0,,6.0,9.0,15.0,,,0,,19.0,,,,
2025-26,14025028,1,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,False,1.0,,2.0,10.0,11.0,21.0,,1.0,,1.0,,,,1.0,,,1.0,4.0,,,0.0303072,0.1298,,,0.0,,,,,,2.0,,0.56,4.54,1.97,0.04,1.87,69.0,,,,,,,,,8.0,,,6.5,,,1.0,,,2.0,,2.0,,3.0,,14.0,11.0,25.0,,,1,3.0,42.0,1.0,,,1.0
2025-26,14025028,1,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,1.0,1.0,3.0,4.0,,,,1.0,,,,1.0,,,4.0,,,,0.00025252,,,2.0,0.0,,,,,,,,0.27,1.22,0.62,0.05,0.74,21.0,,,,,,,,,3.0,,,6.3,,,,,,,1.0,,,2.0,,2.0,4.0,6.0,,,0,,9.0,,,,
2025-26,14025028,1,94,Brentford,Away,980649,450539,Myles Peart-Harris,myles-peart-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025028,1,94,Brentford,Away,1006387,513418,Kevin Schade,kevin-schade,M,True,,,,4.0,2.0,6.0,3.0,2.0,,3.0,,,,2.0,,2.0,9.0,5.0,,,0.0355681,,,2.0,0.0,,,,,1.0,,,0.37,1.95,0.51,0.27,1.75,45.0,,,,,,,,,7.0,,,6.4,,,,,,,1.0,,,,,7.0,2.0,9.0,,,0,2.0,19.0,,1.0,,
2025-26,14025028,1,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,,,1.0,6.0,18.0,24.0,1.0,1.0,,9.0,,,,1.0,,1.0,6.0,1.0,,,0.0111189,0.0799,0.1608,3.0,0.0,,,,,,1.0,,0.64,5.28,2.03,0.21,2.99,90.0,1.0,,,,,,,,10.0,,,6.0,,,,,,,,,,5.0,,10.0,21.0,31.0,,,1,,39.0,2.0,,,
2025-26,14025028,1,94,Brentford,Away,1126692,543295,Antoni Milambo,antoni-milambo,M,False,,,,5.0,3.0,8.0,1.0,2.0,,2.0,,,,,,,1.0,5.0,,,0.0116086,,,,0.0,,,,,,,,0.38,3.25,1.27,0.06,1.1,45.0,,,,,,,,,4.0,,,6.7,,,,,,,,,,,,7.0,4.0,11.0,,,0,3.0,19.0,1.0,,,1.0
2025-26,14025068,2,94,Brentford,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,2.0,3.0,9.0,12.0,1.0,,3.0,4.0,,,1.0,1.0,,,3.0,3.0,,,0.00352626,0.0327,,1.0,0.0,,,,,2.0,,,,,,,,69.0,,1.0,,,,,,,6.0,0.0,,6.7,,,,,25.286643419152,,,,,4.0,,6.0,11.0,17.0,-17.845878584039,,1,2.0,29.0,1.0,1.0,,
2025-26,14025068,2,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,True,,,,3.0,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,,,0.0076046,,,,0.0,,,,,,,,,,,,,11.0,,,,,,,,,,0.0,,6.8,,,,,3.2375923152862,1.0,,,,,,3.0,1.0,4.0,-3.0728053548029,,0,1.0,6.0,,,,1.0
2025-26,14025068,2,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,2.0,1.0,3.0,,,1.0,2.0,,,,1.0,,,1.0,2.0,,,0.00216536,,,,0.0,,,,,,,,,,,,,21.0,,,,,,,,,1.0,0.0,,6.7,,,,,4.1706604992495,2.0,,,,,,3.0,1.0,4.0,-3.771569137189,,0,,9.0,,2.0,,
2025-26,14025068,2,94,Brentford,Home,907072,440089,Mikkel Damsgaard,mikkel-damsgaard,M,False,3.0,,,9.0,9.0,18.0,1.0,,13.0,7.0,,,,2.0,,2.0,6.0,6.0,,,0.242808,0.0605,,,0.0,,,,,2.0,3.0,,,,,,,90.0,,1.0,,,,,,,15.0,1.0,,7.5,,,1.0,,164.62459709734,2.0,3.0,7.0,,2.0,,13.0,9.0,22.0,55.993121448776,21.011006639378,1,3.0,55.0,2.0,1.0,2.0,2.0
2025-26,14025068,2,94,Brentford,Home,980649,450539,Myles Peart-Harris,myles-peart-harris,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025068,2,94,Brentford,Home,1006387,513418,Kevin Schade,kevin-schade,M,False,1.0,,,3.0,,3.0,2.0,3.0,8.0,5.0,,,1.0,1.0,,1.0,4.0,7.0,,,0.0153383,0.0997,,,0.0,,,,,1.0,1.0,,,,,,,79.0,,1.0,,,,,,,11.0,1.0,,6.9,,,,,72.004689742166,1.0,1.0,2.0,,1.0,,9.0,2.0,11.0,14.122723114098,19.16824522485,1,2.0,26.0,1.0,1.0,1.0,1.0
2025-26,14025068,2,94,Brentford,Home,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,1.0,,,2.0,8.0,10.0,2.0,,5.0,4.0,,,,,,1.0,4.0,6.0,,,0.0115968,0.0277,,1.0,0.0,,,,,2.0,,,,,,,,79.0,,,,,,,,,2.0,0.0,,7.2,,,1.0,,37.240636396621,4.0,1.0,1.0,,,,2.0,8.0,10.0,1.2999818848469,,1,5.0,31.0,1.0,,1.0,3.0
2025-26,14025068,2,94,Brentford,Home,1106451,533463,Dango Ouattara,dango-ouattara,M,False,,,1.0,4.0,1.0,5.0,1.0,3.0,8.0,6.0,,1.0,,1.0,,,8.0,10.0,,,0.0227105,0.7698,1.3602,4.0,0.0,1.0,,,,,,,,,,,,84.0,2.0,,,,,,,,13.0,0.0,,7.6,,,,,73.204125970757,5.0,4.0,1.0,,6.0,,9.0,3.0,12.0,36.408879088225,,2,4.0,35.0,3.0,1.0,2.0,2.0
2025-26,14025068,2,94,Brentford,Home,1126692,543295,Antoni Milambo,antoni-milambo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025112,3,94,Brentford,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,,1.0,17.0,17.0,34.0,,,,3.0,,,,,,1.0,2.0,,,,0.0103893,,,1.0,0.0,,,,,,,,,,,,,71.0,,,,,,,,,13.0,,,6.5,,,,,,2.0,,2.0,,4.0,,23.0,22.0,45.0,,,0,,50.0,,,,
2025-26,14025112,3,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025112,3,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,5.0,5.0,10.0,,1.0,,,1.0,,,,,,1.0,3.0,,,0.361647,,,,1.0,,,,,,1.0,,,,,,,19.0,,,,,,,,,5.0,,,7.0,,,,,,,1.0,,,,,7.0,6.0,13.0,,,0,1.0,18.0,1.0,1.0,,
2025-26,14025112,3,94,Brentford,Away,907072,440089,Mikkel Damsgaard,mikkel-damsgaard,M,False,4.0,,,13.0,8.0,21.0,3.0,,,,,,,1.0,,1.0,9.0,3.0,,,0.271519,,,2.0,0.0,,,,,,2.0,,,,,,,90.0,,,,,,,,,15.0,,,6.4,,,,,,1.0,4.0,7.0,,4.0,1.0,19.0,9.0,28.0,,,0,,49.0,1.0,2.0,1.0,
2025-26,14025112,3,94,Brentford,Away,1006387,513418,Kevin Schade,kevin-schade,M,False,,,,3.0,8.0,11.0,4.0,3.0,,2.0,,1.0,,,,2.0,8.0,5.0,,,0.00064716,0.9484,0.5978,,0.0,,,,,,,,,,,,,89.0,1.0,1.0,,,,1.0,,,12.0,,,5.4,,,2.0,,,,3.0,,,,,8.0,8.0,16.0,,,3,1.0,32.0,3.0,,1.0,
2025-26,14025112,3,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,,,3.0,18.0,17.0,35.0,,,,4.0,,,,1.0,,1.0,6.0,3.0,,,0.010394,0.0136,0.0087,1.0,0.0,,,,,,,,,,,,,90.0,1.0,1.0,,,,,,,10.0,,,6.5,,,,,,,4.0,1.0,,5.0,,20.0,19.0,39.0,,,1,2.0,59.0,,,1.0,2.0
2025-26,14025112,3,94,Brentford,Away,1106451,533463,Dango Ouattara,dango-ouattara,M,False,,,,3.0,1.0,4.0,1.0,1.0,,3.0,,,,1.0,,1.0,8.0,3.0,,,0.00388196,0.0813,0.102,1.0,0.0,,,,,2.0,,,,,,,,90.0,1.0,,,,,,,,14.0,,,5.9,,,,,,2.0,4.0,1.0,,1.0,1.0,6.0,4.0,10.0,,,1,,29.0,2.0,2.0,,
2025-26,14025112,3,94,Brentford,Away,1126692,543295,Antoni Milambo,antoni-milambo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025127,4,94,Brentford,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,2.0,,5.0,12.0,12.0,24.0,,,,3.0,,,,,,,1.0,3.0,,,0.0306416,,,1.0,1.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,10.0,,,7.2,,,,,,3.0,,4.0,,8.0,,18.0,13.0,31.0,,,0,3.0,44.0,1.0,,,1.0
2025-26,14025127,4,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,False,2.0,,4.0,9.0,4.0,13.0,,,,3.0,,,,2.0,,1.0,4.0,5.0,,,0.0562631,,,,0.0,,,,,1.0,1.0,,,,,,,73.0,,,,,,,,,13.0,,,6.9,,,,,,3.0,2.0,5.0,,6.0,,14.0,5.0,19.0,,,0,3.0,38.0,2.0,1.0,1.0,3.0
2025-26,14025127,4,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025127,4,94,Brentford,Home,826139,200641,Reiss Nelson,reiss-nelson,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025127,4,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025127,4,94,Brentford,Home,1006387,513418,Kevin Schade,kevin-schade,M,False,,,1.0,5.0,4.0,9.0,5.0,,,1.0,,,1.0,,,,13.0,3.0,,,0.0296651,0.6142,1.3721,5.0,0.0,1.0,,,,,1.0,,,,,,,90.0,2.0,,,,,,,,11.0,,,7.5,,,1.0,,,,3.0,,,1.0,,8.0,5.0,13.0,,,4,3.0,32.0,3.0,,,1.0
2025-26,14025127,4,94,Brentford,Home,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,,,2.0,12.0,14.0,26.0,2.0,,,7.0,,,,,,,7.0,5.0,,,0.106913,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,,13.0,,,7.0,,,,,,2.0,6.0,,,2.0,,17.0,16.0,33.0,,,0,2.0,50.0,3.0,,3.0,2.0
2025-26,14025127,4,94,Brentford,Home,1106451,533463,Dango Ouattara,dango-ouattara,M,True,,,,3.0,,3.0,1.0,,,1.0,,,,,,1.0,3.0,1.0,,,0.00067397,,,,0.0,,,,,,,,,,,,,17.0,,,,,,,,,7.0,,,6.4,,,,,,,2.0,1.0,,,,4.0,3.0,7.0,,,0,,11.0,,,1.0,
2025-26,14025163,5,94,Brentford,Away,42694,56979,Jordan Henderson,jordan-henderson,M,False,,,2.0,10.0,18.0,28.0,,,,2.0,,,,1.0,,,1.0,,,,0.0119365,,,,0.0,,,,,,,,,,,,,74.0,,,,,,,,,10.0,,,6.2,,,,,,1.0,,,,4.0,,19.0,19.0,38.0,,,0,,42.0,,,,
2025-26,14025163,5,94,Brentford,Away,799251,207283,Mathias Jensen,mathias-jensen,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025163,5,94,Brentford,Away,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,,,1.0,2.0,4.0,6.0,,,,,,,,,,,1.0,,,,0.00045494,,,1.0,0.0,,,,,,,,,,,,,16.0,,,,,,,,,2.0,,,6.5,,,,,,,,,,1.0,,4.0,4.0,8.0,,,0,,9.0,,,,
2025-26,14025163,5,94,Brentford,Away,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025163,5,94,Brentford,Away,907072,440089,Mikkel Damsgaard,mikkel-damsgaard,M,False,1.0,,1.0,12.0,15.0,27.0,2.0,,,1.0,,,1.0,3.0,,2.0,8.0,5.0,,,0.0404987,0.1852,0.2862,,0.0,1.0,,,,,,,,,,,,87.0,1.0,,,,,,,,22.0,,,7.6,,,,,,,1.0,13.0,,1.0,,16.0,15.0,31.0,,,2,3.0,64.0,3.0,2.0,,1.0
2025-26,14025163,5,94,Brentford,Away,1006387,513418,Kevin Schade,kevin-schade,M,False,,,,4.0,3.0,7.0,2.0,1.0,,3.0,,,1.0,,,2.0,5.0,4.0,,,0.20469,0.0562,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,,,19.0,,,6.7,,,,,,,1.0,2.0,,,1.0,9.0,3.0,12.0,,,1,2.0,32.0,9.0,1.0,,1.0
2025-26,14025163,5,94,Brentford,Away,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,,,2.0,16.0,18.0,34.0,,1.0,,3.0,,,,3.0,,1.0,6.0,4.0,,,0.0102903,,,2.0,0.0,,,,,,1.0,,,,,,,90.0,,1.0,,,,,,,6.0,,,6.7,,,,,,1.0,1.0,,,2.0,,18.0,19.0,37.0,,,0,2.0,47.0,2.0,,1.0,
2025-26,14025163,5,94,Brentford,Away,1106451,533463,Dango Ouattara,dango-ouattara,M,True,,,,1.0,,1.0,,,,,,,1.0,,,1.0,5.0,1.0,,,0.00248898,0.1187,,1.0,0.0,,,,,,,,,,,,,25.0,,,,,,,,,6.0,,,6.3,,,1.0,,,,4.0,1.0,,,,1.0,,1.0,,,2,,11.0,1.0,,1.0,
2025-26,14025184,6,94,Brentford,Home,42694,56979,Jordan Henderson,jordan-henderson,M,False,1.0,,1.0,17.0,22.0,39.0,,,,4.0,2.0,,,,,,,1.0,,,0.266029,,,,1.0,,,,,2.0,2.0,,,,,,,81.0,,,,,,,,,6.0,,,7.0,,,,,,1.0,,1.0,,3.0,1.0,21.0,23.0,44.0,,,0,1.0,50.0,1.0,,,1.0
2025-26,14025184,6,94,Brentford,Home,799251,207283,Mathias Jensen,mathias-jensen,M,True,,,,3.0,,3.0,,,,,,,,,,,,,,,0.00381767,0.0864,0.0591,,0.0,1.0,,,,,,,,,,,,9.0,1.0,,,,,,,,,,,7.8,,,,,,,,,,,1.0,3.0,,3.0,,,1,,4.0,,,,
2025-26,14025184,6,94,Brentford,Home,814873,204580,Vitaly Janelt,vitaly-janelt,M,True,1.0,,,6.0,1.0,7.0,,,,1.0,,,,,,,,1.0,,,0.0237739,,,,0.0,,,,,,1.0,,,,,,,9.0,,,,,,,,,3.0,,,6.7,,,,,,,,2.0,,,,6.0,1.0,7.0,,,0,1.0,15.0,1.0,,,
2025-26,14025184,6,94,Brentford,Home,885864,428580,Frank Onyeka,frank-onyeka,M,True,,,,5.0,,5.0,1.0,,,1.0,,,,,,,2.0,2.0,,,0.00227781,,,1.0,0.0,,,,,,,,,,,,,9.0,,,,,,,,,2.0,,,6.6,,,,,,,2.0,,,,,7.0,,7.0,,,0,,9.0,,,2.0,
2025-26,14025184,6,94,Brentford,Home,907072,440089,Mikkel Damsgaard,mikkel-damsgaard,M,False,4.0,,1.0,16.0,5.0,21.0,2.0,1.0,,4.0,,,,,,2.0,8.0,3.0,,,0.244156,,,2.0,0.0,,,,,1.0,,,,,,,,81.0,,,,,,,,,20.0,,,6.7,,,,,,,2.0,6.0,,4.0,,23.0,8.0,31.0,,,0,2.0,55.0,3.0,,,1.0
2025-26,14025184,6,94,Brentford,Home,1006387,513418,Kevin Schade,kevin-schade,M,False,1.0,,,10.0,2.0,12.0,,4.0,,3.0,1.0,,,,,2.0,5.0,7.0,,,0.0878207,0.0128,0.0364,1.0,0.0,,,,,,1.0,,,,,,,90.0,1.0,,,,,,,,15.0,,,6.9,,,,,,2.0,2.0,1.0,,1.0,,16.0,4.0,20.0,,,1,1.0,36.0,3.0,2.0,,1.0
2025-26,14025184,6,94,Brentford,Home,1031258,508395,Yehor Yarmoliuk,yehor-yarmoliuk,M,False,,,2.0,17.0,19.0,36.0,,,,7.0,,,1.0,1.0,,,2.0,4.0,,,0.0202871,0.0855,,1.0,1.0,,,,,1.0,1.0,,,,,,,90.0,,1.0,,,,,,,12.0,,,7.2,,,,,,2.0,1.0,,,4.0,,27.0,21.0,48.0,,,1,1.0,60.0,,2.0,1.0,1.0
2025-26,14025184,6,94,Brentford,Home,1106451,533463,Dango Ouattara,dango-ouattara,M,False,,,,5.0,3.0,8.0,4.0,2.0,,1.0,1.0,1.0,,,,1.0,11.0,5.0,,,0.262423,0.4161,0.3464,3.0,0.0,,,,,1.0,1.0,,,,,,,75.0,1.0,,,,,,,,20.0,,,6.6,,,,,,1.0,3.0,4.0,,,,11.0,4.0,15.0,,,1,,40.0,4.0,3.0,,
