season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025016,1,7,Aston_Villa,Home,100390,72147,Marco Bizot,marco-bizot,G,False,,3.0,5.0,4.0,16.0,20.0,,,,12.0,,,,,,,,,,,,0.00046773,,,,0.0,,0.6442,3.0,,,,,0.0,1.29,0.08,0.0,4.07,90.0,,,,,,,21.0,,1.0,6.9,1.0,3.0,,,,1.0,,,3.0,26.0,,21.0,20.0,41.0,,,0,,52.0,,,,
2025-26,14025016,1,7,Aston_Villa,Home,1138445,481283,James Wright,wright-james,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025068,2,7,Aston_Villa,Away,100390,72147,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025068,2,7,Aston_Villa,Away,158263,98980,Emiliano Martínez,emiliano-martinez,G,False,,,4.0,3.0,28.0,31.0,,1.0,14.0,10.0,,,,,,,,,1.0,,,0.00512296,,,,0.0,,0.3602,,,,,,,,,,,90.0,,,,,,,2.0,0.0,,7.4,1.0,1.0,,,81.528942541142,,,,,6.0,,3.0,30.0,33.0,64.977773312357,,0,,43.0,,1.0,,
2025-26,14025068,2,7,Aston_Villa,Away,1410227,564505,Sam Proctor,proctor-sam,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025091,3,7,Aston_Villa,Home,100390,72147,Marco Bizot,marco-bizot,G,False,,3.0,6.0,4.0,14.0,18.0,,,,7.0,,,,,,,,1.0,,,,0.00058218,,,1.0,0.0,,-0.5531,1.0,,,,,,,,,,90.0,,,,1.0,1.0,,,,1.0,5.7,1.0,1.0,,,,3.0,,,3.0,6.0,,4.0,14.0,18.0,,,0,,27.0,,,,
2025-26,14025091,3,7,Aston_Villa,Home,1410227,564505,Sam Proctor,proctor-sam,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025136,4,7,Aston_Villa,Away,100390,72147,Marco Bizot,marco-bizot,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025136,4,7,Aston_Villa,Away,158263,98980,Emiliano Martínez,emiliano-martinez,G,False,,,5.0,4.0,14.0,18.0,,1.0,,3.0,,,,,,,,,2.0,,,0.00192087,,,,0.0,,0.2926,1.0,,,,,,,,,,90.0,,,,,,,16.0,,1.0,6.8,2.0,2.0,,,,2.0,,,,20.0,,17.0,17.0,34.0,,,0,,42.0,,1.0,,
2025-26,14025136,4,7,Aston_Villa,Away,1410227,564505,Sam Proctor,proctor-sam,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
