season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767933,1,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,,,3.0,14.0,9.0,23.0,,,10.0,,,,2.0,,,2.0,7.0,5.0,,,2.0,,1.0,,,4.0,1.0,,90.0,2.0,,,,,,,7.6,,,,,2.0,1.0,3.0,,6.0,,21.0,9.0,27.0,2,4.0,48.0,1.0,1.0,
2015-16,6767933,1,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,2.0,,3.0,26.0,7.0,31.0,,,7.0,1.0,,1.0,,,,3.0,4.0,4.0,,,1.0,1.0,,,,,3.0,,90.0,,,,,,,,7.5,,,,,1.0,2.0,5.0,,4.0,,35.0,9.0,39.0,1,1.0,55.0,,1.0,2.0
2015-16,6767933,1,31,Crystal_Palace,Away,38130,49438,Jordon Mutch,jordon-mutch,M,False,1.0,,,8.0,6.0,13.0,3.0,,5.0,,,1.0,,,,,4.0,5.0,,,2.0,,,,,1.0,,,72.0,1.0,,,,,,,7.2,,,,,2.0,2.0,2.0,,,1.0,11.0,6.0,15.0,2,2.0,28.0,1.0,1.0,2.0
2015-16,6767933,1,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,11.0,11.0,22.0,,2.0,2.0,1.0,,,1.0,,,1.0,5.0,5.0,,,3.0,1.0,,,,1.0,3.0,,90.0,,,,,,,,7.4,,,,,2.0,1.0,,,1.0,,15.0,11.0,26.0,0,1.0,37.0,,1.0,1.0
2015-16,6767933,1,31,Crystal_Palace,Away,84686,79228,Pape Souaré,pape-souare,M,False,1.0,,,12.0,4.0,15.0,,,4.0,1.0,,,,,,,1.0,6.0,,,2.0,1.0,,,,3.0,1.0,,90.0,,,,,,,,7.5,,,,,7.0,1.0,3.0,,1.0,,16.0,5.0,18.0,0,1.0,46.0,1.0,4.0,1.0
2015-16,6767933,1,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,1.0,12.0,2.0,14.0,1.0,,2.0,,,,,,,1.0,8.0,7.0,,,1.0,,1.0,,,,,,72.0,1.0,,,,,,,6.8,,,,,,9.0,2.0,,1.0,,14.0,2.0,14.0,1,,33.0,,3.0,4.0
2015-16,6767945,2,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,4.0,21.0,24.0,44.0,,,11.0,,,2.0,3.0,,,1.0,7.0,6.0,,,3.0,,,,,7.0,,,90.0,1.0,1.0,,,,,,7.4,,,,,1.0,,5.0,,4.0,,27.0,24.0,46.0,3,4.0,75.0,2.0,2.0,
2015-16,6767945,2,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,3.0,,1.0,26.0,15.0,38.0,,,11.0,,,1.0,,,,2.0,4.0,6.0,,,,,,,,3.0,4.0,,90.0,1.0,,,,,,,7.7,,,1.0,,,4.0,6.0,,5.0,,38.0,16.0,48.0,3,3.0,73.0,1.0,1.0,2.0
2015-16,6767945,2,31,Crystal_Palace,Home,38130,49438,Jordon Mutch,jordon-mutch,M,True,,,1.0,9.0,8.0,17.0,2.0,1.0,3.0,,,,1.0,,,4.0,7.0,3.0,,,,,,,,3.0,,,45.0,,,,,,,,6.4,,,1.0,,,,,,2.0,,12.0,8.0,20.0,1,1.0,31.0,,1.0,
2015-16,6767945,2,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,2.0,4.0,6.0,1.0,,,,,,,,,,3.0,2.0,,,,,,,,,,,14.0,,,,,,,,6.4,,,,,,2.0,,,1.0,,3.0,4.0,7.0,0,1.0,12.0,,1.0,
2015-16,6767945,2,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,,21.0,14.0,35.0,,,5.0,,,,,1.0,,1.0,2.0,2.0,,,1.0,1.0,,,,2.0,1.0,,80.0,,1.0,,,,,,7.1,,,,,,,,,,,23.0,15.0,38.0,0,1.0,45.0,,1.0,
2015-16,6767945,2,31,Crystal_Palace,Home,84686,79228,Pape Souaré,pape-souare,M,False,1.0,,1.0,14.0,14.0,27.0,,1.0,8.0,,,,,,,1.0,4.0,4.0,,,2.0,,,,,2.0,,,90.0,,1.0,,,,,,6.6,,,,,8.0,2.0,5.0,,5.0,,24.0,20.0,39.0,0,1.0,69.0,1.0,1.0,1.0
2015-16,6767945,2,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,1.0,,,9.0,6.0,14.0,,,4.0,1.0,,,,,,3.0,11.0,5.0,,1.0,2.0,,,,,,1.0,,76.0,,,,,,,,5.6,,,,,,8.0,7.0,,1.0,,17.0,9.0,19.0,0,1.0,44.0,1.0,2.0,2.0
2015-16,6767961,3,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,2.0,,1.0,18.0,11.0,27.0,,,9.0,,,1.0,2.0,,,,4.0,6.0,,,2.0,,,,,3.0,3.0,,82.0,,1.0,,,,,,7.4,,,1.0,,,,5.0,,6.0,,29.0,11.0,35.0,2,3.0,55.0,1.0,3.0,
2015-16,6767961,3,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,1.0,,,33.0,14.0,46.0,1.0,,10.0,,,,1.0,,,2.0,5.0,7.0,,,1.0,1.0,,,,2.0,2.0,,90.0,,,,,,,,7.4,,,3.0,,,2.0,6.0,,2.0,,44.0,14.0,52.0,3,2.0,75.0,2.0,3.0,2.0
2015-16,6767961,3,31,Crystal_Palace,Home,38130,49438,Jordon Mutch,jordon-mutch,M,True,1.0,,1.0,11.0,1.0,11.0,2.0,1.0,3.0,,,1.0,1.0,,,2.0,5.0,2.0,,,,,,,,,1.0,,45.0,,,,,,,,6.3,,,,,,,4.0,,3.0,1.0,18.0,1.0,15.0,1,,25.0,1.0,1.0,
2015-16,6767961,3,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767961,3,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,1.0,15.0,22.0,37.0,1.0,2.0,10.0,,,,2.0,,,,4.0,5.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,6.9,,,,,,,,,2.0,1.0,18.0,25.0,43.0,0,2.0,51.0,1.0,1.0,
2015-16,6767961,3,31,Crystal_Palace,Home,84686,79228,Pape Souaré,pape-souare,M,False,,,3.0,19.0,20.0,39.0,1.0,,10.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,1.0,,90.0,,1.0,1.0,,,,,6.3,,,,,4.0,,4.0,,5.0,,30.0,20.0,46.0,0,,70.0,4.0,1.0,
2015-16,6767961,3,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,5.0,3.0,8.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,5.0,2.0,,,1.0,,,,,1.0,1.0,,45.0,,,,,,,,6.1,,,,,,1.0,2.0,,,1.0,9.0,3.0,10.0,1,,20.0,3.0,1.0,
2015-16,6768029,4,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,,,2.0,10.0,19.0,29.0,2.0,1.0,6.0,,1.0,1.0,2.0,,,,7.0,4.0,,,1.0,,,,,2.0,,,82.0,1.0,,,,,,,6.5,,,1.0,,1.0,2.0,3.0,,4.0,,16.0,20.0,33.0,3,3.0,48.0,,,
2015-16,6768029,4,31,Crystal_Palace,Away,9921,18805,Joe Ledley,joe-ledley,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,,,6.7,,,,,1.0,,,,1.0,,2.0,1.0,3.0,0,,5.0,,,
2015-16,6768029,4,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,3.0,24.0,17.0,41.0,1.0,,9.0,,,,6.0,,,1.0,9.0,8.0,,,1.0,,,,,3.0,1.0,,90.0,,,,,,,,6.7,,,1.0,,1.0,1.0,4.0,,4.0,1.0,36.0,19.0,51.0,1,4.0,73.0,1.0,3.0,1.0
2015-16,6768029,4,31,Crystal_Palace,Away,38130,49438,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768029,4,31,Crystal_Palace,Away,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,2.0,1.0,3.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,6.0,,,,,,,,,,,,,1.0,1.0,,,,,3.0,1.0,4.0,0,1.0,12.0,2.0,1.0,1.0
2015-16,6768029,4,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,,15.0,16.0,31.0,2.0,2.0,5.0,,,,2.0,,,1.0,9.0,6.0,,,4.0,,,,,1.0,2.0,,90.0,,,,,,,,6.8,,,,,6.0,,,,1.0,,17.0,17.0,34.0,0,4.0,49.0,,,
2015-16,6768029,4,31,Crystal_Palace,Away,84686,79228,Pape Souaré,pape-souare,M,False,1.0,,2.0,11.0,9.0,19.0,,2.0,6.0,,,,,,,1.0,2.0,4.0,,,1.0,,,,,,1.0,,90.0,,,,,,,,6.8,,,,,6.0,,4.0,,2.0,,16.0,10.0,22.0,0,1.0,56.0,1.0,1.0,
2015-16,6768029,4,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,7.0,6.0,13.0,,,3.0,1.0,,,1.0,,,1.0,3.0,3.0,,,,,,,,,2.0,,55.0,,,,,,,,6.8,,,,,,3.0,3.0,,1.0,,13.0,7.0,17.0,0,1.0,27.0,,,2.0
2015-16,6768039,5,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,3.0,18.0,17.0,34.0,,,5.0,,,1.0,,,,3.0,4.0,5.0,,,,,,,,5.0,2.0,,90.0,,,,,,,,7.3,,,,,1.0,2.0,2.0,,6.0,,24.0,19.0,41.0,1,3.0,64.0,1.0,1.0,1.0
2015-16,6768039,5,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,,13.0,6.0,19.0,,2.0,5.0,,,,,,,,3.0,6.0,,,1.0,,,,,,,,83.0,1.0,,,,,,,7.0,,,1.0,,,3.0,3.0,,1.0,1.0,21.0,7.0,25.0,2,2.0,39.0,,2.0,1.0
2015-16,6768039,5,31,Crystal_Palace,Home,38130,49438,Jordon Mutch,jordon-mutch,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768039,5,31,Crystal_Palace,Home,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,1.0,4.0,5.0,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,1.0,4.0,5.0,0,,5.0,,,
2015-16,6768039,5,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,,16.0,19.0,35.0,1.0,2.0,10.0,,,,1.0,,,1.0,5.0,9.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.1,,,1.0,,2.0,,,,5.0,,22.0,21.0,43.0,1,3.0,65.0,2.0,4.0,
2015-16,6768039,5,31,Crystal_Palace,Home,84686,79228,Pape Souaré,pape-souare,M,False,2.0,,1.0,14.0,13.0,25.0,1.0,,8.0,,,,,,,,3.0,3.0,,,1.0,,,,,2.0,2.0,,90.0,,1.0,,,,,,7.2,,,1.0,,6.0,2.0,2.0,,3.0,,22.0,15.0,35.0,1,2.0,59.0,,,1.0
2015-16,6768039,5,31,Crystal_Palace,Home,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,2.0,,,10.0,4.0,12.0,,1.0,4.0,1.0,,,,,,1.0,5.0,14.0,,,3.0,,,,,3.0,2.0,,90.0,,,,,,,,8.1,,,,,,6.0,3.0,,,2.0,17.0,4.0,18.0,0,6.0,51.0,7.0,2.0,5.0
2015-16,6768065,6,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,4.0,13.0,17.0,29.0,,,5.0,,,,3.0,,,1.0,4.0,12.0,,,,,,,1.0,8.0,1.0,,90.0,,,,,,,,8.1,,,1.0,,1.0,,3.0,,9.0,,21.0,20.0,38.0,1,8.0,68.0,,4.0,
2015-16,6768065,6,31,Crystal_Palace,Away,9921,18805,Joe Ledley,joe-ledley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,3.0,,4.0,20.0,15.0,32.0,,,10.0,,,,3.0,,,3.0,7.0,4.0,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,6.8,,,,,,2.0,5.0,,5.0,1.0,29.0,16.0,40.0,0,2.0,58.0,3.0,,2.0
2015-16,6768065,6,31,Crystal_Palace,Away,38130,49438,Jordon Mutch,jordon-mutch,M,True,,,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,14.0,,,,,,,,6.2,,,,,,1.0,4.0,,1.0,,8.0,2.0,6.0,0,,13.0,,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,38639,75773,Chung-yong Lee,chung-yong-lee,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768065,6,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,False,,,,9.0,16.0,25.0,,2.0,6.0,,,,3.0,,,3.0,9.0,7.0,,,1.0,,,,,2.0,,,76.0,,2.0,,,,,,6.2,,,,,2.0,2.0,,,1.0,,11.0,17.0,28.0,0,4.0,49.0,3.0,1.0,
2015-16,6768065,6,31,Crystal_Palace,Away,84686,79228,Pape Souaré,pape-souare,M,False,1.0,,,13.0,11.0,23.0,,1.0,2.0,,,,,,,1.0,1.0,3.0,,,,,,,,1.0,2.0,,90.0,,,,,,,,7.1,,,1.0,,9.0,1.0,1.0,,1.0,,18.0,11.0,28.0,1,1.0,53.0,1.0,,1.0
2015-16,6768065,6,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,False,,,,2.0,4.0,6.0,,,4.0,,,,,,,3.0,3.0,1.0,,,,,,,,,1.0,,45.0,,,,,,,,6.3,,,,,1.0,,,,1.0,,5.0,4.0,9.0,0,,15.0,1.0,1.0,
2015-16,6768076,7,31,Crystal_Palace,Away,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,2.0,10.0,12.0,21.0,,,3.0,1.0,,1.0,,,,3.0,6.0,5.0,,,3.0,,1.0,,,,1.0,,77.0,1.0,,,,,,,7.2,,,,,1.0,,6.0,,3.0,,24.0,12.0,30.0,2,2.0,48.0,,3.0,
2015-16,6768076,7,31,Crystal_Palace,Away,9921,18805,Joe Ledley,joe-ledley,M,False,,,2.0,9.0,19.0,28.0,1.0,2.0,6.0,,,,,,,,3.0,3.0,,,2.0,,,,,1.0,,,90.0,,2.0,,,,,,6.8,,,,,6.0,,,,5.0,,16.0,19.0,35.0,0,1.0,45.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,3.0,29.0,4.0,33.0,1.0,,7.0,,,,1.0,,,,6.0,5.0,,,3.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,7.2,,,2.0,,1.0,3.0,1.0,,8.0,,39.0,6.0,44.0,3,1.0,56.0,,2.0,2.0
2015-16,6768076,7,31,Crystal_Palace,Away,39282,50471,James McArthur,james-mcarthur,M,True,,,,2.0,3.0,5.0,1.0,,3.0,,,,,,,,1.0,1.0,,,,,,,,,,,13.0,,,,,,,,6.6,,,,,,,,,1.0,,2.0,4.0,6.0,0,1.0,7.0,,,
2015-16,6768076,7,31,Crystal_Palace,Away,84686,79228,Pape Souaré,pape-souare,M,False,,,4.0,14.0,11.0,25.0,,,4.0,,,,,,,,1.0,2.0,,,,,,,,1.0,,,90.0,,,,,,,,6.9,,,,,6.0,2.0,3.0,,10.0,,24.0,13.0,34.0,0,,56.0,,1.0,1.0
2015-16,6768076,7,31,Crystal_Palace,Away,111850,82403,Wilfried Zaha,wilfried-zaha,M,True,1.0,,,7.0,1.0,7.0,1.0,,4.0,,,,,,,,6.0,3.0,,,2.0,,,,,,1.0,,28.0,,,,,,1.0,,6.8,,,,,,3.0,1.0,,,,10.0,3.0,12.0,0,2.0,21.0,,1.0,
2015-16,6768076,7,31,Crystal_Palace,Away,785840,138006,Jake Gray,jake-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768085,8,31,Crystal_Palace,Home,3574,27341,Yohan Cabaye,yohan-cabaye,M,False,1.0,,6.0,30.0,23.0,52.0,,,1.0,1.0,,1.0,4.0,,,3.0,11.0,5.0,,1.0,2.0,1.0,1.0,,,1.0,2.0,,90.0,2.0,,,,,,,7.9,,,3.0,,,3.0,5.0,,9.0,,42.0,23.0,60.0,6,4.0,88.0,,,1.0
2015-16,6768085,8,31,Crystal_Palace,Home,9921,18805,Joe Ledley,joe-ledley,M,True,,,,4.0,5.0,9.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,5.0,9.0,0,,9.0,,,
2015-16,6768085,8,31,Crystal_Palace,Home,19593,19197,Jason Puncheon,jason-puncheon,M,False,,,5.0,38.0,7.0,45.0,,,8.0,,,2.0,1.0,,,1.0,5.0,4.0,,,1.0,,,,,1.0,3.0,,90.0,,1.0,,,,,,7.3,,,2.0,,,4.0,6.0,,9.0,,55.0,7.0,56.0,4,2.0,80.0,1.0,,2.0
2015-16,6768085,8,31,Crystal_Palace,Home,39282,50471,James McArthur,james-mcarthur,M,False,,,2.0,25.0,22.0,47.0,2.0,,3.0,,,,4.0,,,,7.0,3.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,6.8,,,1.0,,,,,,3.0,,29.0,25.0,54.0,1,1.0,63.0,,2.0,
