season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352254,1,31,Crystal_Palace,Away,32124,49413,James Tomkins,james-tomkins,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,6.4e-06,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,1.0,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,24.0,26.0,50.0,,3.0,6.0,,,,,,,1.0,3.0,5.0,,,0.0217638,0.0,0.0,1.0,,,,,,,,,90.0,,,,,,,17.0,,6.9,,,,,2.0,1.0,2.0,,4.0,,33.0,27.0,58.0,0,2.0,85.0,2.0,,,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,7.0,1.0,16.0,17.0,,,7.0,,,,,,,,,,,,0.00044746,0.0,0.0,,,,0.0475,1.0,,,,,90.0,,,,,,,6.0,,7.1,,1.0,,,,,,,13.0,,7.0,16.0,23.0,0,,30.0,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,103045,80146,Jordan Ayew,jordan-ayew,F,False,1.0,,,22.0,12.0,33.0,,1.0,4.0,1.0,,1.0,,,,8.0,11.0,5.0,,,0.451391,0.0912,0.0239,2.0,1.0,,,,,1.0,2.0,,90.0,1.0,,,,,,23.0,,7.2,,,,,,2.0,5.0,,2.0,1.0,33.0,13.0,41.0,2,1.0,72.0,2.0,2.0,1.0,
2023-24,11352254,1,31,Crystal_Palace,Away,148710,86417,Jeffrey Schlupp,jeffrey-schlupp,M,False,,,,12.0,5.0,17.0,,1.0,7.0,,,,,,,2.0,3.0,9.0,,,0.0854707,0.0821,0.0689,,,,,,,,2.0,,90.0,1.0,,,,,,17.0,,7.1,,,1.0,,,4.0,,,5.0,,19.0,9.0,28.0,2,4.0,45.0,3.0,1.0,3.0,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,285989,173954,Jaïro Riedewald,jairo-riedewald,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,355796,152551,Jefferson Lerma,jefferson-lerma,M,False,,,,32.0,26.0,58.0,1.0,12.0,4.0,,,,,,,3.0,6.0,18.0,,,0.0191135,0.0162,0.0,2.0,,,,,,1.0,1.0,,90.0,,,,,,,18.0,,7.7,,,1.0,,1.0,1.0,,,,,38.0,35.0,73.0,1,3.0,89.0,,2.0,1.0,3.0
2023-24,11352254,1,31,Crystal_Palace,Away,362682,174874,Joachim Andersen,joachim-andersen,D,False,,,10.0,33.0,45.0,78.0,1.0,4.0,6.0,,,,,,,,3.0,10.0,,,0.11382,0.1512,0.33,2.0,,,,,,,2.0,,90.0,2.0,1.0,,,,,8.0,,8.6,,,,,6.0,2.0,1.0,,12.0,,39.0,46.0,84.0,2,3.0,101.0,,1.0,2.0,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,581610,169593,Remi Matthews,remi-matthews,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,795228,199670,Odsonne Édouard,odsonne-edouard,F,False,,,,9.0,1.0,10.0,4.0,3.0,2.0,,1.0,1.0,,,,1.0,7.0,11.0,,,0.135752,1.0058,1.3107,1.0,,1.0,,,,,2.0,,90.0,3.0,,,,,,12.0,,8.0,,,3.0,,,3.0,,,,1.0,12.0,1.0,13.0,7,3.0,40.0,7.0,3.0,2.0,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,848276,231747,Jean-Philippe Mateta,jean-philippe-mateta,F,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,864921,232413,Eberechi Eze,eberechi-eze,M,False,5.0,,,33.0,11.0,39.0,3.0,2.0,4.0,1.0,,6.0,1.0,,,2.0,7.0,9.0,,,0.411604,0.5079,0.0,1.0,,,,,,,7.0,,90.0,,,,,,,20.0,,8.4,,,2.0,,,2.0,9.0,,,,44.0,11.0,46.0,8,,85.0,5.0,5.0,2.0,
2023-24,11352254,1,31,Crystal_Palace,Away,877994,209036,Marc Guéhi,marc-guehi,D,False,,,8.0,16.0,58.0,74.0,2.0,3.0,4.0,,,,,,,,2.0,7.0,,,0.00796476,0.03,0.0,,,,,,,2.0,1.0,,89.0,,2.0,,,,,10.0,,7.6,,,1.0,,2.0,1.0,,,11.0,,19.0,64.0,83.0,1,1.0,95.0,1.0,2.0,1.0,
2023-24,11352254,1,31,Crystal_Palace,Away,906047,438464,Cheick Doucouré,cheick-doucoure,M,False,,,,17.0,21.0,38.0,1.0,1.0,7.0,,,,,,,1.0,4.0,3.0,,,0.0304347,0.009,0.1944,2.0,,,,,,,3.0,,90.0,1.0,,,,,,15.0,,6.9,,,,,,,,,2.0,,21.0,25.0,46.0,1,2.0,59.0,6.0,,,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,931844,427623,Chris Richards,chris-richards,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,988275,244723,Tyrick Mitchell,tyrick-mitchell,M,False,,,1.0,19.0,32.0,51.0,1.0,1.0,11.0,,,,1.0,,,,2.0,6.0,,,0.0236407,0.0,0.0,,,,,,,,,,90.0,,,,,,,20.0,,7.3,,,,,3.0,1.0,,,5.0,,27.0,39.0,66.0,0,2.0,99.0,1.0,2.0,1.0,1.0
2023-24,11352254,1,31,Crystal_Palace,Away,997104,466117,Naouirou Ahamada,naouirou-ahamada,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,1046390,461382,John-Kymani Gordon,john-kymani-gordon,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352254,1,31,Crystal_Palace,Away,1101362,450542,Jesurun Rak-Sakyi,jesurun-rak-sakyi,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,32124,49413,James Tomkins,james-tomkins,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,39183,55494,Joel Ward,joel-ward,D,False,,,1.0,8.0,11.0,19.0,2.0,,3.0,,,,,,,,2.0,2.0,,,0.0044552,0.0,0.0,,,,,,,1.0,,,83.0,,1.0,,,,,5.0,,6.8,,,,,,1.0,1.0,,3.0,,12.0,11.0,22.0,0,1.0,36.0,1.0,,1.0,1.0
2023-24,11352346,2,31,Crystal_Palace,Home,43215,57328,Nathaniel Clyne,nathaniel-clyne,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,98427,101982,Sam Johnstone,sam-johnstone,G,False,,,6.0,1.0,13.0,14.0,,,8.0,,,,,,,,1.0,,,,0.000154,0.0,0.0,1.0,,,0.0757,3.0,,,,,90.0,,,,1.0,1.0,,8.0,1.0,6.7,,2.0,,,1.0,,,,14.0,,6.0,16.0,22.0,0,,33.0,,,,
2023-24,11352346,2,31,Crystal_Palace,Home,103045,80146,Jordan Ayew,jordan-ayew,F,False,,,,13.0,4.0,17.0,3.0,2.0,2.0,,,2.0,1.0,,,,8.0,9.0,,,0.0318898,0.1443,0.0,3.0,,,,,,,1.0,,90.0,,,,,,,9.0,,7.0,,,1.0,,1.0,3.0,3.0,,,,19.0,4.0,20.0,3,2.0,40.0,1.0,4.0,1.0,2.0
