playerId,playerName,position,team_name,team_id,nationality,season,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,fiftyFifty,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,successfulLayoffs,foulWonPenalty,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,penaltiesConceded,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,groundDuelsLost,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,blocks,totalFoulsConceded,interceptions,backwardPasses,substituteOff,foulAttemptedTackle,handballsConceded,expectedGoals,iboxTarget,shotsOnTargetInBox,shotsOffTargetIncWoodwork,blockedShots,goalAssists,goals,offsides,awayGoals,oboxBlocked,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,shotsBlockedOutsideBox,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,headedGoals,lastPlayerTackle,clearancesOffTheLine,ownGoalScored,setPiecesGoals,penaltiesSaved,savesFromPenalty,crossesNotClaimed,redCards2ndYellow,otherGoals
198869,Ben White,Defender,Arsenal,3,England,2022-23,3.7896,0.0,,61.0,,187.0,38.0,36.0,261.0,1951.0,,,74.0,9.0,,3067.0,133.0,5.0,63.0,100.0,1632.0,,3.0,34.9695,4.0,75.0,35.0,138.0,,30.0,1.0,254.0,,784.0,155.0,38.0,,1013.0,30.0,180.0,33.0,0.0,,1894.0,14.0,405.0,32.0,9.0,,,757.0,58.0,2596.0,183.0,23.0,692.0,,5.0,74.0,77.0,121.0,15.0,53.0,3.0,3.0,1.0026,8.0,7.0,1.0,,27.0,42.0,2.0,,15.0,41.0,,50.0,45.0,21.0,80.0,36.0,,29.0,15.0,42.0,22.0,11.0,28.0,22.0,272.0,15.0,14.0,,1.3142,1.0,1.0,5.0,2.0,5.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
58822,Cédric Soares,Defender,Arsenal,3,Portugal,2022-23,0.1772,0.0,,8.0,,11.0,8.0,2.0,22.0,156.0,,,9.0,,,224.0,14.0,,7.0,12.0,130.0,,1.0,1.7093,,6.0,3.0,13.0,,2.0,0.0,26.0,,61.0,11.0,8.0,,79.0,3.0,17.0,2.0,0.0,,153.0,2.0,53.0,5.0,2.0,,,57.0,4.0,247.0,23.0,3.0,60.0,,0.0,11.0,9.0,12.0,5.0,3.0,,1.0,,,,,,1.0,22.0,6.0,,5.0,7.0,,3.0,2.0,2.0,5.0,3.0,,3.0,,22.0,2.0,1.0,2.0,1.0,25.0,1.0,2.0,,0.0593,,,,2.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
226597,Gabriel Magalhães,Defender,Arsenal,3,Brazil,2022-23,0.6345,0.0,,49.0,,146.0,38.0,38.0,246.0,2395.0,23.0,,180.0,14.0,,3411.0,194.0,7.0,42.0,92.0,2064.0,,3.0,39.5021,8.0,119.0,43.0,1022.0,,40.0,3.0,308.0,,840.0,191.0,38.0,,886.0,36.0,128.0,102.0,0.0,23.0,2312.0,3.0,278.0,31.0,3.0,,,437.0,85.0,2829.0,6.0,45.0,1263.0,,5.0,100.0,101.0,114.0,,49.0,10.0,,3.2595,26.0,1.0,,,33.0,5.0,,2.0,,78.0,2.0,53.0,,5.0,36.0,23.0,2.0,18.0,,5.0,4.0,26.0,25.0,32.0,96.0,2.0,18.0,,4.8166,5.0,5.0,16.0,6.0,,3.0,1.0,2.0,2.0,4.0,1.0,,4.0,2.0,,,2.0,,,,,,,,,,1.0,4.0,,,,,,,,
440854,Jakub Kiwior,Defender,Arsenal,3,Poland,2022-23,0.0231,0.0,,7.0,,19.0,7.0,5.0,27.0,196.0,,,18.0,1.0,,427.0,17.0,,6.0,9.0,168.0,,,7.2921,,10.0,6.0,47.0,,1.0,0.0,31.0,,64.0,20.0,7.0,,46.0,6.0,13.0,8.0,0.0,,191.0,,28.0,5.0,1.0,,,69.0,1.0,249.0,8.0,2.0,123.0,,0.0,8.0,12.0,14.0,,8.0,1.0,,0.2486,1.0,1.0,,,6.0,1.0,2.0,,,10.0,,3.0,,1.0,4.0,2.0,,2.0,,1.0,,3.0,1.0,6.0,16.0,2.0,,,0.0908,,,,,,1.0,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
192895,Kieran Tierney,Defender,Arsenal,3,Scotland,2022-23,0.4428,0.0,,20.0,,49.0,27.0,6.0,88.0,402.0,,,24.0,1.0,,778.0,39.0,1.0,17.0,33.0,297.0,,2.0,12.8192,3.0,20.0,10.0,117.0,,9.0,0.0,69.0,,154.0,43.0,27.0,,180.0,9.0,45.0,6.0,0.0,,391.0,6.0,135.0,11.0,4.0,,,56.0,17.0,595.0,45.0,23.0,137.0,,0.0,39.0,27.0,30.0,3.0,17.0,2.0,2.0,0.2055,6.0,1.0,1.0,,12.0,21.0,21.0,1.0,3.0,18.0,,15.0,11.0,3.0,12.0,6.0,1.0,9.0,3.0,21.0,3.0,2.0,5.0,11.0,75.0,3.0,4.0,,0.335,1.0,1.0,4.0,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
514315,Lino Sousa,Defender,Arsenal,3,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206325,Oleksandr Zinchenko,Defender,Arsenal,3,Ukraine,2022-23,2.3673,0.0,,40.0,,172.0,27.0,26.0,210.0,1716.0,,,71.0,2.0,,2132.0,117.0,6.0,47.0,66.0,1444.0,,1.0,24.1865,3.0,31.0,28.0,696.0,,11.0,0.0,187.0,,525.0,163.0,27.0,,918.0,22.0,116.0,51.0,0.0,,1666.0,13.0,301.0,18.0,15.0,,,234.0,62.0,2169.0,140.0,15.0,595.0,,3.0,38.0,62.0,70.0,7.0,35.0,7.0,1.0,1.9972,20.0,6.0,4.0,,19.0,30.0,1.0,4.0,7.0,20.0,,34.0,13.0,17.0,50.0,18.0,4.0,22.0,9.0,30.0,24.0,2.0,6.0,22.0,261.0,18.0,5.0,,1.3745,2.0,2.0,13.0,8.0,2.0,1.0,1.0,1.0,7.0,1.0,0.0,,1.0,7.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
535262,Reuell Walters,Defender,Arsenal,3,England,2022-23,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156074,Rob Holding,Defender,Arsenal,3,England,2022-23,0.1475,0.0,,8.0,,34.0,14.0,6.0,58.0,438.0,,,39.0,,,562.0,33.0,3.0,4.0,11.0,359.0,,1.0,11.5852,1.0,26.0,13.0,97.0,,2.0,0.0,58.0,,150.0,40.0,14.0,,113.0,10.0,19.0,22.0,0.0,,430.0,2.0,64.0,5.0,1.0,,,173.0,21.0,507.0,2.0,8.0,267.0,,0.0,24.0,20.0,25.0,,12.0,2.0,1.0,0.1184,3.0,1.0,,,7.0,,8.0,,,17.0,1.0,8.0,,,8.0,1.0,,3.0,,,,5.0,5.0,3.0,18.0,,2.0,,0.3332,1.0,1.0,1.0,2.0,,1.0,,1.0,,2.0,0.0,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,
223723,Takehiro Tomiyasu,Defender,Arsenal,3,Japan,2022-23,0.2319,0.0,,27.0,,52.0,21.0,6.0,72.0,412.0,,,38.0,1.0,,653.0,49.0,2.0,16.0,31.0,326.0,,,8.2769,2.0,15.0,11.0,72.0,,3.0,0.0,86.0,,172.0,42.0,21.0,,195.0,9.0,48.0,18.0,0.0,,408.0,2.0,103.0,18.0,1.0,,,109.0,14.0,572.0,40.0,10.0,149.0,,2.0,20.0,22.0,37.0,4.0,19.0,,,,1.0,2.0,,,10.0,8.0,15.0,,4.0,20.0,,17.0,9.0,3.0,17.0,7.0,,9.0,2.0,8.0,6.0,,6.0,14.0,59.0,3.0,4.0,,0.1897,,,1.0,2.0,1.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
