playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,goalAssists,offsides,penaltyGoalsConceded,tacklesLost,aerialDuelsWon,unsuccessfulLayoffs,successfulLaunches,leftFootGoals,redCards2ndYellow,headedGoals,attemptsFromSetPieces,unsuccessfulLaunches,throwInsToOppositionPlayer,penaltiesTaken,penaltyGoals,hitWoodwork,foulWonPenalty,clearancesOffTheLine,penaltiesConceded,catches,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle,savesMadeFromOutsideBox,penaltiesFaced,punches,drops,crossesNotClaimed,penaltiesSaved,savesFromPenalty,setPiecesGoals,ownGoalScored,goalkeeperSmother,otherGoals
37748,Bacary Sagna,Defender,Arsenal,3,France,2010-11,96.0,32.0,1.0,9.0,2.0,6.0,67.0,12.0,2.0,191.0,33.0,3.0,33.0,236.0,125.0,1810.0,1.0,1.0,,,107.0,11.0,32.0,2969.0,35.0,187.0,6.0,115.0,1522.0,,35.0,21.0,141.0,39.0,61.0,59.0,6.0,36.0,0.0,283.0,0.0,665.0,156.0,33.0,1.0,7.0,935.0,33.0,125.0,33.0,176.0,1.0,1780.0,10.0,25.0,457.0,49.0,12.0,6.0,894.0,20.0,62.0,,52.0,192.0,2755.0,286.0,,671.0,,2.0,45.0,64.0,3.0,,5.0,18.0,72.0,,10.0,,,,1.0,54.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,
19701,Emmanuel Eboué,Defender,Arsenal,3,Cote d’Ivoire,2010-11,38.0,1.0,0.0,3.0,1.0,4.0,19.0,2.0,2.0,51.0,13.0,6.0,8.0,58.0,11.0,405.0,1.0,1.0,5.0,,16.0,1.0,1.0,705.0,11.0,48.0,1.0,43.0,335.0,,15.0,3.0,16.0,11.0,27.0,78.0,1.0,13.0,2.0,86.0,0.0,133.0,41.0,13.0,,8.0,202.0,10.0,11.0,15.0,70.0,0.0,396.0,1.0,4.0,104.0,11.0,11.0,1.0,138.0,8.0,13.0,,12.0,56.0,594.0,49.0,2.0,146.0,,4.0,7.0,20.0,,,3.0,8.0,5.0,2.0,5.0,1.0,,,,9.0,8.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
17336,Gaël Clichy,Defender,Arsenal,3,France,2010-11,147.0,15.0,0.0,3.0,1.0,,111.0,11.0,9.0,270.0,33.0,4.0,33.0,351.0,73.0,1785.0,,,,,111.0,13.0,15.0,2970.0,54.0,204.0,5.0,147.0,1370.0,,,20.0,150.0,33.0,93.0,,,15.0,,351.0,,,216.0,33.0,,12.0,820.0,28.0,73.0,,240.0,0.0,,10.0,6.0,,90.0,21.0,9.0,,33.0,105.0,,64.0,,2735.0,260.0,,629.0,1.0,3.0,81.0,110.0,1.0,3.0,,21.0,57.0,,26.0,,,,,93.0,58.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
90801,Ignasi Miquel,Defender,Arsenal,3,Spain,2010-11,,,0.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2010-11,78.0,,0.0,2.0,3.0,,23.0,6.0,3.0,77.0,22.0,1.0,20.0,87.0,,877.0,1.0,1.0,2.0,,78.0,9.0,,1796.0,33.0,85.0,2.0,40.0,744.0,,14.0,2.0,137.0,15.0,45.0,210.0,16.0,8.0,0.0,163.0,0.0,310.0,122.0,22.0,,1.0,167.0,13.0,,8.0,85.0,0.0,865.0,3.0,4.0,105.0,17.0,9.0,16.0,331.0,30.0,44.0,,46.0,26.0,1171.0,2.0,2.0,623.0,,3.0,10.0,47.0,,,2.0,6.0,45.0,,4.0,,,1.0,,11.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2010-11,25.0,3.0,0.0,1.0,2.0,,12.0,2.0,,29.0,7.0,,4.0,34.0,8.0,217.0,,,3.0,,20.0,,3.0,345.0,9.0,25.0,1.0,14.0,178.0,,10.0,4.0,16.0,8.0,16.0,115.0,,1.0,0.0,50.0,,68.0,20.0,7.0,,5.0,96.0,7.0,9.0,9.0,30.0,0.0,212.0,,4.0,59.0,11.0,1.0,,11.0,5.0,8.0,,5.0,23.0,328.0,30.0,1.0,90.0,,1.0,5.0,14.0,,,,1.0,11.0,,4.0,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2010-11,123.0,,2.0,1.0,4.0,,60.0,12.0,,119.0,30.0,,30.0,168.0,3.0,1136.0,2.0,0.0,,,152.0,9.0,,2617.0,71.0,170.0,6.0,89.0,913.0,,23.0,1.0,207.0,36.0,52.0,310.0,13.0,25.0,2.0,293.0,2.0,494.0,169.0,30.0,1.0,,272.0,30.0,3.0,6.0,141.0,1.0,1118.0,8.0,2.0,188.0,47.0,4.0,13.0,298.0,31.0,83.0,,55.0,34.0,1601.0,4.0,2.0,696.0,1.0,5.0,49.0,70.0,,1.0,6.0,13.0,81.0,,13.0,,1.0,1.0,,42.0,,,,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,
13439,Sébastien Squillaci,Defender,Arsenal,3,France,2010-11,46.0,,0.0,1.0,4.0,,37.0,9.0,,92.0,22.0,2.0,20.0,112.0,,881.0,1.0,0.0,2.0,,55.0,5.0,,1817.0,26.0,75.0,4.0,46.0,737.0,,21.0,6.0,101.0,28.0,20.0,229.0,10.0,8.0,2.0,121.0,1.0,349.0,96.0,22.0,,,172.0,24.0,,6.0,66.0,0.0,860.0,5.0,2.0,125.0,22.0,1.0,10.0,250.0,11.0,41.0,,32.0,53.0,1132.0,2.0,1.0,597.0,,1.0,20.0,58.0,,1.0,4.0,15.0,29.0,,5.0,,,1.0,,24.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,
15943,Thomas Vermaelen,Defender,Arsenal,3,Belgium,2010-11,15.0,,0.0,3.0,1.0,,11.0,7.0,1.0,23.0,5.0,,5.0,28.0,,239.0,,,,,26.0,1.0,,450.0,7.0,36.0,,17.0,200.0,,11.0,,29.0,6.0,8.0,88.0,2.0,6.0,0.0,51.0,,89.0,26.0,5.0,,,58.0,6.0,,1.0,25.0,0.0,235.0,6.0,2.0,33.0,5.0,,2.0,48.0,7.0,18.0,,11.0,14.0,326.0,,,153.0,,0.0,5.0,8.0,1.0,,,6.0,19.0,,3.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,A Villa,7,England,2010-11,167.0,18.0,0.0,12.0,34.0,16.0,30.0,71.0,46.0,247.0,34.0,83.0,34.0,324.0,85.0,1141.0,7.0,2.0,,123.0,9.0,5.0,76.0,3054.0,5.0,147.0,7.0,143.0,746.0,47.0,102.0,72.0,9.0,49.0,162.0,279.0,,95.0,2.0,314.0,5.0,424.0,136.0,34.0,7.0,52.0,669.0,42.0,171.0,105.0,305.0,0.0,1073.0,37.0,44.0,694.0,20.0,18.0,3.0,213.0,43.0,34.0,64.0,71.0,225.0,1921.0,13.0,3.0,224.0,4.0,8.0,77.0,30.0,10.0,21.0,2.0,10.0,4.0,11.0,7.0,,,,10.0,27.0,,5.0,4.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,2.0,,,
