playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,fiftyFifty,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,totalShots,throughBalls,unsuccessfulCrossesOpenPlay,oboxBlocked,substituteOn,successfulCrossesAndCorners,keyPassesAttemptAssists,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,totalFoulsConceded,interceptions,backwardPasses,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,shotsOnTargetIncGoals,expectedGoalsOnTarget,successfulLayoffs,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,totalTouchesInOppositionBox,oboxTarget,blocks,goals,offsides,awayGoals,shotsBlockedInBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,goalAssists,foulWonPenalty,unsuccessfulLayoffs,homeGoals,penaltiesTaken,iboxBlocked,penaltyGoals,penaltiesConceded,throwInsToOppositionPlayer,ownGoalScored,lastPlayerTackle,secondGoalAssists,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,headedGoals,redCards2ndYellow,setPiecesGoals,otherGoals,penaltiesSaved,savesFromPenalty,clearancesOffTheLine
223723,Takehiro Tomiyasu,Defender,Arsenal,3,Japan,2021-22,84.0,1.1432,48.0,0.0,,35.0,,128.0,21.0,22.0,20.0,174.0,921.0,,,88.0,7.0,,1682.0,40.0,105.0,2.0,31.0,57.0,711.0,,3.0,22.4269,9.0,55.0,20.0,44.0,108.0,,13.0,0.0,189.0,,389.0,89.0,21.0,,,18.0,400.0,18.0,101.0,48.0,0.0,,905.0,5.0,261.0,17.0,9.0,,,282.0,36.0,1357.0,128.0,33.0,360.0,,2.0,46.0,56.0,13.0,2.0,9.0,1.0,18.0,1.0,1.0,13.0,12.0,19.0,6.0,18.0,18.0,7.0,16.0,24.0,142.0,4.0,1.0,6.0,0.614,2.0,0.3459,1.0,,2.0,2.0,21.0,,3.0,,,,1.0,,,,,4.0,1.0,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,
490887,Zach Awe,Defender,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232245,Zak Swanson,Defender,Arsenal,3,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18892,Ashley Young,Defender,A Villa,7,England,2021-22,46.0,0.4448,31.0,0.0,,18.0,,71.0,24.0,19.0,10.0,104.0,519.0,,,22.0,3.0,,1240.0,15.0,65.0,3.0,22.0,58.0,393.0,,1.0,18.4591,3.0,24.0,19.0,31.0,161.0,,32.0,0.0,111.0,,202.0,66.0,24.0,,,12.0,236.0,16.0,89.0,7.0,0.0,,499.0,9.0,177.0,6.0,9.0,,,57.0,22.0,804.0,69.0,10.0,187.0,,2.0,33.0,31.0,4.0,3.0,7.0,,32.0,2.0,14.0,8.0,11.0,6.0,7.0,36.0,10.0,4.0,16.0,13.0,99.0,4.0,2.0,13.0,0.4363,3.0,0.2549,5.0,2.0,1.0,1.0,15.0,2.0,4.0,,1.0,0.0,1.0,,1.0,1.0,0.0673,,2.0,,2.0,0.0,,1.0,,,9.0,1.0,,,2.0,,2.0,,,5.0,,,,,,,
487835,Ben Chrisene,Defender,A Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101184,Calum Chambers,Defender,A Villa,7,England,2021-22,46.0,0.4439,24.0,0.0,,21.0,,49.0,13.0,9.0,11.0,97.0,560.0,,,54.0,3.0,,1000.0,26.0,52.0,3.0,18.0,24.0,428.0,,1.0,9.4985,7.0,49.0,16.0,20.0,110.0,,3.0,0.0,98.0,,236.0,63.0,13.0,,,10.0,123.0,13.0,44.0,28.0,0.0,,552.0,,111.0,11.0,,,,175.0,35.0,706.0,11.0,25.0,342.0,,1.0,48.0,43.0,2.0,2.0,3.0,1.0,3.0,,2.0,2.0,3.0,9.0,1.0,3.0,3.0,2.0,14.0,5.0,39.0,2.0,,7.0,0.1761,1.0,0.7008,1.0,,,,10.0,,11.0,1.0,,1.0,1.0,1.0,,,,,,,,0.0,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,
199798,Ezri Konsa,Defender,A Villa,7,England,2021-22,71.0,0.5374,43.0,2.0,,25.0,,80.0,29.0,20.0,29.0,137.0,1005.0,,,100.0,8.0,,2481.0,42.0,125.0,7.0,17.0,67.0,835.0,,3.0,33.9263,5.0,82.0,41.0,29.0,194.0,,36.0,1.0,196.0,,360.0,105.0,29.0,,,10.0,198.0,34.0,96.0,58.0,1.0,1.0,974.0,3.0,157.0,15.0,6.0,,,383.0,33.0,1286.0,7.0,35.0,670.0,,4.0,57.0,53.0,,2.0,13.0,,1.0,,,,4.0,9.0,3.0,1.0,9.0,7.0,18.0,15.0,68.0,3.0,,6.0,1.5763,6.0,2.2975,1.0,,4.0,4.0,37.0,,22.0,2.0,1.0,0.0,2.0,1.0,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,
203368,Frédéric Guilbert,Defender,A Villa,7,France,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536110,Josh Feeney,Defender,A Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465390,Kaine Kesler-Hayden,Defender,A Villa,7,England,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123354,Kortney Hause,Defender,A Villa,7,England,2021-22,16.0,0.0516,9.0,0.0,,3.0,,28.0,7.0,4.0,4.0,47.0,222.0,,,28.0,1.0,,397.0,8.0,28.0,3.0,6.0,8.0,158.0,,,7.6547,2.0,12.0,9.0,8.0,60.0,,2.0,1.0,44.0,,83.0,41.0,7.0,,,,48.0,6.0,16.0,20.0,0.0,,218.0,1.0,53.0,3.0,3.0,,,66.0,17.0,277.0,,7.0,127.0,,0.0,19.0,14.0,,,2.0,1.0,,,3.0,,,3.0,1.0,,2.0,,6.0,6.0,13.0,1.0,,3.0,0.1141,2.0,0.5146,,,1.0,1.0,9.0,,5.0,1.0,1.0,1.0,,,,,,,,,,0.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,
101188,Lucas Digne,Defender,A Villa,7,France,2021-22,121.0,1.6886,62.0,0.0,,46.0,,182.0,29.0,37.0,29.0,235.0,1109.0,,,85.0,7.0,,2442.0,36.0,129.0,4.0,61.0,80.0,851.0,,2.0,17.3368,6.0,62.0,42.0,85.0,409.0,,25.0,0.0,250.0,,488.0,160.0,29.0,,,17.0,527.0,38.0,165.0,49.0,0.0,,1075.0,22.0,475.0,29.0,11.0,,,35.0,23.0,1886.0,211.0,26.0,388.0,,6.0,53.0,88.0,21.0,7.0,11.0,1.0,88.0,1.0,,41.0,48.0,18.0,19.0,131.0,38.0,8.0,33.0,37.0,177.0,3.0,1.0,20.0,0.5095,3.0,0.0678,3.0,1.0,1.0,1.0,40.0,1.0,13.0,,3.0,0.0,2.0,,1.0,4.0,0.1004,,4.0,,,0.0,,2.0,,,45.0,1.0,,,15.0,,29.0,,3.0,60.0,,,,,,,1.0
169359,Matt Targett,Defender,A Villa,7,England,2021-22,105.0,1.6275,63.0,0.0,,75.0,,196.0,33.0,37.0,33.0,310.0,1194.0,,,77.0,8.0,,2873.0,26.0,160.0,6.0,53.0,109.0,825.0,,3.0,25.4267,4.0,60.0,47.0,79.0,396.0,,23.0,0.0,265.0,,571.0,145.0,33.0,,,31.0,510.0,41.0,188.0,51.0,0.0,,1167.0,19.0,497.0,44.0,11.0,,,66.0,59.0,1983.0,233.0,44.0,415.0,,3.0,114.0,92.0,16.0,3.0,10.0,4.0,63.0,,,41.0,40.0,18.0,12.0,94.0,21.0,4.0,24.0,48.0,161.0,3.0,,15.0,0.5237,6.0,0.1321,,,1.0,1.0,26.0,,13.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,0.0,,1.0,,1.0,44.0,1.0,,1.0,19.0,1.0,24.0,,,44.0,,,,,,,1.0
199796,Matty Cash,Defender,A Villa,7,Poland,2021-22,170.0,2.4148,79.0,0.0,,89.0,,185.0,38.0,47.0,38.0,336.0,1219.0,,,87.0,10.0,,3380.0,45.0,202.0,9.0,87.0,160.0,830.0,,4.0,44.6113,11.0,82.0,50.0,125.0,60.0,,38.0,2.0,372.0,,489.0,190.0,38.0,,,39.0,441.0,41.0,285.0,42.0,0.0,,1189.0,25.0,631.0,50.0,33.0,,,407.0,53.0,2214.0,211.0,78.0,461.0,,8.0,151.0,105.0,19.0,9.0,28.0,2.0,78.0,1.0,,19.0,25.0,38.0,26.0,79.0,57.0,15.0,38.0,49.0,263.0,3.0,1.0,23.0,2.6609,13.0,2.5139,1.0,1.0,8.0,8.0,98.0,1.0,16.0,4.0,2.0,3.0,8.0,1.0,,,,,3.0,,,1.0,,8.0,,1.0,94.0,,,1.0,,2.0,,,1.0,1.0,1.0,,,,,,2.0
149484,Tyrone Mings,Defender,A Villa,7,England,2021-22,86.0,1.1436,62.0,0.0,,23.0,,159.0,36.0,37.0,35.0,338.0,1659.0,,,130.0,11.0,,3188.0,47.0,139.0,8.0,29.0,56.0,1221.0,,4.0,44.5816,19.0,150.0,49.0,39.0,504.0,,24.0,0.0,225.0,,699.0,191.0,36.0,,,11.0,357.0,41.0,95.0,83.0,0.0,1.0,1611.0,4.0,370.0,12.0,11.0,,,349.0,100.0,2086.0,15.0,77.0,964.0,,11.0,179.0,110.0,,5.0,16.0,3.0,4.0,2.0,1.0,,7.0,17.0,1.0,4.0,5.0,11.0,27.0,46.0,107.0,,2.0,14.0,1.6499,5.0,0.842,,1.0,3.0,3.0,53.0,1.0,30.0,1.0,1.0,0.0,3.0,1.0,,,,,3.0,,,1.0,,3.0,,1.0,3.0,,,,,,,,1.0,,,,,,,,4.0
213687,Charlie Goode,Defender,Brentford,94,England,2021-22,16.0,0.6567,3.0,0.0,,7.0,,42.0,6.0,1.0,4.0,69.0,230.0,,,23.0,1.0,,448.0,8.0,34.0,,9.0,19.0,145.0,,1.0,6.3113,1.0,8.0,6.0,8.0,32.0,,7.0,0.0,50.0,,95.0,30.0,6.0,,,2.0,57.0,6.0,27.0,15.0,0.0,,223.0,,116.0,5.0,5.0,,,72.0,16.0,353.0,32.0,13.0,106.0,,3.0,27.0,24.0,2.0,,2.0,,4.0,,2.0,2.0,7.0,2.0,2.0,4.0,3.0,2.0,5.0,2.0,31.0,,,3.0,0.0602,,,,,,,10.0,,2.0,,,0.0,,,,,,,,,,0.0,,,,1.0,35.0,,,,,,,,,,,,,,,,
232247,Dominic Thompson,Defender,Brentford,94,England,2021-22,6.0,0.0036,3.0,0.0,,1.0,,11.0,2.0,2.0,2.0,17.0,37.0,,,3.0,,,148.0,2.0,2.0,2.0,3.0,1.0,19.0,,,2.0739,1.0,3.0,3.0,4.0,13.0,,,0.0,8.0,,20.0,5.0,2.0,,,1.0,8.0,1.0,5.0,1.0,0.0,,36.0,,24.0,,,,,1.0,1.0,59.0,1.0,5.0,12.0,,0.0,6.0,7.0,,,1.0,,2.0,,,,,,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,,1.0,0.0634,,,,,,,2.0,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
231065,Ethan Pinnock,Defender,Brentford,94,Jamaica,2021-22,101.0,1.4425,53.0,0.0,,51.0,,215.0,32.0,29.0,32.0,349.0,1416.0,,,215.0,7.0,,2697.0,72.0,216.0,10.0,35.0,73.0,1003.0,,2.0,38.1403,17.0,148.0,43.0,29.0,403.0,,14.0,0.0,317.0,,661.0,141.0,32.0,,,16.0,313.0,33.0,102.0,143.0,0.0,,1370.0,11.0,450.0,35.0,9.0,,,207.0,64.0,2033.0,147.0,70.0,758.0,,1.0,134.0,125.0,4.0,3.0,13.0,,17.0,,,4.0,10.0,19.0,2.0,17.0,9.0,4.0,9.0,44.0,145.0,4.0,,4.0,1.1931,9.0,1.3392,,,8.0,8.0,55.0,,11.0,1.0,1.0,0.0,3.0,,,,,,1.0,,,1.0,,3.0,,,55.0,,,1.0,,1.0,,,1.0,,,,,,,,
450550,Fin Stevens,Defender,Brentford,94,Wales,2021-22,,0.0216,1.0,0.0,,3.0,,1.0,1.0,,,1.0,6.0,,,1.0,,,14.0,,4.0,,,3.0,5.0,,,0.1094,,,,,4.0,,,0.0,4.0,,2.0,,1.0,,,2.0,3.0,,3.0,1.0,0.0,,6.0,,2.0,1.0,,,,,,10.0,,,2.0,,0.0,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
121570,Julian Jeanvier,Defender,Brentford,94,Guinea,2021-22,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191866,Kristoffer Ajer,Defender,Brentford,94,Norway,2021-22,63.0,1.8498,45.0,0.0,,29.0,,148.0,24.0,28.0,23.0,219.0,723.0,,,80.0,5.0,,1987.0,31.0,107.0,6.0,36.0,58.0,474.0,,4.0,28.6225,5.0,71.0,31.0,32.0,60.0,,16.0,0.0,170.0,,389.0,109.0,24.0,,,11.0,226.0,25.0,90.0,49.0,0.0,,717.0,6.0,304.0,18.0,13.0,,,207.0,30.0,1151.0,120.0,37.0,281.0,,5.0,71.0,77.0,3.0,5.0,2.0,2.0,14.0,,1.0,3.0,5.0,8.0,5.0,14.0,12.0,1.0,12.0,26.0,67.0,6.0,,8.0,0.7707,1.0,0.5429,,,,,34.0,,11.0,1.0,,0.0,5.0,1.0,,,,,3.0,,,1.0,,5.0,,,28.0,,,,,,,,,,,,,,,,1.0
228044,Mads Bech,Defender,Brentford,94,Denmark,2021-22,14.0,0.3437,13.0,0.0,,8.0,,44.0,11.0,7.0,9.0,80.0,431.0,,,13.0,2.0,,833.0,4.0,21.0,2.0,12.0,12.0,332.0,,3.0,14.4702,5.0,24.0,14.0,10.0,155.0,,4.0,0.0,35.0,,193.0,41.0,11.0,,,1.0,103.0,12.0,22.0,9.0,0.0,,425.0,3.0,125.0,7.0,,,,62.0,19.0,582.0,39.0,20.0,251.0,,3.0,36.0,35.0,3.0,2.0,,,7.0,,2.0,3.0,7.0,3.0,1.0,7.0,1.0,,8.0,6.0,21.0,2.0,,3.0,0.0678,,,,,,,6.0,,6.0,,,0.0,2.0,,,,,,,,,0.0,,2.0,,1.0,33.0,,,,,,,,,,,,,,,,
226956,Mads Roerslev,Defender,Brentford,94,Denmark,2021-22,75.0,0.7946,31.0,0.0,,23.0,,70.0,21.0,15.0,12.0,98.0,297.0,,,37.0,1.0,,1233.0,25.0,47.0,1.0,25.0,35.0,189.0,,2.0,22.182,3.0,26.0,27.0,50.0,15.0,,8.0,1.0,122.0,,124.0,54.0,21.0,,,11.0,111.0,26.0,85.0,12.0,0.0,,297.0,3.0,155.0,12.0,4.0,,,80.0,10.0,510.0,22.0,16.0,97.0,,1.0,28.0,44.0,9.0,1.0,4.0,,26.0,1.0,9.0,9.0,6.0,9.0,11.0,26.0,15.0,2.0,18.0,16.0,78.0,2.0,1.0,8.0,0.3768,2.0,0.1567,1.0,,1.0,1.0,12.0,,5.0,1.0,2.0,0.0,,,,,,,1.0,,,1.0,,,,1.0,3.0,,,,,1.0,,,1.0,,,,,,,,
