playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,foulWonPenalty,throwInsToOppositionPlayer,successfulCornersIntoBox,penaltiesConceded,lastPlayerTackle,redCards2ndYellow,leftFootGoals,secondGoalAssists,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,headedGoals,punches,catches,savesMade,goalkeeperSmother,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,penaltiesFaced,savesMadeParried,savesMadeFromInsideBox,penaltiesTaken,penaltyGoals,drops,penaltiesSaved,savesFromPenalty,ownGoalScored,otherGoals
57214,André Santos,Defender,Arsenal,3,Brazil,2012-13,35.0,5.0,0.3777,0.0,1.0,1.0,,0.3308,19.0,3.0,1.0,30.0,8.0,,9.0,3.0,34.0,4.0,310.0,,,,5.0,1.0,8.0,1.0,,5.0,2.0,395.0,2.0,,5.0,26.0,,23.0,261.0,8.0,,5.0707,5.0,2.0,10.0,4.0,1.0,30.0,131.0,3.0,0.0,61.0,,91.0,32.0,8.0,,,3.0,5.0,167.0,4.0,4.0,14.0,1.0,53.0,3.0,0.0,303.0,2.0,3.0,58.0,16.0,1.0,,29.0,4.0,16.0,,,15.0,59.0,427.0,28.0,,,,5.0,114.0,,0.2011,0.0,4.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37748,Bacary Sagna,Defender,Arsenal,3,France,2012-13,90.0,17.0,2.1045,0.0,1.0,1.0,1.0,0.0373,56.0,2.0,5.0,173.0,25.0,,11.0,25.0,198.0,89.0,1497.0,,,2.0,,,110.0,9.0,,17.0,2.0,2240.0,2.0,,35.0,166.0,5.0,91.0,1259.0,17.0,4.0,26.3635,20.0,10.0,90.0,26.0,,55.0,41.0,25.0,0.0,256.0,,525.0,105.0,25.0,,,10.0,15.0,752.0,21.0,89.0,32.0,,146.0,75.0,0.0,1484.0,1.0,15.0,370.0,46.0,10.0,7.0,653.0,21.0,32.0,,,40.0,278.0,2193.0,231.0,1.0,,2.0,29.0,564.0,1.0,0.1494,2.0,25.0,65.0,1.0,,28.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2012-13,51.0,7.0,0.6488,1.0,1.0,2.0,2.0,0.7701,32.0,3.0,2.0,91.0,14.0,,6.0,14.0,119.0,52.0,797.0,,,1.0,,,34.0,5.0,2.0,7.0,1.0,1188.0,1.0,,17.0,65.0,2.0,48.0,639.0,13.0,,14.6113,9.0,6.0,33.0,11.0,,34.0,39.0,6.0,0.0,116.0,,252.0,62.0,14.0,2.0,,13.0,8.0,400.0,9.0,52.0,20.0,,82.0,17.0,0.0,790.0,1.0,13.0,207.0,19.0,10.0,4.0,352.0,12.0,8.0,,,39.0,154.0,1123.0,109.0,2.0,,1.0,26.0,285.0,1.0,0.1954,0.0,28.0,39.0,,,4.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90801,Ignasi Miquel,Defender,Arsenal,3,Spain,2012-13,1.0,,,0.0,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,3.0,,,1.0,,,,1.0,,,0.1269,,,3.0,,,,,,0.0,1.0,,1.0,,1.0,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,4.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19160,Johan Djourou,Defender,Arsenal,3,Switzerland,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2012-13,128.0,17.0,2.4744,0.0,4.0,3.0,6.0,0.2865,76.0,5.0,3.0,152.0,27.0,3.0,6.0,23.0,178.0,79.0,1108.0,,,3.0,4.0,,90.0,7.0,,17.0,5.0,2099.0,5.0,,50.0,138.0,5.0,98.0,901.0,54.0,2.0,25.2017,28.0,8.0,79.0,23.0,5.0,78.0,513.0,11.0,0.0,266.0,,384.0,111.0,27.0,,,20.0,25.0,531.0,18.0,79.0,38.0,5.0,176.0,40.0,0.0,1093.0,2.0,23.0,358.0,56.0,11.0,8.0,29.0,19.0,64.0,,,29.0,182.0,1796.0,181.0,3.0,,3.0,25.0,416.0,1.0,0.43,2.0,26.0,68.0,5.0,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2012-13,53.0,1.0,0.2128,1.0,,4.0,,1.3019,42.0,10.0,2.0,91.0,25.0,1.0,3.0,20.0,128.0,3.0,765.0,2.0,2.0,,5.0,,89.0,7.0,,1.0,4.0,1673.0,4.0,,32.0,117.0,4.0,60.0,601.0,21.0,3.0,16.8252,1.0,4.0,122.0,17.0,,21.0,223.0,16.0,2.0,170.0,0.0,318.0,91.0,25.0,,2.0,7.0,3.0,185.0,13.0,3.0,3.0,,81.0,57.0,1.0,753.0,6.0,1.0,142.0,35.0,2.0,9.0,189.0,15.0,41.0,,,36.0,35.0,1042.0,,1.0,,,27.0,453.0,1.0,1.9887,1.0,37.0,41.0,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Arsenal,3,Spain,2012-13,33.0,3.0,0.6521,0.0,1.0,1.0,,0.3143,17.0,5.0,,47.0,10.0,1.0,3.0,9.0,57.0,12.0,432.0,1.0,1.0,1.0,1.0,,23.0,5.0,,3.0,,792.0,,,12.0,38.0,1.0,27.0,365.0,9.0,1.0,8.0804,6.0,6.0,24.0,5.0,,21.0,195.0,7.0,2.0,71.0,0.0,156.0,43.0,10.0,,,2.0,4.0,226.0,4.0,12.0,7.0,,48.0,11.0,0.0,424.0,4.0,3.0,92.0,15.0,3.0,,9.0,6.0,25.0,,,10.0,72.0,630.0,54.0,1.0,,1.0,15.0,152.0,,0.2159,2.0,10.0,22.0,,,10.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2012-13,69.0,,1.0338,1.0,5.0,6.0,,1.7849,34.0,12.0,,123.0,34.0,,4.0,33.0,145.0,,1702.0,3.0,2.0,,1.0,,129.0,14.0,,,6.0,3028.0,6.0,2.0,41.0,142.0,5.0,54.0,1499.0,37.0,3.0,34.9813,3.0,15.0,163.0,29.0,8.0,28.0,340.0,19.0,2.0,211.0,1.0,780.0,122.0,34.0,,,11.0,1.0,350.0,24.0,,2.0,8.0,82.0,88.0,1.0,1691.0,6.0,5.0,154.0,23.0,1.0,20.0,489.0,12.0,52.0,,,58.0,93.0,2043.0,1.0,,,,39.0,1207.0,,1.8515,3.0,22.0,67.0,,,,,1.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
13439,Sébastien Squillaci,Defender,Arsenal,3,France,2012-13,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
