playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,drops,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,cleanSheets,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,totalTouchesInOppositionBox,penaltyGoalsConceded,keyPassesAttemptAssists,shotsBlockedInBox,groundDuelsLost,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,aerialDuelsWon,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,iboxTarget,shotsOnTargetInBox,throwInsToOppositionPlayer,rightFootGoals,leftFootGoals,handballsConceded,successfulCornersIntoBox,hitWoodwork,foulWonPenalty,unsuccessfulLayoffs,penaltiesTaken,penaltyGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,crossesNotClaimed,savesMadeParried,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesConceded,ownGoalScored,lastPlayerTackle,secondGoalAssists,redCards2ndYellow,setPiecesGoals,otherGoals
465390,Kaine Kesler-Hayden,Defender,A Villa,7,England,2023-24,,,,,,0.0,,,,,0.0,1.0,,,3.0,,,3.0,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101188,Lucas Digne,Defender,A Villa,7,France,2023-24,42.591,1.0,3.611,61.0,41.0,0.0,,372.0,,30.0,1.0,230.0,319.0,101.0,33.0,,,33.0,468.0,27.0,32.0,188.0,1013.0,,163.0,0.0,,973.0,385.0,,3.0,27.0,21.0,2410.0,1659.0,129.0,9.0,60.0,87.0,14.0,393.0,804.0,,7.0,37.0,80.0,101.0,23.0,7.0,4.0,1.0,1.1714,47.0,13.0,,151.0,3.0,1.0,99.0,1.0,1.0,5.0,6.0,36.0,67.0,2.0,36.0,25.0,56.0,1.0,35.0,2.0,76.0,18.0,0.0,2.0,28.0,16.0,1.0,118.0,31.0,2.0,42.0,9.0,26.0,19.0,10.0,2.0,29.0,26.0,18.0,,295.0,154.0,9.0,5.0,17.0,1.0636,3.0,1.0,1.0,27.0,,,2.0,12.0,,,,,,,,,,,,,,6.0,6.0,0.3835,,,,,,,
199796,Matty Cash,Defender,A Villa,7,Poland,2023-24,35.4574,6.0,2.4646,52.0,36.0,0.0,,72.0,,22.0,1.0,217.0,367.0,110.0,29.0,,,29.0,420.0,23.0,31.0,164.0,1028.0,,181.0,0.0,,1004.0,296.0,,2.0,327.0,31.0,2142.0,1558.0,103.0,5.0,45.0,88.0,30.0,453.0,833.0,,8.0,56.0,63.0,114.0,9.0,10.0,13.0,,3.2163,54.0,23.0,,108.0,2.0,,30.0,2.0,2.0,3.0,6.0,,36.0,3.0,9.0,21.0,55.0,1.0,11.0,7.0,93.0,21.0,0.0,3.0,23.0,20.0,,30.0,35.0,7.0,15.0,10.0,21.0,31.0,12.0,14.0,30.0,18.0,,1.0,262.0,112.0,7.0,3.0,23.0,4.2789,,8.0,8.0,45.0,2.0,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
244954,Pau Torres,Defender,A Villa,7,Spain,2023-24,40.1894,9.0,0.7394,74.0,37.0,0.0,,810.0,,10.0,0.0,155.0,599.0,127.0,29.0,,,29.0,561.0,27.0,32.0,216.0,1770.0,36.0,110.0,0.0,35.0,1655.0,257.0,1.0,6.0,250.0,85.0,2463.0,2032.0,79.0,5.0,25.0,56.0,29.0,996.0,1469.0,,1.0,95.0,93.0,76.0,3.0,3.0,5.0,,0.7076,29.0,9.0,1.0,121.0,,,5.0,2.0,2.0,2.0,2.0,,45.0,,3.0,22.0,23.0,1.0,8.0,1.0,54.0,16.0,0.0,,11.0,9.0,1.0,5.0,22.0,1.0,23.0,4.0,5.0,18.0,17.0,12.0,18.0,14.0,,2.0,111.0,5.0,2.0,2.0,13.0,1.0061,2.0,3.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
149484,Tyrone Mings,Defender,A Villa,7,England,2023-24,2.1492,,0.1586,1.0,2.0,0.0,,1.0,,,0.0,1.0,3.0,2.0,1.0,,,1.0,1.0,1.0,2.0,,5.0,,,0.0,,5.0,1.0,,,1.0,1.0,31.0,9.0,1.0,,,,,4.0,4.0,,0.0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106468,Álex Moreno,Defender,A Villa,7,Spain,2023-24,20.3568,5.0,1.0019,33.0,20.0,0.0,,167.0,,16.0,0.0,103.0,99.0,40.0,21.0,,,21.0,148.0,11.0,20.0,68.0,407.0,,89.0,0.0,,398.0,155.0,,2.0,13.0,13.0,1031.0,725.0,53.0,,42.0,49.0,3.0,195.0,326.0,,2.0,6.0,33.0,50.0,4.0,1.0,4.0,4.0,0.5208,18.0,7.0,,62.0,,,33.0,2.0,2.0,,10.0,,14.0,,4.0,10.0,34.0,,11.0,1.0,40.0,9.0,0.0,,6.0,17.0,1.0,33.0,23.0,1.0,4.0,3.0,11.0,12.0,15.0,2.0,11.0,13.0,,,128.0,85.0,6.0,,11.0,1.1361,2.0,2.0,2.0,12.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,
54469,Adam Smith,Defender,Bournemouth,91,England,2023-24,36.2745,5.0,1.7224,49.0,33.0,0.0,,46.0,,22.0,0.0,166.0,375.0,92.0,28.0,,,28.0,311.0,25.0,30.0,176.0,768.0,,124.0,0.0,,754.0,272.0,,6.0,212.0,23.0,2156.0,1268.0,81.0,3.0,43.0,62.0,63.0,299.0,569.0,,6.0,99.0,58.0,85.0,18.0,1.0,,,,37.0,1.0,3.0,77.0,2.0,,21.0,,,1.0,3.0,,42.0,,18.0,23.0,12.0,4.0,15.0,,62.0,17.0,,,14.0,8.0,,21.0,15.0,,19.0,1.0,7.0,23.0,4.0,11.0,30.0,21.0,,1.0,135.0,172.0,10.0,1.0,21.0,0.0528,1.0,,,43.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,
474772,Ben Greenwood,Defender,Bournemouth,91,Ireland,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223911,Chris Mepham,Defender,Bournemouth,91,Wales,2023-24,12.576,5.0,0.4771,29.0,16.0,0.0,,86.0,,2.0,0.0,85.0,128.0,31.0,10.0,,,10.0,126.0,6.0,15.0,61.0,354.0,,35.0,0.0,,349.0,67.0,,,117.0,25.0,613.0,441.0,43.0,1.0,8.0,13.0,14.0,167.0,268.0,,2.0,20.0,32.0,42.0,,,1.0,,0.2265,12.0,1.0,,41.0,1.0,,1.0,,,,4.0,,50.0,,,20.0,6.0,,2.0,,22.0,7.0,,,1.0,,,1.0,2.0,,30.0,,1.0,11.0,,6.0,15.0,7.0,,,23.0,3.0,1.0,,11.0,0.0888,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477580,Illia Zabarnyi,Defender,Bournemouth,91,Ukraine,2023-24,65.4252,22.0,0.5865,138.0,67.0,0.0,,383.0,,24.0,0.0,282.0,655.0,153.0,37.0,,,37.0,465.0,37.0,60.0,332.0,1802.0,6.0,144.0,0.0,6.0,1754.0,353.0,,8.0,646.0,131.0,3330.0,2218.0,167.0,7.0,30.0,90.0,102.0,1005.0,1339.0,,5.0,203.0,116.0,115.0,,2.0,3.0,,1.0421,59.0,6.0,2.0,129.0,,,1.0,1.0,0.0,,,,138.0,,,61.0,17.0,6.0,7.0,2.0,54.0,19.0,1.0,,27.0,2.0,1.0,1.0,4.0,2.0,77.0,3.0,3.0,32.0,9.0,34.0,24.0,33.0,,,118.0,1.0,,,16.0,1.0858,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,
463981,James Hill,Defender,Bournemouth,91,England,2023-24,1.3442,,0.0113,8.0,1.0,0.0,,10.0,,,0.0,11.0,16.0,7.0,5.0,,,5.0,14.0,1.0,1.0,10.0,34.0,,6.0,0.0,,34.0,17.0,,,4.0,3.0,75.0,63.0,7.0,,3.0,3.0,5.0,10.0,21.0,,0.0,6.0,5.0,4.0,,,,,,3.0,,,4.0,,,,,,,4.0,,5.0,,,1.0,,,,,3.0,1.0,,,1.0,1.0,,,2.0,,4.0,,,2.0,,2.0,1.0,3.0,,,4.0,4.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
235530,Lloyd Kelly,Defender,Bournemouth,91,England,2023-24,30.5501,3.0,0.8401,59.0,32.0,0.0,,237.0,,13.0,0.0,119.0,323.0,121.0,23.0,,,23.0,235.0,17.0,30.0,173.0,772.0,,73.0,0.0,,750.0,259.0,,4.0,93.0,55.0,1556.0,1091.0,67.0,2.0,29.0,39.0,38.0,369.0,544.0,,2.0,97.0,53.0,52.0,5.0,,1.0,,0.1187,24.0,4.0,1.0,76.0,1.0,1.0,16.0,,,,6.0,,46.0,,5.0,18.0,12.0,3.0,8.0,,34.0,10.0,,,5.0,,,16.0,6.0,,28.0,3.0,6.0,19.0,2.0,12.0,17.0,13.0,,,119.0,69.0,5.0,,12.0,0.3317,,1.0,1.0,38.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
221466,Marcos Senesi,Defender,Bournemouth,91,Argentina,2023-24,44.9458,20.0,2.5047,105.0,44.0,0.0,,407.0,,11.0,2.0,245.0,609.0,164.0,31.0,,,31.0,436.0,26.0,38.0,271.0,1259.0,,163.0,0.0,,1219.0,330.0,,4.0,158.0,125.0,2247.0,1668.0,114.0,6.0,44.0,73.0,56.0,563.0,863.0,,13.0,158.0,71.0,131.0,11.0,,4.0,,2.249,55.0,13.0,4.0,113.0,5.0,,14.0,4.0,3.0,,5.0,,82.0,,11.0,41.0,20.0,6.0,17.0,,90.0,27.0,1.0,,23.0,8.0,3.0,14.0,19.0,,41.0,9.0,4.0,32.0,11.0,23.0,41.0,35.0,,,85.0,6.0,9.0,,35.0,2.0228,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,
232980,Max Aarons,Defender,Bournemouth,91,England,2023-24,29.5857,3.0,0.9079,21.0,34.0,0.0,,42.0,,26.0,0.0,131.0,178.0,75.0,20.0,,,20.0,164.0,13.0,30.0,105.0,451.0,,115.0,0.0,,440.0,168.0,,1.0,128.0,20.0,1233.0,751.0,74.0,4.0,27.0,69.0,15.0,185.0,326.0,,1.0,31.0,46.0,57.0,3.0,1.0,,4.0,,29.0,1.0,2.0,74.0,1.0,,10.0,,,1.0,7.0,,16.0,,3.0,11.0,12.0,2.0,6.0,,46.0,4.0,,,10.0,12.0,,10.0,20.0,,5.0,1.0,2.0,19.0,14.0,5.0,12.0,8.0,,,103.0,101.0,4.0,1.0,8.0,0.0452,2.0,,,15.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
496683,Max Kinsey,Defender,Bournemouth,91,England,2023-24,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
