playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,oboxTarget,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,cornersTakenInclShortCorners,throwInsToOppositionPlayer,headedGoals,secondGoalAssists,successfulCornersIntoBox,unsuccessfulCornersIntoBox,handballsConceded,setPiecesGoals,leftFootGoals,otherGoals,freekickTotal,attemptsFromSetPieces,hitWoodwork,expectedGoalsFreekick,foulWonPenalty,penaltiesTaken,penaltyGoals,penaltiesConceded,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesFaced,goalkeeperSmother,punches,ownGoalScored,drops,crossesNotClaimed,clearancesOffTheLine,redCards2ndYellow,penaltiesSaved,savesFromPenalty
101184,Calum Chambers,Defender,Arsenal,3,England,2016-17,105.0,4.0,0.0052,0.0,1.0,3.0,0.588,49.0,7.0,,122.0,25.0,1.0,,25.0,242.0,17.0,1116.0,2.0,1.0,0.0,,,121.0,7.0,,4.0,,2250.0,,1.0,50.0,140.0,4.0,32.0,69.0,787.0,10.0,4.0,2.4386,5.0,23.0,175.0,37.0,,55.0,204.0,12.0,0.0,245.0,12.0,2.0,484.0,130.0,25.0,,,12.0,3.0,281.0,33.0,17.0,16.0,,124.0,71.0,0.0,1081.0,4.0,2.0,297.0,37.0,10.0,26.0,330.0,23.0,52.0,87.0,98.0,1616.0,62.0,,,85.0,597.0,10.0,0.1434,4.0,120.0,89.0,,9.0,1.0,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
80254,Carl Jenkinson,Defender,Arsenal,3,England,2016-17,5.0,,0.0094,0.0,,,,4.0,,,9.0,1.0,,,1.0,14.0,3.0,35.0,,,,,,6.0,,,,,83.0,,,3.0,8.0,,2.0,5.0,19.0,,,0.9958,,1.0,5.0,1.0,,2.0,2.0,1.0,0.0,13.0,,,13.0,4.0,1.0,,,1.0,1.0,9.0,1.0,3.0,1.0,,7.0,3.0,0.0,35.0,,,20.0,3.0,,1.0,9.0,1.0,2.0,2.0,11.0,62.0,6.0,1.0,,5.0,12.0,1.0,,0.0,5.0,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158074,Gabriel Paulista,Defender,Arsenal,3,Brazil,2016-17,78.0,2.0,0.4106,0.0,1.0,2.0,0.3035,25.0,8.0,,86.0,19.0,,,15.0,113.0,6.0,872.0,,,,,4.0,88.0,5.0,,2.0,2.0,1516.0,2.0,1.0,39.0,90.0,2.0,18.0,41.0,735.0,18.0,5.0,21.259,4.0,3.0,85.0,18.0,1.0,39.0,119.0,11.0,0.0,168.0,6.0,,336.0,104.0,19.0,,,9.0,3.0,309.0,16.0,6.0,9.0,1.0,80.0,49.0,0.0,855.0,6.0,4.0,151.0,16.0,9.0,9.0,353.0,20.0,30.0,24.0,64.0,1183.0,63.0,2.0,,19.0,452.0,14.0,0.4182,6.0,27.0,50.0,,13.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
98745,Héctor Bellerín,Defender,Arsenal,3,Spain,2016-17,133.0,11.0,4.3091,0.0,6.0,5.0,1.422,24.0,16.0,8.0,185.0,33.0,4.0,8.0,27.0,213.0,58.0,1392.0,1.0,,0.0,1.0,6.0,75.0,10.0,2.0,11.0,2.0,2499.0,2.0,1.0,43.0,114.0,2.0,49.0,82.0,1158.0,94.0,8.0,37.2441,24.0,,47.0,34.0,5.0,90.0,78.0,14.0,0.0,247.0,17.0,1.0,370.0,146.0,33.0,2.0,1.0,5.0,14.0,737.0,32.0,58.0,56.0,5.0,172.0,32.0,0.0,1389.0,11.0,32.0,393.0,19.0,45.0,7.0,642.0,20.0,36.0,21.0,302.0,2069.0,222.0,1.0,1.0,13.0,453.0,6.0,2.1589,4.0,28.0,64.0,,17.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
42427,Kieran Gibbs,Defender,Arsenal,3,England,2016-17,59.0,8.0,0.74,0.0,1.0,2.0,0.1691,12.0,4.0,,52.0,11.0,1.0,4.0,8.0,65.0,23.0,371.0,,,,,3.0,45.0,3.0,,8.0,2.0,702.0,2.0,,26.0,46.0,,11.0,27.0,298.0,30.0,2.0,9.2656,9.0,3.0,33.0,3.0,1.0,33.0,167.0,1.0,0.0,105.0,9.0,,119.0,43.0,11.0,,,5.0,11.0,204.0,3.0,23.0,15.0,1.0,60.0,19.0,0.0,363.0,2.0,6.0,129.0,7.0,14.0,,10.0,11.0,10.0,8.0,75.0,589.0,51.0,3.0,,11.0,110.0,4.0,0.3023,3.0,13.0,15.0,,14.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
51507,Laurent Koscielny,Defender,Arsenal,3,France,2016-17,115.0,,0.761,1.0,3.0,4.0,1.2896,48.0,6.0,,142.0,33.0,,1.0,33.0,201.0,3.0,1666.0,2.0,2.0,1.0,1.0,,194.0,10.0,,,2.0,2823.0,2.0,,78.0,192.0,3.0,23.0,76.0,1391.0,24.0,8.0,42.848,3.0,10.0,203.0,36.0,2.0,37.0,531.0,25.0,1.0,307.0,8.0,1.0,632.0,209.0,33.0,,2.0,6.0,1.0,495.0,33.0,3.0,2.0,2.0,113.0,116.0,1.0,1616.0,2.0,1.0,222.0,42.0,4.0,22.0,422.0,19.0,90.0,74.0,81.0,2131.0,4.0,2.0,1.0,37.0,970.0,12.0,1.5465,4.0,59.0,76.0,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
27334,Mathieu Debuchy,Defender,Arsenal,3,France,2016-17,1.0,,0.0081,0.0,,,,,,,1.0,1.0,,,1.0,1.0,,10.0,,,,,,,,,,,16.0,,,,,,,,9.0,,,,,,,,,1.0,,,0.0,1.0,,,5.0,,1.0,,,,,8.0,,,1.0,,1.0,,0.0,10.0,,,2.0,,,,5.0,,1.0,,,13.0,1.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38411,Nacho Monreal,Defender,Arsenal,3,Spain,2016-17,166.0,6.0,2.1327,0.0,4.0,2.0,0.405,90.0,8.0,1.0,171.0,36.0,2.0,1.0,35.0,252.0,57.0,1753.0,,7.0,,2.0,1.0,118.0,11.0,1.0,6.0,1.0,3153.0,1.0,,61.0,194.0,4.0,72.0,137.0,1463.0,59.0,9.0,48.684,10.0,12.0,99.0,43.0,2.0,105.0,688.0,36.0,0.0,360.0,41.0,,716.0,190.0,36.0,1.0,,29.0,8.0,895.0,39.0,57.0,26.0,2.0,242.0,57.0,0.0,1730.0,6.0,19.0,381.0,61.0,13.0,11.0,125.0,33.0,88.0,38.0,224.0,2575.0,252.0,1.0,2.0,62.0,612.0,22.0,0.7667,5.0,81.0,101.0,,23.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
17127,Per Mertesacker,Defender,Arsenal,3,Germany,2016-17,,,0.0002,0.0,,,,2.0,,,,1.0,,,,,,8.0,,,,,1.0,1.0,,,,,37.0,,,,3.0,,,2.0,7.0,,1.0,0.9938,,,2.0,1.0,,,2.0,1.0,0.0,3.0,,,3.0,,1.0,,,1.0,,1.0,1.0,,,,2.0,1.0,0.0,8.0,,,,1.0,,2.0,1.0,,1.0,1.0,2.0,16.0,,,,,7.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156074,Rob Holding,Defender,Arsenal,3,England,2016-17,40.0,2.0,0.1694,0.0,2.0,2.0,0.0483,12.0,3.0,,58.0,9.0,,,9.0,81.0,,465.0,,,,,,46.0,4.0,,2.0,2.0,810.0,2.0,,19.0,48.0,1.0,13.0,21.0,359.0,8.0,1.0,10.5397,3.0,3.0,47.0,8.0,2.0,21.0,66.0,2.0,0.0,88.0,8.0,,212.0,42.0,9.0,,,3.0,2.0,150.0,7.0,,4.0,2.0,42.0,27.0,0.0,455.0,1.0,1.0,91.0,9.0,7.0,6.0,172.0,10.0,10.0,25.0,15.0,591.0,1.0,,,13.0,236.0,7.0,0.3207,3.0,23.0,35.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
