playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,keyPassesAttemptAssists,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,offsides,throwInsToOppositionPlayer,totalClearances,successfulLaunches,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cleanSheets,penaltiesConceded,penaltyGoalsConceded,lastPlayerTackle,blocks,handballsConceded,foulWonPenalty,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,headedGoals,punches,drops,leftFootGoals,hitWoodwork,ownGoalScored,penaltiesTaken,clearancesOffTheLine,secondGoalAssists,redCards2ndYellow,penaltyGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,crossesNotClaimed
40660,Adam Hammill,Midfielder,Wolves,39,England,2011-12,24.0,5.0,0.0,2.0,5.0,2.0,10.0,8.0,1.0,20.0,9.0,1.0,3.0,3.0,27.0,22.0,108.0,6.0,6.0,2.0,7.0,345.0,1.0,22.0,1.0,21.0,76.0,1.0,20.0,8.0,8.0,23.0,18.0,6.0,0.0,46.0,30.0,11.0,9.0,1.0,11.0,62.0,7.0,31.0,16.0,44.0,1.0,0.0,107.0,3.0,7.0,81.0,9.0,5.0,1.0,34.0,5.0,2.0,5.0,5.0,26.0,213.0,4.0,2.0,6.0,26.0,2.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44302,Adlène Guédioura,Midfielder,Wolves,39,Algeria,2011-12,37.0,2.0,0.0,7.0,2.0,,11.0,8.0,1.0,31.0,10.0,,2.0,2.0,33.0,4.0,127.0,8.0,,3.0,2.0,292.0,1.0,20.0,1.0,18.0,86.0,,8.0,1.0,5.0,36.0,26.0,3.0,0.0,57.0,46.0,10.0,10.0,4.0,7.0,59.0,4.0,4.0,23.0,54.0,2.0,0.0,125.0,6.0,1.0,70.0,7.0,4.0,,37.0,8.0,8.0,,8.0,18.0,217.0,1.0,2.0,1.0,37.0,2.0,2.0,8.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105190,Anthony Forde,Midfielder,Wolves,39,Ireland,2011-12,17.0,,0.0,1.0,2.0,1.0,4.0,2.0,1.0,9.0,6.0,,5.0,3.0,11.0,9.0,66.0,3.0,2.0,3.0,,242.0,2.0,6.0,,5.0,54.0,,1.0,1.0,2.0,15.0,9.0,,0.0,23.0,14.0,13.0,6.0,,5.0,27.0,2.0,10.0,14.0,20.0,1.0,0.0,65.0,,,42.0,4.0,1.0,,22.0,,8.0,1.0,1.0,21.0,123.0,4.0,3.0,2.0,28.0,0.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17687,Carl Ikeme,Goalkeeper,Wolves,39,Nigeria,2011-12,,,0.0,,,,,,,,1.0,,,,8.0,,13.0,1.0,,,,38.0,,,,,1.0,,,,1.0,,,,0.0,,13.0,8.0,1.0,,,4.0,1.0,,,,,0.0,9.0,,,8.0,,,,,,,,4.0,,22.0,,,5.0,1.0,0.0,8.0,,,,,4.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19008,Christophe Berra,Defender,Wolves,39,Scotland,2011-12,94.0,,0.0,3.0,3.0,,53.0,10.0,1.0,195.0,32.0,,9.0,29.0,256.0,1.0,881.0,3.0,,92.0,,2698.0,29.0,141.0,16.0,78.0,583.0,,25.0,6.0,63.0,65.0,185.0,23.0,0.0,235.0,463.0,79.0,32.0,13.0,3.0,156.0,47.0,1.0,10.0,143.0,63.0,0.0,868.0,7.0,3.0,281.0,40.0,2.0,,144.0,42.0,46.0,,42.0,89.0,1361.0,,1.0,70.0,469.0,5.0,61.0,101.0,,,251.0,26.0,,,,,,,,,,3.0,1.0,2.0,1.0,30.0,2.0,,,,,,,,,,,,,,,,,,,,,
78774,David Davis,Midfielder,Wolves,39,England,2011-12,19.0,3.0,0.0,,2.0,,16.0,3.0,,31.0,7.0,,6.0,6.0,34.0,3.0,189.0,1.0,,3.0,3.0,399.0,1.0,25.0,1.0,23.0,138.0,,2.0,4.0,9.0,18.0,46.0,6.0,0.0,44.0,52.0,27.0,7.0,4.0,2.0,76.0,8.0,3.0,9.0,41.0,2.0,0.0,186.0,1.0,1.0,52.0,12.0,1.0,,65.0,5.0,7.0,,17.0,26.0,255.0,,4.0,3.0,82.0,0.0,3.0,6.0,1.0,,8.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
16236,David Edwards,Midfielder,Wolves,39,Wales,2011-12,92.0,4.0,0.0,4.0,8.0,,49.0,17.0,,158.0,26.0,1.0,73.0,24.0,187.0,12.0,899.0,2.0,,45.0,4.0,1936.0,28.0,89.0,10.0,72.0,669.0,,26.0,11.0,48.0,64.0,206.0,19.0,2.0,181.0,285.0,101.0,26.0,9.0,7.0,354.0,38.0,12.0,28.0,136.0,17.0,0.0,892.0,9.0,3.0,259.0,40.0,4.0,,246.0,23.0,41.0,,43.0,162.0,1174.0,7.0,12.0,27.0,362.0,2.0,29.0,35.0,3.0,,31.0,5.0,,,,,,,,,,1.0,,5.0,,7.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,
38251,Dorus de Vries,Goalkeeper,Wolves,39,Netherlands,2011-12,,,0.0,,,,1.0,,,1.0,4.0,,,4.0,56.0,,107.0,,,,,322.0,,1.0,2.0,1.0,11.0,,,,8.0,,6.0,,0.0,1.0,94.0,40.0,4.0,1.0,,24.0,6.0,,,1.0,,0.0,67.0,,,56.0,,,,7.0,,,,40.0,,150.0,,1.0,34.0,27.0,0.0,55.0,6.0,,,4.0,27.0,5.0,12.0,5.0,26.0,30.0,1.0,15.0,5.0,6.0,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,
40231,Eggert Jónsson,Midfielder,Wolves,39,Iceland,2011-12,8.0,,0.0,,,,7.0,,,10.0,3.0,,3.0,2.0,10.0,2.0,86.0,1.0,,1.0,,173.0,,9.0,1.0,8.0,71.0,,,2.0,8.0,8.0,28.0,1.0,0.0,17.0,21.0,13.0,3.0,3.0,,37.0,7.0,2.0,5.0,16.0,1.0,0.0,85.0,,,21.0,4.0,,,21.0,4.0,6.0,,5.0,16.0,113.0,,2.0,1.0,39.0,1.0,,2.0,,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
19084,George Elokobi,Defender,Wolves,39,Cameroon,2011-12,13.0,2.0,0.0,1.0,,,7.0,,,25.0,9.0,,3.0,3.0,29.0,5.0,140.0,6.0,,1.0,2.0,290.0,,13.0,2.0,12.0,105.0,,1.0,1.0,7.0,13.0,47.0,5.0,0.0,26.0,69.0,7.0,9.0,4.0,1.0,60.0,5.0,5.0,4.0,25.0,1.0,0.0,136.0,,2.0,46.0,3.0,,,5.0,4.0,3.0,,6.0,19.0,248.0,41.0,2.0,3.0,53.0,0.0,4.0,6.0,,4.0,29.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
