playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,awayGoals,substituteOn,aerialDuels,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLaunches,goalKicks,cleanSheets,penaltyGoalsConceded,gkSuccessfulDistribution,clearancesOffTheLine,handballsConceded,foulWonPenalty,oboxBlocked,penaltiesConceded,lastPlayerTackle,shotsBlockedOutsideBox,catches,savesMadeFromOutsideBox,punches,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCornersIntoBox,oboxTarget,leftFootGoals,unsuccessfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,attemptsFromSetPieces,throwInsToOppositionPlayer,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,goalkeeperSmother,crossesNotClaimed,redCards2ndYellow,secondGoalAssists,ownGoalScored,penaltiesTaken,penaltyGoals
159533,Adama Traoré,Forward,Wolves,39,Spain,2022-23,112.0,20.0,3.1848,42.0,0.0,4.0,8.0,8.0,1.4107,14.0,15.0,3.0,100.0,34.0,1.0,12.0,21.0,12.0,106.0,61.0,410.0,2.0,7.0,1.0,22.0,64.0,20.0,6.0,1486.0,6.0,6.0,25.0,145.0,3.0,34.0,106.0,295.0,59.0,27.2456,23.0,17.0,30.0,4.0,87.0,44.0,34.0,1.0,257.0,7.0,1.0,88.0,66.0,34.0,1.0,7.0,34.0,246.0,27.0,1.0,61.0,61.0,4.0,193.0,39.0,0.0,410.0,7.0,16.0,297.0,7.0,58.0,1.0,169.0,21.0,3.0,9.0,109.0,825.0,1.0,9.0,1.0,5.0,78.0,5.0,1.3911,2.0,6.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476502,Boubacar Traoré,Midfielder,Wolves,39,Mali,2022-23,29.0,,0.0669,14.0,0.0,,,,,12.0,3.0,,23.0,10.0,1.0,,7.0,4.0,27.0,1.0,145.0,,,,6.0,15.0,,,405.0,,,8.0,25.0,,4.0,18.0,113.0,2.0,6.602,,1.0,9.0,,21.0,40.0,2.0,0.0,54.0,2.0,,43.0,27.0,10.0,,7.0,4.0,55.0,9.0,,1.0,7.0,,39.0,7.0,0.0,145.0,3.0,,41.0,5.0,4.0,2.0,42.0,10.0,7.0,5.0,20.0,196.0,,2.0,,2.0,63.0,7.0,0.0654,2.0,4.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94147,Conor Coady,Defender,Wolves,39,England,2022-23,47.0,1.0,0.5074,28.0,0.0,1.0,3.0,,0.9382,14.0,3.0,1.0,60.0,24.0,1.0,,21.0,23.0,179.0,,1200.0,1.0,2.0,1.0,1.0,49.0,1.0,2.0,2096.0,2.0,,24.0,52.0,4.0,5.0,27.0,915.0,10.0,31.5843,3.0,85.0,28.0,1.0,23.0,267.0,13.0,0.0,99.0,4.0,0.0,435.0,92.0,24.0,1.0,5.0,2.0,264.0,24.0,,,4.0,1.0,50.0,25.0,0.0,1168.0,,2.0,194.0,9.0,,17.0,434.0,11.0,14.0,106.0,64.0,1387.0,3.0,1.0,,27.0,758.0,2.0,0.8355,2.0,119.0,50.0,4.0,1.0,7.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60232,Craig Dawson,Defender,Wolves,39,England,2022-23,72.0,,0.1766,22.0,0.0,2.0,3.0,,0.2085,20.0,15.0,,94.0,25.0,,1.0,9.0,25.0,205.0,2.0,1224.0,1.0,,0.0,,91.0,,1.0,2135.0,1.0,,43.0,84.0,4.0,17.0,36.0,917.0,32.0,22.5998,2.0,99.0,31.0,1.0,29.0,262.0,13.0,0.0,156.0,11.0,1.0,469.0,120.0,25.0,1.0,7.0,1.0,265.0,27.0,,2.0,7.0,1.0,65.0,48.0,0.0,1194.0,12.0,5.0,225.0,13.0,3.0,29.0,402.0,17.0,18.0,102.0,91.0,1492.0,6.0,3.0,,32.0,754.0,8.0,0.9525,6.0,111.0,68.0,7.0,,7.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79602,Dan Bentley,Goalkeeper,Wolves,39,England,2022-23,1.0,,0.0004,,0.0,,,,,1.0,,,,2.0,,,,2.0,18.0,,66.0,,,,,1.0,,,180.0,,,1.0,2.0,,,2.0,34.0,,3.874,,1.0,3.0,,,17.0,1.0,0.0,3.0,,,30.0,19.0,2.0,,,,4.0,3.0,,,,,2.0,,0.0,37.0,,,19.0,1.0,,,19.0,,,14.0,,100.0,,,,9.0,44.0,,,0.0,18.0,6.0,1.0,23.0,,,32.0,,,,,,,,4.0,6.0,1.0,11.0,1.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,
200600,Daniel Podence,Forward,Wolves,39,Portugal,2022-23,129.0,9.0,2.1994,47.0,0.0,9.0,18.0,4.0,2.9438,27.0,34.0,9.0,157.0,32.0,,10.0,19.0,20.0,175.0,27.0,593.0,6.0,4.0,4.0,12.0,18.0,16.0,8.0,1770.0,8.0,2.0,12.0,81.0,5.0,38.0,75.0,391.0,75.0,27.01,36.0,5.0,31.0,7.0,117.0,193.0,23.0,2.0,210.0,19.0,2.0,198.0,87.0,32.0,4.0,10.0,34.0,291.0,26.0,,40.0,64.0,7.0,192.0,6.0,0.0,573.0,16.0,18.0,335.0,17.0,25.0,,84.0,26.0,7.0,27.0,118.0,971.0,11.0,12.0,1.0,3.0,143.0,16.0,4.0015,5.0,18.0,31.0,,,2.0,,,,,,2.0,,,2.0,,,,,,,,,26.0,4.0,6.0,4.0,2.0,12.0,,,,,,,,,,,,,,,
492776,Dexter Lembikisa,Defender,Wolves,39,Jamaica,2022-23,1.0,,0.0031,,0.0,,,,,,,,2.0,1.0,,,,,2.0,1.0,11.0,,,,1.0,1.0,,,22.0,,,1.0,,,2.0,,9.0,,0.5028,,,1.0,,,,,0.0,1.0,,,8.0,2.0,1.0,,,,5.0,1.0,,1.0,,,,,0.0,11.0,,1.0,3.0,,,,2.0,,,,1.0,13.0,1.0,,,,4.0,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18507,Diego Costa,Forward,Wolves,39,Spain,2022-23,125.0,,0.6721,24.0,1.0,6.0,15.0,1.0,3.3061,3.0,22.0,1.0,55.0,23.0,,12.0,12.0,16.0,57.0,6.0,215.0,1.0,16.0,0.0,7.0,90.0,,14.0,1245.0,14.0,3.0,60.0,49.0,2.0,18.0,19.0,158.0,63.0,18.8558,11.0,17.0,17.0,5.0,65.0,50.0,10.0,1.0,174.0,5.0,1.0,37.0,25.0,23.0,1.0,2.0,5.0,98.0,15.0,,6.0,31.0,5.0,84.0,30.0,1.0,198.0,7.0,13.0,118.0,1.0,6.0,1.0,42.0,29.0,2.0,,86.0,375.0,,14.0,,,60.0,16.0,3.1754,5.0,2.0,9.0,,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
181284,Gonçalo Guedes,Forward,Wolves,39,Portugal,2022-23,40.0,4.0,0.4508,21.0,0.0,6.0,6.0,2.0,0.1413,8.0,13.0,,40.0,13.0,1.0,2.0,7.0,8.0,43.0,8.0,172.0,1.0,5.0,0.0,5.0,18.0,7.0,2.0,709.0,2.0,,11.0,44.0,2.0,12.0,37.0,121.0,32.0,9.9385,8.0,2.0,12.0,4.0,29.0,52.0,24.0,0.0,84.0,4.0,1.0,41.0,34.0,13.0,1.0,2.0,7.0,104.0,10.0,,20.0,14.0,4.0,66.0,7.0,0.0,170.0,7.0,6.0,96.0,6.0,5.0,,32.0,11.0,1.0,8.0,47.0,309.0,2.0,7.0,,1.0,32.0,6.0,1.1954,1.0,3.0,9.0,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,14.0,3.0,2.0,3.0,,11.0,0.0467,1.0,1.0,,,,,,,,,,,,
449133,Harvey Griffiths,Midfielder,Wolves,39,England,2022-23,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
